Token	Stem	Lemma
GUATEMALA	guatemala	GUATEMALA
CITY	citi	CITY
Reuters	reuter	Reuters
Guatemala	guatemala	Guatemala
s	s	s
Congress	congress	Congress
on	on	on
Monday	monday	Monday
voted	vote	voted
to	to	to
preserve	preserv	preserve
President	presid	President
Jimmy	jimmi	Jimmy
Morales	moral	Morales
s	s	s
immunity	immun	immunity
from	from	from
prosecution	prosecut	prosecution
after	after	after
the	the	the
attorney	attorney	attorney
general	general	general
s	s	s
office	offic	office
submitted	submit	submitted
a	a	a
request	request	request
to	to	to
investigate	investig	investigate
him	him	him
over	over	over
suspected	suspect	suspected
financing	financ	financing
irregularities	irregular	irregularity
during	dure	during
his	his	his
2015	2015	2015
election	elect	election
campaign	campaign	campaign
Attorney	attorney	Attorney
general	general	general
Thelma	thelma	Thelma
Aldana	aldana	Aldana
and	and	and
a	a	a
U	u	U
N	n	N
anti	anti	anti
-graft	-graft	-graft
body	bodi	body
said	said	said
last	last	last
month	month	month
they	they	they
were	were	were
seeking	seek	seeking
to	to	to
investigate	investig	investigate
Morales	moral	Morales
over	over	over
the	the	the
illegal	illeg	illegal
financing	financ	financing
allegation	alleg	allegation
Two	two	Two
days	day	day
later	later	later
Morales	moral	Morales
declared	declar	declared
the	the	the
head	head	head
of	of	of
the	the	the
U	u	U
N	n	N
body	bodi	body
persona	persona	persona
non	non	non
grata	grata	grata
Under	under	Under
the	the	the
leadership	leadership	leadership
of	of	of
Ivan	ivan	Ivan
Velasquez	velasquez	Velasquez
a	a	a
veteran	veteran	veteran
Colombian	colombian	Colombian
prosecutor	prosecutor	prosecutor
the	the	the
CICIG	cicig	CICIG
has	has	ha
caused	caus	caused
problems	problem	problem
for	for	for
Morales	moral	Morales
first	first	first
investigating	investig	investigating
his	his	his
son	son	son
and	and	and
brother	brother	brother
and	and	and
then	then	then
seeking	seek	seeking
to	to	to
prosecute	prosecut	prosecute
him	him	him
over	over	over
some	some	some
800	800	800
000	000	000
in	in	in
allegedly	alleg	allegedly
unexplained	unexplain	unexplained
campaign	campaign	campaign
funds	fund	fund
The	the	The
Guatemalan	guatemalan	Guatemalan
president	presid	president
won	won	won
office	offic	office
in	in	in
2015	2015	2015
running	run	running
on	on	on
a	a	a
platform	platform	platform
of	of	of
honest	honest	honest
governance	govern	governance
after	after	after
his	his	his
predecessor	predecessor	predecessor
Otto	otto	Otto
Perez	perez	Perez
Molina	molina	Molina
was	was	wa
forced	forc	forced
to	to	to
resign	resign	resign
and	and	and
imprisoned	imprison	imprisoned
in	in	in
a	a	a
multi	multi	multi
-million	-million	-million
dollar	dollar	dollar
graft	graft	graft
case	case	case
stemming	stem	stemming
from	from	from
a	a	a
CICIG	cicig	CICIG
investigation	investig	investigation
Morales	moral	Morales
a	a	a
former	former	former
comedian	comedian	comedian
has	has	ha
denied	deni	denied
any	ani	any
wrongdoing	wrongdo	wrongdoing
