Token	Stem	Lemma
LONDON	london	LONDON
Reuters	reuter	Reuters
Two	two	Two
of	of	of
Britain	britain	Britain
s	s	s
most	most	most
senior	senior	senior
officers	offic	officer
said	said	said
the	the	the
pressure	pressur	pressure
on	on	on
the	the	the
police	polic	police
forces	forc	force
was	was	wa
not	not	not
sustainable	sustain	sustainable
after	after	after
last	last	last
week	week	week
s	s	s
attack	attack	attack
on	on	on
a	a	a
packed	pack	packed
London	london	London
train	train	train
became	becam	became
the	the	the
fifth	fifth	fifth
major	major	major
attack	attack	attack
this	this	this
year	year	year
Fewer	fewer	Fewer
officers	offic	officer
could	could	could
make	make	make
it	it	it
harder	harder	harder
to	to	to
prevent	prevent	prevent
future	futur	future
attacks	attack	attack
and	and	and
it	it	it
will	will	will
force	forc	force
difficult	difficult	difficult
choices	choic	choice
about	about	about
where	where	where
to	to	to
put	put	put
police	polic	police
resources	resourc	resource
they	they	they
said	said	said
A	a	A
homemade	homemad	homemade
bomb	bomb	bomb
engulfed	engulf	engulfed
a	a	a
train	train	train
carriage	carriag	carriage
in	in	in
flames	flame	flame
at	at	at
Parsons	parson	Parsons
Green	green	Green
underground	underground	underground
station	station	station
in	in	in
west	west	west
London	london	London
last	last	last
Friday	friday	Friday
injuring	injur	injuring
30	30	30
Cressida	cressida	Cressida
Dick	dick	Dick
London	london	London
s	s	s
police	polic	police
Commissioner	commission	Commissioner
said	said	said
it	it	it
could	could	could
have	have	have
been	been	been
much	much	much
worse	wors	worse
Britain	britain	Britain
had	had	had
previously	previous	previously
faced	face	faced
four	four	four
deadly	dead	deadly
incidents	incid	incident
since	sinc	since
March	march	March
which	which	which
killed	kill	killed
a	a	a
total	total	total
of	of	of
36	36	36
people	peopl	people
In	in	In
the	the	the
long	long	long
run	run	run
if	if	if
we	we	we
continue	continu	continue
with	with	with
this	this	this
level	level	level
of	of	of
threat	threat	threat
which	which	which
is	is	is
what	what	what
people	peopl	people
are	are	are
predicting	predict	predicting
this	this	this
is	is	is
not	not	not
sustainable	sustain	sustainable
for	for	for
my	my	my
police	polic	police
service	servic	service
Dick	dick	Dick
said	said	said
in	in	in
an	an	an
interview	interview	interview
on	on	on
LBC	lbc	LBC
radio	radio	radio
Six	six	Six
men	men	men
have	have	have
been	been	been
arrested	arrest	arrested
and	and	and
four	four	four
remain	remain	remain
in	in	in
custody	custodi	custody
since	sinc	since
the	the	the
Parsons	parson	Parsons
Green	green	Green
attack	attack	attack
That	that	That
was	was	wa
a	a	a
very	veri	very
very	veri	very
dangerous	danger	dangerous
bomb	bomb	bomb
It	it	It
partially	partial	partially
detonated	deton	detonated
it	it	it
had	had	had
a	a	a
large	larg	large
quantity	quantiti	quantity
of	of	of
explosive	explos	explosive
and	and	and
it	it	it
was	was	wa
packed	pack	packed
with	with	with
shrapnel	shrapnel	shrapnel
So	so	So
it	it	it
could	could	could
have	have	have
been	been	been
so	so	so
much	much	much
worse	wors	worse
Dick	dick	Dick
said	said	said
While	while	While
the	the	the
bombing	bomb	bombing
at	at	at
