BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
A	a	A
Saudi	saudi	Saudi
official	offici	official
has	has	ha
visited	visit	visited
northern	northern	northern
Syria	syria	Syria
with	with	with
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
envoy	envoy	envoy
to	to	to
discuss	discuss	discus
reconstruction	reconstruct	reconstruction
of	of	of
Raqqa	raqqa	Raqqa
,	,	,
which	which	which
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
militias	militia	militia
backed	back	backed
by	by	by
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
,	,	,
captured	captur	captured
from	from	from
Islamic	islam	Islamic
State	state	State
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
an	an	an
adviser	advis	adviser
to	to	to
the	the	the
militias	militia	militia
said	said	said
.	.	.
Saudi	saudi	Saudi
Gulf	gulf	Gulf
Affairs	affair	Affairs
Minister	minist	Minister
Thamer	thamer	Thamer
al	al	al
-Sabhan	-sabhan	-Sabhan
visited	visit	visited
the	the	the
area	area	area
with	with	with
Brett	brett	Brett
McGurk	mcgurk	McGurk
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
special	special	special
envoy	envoy	envoy
to	to	to
the	the	the
coalition	coalit	coalition
against	against	against
Islamic	islam	Islamic
State	state	State
,	,	,
and	and	and
met	met	met
the	the	the
Raqqa	raqqa	Raqqa
Civil	civil	Civil
Council	council	Council
said	said	said
Amed	ame	Amed
Sido	sido	Sido
,	,	,
an	an	an
adviser	advis	adviser
to	to	to
the	the	the
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
alliance	allianc	alliance
.	.	.
The	the	The
Saudi	saudi	Saudi
Okaz	okaz	Okaz
newspaper	newspap	newspaper
also	also	also
reported	report	reported
on	on	on
Thursday	thursday	Thursday
that	that	that
Sabhan	sabhan	Sabhan
had	had	had
visited	visit	visited
northern	northern	northern
Syria	syria	Syria
and	and	and
that	that	that
Riyadh	riyadh	Riyadh
and	and	and
Washington	washington	Washington
had	had	had
discussed	discuss	discussed
the	the	the
reconstruction	reconstruct	reconstruction
of	of	of
Raqqa	raqqa	Raqqa
.	.	.
Saudi	saudi	Saudi
Arabia	arabia	Arabia
is	is	is
a	a	a
member	member	member
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
international	intern	international
coalition	coalit	coalition
against	against	against
Islamic	islam	Islamic
State	state	State
,	,	,
set	set	set
up	up	up
in	in	in
2014	2014	2014
,	,	,
but	but	but
no	no	no
senior	senior	senior
officials	offici	official
from	from	from
Riyadh	riyadh	Riyadh
are	are	are
known	known	known
to	to	to
have	have	have
visited	visit	visited
areas	area	area
held	held	held
by	by	by
coalition	coalit	coalition
allies	alli	ally
in	in	in
Syria	syria	Syria
.	.	.
Saudi	saudi	Saudi
Arabia	arabia	Arabia
s	s	s
Foreign	foreign	Foreign
Ministry	ministri	Ministry
was	was	wa
not	not	not
immediately	immedi	immediately
available	avail	available
for	for	for
comment	comment	comment
.	.	.
The	the	The
SDF	sdf	SDF
s	s	s
four	four	four
-month	-month	-month
battle	battl	battle
against	against	against
Islamic	islam	Islamic
State	state	State
in	in	in
Raqqa	raqqa	Raqqa
,	,	,
aided	aid	aided
by	by	by
coalition	coalit	coalition
air	air	air
strikes	strike	strike
,	,	,
left	left	left
much	much	much
of	of	of
the	the	the
city	citi	city
in	in	in
ruins	ruin	ruin
and	and	and
forced	forc	forced
much	much	much
of	of	of
its	it	it
population	popul	population
to	to	to
flee	flee	flee
to	to	to
camps	camp	camp
nearby	nearbi	nearby
.	.	.
International	intern	International
charity	chariti	charity
Mercy	merci	Mercy
Corps	corp	Corps
said	said	said
on	on	on
Thursday	thursday	Thursday
that	that	that
most	most	most
of	of	of
the	the	the
city	citi	city
was	was	wa
uninhabitable	uninhabit	uninhabitable
.	.	.
The	the	The
SDF	sdf	SDF
and	and	and
its	it	it
allies	alli	ally
set	set	set
up	up	up
the	the	the
Raqqa	raqqa	Raqqa
Civil	civil	Civil
Council	council	Council
to	to	to
run	run	run
the	the	the
city	citi	city
after	after	after
the	the	the
fighting	fight	fighting
was	was	wa
over	over	over
.	.	.
The	the	The
international	intern	international
coalition	coalit	coalition
s	s	s
73	73	73
members	member	member
also	also	also
include	includ	include
European	european	European
countries	countri	country
,	,	,
other	other	other
Arab	arab	Arab
countries	countri	country
and	and	and
Turkey	turkey	Turkey
.	.	.
Its	it	Its
work	work	work
includes	includ	includes
supporting	support	supporting
stabilization	stabil	stabilization
and	and	and
restoration	restor	restoration
of	of	of
public	public	public
services	servic	service
to	to	to
areas	area	area
taken	taken	taken
from	from	from
Islamic	islam	Islamic
State	state	State
militants	milit	militant
.	.	.
The	the	The
Saudi	saudi	Saudi
officials	offici	official
who	who	who
visited	visit	visited
Raqqa	raqqa	Raqqa
to	to	to
check	check	check
the	the	the
area	area	area
were	were	were
there	there	there
to	to	to
listen	listen	listen
to	to	to
discussions	discuss	discussion
rather	rather	rather
than	than	than
take	take	take
part	part	part
,	,	,
Sido	sido	Sido
said	said	said
,	,	,
adding	ad	adding
that	that	that
they	they	they
met	met	met
a	a	a
reconstruction	reconstruct	reconstruction
committee	committe	committee
set	set	set
up	up	up
by	by	by
the	the	the
council	council	council
.	.	.
They	they	They
promised	promis	promised
that	that	that
they	they	they
would	would	would
contribute	contribut	contribute
in	in	in
construction	construct	construction
in	in	in
Raqqa	raqqa	Raqqa
in	in	in
the	the	the
future	futur	future
,	,	,
Sido	sido	Sido
said	said	said
.	.	.
Sido	sido	Sido
is	is	is
also	also	also
an	an	an
SDF	sdf	SDF
coordinator	coordin	coordinator
with	with	with
the	the	the
coalition	coalit	coalition
.	.	.
The	the	The
main	main	main
priority	prioriti	priority
for	for	for
the	the	the
city	citi	city
s	s	s
reconstruction	reconstruct	reconstruction
now	now	now
is	is	is
clearing	clear	clearing
landmines	landmin	landmines
and	and	and
bodies	bodi	body
,	,	,
and	and	and
working	work	working
on	on	on
water	water	water
and	and	and
electricity	electr	electricity
projects	project	project
,	,	,
Sido	sido	Sido
said	said	said
.	.	.
While	while	While
no	no	no
concrete	concret	concrete
plans	plan	plan
were	were	were
set	set	set
in	in	in
motion	motion	motion
,	,	,
Sido	sido	Sido
continued	continu	continued
,	,	,
we	we	we
consider	consid	consider
it	it	it
a	a	a
first	first	first
visit	visit	visit
,	,	,
a	a	a
first	first	first
step	step	step
,	,	,
that	that	that
could	could	could
be	be	be
the	the	the
beginning	begin	beginning
of	of	of
future	futur	future
relations	relat	relation
.	.	.
