Reuters	reuter	Reuters
-	-	-
Ted	ted	Ted
Cruz	cruz	Cruz
s	s	s
Super	super	Super
Tuesday	tuesday	Tuesday
victories	victori	victory
in	in	in
his	his	his
home	home	home
state	state	state
of	of	of
Texas	texa	Texas
and	and	and
neighboring	neighbor	neighboring
Oklahoma	oklahoma	Oklahoma
strengthened	strengthen	strengthened
his	his	his
odds	odd	odds
for	for	for
the	the	the
Republican	republican	Republican
presidential	presidenti	presidential
nomination	nomin	nomination
on	on	on
online	onlin	online
betting	bet	betting
sites	site	site
but	but	but
he	he	he
still	still	still
trails	trail	trail
far	far	far
behind	behind	behind
Donald	donald	Donald
Trump	trump	Trump
.	.	.
On	on	On
PredictIt	predictit	PredictIt
.	.	.
com	com	com
,	,	,
operated	oper	operated
by	by	by
Victoria	victoria	Victoria
University	univers	University
in	in	in
Wellington	wellington	Wellington
,	,	,
New	new	New
Zealand	zealand	Zealand
,	,	,
the	the	the
predicted	predict	predicted
chances	chanc	chance
of	of	of
the	the	the
Texas	texa	Texas
senator	senat	senator
winning	win	winning
the	the	the
nomination	nomin	nomination
for	for	for
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
election	elect	election
rose	rose	rose
to	to	to
10	10	10
percent	percent	percent
as	as	a
results	result	result
from	from	from
Super	super	Super
Tuesday	tuesday	Tuesday
voting	vote	voting
continued	continu	continued
to	to	to
be	be	be
tallied	talli	tallied
.	.	.
Cruz	cruz	Cruz
has	has	ha
gained	gain	gained
4	4	4
percentage	percentag	percentage
points	point	point
in	in	in
the	the	the
past	past	past
two	two	two
days	day	day
and	and	and
his	his	his
predicted	predict	predicted
chances	chanc	chance
stood	stood	stood
at	at	at
the	the	the
highest	highest	highest
level	level	level
on	on	on
the	the	the
site	site	site
since	sinc	since
he	he	he
tumbled	tumbl	tumbled
to	to	to
a	a	a
record	record	record
low	low	low
after	after	after
a	a	a
weak	weak	weak
showing	show	showing
in	in	in
the	the	the
South	south	South
Carolina	carolina	Carolina
primary	primari	primary
on	on	on
Feb	feb	Feb
20	20	20
.	.	.
But	but	But
Trump	trump	Trump
,	,	,
who	who	who
rolled	roll	rolled
to	to	to
wins	win	win
in	in	in
at	at	at
least	least	least
seven	seven	seven
states	state	state
on	on	on
Super	super	Super
Tuesday	tuesday	Tuesday
,	,	,
was	was	wa
outdistancing	outdistanc	outdistancing
both	both	both
Cruz	cruz	Cruz
and	and	and
his	his	his
other	other	other
top	top	top
rival	rival	rival
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
Senator	senat	Senator
Marco	marco	Marco
Rubio	rubio	Rubio
of	of	of
Florida	florida	Florida
.	.	.
PredictIt	predictit	PredictIt
had	had	had
Trump	trump	Trump
s	s	s
odds	odd	odds
of	of	of
winning	win	winning
the	the	the
nomination	nomin	nomination
at	at	at
76	76	76
percent	percent	percent
early	earli	early
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
down	down	down
4	4	4
points	point	point
from	from	from
Monday	monday	Monday
s	s	s
record	record	record
high	high	high
of	of	of
80	80	80
percent	percent	percent
.	.	.
Rubio	rubio	Rubio
,	,	,
who	who	who
scored	score	scored
his	his	his
first	first	first
win	win	win
in	in	in
a	a	a
nominating	nomin	nominating
contest	contest	contest
on	on	on
Tuesday	tuesday	Tuesday
with	with	with
the	the	the
Minnesota	minnesota	Minnesota
Republican	republican	Republican
caucuses	caucus	caucus
,	,	,
dropped	drop	dropped
1	1	1
point	point	point
to	to	to
10	10	10
percent	percent	percent
,	,	,
a	a	a
record	record	record
low	low	low
for	for	for
him	him	him
.	.	.
Betting	bet	Betting
volumes	volum	volume
on	on	on
both	both	both
Trump	trump	Trump
and	and	and
Cruz	cruz	Cruz
hit	hit	hit
records	record	record
for	for	for
the	the	the
candidates	candid	candidate
