BRASILIA	brasilia	BRASILIA
Reuters	reuter	Reuters
-	-	-
Brazil	brazil	Brazil
s	s	s
government	govern	government
will	will	will
issue	issu	issue
a	a	a
new	new	new
decree	decre	decree
changing	chang	changing
the	the	the
country	countri	country
s	s	s
definition	definit	definition
of	of	of
slavery	slaveri	slavery
following	follow	following
an	an	an
earlier	earlier	earlier
order	order	order
that	that	that
was	was	wa
widely	wide	widely
criticized	critic	criticized
as	as	a
a	a	a
reversal	revers	reversal
in	in	in
the	the	the
fight	fight	fight
against	against	against
forced	forc	forced
labor	labor	labor
,	,	,
a	a	a
presidential	presidenti	presidential
aide	aid	aide
said	said	said
on	on	on
Friday	friday	Friday
.	.	.

In	in	In
Brazil	brazil	Brazil
,	,	,
forced	forc	forced
labor	labor	labor
has	has	ha
been	been	been
defined	defin	defined
as	as	a
a	a	a
form	form	form
of	of	of
modern	modern	modern
-day	-day	-day
slavery	slaveri	slavery
.	.	.

This	this	This
includes	includ	includes
debt	debt	debt
bondage	bondag	bondage
,	,	,
degrading	degrad	degrading
work	work	work
conditions	condit	condition
,	,	,
and	and	and
long	long	long
work	work	work
hours	hour	hour
that	that	that
pose	pose	pose
a	a	a
risk	risk	risk
to	to	to
a	a	a
worker	worker	worker
s	s	s
health	health	health
or	or	or
life	life	life
,	,	,
and	and	and
violate	violat	violate
their	their	their
dignity	digniti	dignity
.	.	.

Human	human	Human
rights	right	right
campaigners	campaign	campaigner
said	said	said
a	a	a
decree	decre	decree
issued	issu	issued
by	by	by
the	the	the
labor	labor	labor
ministry	ministri	ministry
on	on	on
Monday	monday	Monday
changed	chang	changed
the	the	the
way	way	way
slavery	slaveri	slavery
was	was	wa
defined	defin	defined
,	,	,
limiting	limit	limiting
it	it	it
to	to	to
a	a	a
victim	victim	victim
s	s	s
freedom	freedom	freedom
of	of	of
movement	movement	movement
but	but	but
disregarding	disregard	disregarding
other	other	other
abuses	abus	abuse
.	.	.

The	the	The
new	new	new
decree	decre	decree
,	,	,
sought	sought	sought
by	by	by
Brazil	brazil	Brazil
s	s	s
powerful	power	powerful
farm	farm	farm
lobby	lobbi	lobby
,	,	,
would	would	would
derail	derail	derail
enforcement	enforc	enforcement
efforts	effort	effort
that	that	that
have	have	have
freed	freed	freed
50	50	50
,	,	,
000	000	000
workers	worker	worker
from	from	from
slavery	slaveri	slavery
-like	-like	-like
conditions	condit	condition
since	sinc	since
1995	1995	1995
,	,	,
according	accord	according
to	to	to
federal	feder	federal
prosecutors	prosecutor	prosecutor
and	and	and
labor	labor	labor
inspectors	inspector	inspector
.	.	.

Responding	respond	Responding
to	to	to
the	the	the
criticism	critic	criticism
,	,	,
President	presid	President
Michel	michel	Michel
Temer	temer	Temer
said	said	said
on	on	on
Friday	friday	Friday
the	the	the
decree	decre	decree
would	would	would
be	be	be
modified	modifi	modified
but	but	but
not	not	not
revoked	revok	revoked
.	.	.

In	in	In
an	an	an
interview	interview	interview
with	with	with
the	the	the
Poder360	poder360	Poder360
news	news	news
website	websit	website
,	,	,
Temer	temer	Temer
said	said	said
the	the	the
measure	measur	measure
would	would	would
be	be	be
perfected	perfect	perfected
with	with	with
suggestions	suggest	suggestion
by	by	by
prosecutors	prosecutor	prosecutor
,	,	,
among	among	among
them	them	them
the	the	the
creation	creation	creation
of	of	of
a	a	a
police	polic	police
department	depart	department
for	for	for
slave	slave	slave
labor	labor	labor
crimes	crime	crime
.	.	.

A	a	A
presidential	presidenti	presidential
aide	aid	aide
later	later	later
said	said	said
the	the	the
suggestions	suggest	suggestion
would	would	would
be	be	be
used	use	used
to	to	to
reissue	reissu	reissue
a	a	a
new	new	new
decree	decre	decree
.	.	.

The	the	The
president	presid	president
instructed	instruct	instructed
the	the	the
labor	labor	labor
minister	minist	minister
to	to	to
study	studi	study
them	them	them
and	and	and
see	see	see
which	which	which
can	can	can
be	be	be
incorporated	incorpor	incorporated
in	in	in
a	a	a
new	new	new
decree	decre	decree
,	,	,
the	the	the
spokesman	spokesman	spokesman
said	said	said
.	.	.

Rights	right	Rights
groups	group	group
estimate	estim	estimate
hundreds	hundr	hundred
of	of	of
thousands	thousand	thousand
of	of	of
people	peopl	people
work	work	work
in	in	in
slave	slave	slave
-like	-like	-like
conditions	condit	condition
on	on	on
farms	farm	farm
,	,	,
sugar	sugar	sugar
cane	cane	cane
plantations	plantat	plantation
and	and	and
cattle	cattl	cattle
ranches	ranch	ranch
across	across	across
Brazil	brazil	Brazil
s	s	s
remote	remot	remote
and	and	and
jungle	jungl	jungle
areas	area	area
,	,	,
as	as	a
well	well	well
as	as	a
in	in	in
urban	urban	urban
factories	factori	factory
and	and	and
construction	construct	construction
sites	site	site
.	.	.

The	the	The
government	govern	government
decree	decre	decree
as	as	a
issued	issu	issued
would	would	would
close	close	close
506	506	506
of	of	of
706	706	706
working	work	working
conditions	condit	condition
cases	case	case
under	under	under
investigation	investig	investigation
,	,	,
which	which	which
would	would	would
no	no	no
longer	longer	longer
be	be	be
considered	consid	considered
slave	slave	slave
labor	labor	labor
,	,	,
a	a	a
spokesman	spokesman	spokesman
for	for	for
Brazil	brazil	Brazil
s	s	s
federal	feder	federal
prosecutors	prosecutor	prosecutor
office	offic	office
said	said	said
.	.	.

Temer	temer	Temer
bowed	bow	bowed
to	to	to
pressure	pressur	pressure
from	from	from
the	the	the
farm	farm	farm
lobby	lobbi	lobby
to	to	to
modify	modifi	modify
the	the	the
decree	decre	decree
at	at	at
a	a	a
time	time	time
when	when	when
he	he	he
is	is	is
relying	reli	relying
on	on	on
the	the	the
group	group	group
s	s	s
votes	vote	vote
in	in	in
Congress	congress	Congress
to	to	to
block	block	block
corruption	corrupt	corruption
charges	charg	charge
next	next	next
week	week	week
.	.	.

The	the	The
farm	farm	farm
lobby	lobbi	lobby
praised	prais	praised
the	the	the
decree	decre	decree
for	for	for
clarifying	clarifi	clarifying
the	the	the
definition	definit	definition
of	of	of
slave	slave	slave
labor	labor	labor
and	and	and
eliminating	elimin	eliminating
excesses	excess	excess
by	by	by
inspectors	inspector	inspector
.	.	.

Temer	temer	Temer
told	told	told
Poder360	poder360	Poder360
the	the	the
decree	decre	decree
needed	need	needed
changing	chang	changing
because	becaus	because
it	it	it
contained	contain	contained
irrelevant	irrelev	irrelevant
details	detail	detail
for	for	for
defining	defin	defining
slavery	slaveri	slavery
,	,	,
such	such	such
as	as	a
the	the	the
need	need	need
for	for	for
a	a	a
soap	soap	soap
bar	bar	bar
holder	holder	holder
or	or	or
a	a	a
ladder	ladder	ladder
to	to	to
a	a	a
top	top	top
bunk	bunk	bunk
in	in	in
workers	worker	worker
sleeping	sleep	sleeping
quarters	quarter	quarter
.	.	.

