LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
s	s	s
most	most	most
senior	senior	senior
minister	minist	minister
has	has	ha
denied	deni	denied
an	an	an
allegation	alleg	allegation
that	that	that
police	polic	police
found	found	found
pornography	pornographi	pornography
on	on	on
one	one	one
of	of	of
his	his	his
computers	comput	computer
in	in	in
the	the	the
Houses	hous	Houses
of	of	of
Parliament	parliament	Parliament
in	in	in
2008	2008	2008
as	as	a
the	the	the
British	british	British
government	govern	government
struggles	struggl	struggle
to	to	to
contain	contain	contain
a	a	a
scandal	scandal	scandal
about	about	about
sexual	sexual	sexual
harassment	harass	harassment
.	.	.
First	first	First
Secretary	secretari	Secretary
of	of	of
State	state	State
Damian	damian	Damian
Green	green	Green
said	said	said
the	the	the
claims	claim	claim
by	by	by
a	a	a
former	former	former
senior	senior	senior
police	polic	police
officer	offic	officer
in	in	in
a	a	a
Sunday	sunday	Sunday
newspaper	newspap	newspaper
were	were	were
completely	complet	completely
untrue	untru	untrue
and	and	and
political	polit	political
smears	smear	smear
.	.	.
This	this	This
story	stori	story
is	is	is
completely	complet	completely
untrue	untru	untrue
and	and	and
comes	come	come
from	from	from
a	a	a
tainted	taint	tainted
and	and	and
untrustworthy	untrustworthi	untrustworthy
source	sourc	source
,	,	,
Green	green	Green
said	said	said
in	in	in
a	a	a
statement	statement	statement
on	on	on
his	his	his
Twitter	twitter	Twitter
page	page	page
.	.	.
The	the	The
claims	claim	claim
amount	amount	amount
to	to	to
little	littl	little
more	more	more
than	than	than
an	an	an
unscrupulous	unscrupul	unscrupulous
character	charact	character
assassination	assassin	assassination
,	,	,
he	he	he
said	said	said
.	.	.
The	the	The
Sunday	sunday	Sunday
Times	time	Times
reported	report	reported
on	on	on
its	it	it
front	front	front
page	page	page
that	that	that
former	former	former
Metropolitan	metropolitan	Metropolitan
police	polic	police
assistant	assist	assistant
commissioner	commission	commissioner
Bob	bob	Bob
Quick	quick	Quick
alleged	alleg	alleged
the	the	the
material	materi	material
was	was	wa
discovered	discov	discovered
by	by	by
officers	offic	officer
during	dure	during
an	an	an
inquiry	inquiri	inquiry
into	into	into
government	govern	government
leaks	leak	leak
in	in	in
2008	2008	2008
.	.	.
Quick	quick	Quick
,	,	,
who	who	who
was	was	wa
involved	involv	involved
in	in	in
the	the	the
leak	leak	leak
investigation	investig	investigation
,	,	,
told	told	told
the	the	the
newspaper	newspap	newspaper
that	that	that
officers	offic	officer
had	had	had
reported	report	reported
finding	find	finding
the	the	the
extreme	extrem	extreme
pornography	pornographi	pornography
on	on	on
a	a	a
parliamentary	parliamentari	parliamentary
computer	comput	computer
from	from	from
Green	green	Green
s	s	s
office	offic	office
.	.	.
The	the	The
claims	claim	claim
against	against	against
one	one	one
of	of	of
the	the	the
prime	prime	prime
minister	minist	minister
s	s	s
closest	closest	closest
allies	alli	ally
risks	risk	risk
deepening	deepen	deepening
a	a	a
growing	grow	growing
sexual	sexual	sexual
harassment	harass	harassment
scandal	scandal	scandal
that	that	that
led	led	led
Britain	britain	Britain
s	s	s
defense	defens	defense
minister	minist	minister
Michael	michael	Michael
Fallon	fallon	Fallon
to	to	to
resign	resign	resign
last	last	last
Wednesday	wednesday	Wednesday
.	.	.
Fallon	fallon	Fallon
said	said	said
his	his	his
behavior	behavior	behavior
has	has	ha
fallen	fallen	fallen
short	short	short
of	of	of
the	the	the
standards	standard	standard
expected	expect	expected
by	by	by
the	the	the
British	british	British
military	militari	military
.	.	.
May	may	May
s	s	s
minority	minor	minority
government	govern	government
is	is	is
already	alreadi	already
struggling	struggl	struggling
with	with	with
divisions	divis	division
over	over	over
Britain	britain	Britain
s	s	s
departure	departur	departure
from	from	from
the	the	the
European	european	European
Union	union	Union
.	.	.
Britain	britain	Britain
s	s	s
interior	interior	interior
minister	minist	minister
Amber	amber	Amber
Rudd	rudd	Rudd
said	said	said
the	the	the
issue	issu	issue
would	would	would
be	be	be
investigated	investig	investigated
by	by	by
the	the	the
Cabinet	cabinet	Cabinet
Office	offic	Office
on	on	on
Monday	monday	Monday
and	and	and
she	she	she
denied	deni	denied
the	the	the
government	govern	government
was	was	wa
on	on	on
the	the	the
verge	verg	verge
of	of	of
collapse	collaps	collapse
if	if	if
Green	green	Green
resigned	resign	resigned
.	.	.
Rudd	rudd	Rudd
said	said	said
Britain	britain	Britain
needed	need	needed
to	to	to
address	address	address
allegations	alleg	allegation
of	of	of
sexual	sexual	sexual
harassment	harass	harassment
in	in	in
the	the	the
corridors	corridor	corridor
of	of	of
power	power	power
.	.	.
It	it	It
is	is	is
something	someth	something
that	that	that
will	will	will
take	take	take
place	place	place
,	,	,
in	in	in
terms	term	term
of	of	of
clearing	clear	clearing
out	out	out
Westminster	westminst	Westminster
of	of	of
that	that	that
sort	sort	sort
of	of	of
behavior	behavior	behavior
,	,	,
and	and	and
Westminster	westminst	Westminster
,	,	,
including	includ	including
the	the	the
government	govern	government
,	,	,
will	will	will
be	be	be
better	better	better
off	off	off
after	after	after
it	it	it
,	,	,
she	she	she
said	said	said
.	.	.
Green	green	Green
,	,	,
61	61	61
,	,	,
has	has	ha
also	also	also
denied	deni	denied
a	a	a
previous	previous	previous
allegation	alleg	allegation
that	that	that
he	he	he
made	made	made
an	an	an
inappropriate	inappropri	inappropriate
sexual	sexual	sexual
advance	advanc	advance
on	on	on
a	a	a
young	young	young
woman	woman	woman
.	.	.
He	he	He
said	said	said
it	it	it
was	was	wa
not	not	not
true	true	true
that	that	that
he	he	he
had	had	had
touched	touch	touched
the	the	the
woman	woman	woman
s	s	s
knee	knee	knee
and	and	and
told	told	told
her	her	her
that	that	that
his	his	his
wife	wife	wife
was	was	wa
very	veri	very
understanding	understand	understanding
during	dure	during
a	a	a
meeting	meet	meeting
in	in	in
a	a	a
pub	pub	pub
in	in	in
which	which	which
the	the	the
pair	pair	pair
discussed	discuss	discussed
her	her	her
career	career	career
aspirations	aspir	aspiration
and	and	and
gossiped	gossip	gossiped
about	about	about
sexual	sexual	sexual
affairs	affair	affair
in	in	in
parliament	parliament	parliament
.	.	.
