Token	Stem	Lemma
Bogor	bogor	Bogor
INDONESIA	indonesia	INDONESIA
Reuters	reuter	Reuters
Indonesian	indonesian	Indonesian
President	presid	President
Joko	joko	Joko
Widodo	widodo	Widodo
leader	leader	leader
of	of	of
the	the	the
world	world	world
s	s	s
largest	largest	largest
Muslim	muslim	Muslim
-majority	-major	-majority
nation	nation	nation
onThursday	onthursday	onThursday
condemned	condemn	condemned
the	the	the
U	u	U
S	s	S
decision	decis	decision
to	to	to
recognize	recogn	recognize
Jerusalem	jerusalem	Jerusalem
as	as	a
Israel	israel	Israel
s	s	s
capital	capit	capital
Indonesia	indonesia	Indonesia
strongly	strong	strongly
condemns	condemn	condemns
the	the	the
United	unit	United
States	state	States
unilateral	unilater	unilateral
recognition	recognit	recognition
of	of	of
Jerusalem	jerusalem	Jerusalem
as	as	a
the	the	the
capital	capit	capital
of	of	of
Israel	israel	Israel
and	and	and
asks	ask	asks
the	the	the
U	u	U
S	s	S
to	to	to
reconsider	reconsid	reconsider
the	the	the
decision	decis	decision
Widodo	widodo	Widodo
told	told	told
a	a	a
news	news	news
conference	confer	conference
This	this	This
can	can	can
rock	rock	rock
global	global	global
security	secur	security
and	and	and
stability	stabil	stability
he	he	he
said	said	said
