JOHANNESBURG	johannesburg	JOHANNESBURG
Reuters	reuter	Reuters
-	-	-
South	south	South
Africa	africa	Africa
s	s	s
ruling	rule	ruling
African	african	African
National	nation	National
Congress	congress	Congress
elects	elect	elect
a	a	a
new	new	new
party	parti	party
leader	leader	leader
to	to	to
succeed	succeed	succeed
President	presid	President
Jacob	jacob	Jacob
Zuma	zuma	Zuma
at	at	at
a	a	a
conference	confer	conference
starting	start	starting
on	on	on
Saturday	saturday	Saturday
.	.	.

The	the	The
winner	winner	winner
will	will	will
be	be	be
favorite	favorit	favorite
to	to	to
become	becom	become
president	presid	president
of	of	of
the	the	the
country	countri	country
after	after	after
a	a	a
2019	2019	2019
national	nation	national
election	elect	election
.	.	.

Below	below	Below
are	are	are
the	the	the
main	main	main
ANC	anc	ANC
leadership	leadership	leadership
hopefuls	hope	hopeful
.	.	.

Nkosazana	nkosazana	Nkosazana
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
and	and	and
Cyril	cyril	Cyril
Ramaphosa	ramaphosa	Ramaphosa
are	are	are
the	the	the
two	two	two
front	front	front
runners	runner	runner
.	.	.

NKOSAZANA	nkosazana	NKOSAZANA
DLAMINI	dlamini	DLAMINI
-ZUMA	-zuma	-ZUMA
The	the	The
former	former	former
minister	minist	minister
and	and	and
chairwoman	chairwoman	chairwoman
of	of	of
the	the	the
African	african	African
Union	union	Union
Commission	commiss	Commission
has	has	ha
served	serv	served
in	in	in
the	the	the
cabinets	cabinet	cabinet
of	of	of
every	everi	every
South	south	South
African	african	African
president	presid	president
in	in	in
the	the	the
post	post	post
-apartheid	-apartheid	-apartheid
era	era	era
.	.	.

Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
was	was	wa
married	marri	married
to	to	to
President	presid	President
Zuma	zuma	Zuma
for	for	for
over	over	over
a	a	a
decade	decad	decade
and	and	and
has	has	ha
four	four	four
children	children	child
with	with	with
him	him	him
.	.	.

She	she	She
is	is	is
backed	back	backed
by	by	by
the	the	the
ANC	anc	ANC
s	s	s
influential	influenti	influential
women	women	woman
s	s	s
and	and	and
youth	youth	youth
leagues	leagu	league
,	,	,
as	as	a
well	well	well
as	as	a
by	by	by
Zuma	zuma	Zuma
and	and	and
provincial	provinci	provincial
party	parti	party
leaders	leader	leader
close	close	close
to	to	to
him	him	him
.	.	.

For	for	For
a	a	a
profile	profil	profile
of	of	of
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
,	,	,
see	see	see
.	.	.

The	the	The
deputy	deputi	deputy
president	presid	president
and	and	and
former	former	former
trade	trade	trade
union	union	union
leader	leader	leader
is	is	is
one	one	one
of	of	of
South	south	South
Africa	africa	Africa
s	s	s
richest	richest	richest
people	peopl	people
.	.	.

Ramaphosa	ramaphosa	Ramaphosa
played	play	played
an	an	an
important	import	important
role	role	role
in	in	in
the	the	the
negotiations	negoti	negotiation
to	to	to
end	end	end
apartheid	apartheid	apartheid
and	and	and
in	in	in
the	the	the
drafting	draft	drafting
of	of	of
South	south	South
Africa	africa	Africa
s	s	s
progressive	progress	progressive
1996	1996	1996
constitution	constitut	constitution
.	.	.

He	he	He
is	is	is
supported	support	supported
by	by	by
a	a	a
diverse	divers	diverse
group	group	group
of	of	of
labour	labour	labour
unions	union	union
,	,	,
communists	communist	communist
and	and	and
ANC	anc	ANC
members	member	member
disillusioned	disillus	disillusioned
with	with	with
Zuma	zuma	Zuma
.	.	.

For	for	For
a	a	a
profile	profil	profile
of	of	of
Ramaphosa	ramaphosa	Ramaphosa
,	,	,
see	see	see
.	.	.

The	the	The
ANC	anc	ANC
s	s	s
treasurer	treasur	treasurer
general	general	general
is	is	is
one	one	one
of	of	of
the	the	the
ruling	rule	ruling
party	parti	party
s	s	s
top	top	top
six	six	six
senior	senior	senior
leaders	leader	leader
.	.	.

A	a	A
medical	medic	medical
doctor	doctor	doctor
by	by	by
training	train	training
,	,	,
Mkhize	mkhize	Mkhize
also	also	also
served	serv	served
as	as	a
a	a	a
party	parti	party
boss	boss	bos
in	in	in
the	the	the
KwaZulu	kwazulu	KwaZulu
-Natal	-natal	-Natal
province	provinc	province
,	,	,
from	from	from
where	where	where
Zuma	zuma	Zuma
and	and	and
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
hail	hail	hail
.	.	.

Some	some	Some
analysts	analyst	analyst
see	see	see
Mkhize	mkhize	Mkhize
as	as	a
a	a	a
compromise	compromis	compromise
candidate	candid	candidate
for	for	for
ANC	anc	ANC
leader	leader	leader
who	who	who
could	could	could
reconcile	reconcil	reconcile
the	the	the
opposing	oppos	opposing
factions	faction	faction
supporting	support	supporting
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
and	and	and
Ramaphosa	ramaphosa	Ramaphosa
.	.	.

For	for	For
a	a	a
Reuters	reuter	Reuters
interview	interview	interview
with	with	with
Mkhize	mkhize	Mkhize
,	,	,
see	see	see
.	.	.

The	the	The
human	human	human
settlements	settlement	settlement
minister	minist	minister
is	is	is
the	the	the
daughter	daughter	daughter
of	of	of
anti	anti	anti
-apartheid	-apartheid	-apartheid
activist	activist	activist
Walter	walter	Walter
Sisulu	sisulu	Sisulu
,	,	,
a	a	a
close	close	close
friend	friend	friend
of	of	of
Nelson	nelson	Nelson
Mandela	mandela	Mandela
.	.	.

Sisulu	sisulu	Sisulu
says	say	say
Ramaphosa	ramaphosa	Ramaphosa
approached	approach	approached
her	her	her
to	to	to
be	be	be
his	his	his
running	run	running
mate	mate	mate
but	but	but
she	she	she
turned	turn	turned
down	down	down
the	the	the
offer	offer	offer
.	.	.

The	the	The
minister	minist	minister
in	in	in
the	the	the
presidency	presid	presidency
has	has	ha
also	also	also
held	held	held
senior	senior	senior
cabinet	cabinet	cabinet
positions	posit	position
including	includ	including
public	public	public
enterprises	enterpris	enterprise
minister	minist	minister
.	.	.

He	he	He
served	serv	served
in	in	in
underground	underground	underground
structures	structur	structure
of	of	of
the	the	the
ANC	anc	ANC
during	dure	during
white	white	white
minority	minor	minority
rule	rule	rule
and	and	and
was	was	wa
imprisoned	imprison	imprisoned
on	on	on
Robben	robben	Robben
Island	island	Island
,	,	,
where	where	where
the	the	the
apartheid	apartheid	apartheid
government	govern	government
kept	kept	kept
political	polit	political
prisoners	prison	prisoner
.	.	.

The	the	The
former	former	former
premier	premier	premier
of	of	of
the	the	the
Mpumalanga	mpumalanga	Mpumalanga
province	provinc	province
has	has	ha
also	also	also
worked	work	worked
as	as	a
the	the	the
ANC	anc	ANC
s	s	s
treasurer	treasur	treasurer
general	general	general
.	.	.

Phosa	phosa	Phosa
has	has	ha
demanded	demand	demanded
that	that	that
nominations	nomin	nomination
for	for	for
ANC	anc	ANC
leader	leader	leader
in	in	in
Mpumalanga	mpumalanga	Mpumalanga
be	be	be
re	re	re
-run	-run	-run
,	,	,
as	as	a
he	he	he
says	say	say
he	he	he
has	has	ha
proof	proof	proof
that	that	that
party	parti	party
members	member	member
were	were	were
told	told	told
how	how	how
to	to	to
vote	vote	vote
.	.	.

Mpumalanga	mpumalanga	Mpumalanga
s	s	s
current	current	current
premier	premier	premier
is	is	is
a	a	a
Zuma	zuma	Zuma
loyalist	loyalist	loyalist
,	,	,
David	david	David
Mabuza	mabuza	Mabuza
,	,	,
who	who	who
is	is	is
viewed	view	viewed
by	by	by
some	some	some
as	as	a
a	a	a
kingmaker	kingmak	kingmaker
in	in	in
the	the	the
ANC	anc	ANC
race	race	race
.	.	.

The	the	The
speaker	speaker	speaker
of	of	of
South	south	South
Africa	africa	Africa
s	s	s
lower	lower	lower
house	hous	house
of	of	of
parliament	parliament	parliament
also	also	also
briefly	briefli	briefly
served	serv	served
as	as	a
deputy	deputi	deputy
president	presid	president
.	.	.

She	she	She
has	has	ha
said	said	said
she	she	she
has	has	ha
held	held	held
talks	talk	talk
with	with	with
other	other	other
leadership	leadership	leadership
hopefuls	hope	hopeful
to	to	to
discuss	discuss	discus
the	the	the
possibility	possibl	possibility
of	of	of
working	work	working
together	togeth	together
.	.	.

