NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Nearly	near	Nearly
half	half	half
of	of	of
American	american	American
adults	adult	adult
said	said	said
the	the	the
Republican	republican	Republican
healthcare	healthcar	healthcare
reform	reform	reform
measure	measur	measure
is	is	is
not	not	not
an	an	an
improvement	improv	improvement
over	over	over
Obamacare	obamacar	Obamacare
,	,	,
according	accord	according
to	to	to
a	a	a
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
opinion	opinion	opinion
poll	poll	poll
released	releas	released
on	on	on
Friday	friday	Friday
.	.	.
The	the	The
Republican	republican	Republican
bill	bill	bill
,	,	,
the	the	the
American	american	American
Health	health	Health
Care	care	Care
Act	act	Act
AHCA	ahca	AHCA
,	,	,
which	which	which
is	is	is
up	up	up
for	for	for
a	a	a
vote	vote	vote
in	in	in
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
later	later	later
on	on	on
Friday	friday	Friday
,	,	,
is	is	is
expected	expect	expected
to	to	to
cut	cut	cut
the	the	the
federal	feder	federal
deficit	deficit	deficit
while	while	while
greatly	great	greatly
increasing	increas	increasing
the	the	the
number	number	number
of	of	of
Americans	american	Americans
without	without	without
health	health	health
insurance	insur	insurance
.	.	.
Democratic	democrat	Democratic
leaders	leader	leader
are	are	are
unified	unifi	unified
against	against	against
the	the	the
bill	bill	bill
while	while	while
some	some	some
conservative	conserv	conservative
Republicans	republican	Republicans
have	have	have
criticized	critic	criticized
it	it	it
for	for	for
not	not	not
doing	do	doing
enough	enough	enough
to	to	to
dismantle	dismantl	dismantle
the	the	the
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
,	,	,
the	the	the
measure	measur	measure
familiarly	familiar	familiarly
known	known	known
as	as	a
Obamacare	obamacar	Obamacare
which	which	which
was	was	wa
passed	pass	passed
in	in	in
2010	2010	2010
and	and	and
was	was	wa
the	the	the
signature	signatur	signature
domestic	domest	domestic
achievement	achiev	achievement
of	of	of
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
.	.	.
According	accord	According
to	to	to
the	the	the
March	march	March
13	13	13
-23	-23	-23
poll	poll	poll
,	,	,
49	49	49
percent	percent	percent
of	of	of
American	american	American
adults	adult	adult
said	said	said
the	the	the
AHCA	ahca	AHCA
was	was	wa
not	not	not
an	an	an
improvement	improv	improvement
over	over	over
Obamacare	obamacar	Obamacare
,	,	,
which	which	which
helped	help	helped
about	about	about
20	20	20
million	million	million
people	peopl	people
get	get	get
insurance	insur	insurance
coverage	coverag	coverage
.	.	.
Another	anoth	Another
33	33	33
percent	percent	percent
said	said	said
the	the	the
Republican	republican	Republican
bill	bill	bill
was	was	wa
an	an	an
improvement	improv	improvement
over	over	over
Obamacare	obamacar	Obamacare
,	,	,
and	and	and
the	the	the
remaining	remain	remaining
18	18	18
percent	percent	percent
did	did	did
not	not	not
know	know	know
.	.	.
The	the	The
responses	respons	response
were	were	were
largely	larg	largely
split	split	split
along	along	along
party	parti	party
lines	line	line
.	.	.
Some	some	Some
19	19	19
percent	percent	percent
of	of	of
Democrats	democrat	Democrats
and	and	and
53	53	53
percent	percent	percent
of	of	of
Republicans	republican	Republicans
said	said	said
the	the	the
AHCA	ahca	AHCA
was	was	wa
better	better	better
than	than	than
Obamacare	obamacar	Obamacare
,	,	,
while	while	while
73	73	73
percent	percent	percent
of	of	of
Democrats	democrat	Democrats
and	and	and
22	22	22
percent	percent	percent
of	of	of
Republicans	republican	Republicans
said	said	said
it	it	it
was	was	wa
not	not	not
an	an	an
improvement	improv	improvement
.	.	.
The	the	The
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
was	was	wa
conducted	conduct	conducted
online	onlin	online
in	in	in
English	english	English
in	in	in
all	all	all
50	50	50
states	state	state
.	.	.
It	it	It
first	first	first
asked	ask	asked
if	if	if
people	peopl	people
were	were	were
familiar	familiar	familiar
with	with	with
the	the	the
Republican	republican	Republican
reform	reform	reform
.	.	.
Those	those	Those
who	who	who
said	said	said
they	they	they
were	were	were
familiar	familiar	familiar
were	were	were
then	then	then
asked	ask	asked
whether	whether	whether
they	they	they
thought	thought	thought
it	it	it
was	was	wa
an	an	an
improvement	improv	improvement
.	.	.
Altogether	altogeth	Altogether
,	,	,
some	some	some
1	1	1
,	,	,
741	741	741
people	peopl	people
responded	respond	responded
to	to	to
both	both	both
questions	question	question
.	.	.
This	this	This
includes	includ	includes
673	673	673
Republicans	republican	Republicans
and	and	and
829	829	829
Democrats	democrat	Democrats
.	.	.
The	the	The
poll	poll	poll
has	has	ha
a	a	a
credibility	credibl	credibility
interval	interv	interval
,	,	,
a	a	a
measure	measur	measure
of	of	of
accuracy	accuraci	accuracy
,	,	,
of	of	of
3	3	3
percentage	percentag	percentage
points	point	point
for	for	for
the	the	the
entire	entir	entire
group	group	group
and	and	and
4	4	4
percentage	percentag	percentage
points	point	point
for	for	for
the	the	the
responses	respons	response
from	from	from
Democrats	democrat	Democrats
and	and	and
the	the	the
Republicans	republican	Republicans
.	.	.
See	see	See
a	a	a
graphic	graphic	graphic
of	of	of
what	what	what
Americans	american	Americans
think	think	think
of	of	of
the	the	the
GOP	gop	GOP
healthcare	healthcar	healthcare
plan	plan	plan
here	here	here
here	here	here
