MOSCOW	moscow	MOSCOW
Reuters	reuter	Reuters
-	-	-
Russian	russian	Russian
petrochemical	petrochem	petrochemical
holding	hold	holding
Sibur	sibur	Sibur
said	said	said
on	on	on
Monday	monday	Monday
it	it	it
had	had	had
no	no	no
direct	direct	direct
dealings	deal	dealing
with	with	with
U	u	U
.	.	.
S	s	S
.	.	.
Commerce	commerc	Commerce
Secretary	secretari	Secretary
Wilbur	wilbur	Wilbur
Ross	ross	Ross
and	and	and
that	that	that
its	it	it
ties	tie	tie
to	to	to
its	it	it
partners	partner	partner
were	were	were
not	not	not
in	in	in
breach	breach	breach
of	of	of
sanctions	sanction	sanction
imposed	impos	imposed
on	on	on
Russia	russia	Russia
over	over	over
the	the	the
Ukraine	ukrain	Ukraine
crisis	crisi	crisis
.	.	.

Sibur	sibur	Sibur
was	was	wa
commenting	comment	commenting
on	on	on
reports	report	report
that	that	that
Ross	ross	Ross
has	has	ha
kept	kept	kept
investments	invest	investment
in	in	in
Navigator	navig	Navigator
Holdings	hold	Holdings
,	,	,
a	a	a
shipping	ship	shipping
firm	firm	firm
which	which	which
has	has	ha
supplied	suppli	supplied
services	servic	service
to	to	to
Sibur	sibur	Sibur
.	.	.

Stakeholders	stakehold	Stakeholders
in	in	in
Sibur	sibur	Sibur
include	includ	include
an	an	an
associate	associ	associate
of	of	of
Russian	russian	Russian
Vladimir	vladimir	Vladimir
Putin	putin	Putin
who	who	who
is	is	is
subject	subject	subject
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
sanctions	sanction	sanction
.	.	.

In	in	In
a	a	a
statement	statement	statement
,	,	,
Sibur	sibur	Sibur
said	said	said
that	that	that
in	in	in
the	the	the
first	first	first
half	half	half
of	of	of
this	this	this
year	year	year
,	,	,
Sibur	sibur	Sibur
spent	spent	spent
15	15	15
.	.	.
9	9	9
million	million	million
on	on	on
services	servic	service
provided	provid	provided
by	by	by
Navigator	navig	Navigator
,	,	,
or	or	or
2	2	2
.	.	.
8	8	8
percent	percent	percent
of	of	of
Sibur	sibur	Sibur
s	s	s
overall	overal	overall
expenditure	expenditur	expenditure
on	on	on
logistics	logist	logistics
.	.	.

It	it	It
said	said	said
Navigator	navig	Navigator
was	was	wa
never	never	never
a	a	a
sole	sole	sole
contractor	contractor	contractor
for	for	for
shipping	ship	shipping
Sibur	sibur	Sibur
s	s	s
petrochemical	petrochem	petrochemical
products	product	product
.	.	.

All	all	All
negotiations	negoti	negotiation
and	and	and
meetings	meet	meeting
were	were	were
held	held	held
solely	sole	solely
by	by	by
Sibur	sibur	Sibur
management	manag	management
and	and	and
solely	sole	solely
with	with	with
management	manag	management
of	of	of
those	those	those
companies	compani	company
which	which	which
were	were	were
shipping	ship	shipping
Sibur	sibur	Sibur
s	s	s
liquefied	liquefi	liquefied
petroleum	petroleum	petroleum
gas	gas	gas
and	and	and
without	without	without
shareholders	sharehold	shareholder
involvement	involv	involvement
,	,	,
Sibur	sibur	Sibur
said	said	said
in	in	in
an	an	an
emailed	email	emailed
statement	statement	statement
.	.	.

In	in	In
connection	connect	connection
with	with	with
the	the	the
introduction	introduct	introduction
in	in	in
2014	2014	2014
of	of	of
sanctions	sanction	sanction
with	with	with
regard	regard	regard
to	to	to
one	one	one
of	of	of
the	the	the
company	compani	company
s	s	s
shareholders	sharehold	shareholder
,	,	,
our	our	our
counter	counter	counter
-parties	-parti	-parties
conducted	conduct	conducted
all	all	all
necessary	necessari	necessary
checks	check	check
into	into	into
whether	whether	whether
there	there	there
were	were	were
any	ani	any
restrictions	restrict	restriction
on	on	on
working	work	working
with	with	with
Sibur	sibur	Sibur
.	.	.

No	no	No
such	such	such
restrictions	restrict	restriction
were	were	were
found	found	found
,	,	,
the	the	the
statement	statement	statement
said	said	said
.	.	.

Sibur	sibur	Sibur
expresses	express	express
its	it	it
surprise	surpris	surprise
at	at	at
the	the	the
politically	polit	politically
-charged	-charg	-charged
interpretation	interpret	interpretation
in	in	in
certain	certain	certain
media	media	medium
publications	public	publication
of	of	of
regular	regular	regular
commercial	commerci	commercial
activities	activ	activity
,	,	,
over	over	over
many	mani	many
years	year	year
,	,	,
which	which	which
from	from	from
the	the	the
outset	outset	outset
were	were	were
reflected	reflect	reflected
in	in	in
the	the	the
company	compani	company
s	s	s
published	publish	published
accounts	account	account
.	.	.
Sibur	sibur	Sibur
s	s	s
shareholders	sharehold	shareholder
include	includ	include
Gennady	gennadi	Gennady
Timchenko	timchenko	Timchenko
,	,	,
a	a	a
close	close	close
Putin	putin	Putin
ally	alli	ally
who	who	who
has	has	ha
been	been	been
under	under	under
U	u	U
.	.	.
S	s	S
.	.	.
sanctions	sanction	sanction
since	sinc	since
2014	2014	2014
.	.	.

Another	anoth	Another
Sibur	sibur	Sibur
shareholder	sharehold	shareholder
is	is	is
Putin	putin	Putin
s	s	s
son	son	son
-in-law	-in-law	-in-law
,	,	,
Kirill	kiril	Kirill
Shamalov	shamalov	Shamalov
.	.	.

Shamalov	shamalov	Shamalov
did	did	did
not	not	not
reply	repli	reply
to	to	to
an	an	an
email	email	email
from	from	from
Reuters	reuter	Reuters
seeking	seek	seeking
comment	comment	comment
.	.	.

Spokesman	spokesman	Spokesman
for	for	for
Volga	volga	Volga
Group	group	Group
,	,	,
an	an	an
investment	invest	investment
vehicle	vehicl	vehicle
for	for	for
Timchenko	timchenko	Timchenko
s	s	s
assets	asset	asset
,	,	,
declined	declin	declined
to	to	to
comment	comment	comment
.	.	.

The	the	The
New	new	New
York	york	York
Times	time	Times
and	and	and
other	other	other
publications	public	publication
,	,	,
citing	cite	citing
leaked	leak	leaked
documents	document	document
from	from	from
an	an	an
offshore	offshor	offshore
law	law	law
firm	firm	firm
,	,	,
reported	report	reported
that	that	that
partnerships	partnership	partnership
used	use	used
by	by	by
Ross	ross	Ross
have	have	have
a	a	a
31	31	31
percent	percent	percent
stake	stake	stake
in	in	in
Navigator	navig	Navigator
Holdings	hold	Holdings
.	.	.

Reuters	reuter	Reuters
has	has	ha
not	not	not
independently	independ	independently
verified	verifi	verified
the	the	the
documents	document	document
.	.	.

