Reuters	reuter	Reuters
-	-	-
A	a	A
federal	feder	federal
judge	judg	judge
in	in	in
Phoenix	phoenix	Phoenix
will	will	will
hear	hear	hear
arguments	argument	argument
this	this	this
week	week	week
about	about	about
resuming	resum	resuming
executions	execut	execution
in	in	in
Arizona	arizona	Arizona
,	,	,
where	where	where
a	a	a
2014	2014	2014
lethal	lethal	lethal
injection	inject	injection
that	that	that
took	took	took
nearly	near	nearly
two	two	two
hours	hour	hour
raised	rais	raised
questions	question	question
about	about	about
the	the	the
state	state	state
s	s	s
death	death	death
chamber	chamber	chamber
protocols	protocol	protocol
and	and	and
the	the	the
chemicals	chemic	chemical
it	it	it
uses	use	us
to	to	to
kill	kill	kill
inmates	inmat	inmate
.	.	.
The	the	The
case	case	case
is	is	is
the	the	the
latest	latest	latest
to	to	to
challenge	challeng	challenge
the	the	the
drugs	drug	drug
used	use	used
in	in	in
many	mani	many
states	state	state
to	to	to
execute	execut	execute
prisoners	prison	prisoner
,	,	,
and	and	and
may	may	may
wind	wind	wind
up	up	up
putting	put	putting
the	the	the
issue	issu	issue
back	back	back
for	for	for
review	review	review
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
.	.	.
Arizona	arizona	Arizona
last	last	last
year	year	year
changed	chang	changed
its	it	it
lethal	lethal	lethal
injection	inject	injection
procedures	procedur	procedure
following	follow	following
the	the	the
troubled	troubl	troubled
2014	2014	2014
execution	execut	execution
of	of	of
Joseph	joseph	Joseph
Wood	wood	Wood
,	,	,
but	but	but
lawyers	lawyer	lawyer
for	for	for
seven	seven	seven
Arizona	arizona	Arizona
death	death	death
row	row	row
inmates	inmat	inmate
contend	contend	contend
new	new	new
guidelines	guidelin	guideline
and	and	and
drugs	drug	drug
will	will	will
violate	violat	violate
U	u	U
.	.	.
S	s	S
.	.	.
constitutional	constitut	constitutional
protections	protect	protection
against	against	against
cruel	cruel	cruel
and	and	and
unusual	unusu	unusual
punishment	punish	punishment
.	.	.
One	one	One
issue	issu	issue
at	at	at
the	the	the
hearing	hear	hearing
set	set	set
for	for	for
Wednesday	wednesday	Wednesday
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
district	district	district
court	court	court
will	will	will
be	be	be
the	the	the
sedative	sedat	sedative
midazolam	midazolam	midazolam
,	,	,
a	a	a
valium	valium	valium
-like	-like	-like
drug	drug	drug
critics	critic	critic
contend	contend	contend
does	doe	doe
not	not	not
achieve	achiev	achieve
the	the	the
level	level	level
of	of	of
unconsciousness	unconsci	unconsciousness
required	requir	required
for	for	for
surgery	surgeri	surgery
and	and	and
is	is	is
therefore	therefor	therefore
unsuitable	unsuit	unsuitable
for	for	for
executions	execut	execution
.	.	.
The	the	The
drug	drug	drug
was	was	wa
used	use	used
in	in	in
Wood	wood	Wood
s	s	s
execution	execut	execution
along	along	along
with	with	with
a	a	a
narcotic	narcot	narcotic
,	,	,
hydromorphone	hydromorphon	hydromorphone
.	.	.
He	he	He
was	was	wa
seen	seen	seen
gasping	gasp	gasping
for	for	for
air	air	air
during	dure	during
a	a	a
nearly	near	nearly
two	two	two
-hour	-hour	-hour
procedure	procedur	procedure
where	where	where
he	he	he
received	receiv	received
15	15	15
rounds	round	round
of	of	of
drug	drug	drug
injections	inject	injection
.	.	.
Lethal	lethal	Lethal
injections	inject	injection
are	are	are
supposed	suppos	supposed
to	to	to
result	result	result
in	in	in
death	death	death
in	in	in
a	a	a
matter	matter	matter
of	of	of
minutes	minut	minute
.	.	.
Under	under	Under
the	the	the
new	new	new
protocols	protocol	protocol
,	,	,
Arizona	arizona	Arizona
has	has	ha
listed	list	listed
one	one	one
mix	mix	mix
where	where	where
it	it	it
will	will	will
use	use	use
midazolam	midazolam	midazolam
along	along	along
with	with	with
a	a	a
drug	drug	drug
that	that	that
causes	caus	cause
paralysis	paralysi	paralysis
and	and	and
another	anoth	another
that	that	that
stops	stop	stop
the	the	the
heart	heart	heart
.	.	.
A	a	A
similar	similar	similar
combination	combin	combination
was	was	wa
used	use	used
in	in	in
Oklahoma	oklahoma	Oklahoma
,	,	,
which	which	which
had	had	had
a	a	a
troubled	troubl	troubled
execution	execut	execution
where	where	where
an	an	an
inmate	inmat	inmate
was	was	wa
seen	seen	seen
twisting	twist	twisting
on	on	on
a	a	a
death	death	death
chamber	chamber	chamber
gurney	gurney	gurney
.	.	.
The	the	The
state	state	state
said	said	said
in	in	in
court	court	court
papers	paper	paper
filed	file	filed
late	late	late
on	on	on
Monday	monday	Monday
it	it	it
intends	intend	intends
to	to	to
revise	revis	revise
its	it	it
protocols	protocol	protocol
and	and	and
remove	remov	remove
midazolam	midazolam	midazolam
as	as	a
an	an	an
option	option	option
,	,	,
pledging	pledg	pledging
not	not	not
to	to	to
use	use	use
it	it	it
even	even	even
if	if	if
it	it	it
becomes	becom	becomes
available	avail	available
.	.	.
It	it	It
has	has	ha
three	three	three
other	other	other
options	option	option
for	for	for
lethal	lethal	lethal
injection	inject	injection
mixes	mix	mix
that	that	that
do	do	do
not	not	not
use	use	use
the	the	the
drug	drug	drug
in	in	in
the	the	the
new	new	new
protocols	protocol	protocol
.	.	.
Lawyers	lawyer	Lawyers
for	for	for
the	the	the
inmates	inmat	inmate
contend	contend	contend
the	the	the
source	sourc	source
of	of	of
the	the	the
drugs	drug	drug
and	and	and
their	their	their
purity	puriti	purity
have	have	have
been	been	been
cloaked	cloak	cloaked
in	in	in
secrecy	secreci	secrecy
,	,	,
since	sinc	since
European	european	European
makers	maker	maker
and	and	and
U	u	U
.	.	.
S	s	S
.	.	.
pharmaceutical	pharmaceut	pharmaceutical
company	compani	company
Pfizer	pfizer	Pfizer
Inc	inc	Inc
halted	halt	halted
sales	sale	sale
of	of	of
drugs	drug	drug
used	use	used
in	in	in
executions	execut	execution
to	to	to
prison	prison	prison
systems	system	system
in	in	in
recent	recent	recent
years	year	year
.	.	.
As	as	As
a	a	a
result	result	result
,	,	,
states	state	state
have	have	have
turned	turn	turned
to	to	to
lightly	light	lightly
regulated	regul	regulated
compounding	compound	compounding
pharmacies	pharmaci	pharmacy
that	that	that
mix	mix	mix
chemicals	chemic	chemical
.	.	.
The	the	The
few	few	few
states	state	state
that	that	that
have	have	have
obtained	obtain	obtained
lethal	lethal	lethal
injection	inject	injection
drugs	drug	drug
since	sinc	since
then	then	then
have	have	have
kept	kept	kept
the	the	the
names	name	name
of	of	of
their	their	their
suppliers	supplier	supplier
confidential	confidenti	confidential
.	.	.
The	the	The
lawyers	lawyer	lawyer
want	want	want
to	to	to
put	put	put
future	futur	future
executions	execut	execution
on	on	on
hold	hold	hold
while	while	while
the	the	the
court	court	court
reviews	review	review
the	the	the
protocols	protocol	protocol
.	.	.
Officials	offici	Officials
in	in	in
Arizona	arizona	Arizona
have	have	have
fought	fought	fought
tooth	tooth	tooth
and	and	and
nail	nail	nail
to	to	to
protect	protect	protect
that	that	that
secrecy	secreci	secrecy
,	,	,
which	which	which
,	,	,
along	along	along
with	with	with
the	the	the
use	use	use
of	of	of
an	an	an
experimental	experiment	experimental
drug	drug	drug
combination	combin	combination
,	,	,
only	onli	only
serves	serv	serf
to	to	to
increase	increas	increase
the	the	the
risk	risk	risk
of	of	of
more	more	more
problematic	problemat	problematic
executions	execut	execution
,	,	,
said	said	said
Dale	dale	Dale
Baich	baich	Baich
,	,	,
an	an	an
attorney	attorney	attorney
for	for	for
the	the	the
inmates	inmat	inmate
.	.	.
The	the	The
state	state	state
contends	contend	contends
its	it	it
protocols	protocol	protocol
correct	correct	correct
previous	previous	previous
problems	problem	problem
and	and	and
it	it	it
should	should	should
be	be	be
permitted	permit	permitted
to	to	to
implement	implement	implement
capital	capit	capital
punishment	punish	punishment
.	.	.
Victims	victim	Victims
and	and	and
state	state	state
governments	govern	government
have	have	have
rights	right	right
and	and	and
interests	interest	interest
,	,	,
too	too	too
,	,	,
including	includ	including
an	an	an
important	import	important
interest	interest	interest
in	in	in
the	the	the
timely	time	timely
enforcement	enforc	enforcement
of	of	of
a	a	a
sentence	sentenc	sentence
and	and	and
the	the	the
state	state	state
s	s	s
interest	interest	interest
to	to	to
enforce	enforc	enforce
its	it	it
own	own	own
laws	law	law
,	,	,
David	david	David
Weinzweig	weinzweig	Weinzweig
argued	argu	argued
on	on	on
behalf	behalf	behalf
of	of	of
Arizona	arizona	Arizona
at	at	at
a	a	a
hearing	hear	hearing
this	this	this
year	year	year
.	.	.
