Token	Stem	Lemma
ISTANBUL	istanbul	ISTANBUL
Reuters	reuter	Reuters
Turkish	turkish	Turkish
President	presid	President
Tayyip	tayyip	Tayyip
Erdogan	erdogan	Erdogan
leapt	leapt	leapt
to	to	to
the	the	the
defence	defenc	defence
of	of	of
an	an	an
Ottoman	ottoman	Ottoman
military	militari	military
commander	command	commander
on	on	on
Wednesday	wednesday	Wednesday
after	after	after
the	the	the
United	unit	United
Arab	arab	Arab
Emirates	emir	Emirates
foreign	foreign	foreign
minister	minist	minister
retweeted	retweet	retweeted
accusations	accus	accusation
that	that	that
Ottoman	ottoman	Ottoman
forces	forc	force
looted	loot	looted
the	the	the
holy	holi	holy
city	citi	city
of	of	of
Medina	medina	Medina
during	dure	during
World	world	World
War	war	War
One	one	One
Erdogan	erdogan	Erdogan
appeared	appear	appeared
to	to	to
be	be	be
responding	respond	responding
to	to	to
a	a	a
tweet	tweet	tweet
shared	share	shared
on	on	on
Saturday	saturday	Saturday
by	by	by
UAE	uae	UAE
Foreign	foreign	Foreign
Minister	minist	Minister
Sheikh	sheikh	Sheikh
Abdullah	abdullah	Abdullah
bin	bin	bin
Zayed	zay	Zayed
Al	al	Al
Nahayan	nahayan	Nahayan
which	which	which
said	said	said
Ottoman	ottoman	Ottoman
troops	troop	troop
led	led	led
by	by	by
Fakhreddin	fakhreddin	Fakhreddin
Pasha	pasha	Pasha
stole	stole	stole
money	money	money
and	and	and
manuscripts	manuscript	manuscript
from	from	from
Medina	medina	Medina
in	in	in
1916	1916	1916
The	the	The
tweet	tweet	tweet
also	also	also
said	said	said
Turkish	turkish	Turkish
forces	forc	force
abducted	abduct	abducted
residents	resid	resident
of	of	of
Medina	medina	Medina
and	and	and
took	took	took
them	them	them
to	to	to
Istanbul	istanbul	Istanbul
These	these	These
are	are	are
Erdogan	erdogan	Erdogan
s	s	s
ancestors	ancestor	ancestor
and	and	and
their	their	their
history	histori	history
with	with	with
Arab	arab	Arab
Muslims	muslim	Muslims
read	read	read
the	the	the
tweet	tweet	tweet
originally	origin	originally
posted	post	posted
by	by	by
someone	someon	someone
identifying	identifi	identifying
themselves	themselv	themselves
as	as	a
an	an	an
Iraqi	iraqi	Iraqi
dentist	dentist	dentist
from	from	from
Germany	germani	Germany
Medina	medina	Medina
now	now	now
part	part	part
of	of	of
Saudi	saudi	Saudi
Arabia	arabia	Arabia
was	was	wa
part	part	part
of	of	of
the	the	the
Ottoman	ottoman	Ottoman
territory	territori	territory
for	for	for
centuries	centuri	century
until	until	until
the	the	the
empire	empir	empire
s	s	s
collapse	collaps	collapse
at	at	at
the	the	the
end	end	end
of	of	of
World	world	World
War	war	War
One	one	One
In	in	In
a	a	a
speech	speech	speech
to	to	to
local	local	local
administrators	administr	administrator
Erdogan	erdogan	Erdogan
said	said	said
Fahreddin	fahreddin	Fahreddin
Pasha	pasha	Pasha
had	had	had
not	not	not
stolen	stolen	stolen
from	from	from
Medina	medina	Medina
or	or	or
its	it	it
people	peopl	people
but	but	but
strived	strive	strived
to	to	to
protect	protect	protect
the	the	the
city	citi	city
and	and	and
its	it	it
occupants	occup	occupant
during	dure	during
a	a	a
time	time	time
of	of	of
war	war	war
Those	those	Those
miserable	miser	miserable
people	peopl	people
who	who	who
are	are	are
delirious	deliri	delirious
enough	enough	enough
to	to	to
shamelessly	shameless	shamelessly
and	and	and
tirelessly	tireless	tirelessly
say	say	say
Erdogan	erdogan	Erdogan
s	s	s
ancestors	ancestor	ancestor
stole	stole	stole
sacred	sacr	sacred
items	item	item
from	from	from
there	there	there
and	and	and
brought	brought	brought
them	them	them
to	to	to
Istanbul	istanbul	Istanbul
it	it	it
was	was	wa
to	to	to
protect	protect	protect
them	them	them
from	from	from
the	the	the
people	peopl	people
that	that	that
came	came	came
to	to	to
invade	invad	invade
he	he	he
said	said	said
The	the	The
United	unit	United
Arab	arab	Arab
Emirates	emir	Emirates
a	a	a
close	close	close
U	u	U
S	s	S
ally	alli	ally
sees	see	see
Erdogan	erdogan	Erdogan
s	s	s
Islamist	islamist	Islamist
-rooted	-root	-rooted
ruling	rule	ruling
party	parti	party
as	as	a
a	a	a
friend	friend	friend
of	of	of
Islamist	islamist	Islamist
forces	forc	force
which	which	which
the	the	the
UAE	uae	UAE
opposes	oppos	opposes
across	across	across
the	the	the
Arab	arab	Arab
world	world	world
Relations	relat	Relations
were	were	were
further	further	further
strained	strain	strained
by	by	by
Ankara	ankara	Ankara
s	s	s
support	support	support
for	for	for
Qatar	qatar	Qatar
after	after	after
Saudi	saudi	Saudi
Arabia	arabia	Arabia
the	the	the
UAE	uae	UAE
Bahrain	bahrain	Bahrain
and	and	and
Egypt	egypt	Egypt
imposed	impos	imposed
sanctions	sanction	sanction
on	on	on
the	the	the
Gulf	gulf	Gulf
emirate	emir	emirate
in	in	in
June	june	June
Two	two	Two
months	month	month
later	later	later
Sheikh	sheikh	Sheikh
Abdullah	abdullah	Abdullah
criticised	criticis	criticised
what	what	what
he	he	he
called	call	called
Turkey	turkey	Turkey
and	and	and
Iran	iran	Iran
s	s	s
colonial	coloni	colonial
actions	action	action
in	in	in
Syria	syria	Syria
even	even	even
though	though	though
Turkey	turkey	Turkey
and	and	and
the	the	the
UAE	uae	UAE
have	have	have
both	both	both
opposed	oppos	opposed
Syria	syria	Syria
President	presid	President
Bashar	bashar	Bashar
al	al	al
-Assad	-assad	-Assad
Erdogan	erdogan	Erdogan
s	s	s
spokesman	spokesman	spokesman
Ibrahim	ibrahim	Ibrahim
Kalin	kalin	Kalin
has	has	ha
also	also	also
responded	respond	responded
to	to	to
Sheikh	sheikh	Sheikh
Abdullah	abdullah	Abdullah
s	s	s
comments	comment	comment
saying	say	saying
it	it	it
was	was	wa
a	a	a
shame	shame	shame
that	that	that
he	he	he
retweets	retweet	retweets
this	this	this
propaganda	propaganda	propaganda
lie	lie	lie
that	that	that
seeks	seek	seek
to	to	to
turn	turn	turn
Turks	turk	Turks
Arabs	arab	Arabs
