WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
appeals	appeal	appeal
court	court	court
judge	judg	judge
Merrick	merrick	Merrick
Garland	garland	Garland
,	,	,
turned	turn	turned
away	away	away
by	by	by
the	the	the
Senate	senat	Senate
last	last	last
year	year	year
for	for	for
a	a	a
Supreme	suprem	Supreme
Court	court	Court
post	post	post
,	,	,
is	is	is
not	not	not
interested	interest	interested
in	in	in
serving	serv	serving
as	as	a
FBI	fbi	FBI
director	director	director
,	,	,
two	two	two
sources	sourc	source
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
even	even	even
as	as	a
the	the	the
top	top	top
Senate	senat	Senate
Republican	republican	Republican
recommended	recommend	recommended
him	him	him
for	for	for
the	the	the
job	job	job
.	.	.

Garland	garland	Garland
,	,	,
the	the	the
chief	chief	chief
judge	judg	judge
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Court	court	Court
of	of	of
Appeals	appeal	Appeals
for	for	for
the	the	the
District	district	District
of	of	of
Columbia	columbia	Columbia
Circuit	circuit	Circuit
,	,	,
has	has	ha
told	told	told
people	peopl	people
around	around	around
him	him	him
he	he	he
loves	love	love
his	his	his
job	job	job
and	and	and
is	is	is
not	not	not
interested	interest	interested
in	in	in
leaving	leav	leaving
the	the	the
judiciary	judiciari	judiciary
,	,	,
said	said	said
one	one	one
of	of	of
the	the	the
sources	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
judge	judg	judge
s	s	s
thinking	think	thinking
.	.	.

The	the	The
two	two	two
sources	sourc	source
spoke	spoke	spoke
on	on	on
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
.	.	.

Senate	senat	Senate
Majority	major	Majority
Leader	leader	Leader
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
said	said	said
he	he	he
has	has	ha
mentioned	mention	mentioned
Garland	garland	Garland
to	to	to
Republican	republican	Republican
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
as	as	a
a	a	a
possible	possibl	possible
successor	successor	successor
James	jame	James
Comey	comey	Comey
,	,	,
who	who	who
Trump	trump	Trump
fired	fire	fired
last	last	last
week	week	week
as	as	a
FBI	fbi	FBI
chief	chief	chief
.	.	.

In	in	In
an	an	an
interview	interview	interview
on	on	on
Bloomberg	bloomberg	Bloomberg
Television	televis	Television
,	,	,
McConnell	mcconnel	McConnell
referred	refer	referred
to	to	to
Garland	garland	Garland
,	,	,
a	a	a
former	former	former
federal	feder	federal
prosecutor	prosecutor	prosecutor
,	,	,
as	as	a
an	an	an
apolitical	apolit	apolitical
professional	profession	professional
to	to	to
head	head	head
the	the	the
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
.	.	.

Under	under	Under
McConnell	mcconnel	McConnell
s	s	s
leadership	leadership	leadership
,	,	,
the	the	the
Senate	senat	Senate
last	last	last
year	year	year
refused	refus	refused
to	to	to
consider	consid	consider
centrist	centrist	centrist
Garland	garland	Garland
for	for	for
a	a	a
lifetime	lifetim	lifetime
job	job	job
as	as	a
a	a	a
Supreme	suprem	Supreme
Court	court	Court
justice	justic	justice
after	after	after
Democratic	democrat	Democratic
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
nominated	nomin	nominated
him	him	him
in	in	in
March	march	March
2016	2016	2016
.	.	.

In	in	In
doing	do	doing
so	so	so
,	,	,
McConnell	mcconnel	McConnell
was	was	wa
able	abl	able
to	to	to
allow	allow	allow
Trump	trump	Trump
,	,	,
who	who	who
took	took	took
office	offic	office
in	in	in
January	januari	January
,	,	,
to	to	to
nominate	nomin	nominate
Neil	neil	Neil
Gorsuch	gorsuch	Gorsuch
to	to	to
fill	fill	fill
the	the	the
seat	seat	seat
,	,	,
restoring	restor	restoring
the	the	the
Supreme	suprem	Supreme
Court	court	Court
s	s	s
conservative	conserv	conservative
majority	major	majority
.	.	.

Garland	garland	Garland
,	,	,
64	64	64
,	,	,
has	has	ha
been	been	been
praised	prais	praised
by	by	by
both	both	both
Democrats	democrat	Democrats
and	and	and
Republicans	republican	Republicans
in	in	in
his	his	his
two	two	two
decades	decad	decade
on	on	on
the	the	the
appeals	appeal	appeal
court	court	court
.	.	.

His	his	His
appointment	appoint	appointment
there	there	there
is	is	is
a	a	a
lifetime	lifetim	lifetime
one	one	one
,	,	,
and	and	and
if	if	if
he	he	he
took	took	took
on	on	on
a	a	a
10	10	10
-year	-year	-year
term	term	term
at	at	at
the	the	the
FBI	fbi	FBI
it	it	it
would	would	would
open	open	open
up	up	up
another	anoth	another
top	top	top
judicial	judici	judicial
seat	seat	seat
for	for	for
Trump	trump	Trump
to	to	to
fill	fill	fill
.	.	.

Trump	trump	Trump
fired	fire	fired
Comey	comey	Comey
during	dure	during
an	an	an
FBI	fbi	FBI
investigation	investig	investigation
into	into	into
possible	possibl	possible
collusion	collus	collusion
between	between	between
Trump	trump	Trump
s	s	s
2016	2016	2016
presidential	presidenti	presidential
campaign	campaign	campaign
and	and	and
Russia	russia	Russia
.	.	.

Comey	comey	Comey
s	s	s
replacement	replac	replacement
would	would	would
need	need	need
to	to	to
be	be	be
someone	someon	someone
with	with	with
a	a	a
deep	deep	deep
background	background	background
in	in	in
law	law	law
enforcement	enforc	enforcement
and	and	and
no	no	no
history	histori	history
of	of	of
political	polit	political
involvement	involv	involvement
,	,	,
McConnell	mcconnel	McConnell
said	said	said
.	.	.

Garland	garland	Garland
is	is	is
an	an	an
example	exampl	example
of	of	of
that	that	that
,	,	,
McConnell	mcconnel	McConnell
added	ad	added
.	.	.

It	it	It
would	would	would
serve	serv	serve
the	the	the
country	countri	country
well	well	well
and	and	and
lead	lead	lead
to	to	to
,	,	,
I	i	I
think	think	think
,	,	,
a	a	a
more	more	more
bipartisan	bipartisan	bipartisan
approach	approach	approach
.	.	.
Democrats	democrat	Democrats
have	have	have
threatened	threaten	threatened
to	to	to
hold	hold	hold
up	up	up
a	a	a
vote	vote	vote
on	on	on
a	a	a
new	new	new
FBI	fbi	FBI
director	director	director
until	until	until
a	a	a
special	special	special
prosecutor	prosecutor	prosecutor
is	is	is
named	name	named
to	to	to
investigate	investig	investigate
the	the	the
potential	potenti	potential
ties	tie	tie
between	between	between
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
and	and	and
Russia	russia	Russia
.	.	.

At	at	At
least	least	least
11	11	11
people	peopl	people
have	have	have
been	been	been
under	under	under
consideration	consider	consideration
for	for	for
the	the	the
FBI	fbi	FBI
top	top	top
job	job	job
.	.	.

As	as	As
a	a	a
senior	senior	senior
Justice	justic	Justice
Department	depart	Department
official	offici	official
under	under	under
Democratic	democrat	Democratic
President	presid	President
Bill	bill	Bill
Clinton	clinton	Clinton
in	in	in
the	the	the
1990s	1990s	1990s
,	,	,
Garland	garland	Garland
oversaw	oversaw	oversaw
the	the	the
prosecution	prosecut	prosecution
of	of	of
Timothy	timothi	Timothy
McVeigh	mcveigh	McVeigh
,	,	,
the	the	the
man	man	man
who	who	who
bombed	bomb	bombed
the	the	the
federal	feder	federal
building	build	building
in	in	in
Oklahoma	oklahoma	Oklahoma
City	citi	City
in	in	in
1995	1995	1995
,	,	,
killing	kill	killing
168	168	168
people	peopl	people
.	.	.

