Reuters	reuter	Reuters
-	-	-
Vice	vice	Vice
President	presid	President
Mike	mike	Mike
Pence	penc	Pence
on	on	on
Saturday	saturday	Saturday
blamed	blame	blamed
the	the	the
Congress	congress	Congress
for	for	for
thwarting	thwart	thwarting
a	a	a
Republican	republican	Republican
plan	plan	plan
to	to	to
overhaul	overhaul	overhaul
healthcare	healthcar	healthcare
law	law	law
,	,	,
but	but	but
acknowledged	acknowledg	acknowledged
that	that	that
the	the	the
White	white	White
House	hous	House
will	will	will
need	need	need
to	to	to
work	work	work
with	with	with
lawmakers	lawmak	lawmaker
to	to	to
accomplish	accomplish	accomplish
its	it	it
next	next	next
set	set	set
of	of	of
legislative	legisl	legislative
plans	plan	plan
.	.	.

Speaking	speak	Speaking
to	to	to
a	a	a
group	group	group
of	of	of
small	small	small
business	busi	business
owners	owner	owner
in	in	in
Charleston	charleston	Charleston
,	,	,
West	west	West
Virginia	virginia	Virginia
,	,	,
Pence	penc	Pence
said	said	said
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
is	is	is
ready	readi	ready
to	to	to
move	move	move
on	on	on
to	to	to
his	his	his
next	next	next
priority	prioriti	priority
simplifying	simplifi	simplifying
the	the	the
tax	tax	tax
code	code	code
and	and	and
cutting	cut	cutting
tax	tax	tax
rates	rate	rate
.	.	.

We	we	We
re	re	re
going	go	going
to	to	to
roll	roll	roll
our	our	our
sleeves	sleev	sleeve
up	up	up
and	and	and
we	we	we
re	re	re
going	go	going
to	to	to
cut	cut	cut
taxes	tax	tax
across	across	across
the	the	the
board	board	board
for	for	for
working	work	working
families	famili	family
,	,	,
small	small	small
businesses	busi	business
and	and	and
family	famili	family
farms	farm	farm
,	,	,
Pence	penc	Pence
said	said	said
.	.	.

Working	work	Working
with	with	with
this	this	this
Congress	congress	Congress
,	,	,
President	presid	President
Trump	trump	Trump
is	is	is
going	go	going
to	to	to
pass	pass	pas
the	the	the
largest	largest	largest
tax	tax	tax
cut	cut	cut
since	sinc	since
the	the	the
days	day	day
of	of	of
Ronald	ronald	Ronald
Reagan	reagan	Reagan
,	,	,
and	and	and
we	we	we
re	re	re
going	go	going
to	to	to
get	get	get
this	this	this
American	american	American
economy	economi	economy
moving	move	moving
again	again	again
,	,	,
he	he	he
said	said	said
.	.	.

Comprehensive	comprehens	Comprehensive
tax	tax	tax
reform	reform	reform
has	has	ha
eluded	elud	eluded
previous	previous	previous
Congresses	congress	Congresses
and	and	and
administrations	administr	administration
since	sinc	since
1986	1986	1986
when	when	when
it	it	it
was	was	wa
last	last	last
accomplished	accomplish	accomplished
under	under	under
former	former	former
President	presid	President
Ronald	ronald	Ronald
Reagan	reagan	Reagan
.	.	.

Pence	penc	Pence
made	made	made
his	his	his
comments	comment	comment
the	the	the
day	day	day
after	after	after
the	the	the
Republican	republican	Republican
-controlled	-control	-controlled
House	hous	House
of	of	of
Representatives	repres	Representatives
failed	fail	failed
to	to	to
find	find	find
enough	enough	enough
support	support	support
within	within	within
its	it	it
own	own	own
ranks	rank	rank
to	to	to
pass	pass	pas
legislation	legisl	legislation
to	to	to
roll	roll	roll
back	back	back
Obamacare	obamacar	Obamacare
a	a	a
setback	setback	setback
that	that	that
raised	rais	raised
doubts	doubt	doubt
about	about	about
Trump	trump	Trump
s	s	s
ability	abil	ability
to	to	to
deliver	deliv	deliver
on	on	on
other	other	other
big	big	big
promises	promis	promise
requiring	requir	requiring
help	help	help
from	from	from
Congress	congress	Congress
.	.	.

Trump	trump	Trump
and	and	and
Republicans	republican	Republicans
had	had	had
campaigned	campaign	campaigned
to	to	to
overhaul	overhaul	overhaul
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
health	health	health
care	care	care
law	law	law
,	,	,
which	which	which
they	they	they
have	have	have
argued	argu	argued
is	is	is
too	too	too
intrusive	intrus	intrusive
and	and	and
expensive	expens	expensive
.	.	.

As	as	As
we	we	we
all	all	all
learned	learn	learned
yesterday	yesterday	yesterday
,	,	,
Congress	congress	Congress
just	just	just
wasn	wasn	wasn
t	t	t
ready	readi	ready
,	,	,
said	said	said
Pence	penc	Pence
,	,	,
who	who	who
spent	spent	spent
a	a	a
dozen	dozen	dozen
years	year	year
in	in	in
Congress	congress	Congress
starting	start	starting
in	in	in
2001	2001	2001
,	,	,
and	and	and
has	has	ha
been	been	been
a	a	a
key	key	key
emissary	emissari	emissary
for	for	for
Trump	trump	Trump
on	on	on
Capitol	capitol	Capitol
Hill	hill	Hill
.	.	.

With	with	With
100	100	100
percent	percent	percent
of	of	of
House	hous	House
Democrats	democrat	Democrats
every	everi	every
single	singl	single
one	one	one
