Reuters	reuter	Reuters
-	-	-
The	the	The
nominating	nomin	nominating
contests	contest	contest
that	that	that
will	will	will
determine	determin	determine
the	the	the
Democratic	democrat	Democratic
and	and	and
Republican	republican	Republican
nominees	nomine	nominee
for	for	for
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
are	are	are
about	about	about
to	to	to
enter	enter	enter
a	a	a
critical	critic	critical
phase	phase	phase
.	.	.
On	on	On
March	march	March
1	1	1
,	,	,
known	known	known
as	as	a
Super	super	Super
Tuesday	tuesday	Tuesday
,	,	,
primaries	primari	primary
or	or	or
caucuses	caucus	caucus
will	will	will
be	be	be
held	held	held
in	in	in
about	about	about
a	a	a
dozen	dozen	dozen
states	state	state
,	,	,
and	and	and
they	they	they
could	could	could
be	be	be
turning	turn	turning
points	point	point
in	in	in
both	both	both
parties	parti	party
.	.	.
But	but	But
the	the	the
key	key	key
to	to	to
winning	win	winning
the	the	the
nomination	nomin	nomination
for	for	for
each	each	each
party	parti	party
is	is	is
ultimately	ultim	ultimately
not	not	not
about	about	about
the	the	the
popular	popular	popular
vote	vote	vote
.	.	.
It	it	It
is	is	is
about	about	about
securing	secur	securing
the	the	the
number	number	number
of	of	of
delegates	deleg	delegate
needed	need	needed
to	to	to
win	win	win
the	the	the
nomination	nomin	nomination
at	at	at
each	each	each
party	parti	party
s	s	s
convention	convent	convention
-	-	-
July	juli	July
18	18	18
-21	-21	-21
in	in	in
Cleveland	cleveland	Cleveland
for	for	for
the	the	the
Republicans	republican	Republicans
and	and	and
July	juli	July
25	25	25
-28	-28	-28
in	in	in
Philadelphia	philadelphia	Philadelphia
for	for	for
the	the	the
Democrats	democrat	Democrats
.	.	.
Like	like	Like
so	so	so
many	mani	many
things	thing	thing
in	in	in
politics	polit	politics
,	,	,
there	there	there
are	are	are
twists	twist	twist
and	and	and
turns	turn	turn
in	in	in
how	how	how
the	the	the
popular	popular	popular
vote	vote	vote
is	is	is
used	use	used
to	to	to
ultimately	ultim	ultimately
select	select	select
each	each	each
party	parti	party
s	s	s
candidate	candid	candidate
.	.	.
The	the	The
following	follow	following
is	is	is
a	a	a
guide	guid	guide
to	to	to
the	the	the
nominating	nomin	nominating
process	process	process
Q	q	Q
Is	is	Is
the	the	the
delegate	deleg	delegate
selection	select	selection
process	process	process
the	the	the
same	same	same
for	for	for
the	the	the
Republican	republican	Republican
and	and	and
Democratic	democrat	Democratic
parties	parti	party
?	?	?
A	a	A
No	no	No
.	.	.
The	the	The
parties	parti	party
set	set	set
their	their	their
own	own	own
rules	rule	rule
.	.	.
One	one	One
thing	thing	thing
that	that	that
is	is	is
the	the	the
same	same	same
is	is	is
that	that	that
at	at	at
each	each	each
party	parti	party
convention	convent	convention
,	,	,
a	a	a
candidate	candid	candidate
only	onli	only
needs	need	need
to	to	to
reach	reach	reach
a	a	a
simple	simpl	simple
majority	major	majority
of	of	of
the	the	the
delegate	deleg	delegate
votes	vote	vote
to	to	to
win	win	win
the	the	the
nomination	nomin	nomination
.	.	.
Q	q	Q
How	how	How
many	mani	many
delegates	deleg	delegate
are	are	are
there	there	there
?	?	?
A	a	A
The	the	The
Democratic	democrat	Democratic
convention	convent	convention
will	will	will
be	be	be
attended	attend	attended
by	by	by
about	about	about
4	4	4
,	,	,
763	763	763
delegates	deleg	delegate
,	,	,
with	with	with
2	2	2
,	,	,
382	382	382
delegates	deleg	delegate
needed	need	needed
to	to	to
win	win	win
the	the	the
nomination	nomin	nomination
.	.	.
The	the	The
Republican	republican	Republican
convention	convent	convention
will	will	will
be	be	be
attended	attend	attended
by	by	by
2	2	2
,	,	,
472	472	472
delegates	deleg	delegate
,	,	,
with	with	with
1	1	1
,	,	,
237	237	237
delegates	deleg	delegate
needed	need	needed
to	to	to
win	win	win
.	.	.
Q	q	Q
I	i	I
keep	keep	keep
hearing	hear	hearing
about	about	about
superdelegates	superdeleg	superdelegates
.	.	.
Are	are	Are
they	they	they
different	differ	different
from	from	from
other	other	other
delegates	deleg	delegate
?	?	?
Do	do	Do
both	both	both
the	the	the
Republicans	republican	Republicans
and	and	and
Democrats	democrat	Democrats
have	have	have
superdelegates	superdeleg	superdelegates
?	?	?
A	a	A
Superdelegates	superdeleg	Superdelegates
,	,	,
officially	offici	officially
known	known	known
as	as	a
unpledged	unpledg	unpledged
delegates	deleg	delegate
,	,	,
are	are	are
a	a	a
sort	sort	sort
of	of	of
wild	wild	wild
card	card	card
in	in	in
the	the	the
nominating	nomin	nominating
process	process	process
,	,	,
but	but	but
only	onli	only
the	the	the
Democrats	democrat	Democrats
have	have	have
them	them	them
.	.	.
The	the	The
category	categori	category
was	was	wa
created	creat	created
for	for	for
the	the	the
1984	1984	1984
Democratic	democrat	Democratic
convention	convent	convention
,	,	,
and	and	and
according	accord	according
to	to	to
political	polit	political
scientists	scientist	scientist
,	,	,
they	they	they
are	are	are
a	a	a
legacy	legaci	legacy
of	of	of
the	the	the
1980	1980	1980
convention	convent	convention
when	when	when
there	there	there
was	was	wa
a	a	a
fight	fight	fight
for	for	for
the	the	the
nomination	nomin	nomination
between	between	between
President	presid	President
Jimmy	jimmi	Jimmy
Carter	carter	Carter
,	,	,
who	who	who
was	was	wa
seeking	seek	seeking
a	a	a
second	second	second
term	term	term
in	in	in
the	the	the
White	white	White
House	hous	House
,	,	,
and	and	and
Senator	senat	Senator
Edward	edward	Edward
Kennedy	kennedi	Kennedy
of	of	of
Massachusetts	massachusett	Massachusetts
.	.	.
Members	member	Members
of	of	of
Congress	congress	Congress
were	were	were
frustrated	frustrat	frustrated
by	by	by
their	their	their
lack	lack	lack
of	of	of
influence	influenc	influence
,	,	,
because	becaus	because
delegates	deleg	delegate
elected	elect	elected
to	to	to
support	support	support
one	one	one
candidate	candid	candidate
could	could	could
not	not	not
switch	switch	switch
to	to	to
support	support	support
another	anoth	another
.	.	.
So	so	So
Democratic	democrat	Democratic
members	member	member
of	of	of
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
led	led	led
an	an	an
effort	effort	effort
to	to	to
win	win	win
a	a	a
role	role	role
for	for	for
themselves	themselv	themselves
.	.	.
That	that	That
resulted	result	resulted
in	in	in
the	the	the
creation	creation	creation
of	of	of
superdelegates	superdeleg	superdelegates
.	.	.
Unlike	unlik	Unlike
other	other	other
delegates	deleg	delegate
,	,	,
superdelegates	superdeleg	superdelegates
may	may	may
change	chang	change
what	what	what
candidate	candid	candidate
they	they	they
are	are	are
supporting	support	supporting
right	right	right
up	up	up
to	to	to
the	the	the
convention	convent	convention
.	.	.
There	there	There
is	is	is
no	no	no
fixed	fix	fixed
number	number	number
of	of	of
superdelegates	superdeleg	superdelegates
because	becaus	because
the	the	the
group	group	group
is	is	is
defined	defin	defined
by	by	by
various	various	various
categories	categori	category
whose	whose	whose
members	member	member
change	chang	change
from	from	from
one	one	one
election	elect	election
cycle	cycl	cycle
to	to	to
another	anoth	another
.	.	.
Here	here	Here
is	is	is
who	who	who
gets	get	get
to	to	to
be	be	be
a	a	a
superdelegate	superdeleg	superdelegate
All	all	All
Democratic	democrat	Democratic
members	member	member
of	of	of
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
and	and	and
the	the	the
Senate	senat	Senate
;	;	;
the	the	the
Democratic	democrat	Democratic
governors	governor	governor
;	;	;
the	the	the
Democratic	democrat	Democratic
president	presid	president
and	and	and
vice	vice	vice
president	presid	president
of	of	of
the	the	the
United	unit	United
States	state	States
;	;	;
former	former	former
Democratic	democrat	Democratic
presidents	presid	president
and	and	and
vice	vice	vice
presidents	presid	president
;	;	;
former	former	former
Democratic	democrat	Democratic
leaders	leader	leader
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
;	;	;
former	former	former
Democratic	democrat	Democratic
speakers	speaker	speaker
of	of	of
the	the	the
House	hous	House
and	and	and
former	former	former
Democratic	democrat	Democratic
minority	minor	minority
leaders	leader	leader
.	.	.
Throw	throw	Throw
in	in	in
the	the	the
members	member	member
of	of	of
the	the	the
Democratic	democrat	Democratic
National	nation	National
Committee	committe	Committee
and	and	and
the	the	the
former	former	former
chairs	chair	chair
of	of	of
the	the	the
DNC	dnc	DNC
and	and	and
you	you	you
finally	final	finally
have	have	have
the	the	the
whole	whole	whole
pool	pool	pool
of	of	of
superdelegates	superdeleg	superdelegates
.	.	.
Q	q	Q
What	what	What
about	about	about
the	the	the
other	other	other
delegates	deleg	delegate
?	?	?
Do	do	Do
they	they	they
get	get	get
to	to	to
choose	choos	choose
which	which	which
candidate	candid	candidate
to	to	to
support	support	support
?	?	?
A	a	A
Both	both	Both
the	the	the
Democratic	democrat	Democratic
and	and	and
Republican	republican	Republican
parties	parti	party
send	send	send
delegates	deleg	delegate
to	to	to
their	their	their
conventions	convent	convention
based	base	based
on	on	on
the	the	the
popular	popular	popular
vote	vote	vote
in	in	in
the	the	the
primary	primari	primary
elections	elect	election
and	and	and
caucuses	caucus	caucus
held	held	held
in	in	in
each	each	each
of	of	of
the	the	the
50	50	50
states	state	state
.	.	.
But	but	But
the	the	the
parties	parti	party
have	have	have
different	differ	different
rules	rule	rule
on	on	on
how	how	how
delegates	deleg	delegate
are	are	are
allotted	allot	allotted
to	to	to
a	a	a
candidate	candid	candidate
.	.	.
The	the	The
Democratic	democrat	Democratic
Party	parti	Party
applies	appli	applies
uniform	uniform	uniform
rules	rule	rule
to	to	to
all	all	all
states	state	state
.	.	.
In	in	In
each	each	each
state	state	state
,	,	,
delegates	deleg	delegate
are	are	are
allocated	alloc	allocated
in	in	in
proportion	proport	proportion
to	to	to
the	the	the
