BRUSSELS	brussel	BRUSSELS
LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
There	there	There
is	is	is
no	no	no
need	need	need
for	for	for
Europe	europ	Europe
-wide	-wide	-wide
rules	rule	rule
on	on	on
toxic	toxic	toxic
smoke	smoke	smoke
from	from	from
building	build	building
materials	materi	material
,	,	,
according	accord	according
to	to	to
a	a	a
report	report	report
expected	expect	expected
to	to	to
be	be	be
signed	sign	signed
off	off	off
by	by	by
the	the	the
EU	eu	EU
executive	execut	executive
over	over	over
the	the	the
coming	come	coming
weeks	week	week
,	,	,
disappointing	disappoint	disappointing
campaigners	campaign	campaigner
who	who	who
say	say	say
regulation	regul	regulation
is	is	is
urgently	urgent	urgently
needed	need	needed
following	follow	following
London	london	London
s	s	s
deadly	dead	deadly
Grenfell	grenfel	Grenfell
Tower	tower	Tower
fire	fire	fire
.	.	.

The	the	The
European	european	European
Commission	commiss	Commission
is	is	is
,	,	,
however	howev	however
,	,	,
considering	consid	considering
EU	eu	EU
-wide	-wide	-wide
fire	fire	fire
safety	safeti	safety
testing	test	testing
for	for	for
building	build	building
facades	facad	facade
and	and	and
will	will	will
conclude	conclud	conclude
a	a	a
study	studi	study
early	earli	early
next	next	next
year	year	year
,	,	,
according	accord	according
to	to	to
EU	eu	EU
sources	sourc	source
,	,	,
who	who	who
asked	ask	asked
not	not	not
to	to	to
be	be	be
named	name	named
.	.	.

Debate	debat	Debate
on	on	on
fire	fire	fire
safety	safeti	safety
has	has	ha
intensified	intensifi	intensified
since	sinc	since
the	the	the
Grenfell	grenfel	Grenfell
Tower	tower	Tower
apartment	apart	apartment
block	block	block
fire	fire	fire
that	that	that
killed	kill	killed
about	about	about
80	80	80
people	peopl	people
in	in	in
June	june	June
.	.	.

An	an	An
investigation	investig	investigation
into	into	into
the	the	the
fire	fire	fire
is	is	is
underway	underway	underway
and	and	and
it	it	it
remains	remain	remains
unclear	unclear	unclear
what	what	what
role	role	role
,	,	,
if	if	if
any	ani	any
,	,	,
smoke	smoke	smoke
played	play	played
in	in	in
the	the	the
tragedy	tragedi	tragedy
.	.	.

More	more	More
generally	general	generally
,	,	,
firefighters	firefight	firefighter
say	say	say
one	one	one
of	of	of
their	their	their
biggest	biggest	biggest
concerns	concern	concern
is	is	is
smoke	smoke	smoke
because	becaus	because
of	of	of
research	research	research
linking	link	linking
it	it	it
to	to	to
cancer	cancer	cancer
.	.	.

They	they	They
also	also	also
say	say	say
synthetic	synthet	synthetic
materials	materi	material
produce	produc	produce
more	more	more
deadly	dead	deadly
smoke	smoke	smoke
than	than	than
natural	natur	natural
products	product	product
.	.	.

The	the	The
responses	respons	response
received	receiv	received
do	do	do
not	not	not
agree	agre	agree
that	that	that
regulation	regul	regulation
of	of	of
toxicity	toxic	toxicity
of	of	of
smoke	smoke	smoke
from	from	from
construction	construct	construction
products	product	product
is	is	is
required	requir	required
,	,	,
extracts	extract	extract
from	from	from
the	the	the
final	final	final
report	report	report
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
