Token	Stem	Lemma
MOSCOW	moscow	MOSCOW
LONDON	london	LONDON
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
Moscow	moscow	Moscow
and	and	and
Washington	washington	Washington
are	are	are
in	in	in
talks	talk	talk
to	to	to
create	creat	create
a	a	a
joint	joint	joint
cyber	cyber	cyber
security	secur	security
working	work	working
group	group	group
Russia	russia	Russia
s	s	s
RIA	ria	RIA
news	news	news
agency	agenc	agency
reported	report	reported
on	on	on
Thursday	thursday	Thursday
citing	cite	citing
Andrey	andrey	Andrey
Krutskikh	krutskikh	Krutskikh
a	a	a
special	special	special
presidential	presidenti	presidential
envoy	envoy	envoy
on	on	on
cyber	cyber	cyber
security	secur	security
The	the	The
talks	talk	talk
are	are	are
underway	underway	underway
different	differ	different
proposals	propos	proposal
are	are	are
being	be	being
exchanged	exchang	exchanged
nobody	nobodi	nobody
denies	deni	denies
the	the	the
necessity	necess	necessity
of	of	of
holding	hold	holding
the	the	the
talks	talk	talk
and	and	and
of	of	of
having	have	having
such	such	such
contacts	contact	contact
Krutskikh	krutskikh	Krutskikh
said	said	said
according	accord	according
to	to	to
RIA	ria	RIA
Svetlana	svetlana	Svetlana
Lukash	lukash	Lukash
a	a	a
Russian	russian	Russian
official	offici	official
who	who	who
was	was	wa
at	at	at
the	the	the
recent	recent	recent
G20	g20	G20
summit	summit	summit
of	of	of
global	global	global
leaders	leader	leader
in	in	in
Hamburg	hamburg	Hamburg
said	said	said
earlier	earlier	earlier
this	this	this
month	month	month
that	that	that
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
and	and	and
U	u	U
S	s	S
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
had	had	had
agreed	agre	agreed
to	to	to
discuss	discuss	discus
cyber	cyber	cyber
security	secur	security
questions	question	question
either	either	either
via	via	via
the	the	the
United	unit	United
Nations	nation	Nations
or	or	or
as	as	a
part	part	part
of	of	of
a	a	a
working	work	working
group	group	group
However	howev	However
U	u	U
S	s	S
and	and	and
European	european	European
intelligence	intellig	intelligence
and	and	and
security	secur	security
officials	offici	official
told	told	told
Reuters	reuter	Reuters
on	on	on
Thursday	thursday	Thursday
they	they	they
were	were	were
not	not	not
participating	particip	participating
in	in	in
the	the	the
talks	talk	talk
which	which	which
they	they	they
said	said	said
were	were	were
confined	confin	confined
to	to	to
mid	mid	mid
-level	-level	-level
political	polit	political
officials	offici	official
One	one	One
of	of	of
the	the	the
officials	offici	official
who	who	who
like	like	like
the	the	the
others	other	others
spoke	spoke	spoke
on	on	on
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
said	said	said
cooperation	cooper	cooperation
on	on	on
cyber	cyber	cyber
security	secur	security
was	was	wa
a	a	a
pipe	pipe	pipe
dream	dream	dream
while	while	while
Russia	russia	Russia
continues	continu	continues
to	to	to
deny	deni	deny
that	that	that
it	it	it
hacked	hack	hacked
last	last	last
