Token	Stem	Lemma
Reuters	reuter	Reuters
Carly	car	Carly
Fiorina	fiorina	Fiorina
was	was	wa
so	so	so
happy	happi	happy
to	to	to
be	be	be
named	name	named
U	u	U
S	s	S
presidential	presidenti	presidential
hopeful	hope	hopeful
Ted	ted	Ted
Cruz	cruz	Cruz
s	s	s
running	run	running
mate	mate	mate
she	she	she
broke	broke	broke
into	into	into
song	song	song
during	dure	during
her	her	her
acceptance	accept	acceptance
speech	speech	speech
But	but	But
the	the	the
chorus	chorus	chorus
that	that	that
greeted	greet	greeted
her	her	her
on	on	on
social	social	social
media	media	medium
was	was	wa
anything	anyth	anything
but	but	but
complimentary	complimentari	complimentary
Cruz	cruz	Cruz
announced	announc	announced
at	at	at
a	a	a
rally	ralli	rally
on	on	on
Wednesday	wednesday	Wednesday
in	in	in
Indianapolis	indianapoli	Indianapolis
that	that	that
the	the	the
former	former	former
Chief	chief	Chief
Executive	execut	Executive
Officer	offic	Officer
of	of	of
Hewlett	hewlett	Hewlett
-Packard	-packard	-Packard
would	would	would
join	join	join
his	his	his
ticket	ticket	ticket
But	but	But
the	the	the
unveiling	unveil	unveiling
faced	face	faced
scorn	scorn	scorn
on	on	on
social	social	social
media	media	medium
after	after	after
she	she	she
started	start	started
to	to	to
sing	sing	sing
while	while	while
addressing	address	addressing
the	the	the
crowd	crowd	crowd
I	i	I
know	know	know
two	two	two
girls	girl	girl
that	that	that
I	i	I
just	just	just
adore	ador	adore
crooned	croon	crooned
Fiorina	fiorina	Fiorina
in	in	in
reference	refer	reference
to	to	to
Cruz's	cruz	Cruz's
two	two	two
daughters	daughter	daughter
Caroline	carolin	Caroline
and	and	and
Catherine	catherin	Catherine
I'm	i'm	I'm
so	so	so
happy	happi	happy
I	i	I
can	can	can
see	see	see
them	them	them
more	more	more
Cuz	cuz	Cuz
we	we	we
travel	travel	travel
on	on	on
the	the	the
bus	bus	bus
all	all	all
day	day	day
we	we	we
get	get	get
to	to	to
play	play	play
here	here	here
Twitter	twitter	Twitter
users	user	user
reacted	react	reacted
with	with	with
bewilderment	bewilder	bewilderment
mocking	mock	mocking
Fiorina	fiorina	Fiorina
over	over	over
her	her	her
singing	sing	singing
Carly	car	Carly
Fiorina	fiorina	Fiorina
started	start	started
singing	sing	singing
at	at	at
a	a	a
rally	ralli	rally
where	where	where
she	she	she
s	s	s
named	name	named
VP	vp	VP
by	by	by
a	a	a
candidate	candid	candidate
who	who	who
ain	ain	ain
t	t	t
getting	get	getting
the	the	the
nod	nod	nod
tweeted	tweet	tweeted
writer	writer	writer
and	and	and
Ebony	eboni	Ebony
columnist	columnist	columnist
Michael	michael	Michael
Arceneaux	arceneaux	Arceneaux
@youngsinick	@youngsinick	@youngsinick
This	this	This
election	elect	election
is	is	is
hilarious	hilari	hilarious
Fiorina	fiorina	Fiorina
is	is	is
singing	sing	singing
and	and	and
it	it	it
s	s	s
extremely	extrem	extremely
creepy	creepi	creepy
tweeted	tweet	tweeted
Donie	doni	Donie
O	o	O
Sullivan	sullivan	Sullivan
@donie	@doni	@donie
the	the	the
politics	polit	politics
lead	lead	lead
with	with	with
news	news	news
agency	agenc	agency
Storyful	story	Storyful
You	you	You
know	know	know
this	this	this
was	was	wa
a	a	a
joke	joke	joke
but	but	but
then	then	then
she	she	she
literally	liter	literally
went	went	went
and	and	and
sang	sang	sang
at	at	at
the	the	the
event	event	event
tweeted	tweet	tweeted
joseito	joseito	joseito
@go_oat	@go_oat	@go_oat
After	after	After
suffering	suffer	suffering
a	a	a
series	seri	series
of	of	of
crushing	crush	crushing
losses	loss	loss
to	to	to
Trump	trump	Trump
in	in	in
nominating	nomin	nominating
contests	contest	contest
on	on	on
Tuesday	tuesday	Tuesday
Cruz	cruz	Cruz
praised	prais	praised
Fiorina	fiorina	Fiorina
as	as	a
a	a	a
principled	principl	principled
fighter	fighter	fighter
for	for	for
conservative	conserv	conservative
values	valu	value
who	who	who
knew	knew	knew
how	how	how
to	to	to
create	creat	create
jobs	job	job
and	and	and
would	would	would
be	be	be
a	a	a
valuable	valuabl	valuable
ally	alli	ally
on	on	on
the	the	the
campaign	campaign	campaign
trail	trail	trail
