AMMAN	amman	AMMAN
Reuters	reuter	Reuters
-	-	-
Jordan	jordan	Jordan
will	will	will
open	open	open
its	it	it
main	main	main
border	border	border
crossing	cross	crossing
with	with	with
Iraq	iraq	Iraq
on	on	on
Wednesday	wednesday	Wednesday
for	for	for
the	the	the
first	first	first
time	time	time
since	sinc	since
2015	2015	2015
,	,	,
now	now	now
that	that	that
Iraqi	iraqi	Iraqi
forces	forc	force
have	have	have
gained	gain	gained
control	control	control
of	of	of
the	the	the
main	main	main
highway	highway	highway
to	to	to
Baghdad	baghdad	Baghdad
from	from	from
Islamic	islam	Islamic
State	state	State
militants	milit	militant
,	,	,
both	both	both
governments	govern	government
said	said	said
.	.	.
Iraqi	iraqi	Iraqi
troops	troop	troop
pulled	pull	pulled
out	out	out
of	of	of
the	the	the
Tureibil	tureibil	Tureibil
post	post	post
,	,	,
on	on	on
the	the	the
180	180	180
km	km	km
110	110	110
mile	mile	mile
border	border	border
,	,	,
in	in	in
summer	summer	summer
2014	2014	2014
after	after	after
the	the	the
militants	milit	militant
secured	secur	secured
nearly	near	nearly
all	all	all
the	the	the
official	offici	official
crossings	cross	crossing
of	of	of
the	the	the
western	western	western
frontier	frontier	frontier
as	as	a
they	they	they
swept	swept	swept
through	through	through
a	a	a
third	third	third
of	of	of
the	the	the
country	countri	country
.	.	.
Commercial	commerci	Commercial
traffic	traffic	traffic
continued	continu	continued
for	for	for
a	a	a
year	year	year
after	after	after
until	until	until
Iraq	iraq	Iraq
launched	launch	launched
an	an	an
offensive	offens	offensive
in	in	in
July	juli	July
2015	2015	2015
to	to	to
reclaim	reclaim	reclaim
the	the	the
predominately	predomin	predominately
Sunni	sunni	Sunni
Anbar	anbar	Anbar
province	provinc	province
and	and	and
deprive	depriv	deprive
the	the	the
militants	milit	militant
of	of	of
funds	fund	fund
raised	rais	raised
from	from	from
truck	truck	truck
drivers	driver	driver
forced	forc	forced
to	to	to
pay	pay	pay
a	a	a
tax	tax	tax
on	on	on
cargo	cargo	cargo
coming	come	coming
in	in	in
from	from	from
Jordan	jordan	Jordan
.	.	.
Tureibil	tureibil	Tureibil
would	would	would
open	open	open
on	on	on
Wednesday	wednesday	Wednesday
after	after	after
the	the	the
road	road	road
was	was	wa
secured	secur	secured
from	from	from
attacks	attack	attack
and	and	and
criminal	crimin	criminal
gangs	gang	gang
,	,	,
the	the	the
Iraqi	iraqi	Iraqi
and	and	and
Jordanian	jordanian	Jordanian
governments	govern	government
said	said	said
in	in	in
a	a	a
joint	joint	joint
statement	statement	statement
.	.	.
Officials	offici	Officials
have	have	have
said	said	said
that	that	that
customs	custom	custom
and	and	and
border	border	border
arrangements	arrang	arrangement
have	have	have
been	been	been
finalised	finalis	finalised
,	,	,
with	with	with
security	secur	security
measures	measur	measure
in	in	in
place	place	place
to	to	to
ensure	ensur	ensure
the	the	the
550	550	550
km	km	km
highway	highway	highway
from	from	from
the	the	the
border	border	border
to	to	to
Baghdad	baghdad	Baghdad
was	was	wa
safe	safe	safe
.	.	.
The	the	The
opening	open	opening
of	of	of
the	the	the
crossing	cross	crossing
is	is	is
of	of	of
great	great	great
importance	import	importance
to	to	to
Jordan	jordan	Jordan
and	and	and
Iraq	iraq	Iraq
.	.	.
.	.	.
.	.	.
It	it	It
s	s	s
a	a	a
crucial	crucial	crucial
artery	arteri	artery
.	.	.
Jordan	jordan	Jordan
and	and	and
Iraq	iraq	Iraq
have	have	have
been	been	been
discussing	discuss	discussing
reopening	reopen	reopening
it	it	it
for	for	for
a	a	a
while	while	while
,	,	,
Interior	interior	Interior
Minister	minist	Minister
Ghaleb	ghaleb	Ghaleb
al	al	al
Zubi	zubi	Zubi
said	said	said
last	last	last
week	week	week
.	.	.
Several	sever	Several
trade	trade	trade
and	and	and
business	busi	business
officials	offici	official
had	had	had
said	said	said
they	they	they
had	had	had
been	been	been
invited	invit	invited
to	to	to
an	an	an
event	event	event
on	on	on
Wednesday	wednesday	Wednesday
to	to	to
mark	mark	mark
the	the	the
re	re	re
-opening	-open	-opening
that	that	that
would	would	would
include	includ	include
senior	senior	senior
Jordanian	jordanian	Jordanian
and	and	and
Iraqi	iraqi	Iraqi
officials	offici	official
.	.	.
Since	sinc	Since
last	last	last
year	year	year
,	,	,
the	the	the
Iraqi	iraqi	Iraqi
army	armi	army
has	has	ha
regained	regain	regained
most	most	most
of	of	of
Anbar	anbar	Anbar
province	provinc	province
s	s	s
main	main	main
towns	town	town
that	that	that
fell	fell	fell
to	to	to
the	the	the
ultra	ultra	ultra
-hardline	-hardlin	-hardline
jihadist	jihadist	jihadist
group	group	group
.	.	.
The	the	The
vast	vast	vast
desert	desert	desert
province	provinc	province
is	is	is
an	an	an
historic	histor	historic
hotbed	hotb	hotbed
of	of	of
the	the	the
hardline	hardlin	hardline
Sunni	sunni	Sunni
insurgency	insurg	insurgency
sparked	spark	sparked
by	by	by
2003	2003	2003
s	s	s
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
invasion	invas	invasion
of	of	of
Iraq	iraq	Iraq
,	,	,
which	which	which
empowered	empow	empowered
the	the	the
oil	oil	oil
-rich	-rich	-rich
nation	nation	nation
s	s	s
Shi	shi	Shi
ite	ite	ite
majority	major	majority
.	.	.
Iraq	iraq	Iraq
has	has	ha
also	also	also
been	been	been
working	work	working
on	on	on
securing	secur	securing
the	the	the
highway	highway	highway
that	that	that
connects	connect	connects
Iraq	iraq	Iraq
s	s	s
Basra	basra	Basra
port	port	port
in	in	in
the	the	the
south	south	south
to	to	to
Jordan	jordan	Jordan
,	,	,
where	where	where
the	the	the
Red	red	Red
Sea	sea	Sea
port	port	port
of	of	of
Aqaba	aqaba	Aqaba
has	has	ha
long	long	long
served	serv	served
as	as	a
a	a	a
gateway	gateway	gateway
for	for	for
Iraqi	iraqi	Iraqi
imports	import	import
coming	come	coming
from	from	from
Europe	europ	Europe
.	.	.
Although	although	Although
the	the	the
highway	highway	highway
has	has	ha
been	been	been
secured	secur	secured
after	after	after
driving	drive	driving
out	out	out
the	the	the
jihadists	jihadist	jihadist
,	,	,
the	the	the
threat	threat	threat
of	of	of
hit	hit	hit
-and	-and	-and
run	run	run
attacks	attack	attack
on	on	on
convoys	convoy	convoy
and	and	and
the	the	the
army	armi	army
are	are	are
ever	ever	ever
present	present	present
,	,	,
according	accord	according
to	to	to
security	secur	security
experts	expert	expert
.	.	.
There	there	There
have	have	have
been	been	been
several	sever	several
attacks	attack	attack
by	by	by
militants	milit	militant
near	near	near
al	al	al
-Rutba	-rutba	-Rutba
town	town	town
,	,	,
the	the	the
last	last	last
town	town	town
before	befor	before
the	the	the
border	border	border
with	with	with
Jordan	jordan	Jordan
.	.	.
A	a	A
senior	senior	senior
Western	western	Western
diplomatic	diplomat	diplomatic
said	said	said
Iraqi	iraqi	Iraqi
authorities	author	authority
have	have	have
awarded	award	awarded
a	a	a
contract	contract	contract
to	to	to
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
security	secur	security
company	compani	company
that	that	that
will	will	will
employ	employ	employ
a	a	a
local	local	local
force	forc	force
to	to	to
secure	secur	secure
the	the	the
highway	highway	highway
.	.	.
The	the	The
source	sourc	source
gave	gave	gave
no	no	no
further	further	further
details	detail	detail
.	.	.
Jordan	jordan	Jordan
hopes	hope	hope
the	the	the
reopening	reopen	reopening
of	of	of
the	the	the
route	rout	route
will	will	will
revive	reviv	revive
exports	export	export
to	to	to
Iraq	iraq	Iraq
,	,	,
once	onc	once
the	the	the
kingdom	kingdom	kingdom
s	s	s
main	main	main
export	export	export
market	market	market
,	,	,
accounting	account	accounting
that	that	that
accounted	account	accounted
for	for	for
almost	almost	almost
a	a	a
fifth	fifth	fifth
of	of	of
domestic	domest	domestic
exports	export	export
or	or	or
about	about	about
1	1	1
.	.	.
2	2	2
billion	billion	billion
a	a	a
year	year	year
,	,	,
according	accord	according
to	to	to
the	the	the
International	intern	International
Monetary	monetari	Monetary
Fund	fund	Fund
.	.	.
They	they	They
have	have	have
fallen	fallen	fallen
by	by	by
more	more	more
than	than	than
50	50	50
percent	percent	percent
from	from	from
pre	pre	pre
-crisis	-crisi	-crisis
levels	level	level
.	.	.
This	this	This
will	will	will
increase	increas	increase
industrial	industri	industrial
exports	export	export
and	and	and
also	also	also
revive	reviv	revive
the	the	the
two	two	two
countries	countri	country
trucking	truck	trucking
industry	industri	industry
.	.	.
It	it	It
s	s	s
a	a	a
major	major	major
boost	boost	boost
to	to	to
the	the	the
economy	economi	economy
,	,	,
Nael	nael	Nael
Husami	husami	Husami
,	,	,
general	general	general
manager	manag	manager
of	of	of
the	the	the
Amman	amman	Amman
Chamber	chamber	Chamber
of	of	of
Industry	industri	Industry
,	,	,
adding	ad	adding
transport	transport	transport
costs	cost	cost
would	would	would
fall	fall	fall
by	by	by
nearly	near	nearly
half	half	half
.	.	.
Jordanian	jordanian	Jordanian
exporters	export	exporter
have	have	have
had	had	had
to	to	to
use	use	use
more	more	more
expensive	expens	expensive
sea	sea	sea
routes	rout	route
to	to	to
Iraq	iraq	Iraq
s	s	s
Um	um	Um
Qasr	qasr	Qasr
port	port	port
or	or	or
another	anoth	another
land	land	land
route	rout	route
across	across	across
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
Kuwait	kuwait	Kuwait
,	,	,
businessmen	businessmen	businessmen
have	have	have
said	said	said
.	.	.
The	the	The
restoration	restor	restoration
of	of	of
trade	trade	trade
links	link	link
will	will	will
also	also	also
give	give	give
a	a	a
push	push	push
to	to	to
an	an	an
oil	oil	oil
pipeline	pipelin	pipeline
project	project	project
running	run	running
from	from	from
Basra	basra	Basra
to	to	to
Aqaba	aqaba	Aqaba
.	.	.
Prime	prime	Prime
Minister	minist	Minister
Hani	hani	Hani
al	al	al
Mulki	mulki	Mulki
had	had	had
visited	visit	visited
Baghdad	baghdad	Baghdad
earlier	earlier	earlier
this	this	this
year	year	year
to	to	to
revive	reviv	revive
the	the	the
frozen	frozen	frozen
project	project	project
.	.	.
Jordanian	jordanian	Jordanian
officials	offici	official
are	are	are
hopeful	hope	hopeful
the	the	the
crossing	cross	crossing
with	with	with
Syria	syria	Syria
on	on	on
its	it	it
northern	northern	northern
border	border	border
can	can	can
also	also	also
open	open	open
by	by	by
the	the	the
end	end	end
of	of	of
the	the	the
year	year	year
once	onc	once
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
-Russian	-russian	-Russian
de	de	de
-escalation	-escal	-escalation
zone	zone	zone
in	in	in
southwest	southwest	southwest
Syria	syria	Syria
that	that	that
includes	includ	includes
the	the	the
area	area	area
is	is	is
cemented	cement	cemented
.	.	.
The	the	The
International	intern	International
Monetary	monetari	Monetary
Fund	fund	Fund
recently	recent	recently
said	said	said
that	that	that
prolonged	prolong	prolonged
conflicts	conflict	conflict
in	in	in
neighbouring	neighbour	neighbouring
Syria	syria	Syria
and	and	and
Iraq	iraq	Iraq
were	were	were
weighing	weigh	weighing
on	on	on
the	the	the
kingdom	kingdom	kingdom
s	s	s
debt	debt	debt
-ridden	-ridden	-ridden
economy	economi	economy
and	and	and
the	the	the
opening	open	opening
of	of	of
these	these	these
export	export	export
routes	rout	route
would	would	would
boost	boost	boost
economic	econom	economic
growth	growth	growth
.	.	.
