Token	Stem	Lemma
BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
Air	air	Air
strikes	strike	strike
killed	kill	killed
19	19	19
people	peopl	people
in	in	in
a	a	a
village	villag	village
in	in	in
Syria	syria	Syria
s	s	s
rebel	rebel	rebel
stronghold	stronghold	stronghold
of	of	of
Idlib	idlib	Idlib
overnight	overnight	overnight
a	a	a
rescue	rescu	rescue
service	servic	service
there	there	there
and	and	and
the	the	the
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
The	the	The
strikes	strike	strike
pounded	pound	pounded
Maar	maar	Maar
Shureen	shureen	Shureen
in	in	in
the	the	the
northwestern	northwestern	northwestern
Idlib	idlib	Idlib
province	provinc	province
and	and	and
injured	injur	injured
25	25	25
other	other	other
people	peopl	people
the	the	the
Britain	britain	Britain
-based	-base	-based
Observatory	observatori	Observatory
said	said	said
The	the	The
dead	dead	dead
included	includ	included
seven	seven	seven
children	children	child
it	it	it
said	said	said
The	the	The
war	war	war
monitoring	monitor	monitoring
group	group	group
added	ad	added
that	that	that
Syrian	syrian	Syrian
government	govern	government
or	or	or
Russian	russian	Russian
aircraft	aircraft	aircraft
had	had	had
struck	struck	struck
the	the	the
village	villag	village
Russia	russia	Russia
s	s	s
Defence	defenc	Defence
Ministry	ministri	Ministry
denied	deni	denied
involvement	involv	involvement
saying	say	saying
in	in	in
a	a	a
statement	statement	statement
carried	carri	carried
by	by	by
RIA	ria	RIA
news	news	news
agency	agenc	agency
that	that	that
its	it	it
jets	jet	jet
had	had	had
not	not	not
flown	flown	flown
in	in	in
that	that	that
area	area	area
There	there	There
was	was	wa
no	no	no
immediate	immedi	immediate
comment	comment	comment
from	from	from
the	the	the
Syrian	syrian	Syrian
military	militari	military
which	which	which
says	say	say
it	it	it
only	onli	only
targets	target	target
militants	milit	militant
Idlib	idlib	Idlib
s	s	s
civil	civil	civil
defense	defens	defense
a	a	a
rescue	rescu	rescue
service	servic	service
known	known	known
as	as	a
the	the	the
White	white	White
Helmets	helmet	Helmets
which	which	which
operates	oper	operates
in	in	in
rebel	rebel	rebel
territory	territori	territory
said	said	said
on	on	on
social	social	social
media	media	medium
that	that	that
fierce	fierc	fierce
bombing	bomb	bombing
killed	kill	killed
19	19	19
people	peopl	people
overnight	overnight	overnight
There	there	There
were	were	were
two	two	two
consecutive	consecut	consecutive
strikes	strike	strike
The	the	The
second	second	second
strike	strike	strike
came	came	came
shortly	short	shortly
before	befor	before
rescue	rescu	rescue
teams	team	team
arrived	arriv	arrived
Mustafa	mustafa	Mustafa
Youssef	youssef	Youssef
who	who	who
heads	head	head
the	the	the
Idlib	idlib	Idlib
civil	civil	civil
defense	defens	defense
said	said	said
The	the	The
Damascus	damascus	Damascus
government	govern	government
lost	lost	lost
Idlib	idlib	Idlib
after	after	after
insurgents	insurg	insurgent
took	took	took
over	over	over
the	the	the
provincial	provinci	provincial
capital	capit	capital
in	in	in
2015	2015	2015
It	it	It
has	has	ha
since	sinc	since
become	becom	become
the	the	the
only	onli	only
province	provinc	province
fully	fulli	fully
under	under	under
opposition	opposit	opposition
control	control	control
and	and	and
the	the	the
most	most	most
populated	popul	populated
insurgent	insurg	insurgent
-held	-held	-held
part	part	part
of	of	of
Syria	syria	Syria
Hayat	hayat	Hayat
Tahrir	tahrir	Tahrir
al	al	al
Sham	sham	Sham
the	the	the
Islamist	islamist	Islamist
alliance	allianc	alliance
spearheaded	spearhead	spearheaded
by	by	by
the	the	the
former	former	former
al	al	al
-Qaeda	-qaeda	-Qaeda
affiliate	affili	affiliate
in	in	in
Syria	syria	Syria
is	is	is
the	the	the
dominant	domin	dominant
rebel	rebel	rebel
force	forc	force
in	in	in
Idlib	idlib	Idlib
This	this	This
has	has	ha
raised	rais	raised
fears	fear	fear
among	among	among
some	some	some
civilians	civilian	civilian
and	and	and
other	other	other
rebel	rebel	rebel
factions	faction	faction
that	that	that
the	the	the
province	provinc	province
could	could	could
come	come	come
under	under	under
attack	attack	attack
and	and	and
turn	turn	turn
into	into	into
a	a	a
major	major	major
battlefield	battlefield	battlefield
Thousands	thousand	Thousands
of	of	of
civilians	civilian	civilian
and	and	and
fighters	fighter	fighter
have	have	have
poured	pour	poured
into	into	into
Idlib	idlib	Idlib
in	in	in
the	the	the
past	past	past
year	year	year
bussed	buss	bussed
out	out	out
of	of	of
towns	town	town
and	and	and
cities	citi	city
which	which	which
Syrian	syrian	Syrian
troops	troop	troop
seized	seiz	seized
with	with	with
the	the	the
help	help	help
of	of	of
Russia	russia	Russia
and	and	and
Iran	iran	Iran
-backed	-back	-backed
militias	militia	militia
Government	govern	Government
forces	forc	force
and	and	and
their	their	their
allies	alli	ally
stepped	step	stepped
up	up	up
air	air	air
strikes	strike	strike
against	against	against
opposition	opposit	opposition
towns	town	town
in	in	in
the	the	the
Hama	hama	Hama
countryside	countrysid	countryside
and	and	and
the	the	the
southern	southern	southern
part	part	part
of	of	of
Idlib	idlib	Idlib
rebels	rebel	rebel
said	said	said
last	last	last
week	week	week
The	the	The
province	provinc	province
bordering	border	bordering
Turkey	turkey	Turkey
is	is	is
part	part	part
of	of	of
Russian	russian	Russian
-brokered	-broker	-brokered
de	de	de
-escalation	-escal	-escalation
agreements	agreement	agreement
that	that	that
seek	seek	seek
to	to	to
shore	shore	shore
up	up	up
ceasefires	ceasefir	ceasefires
in	in	in
parts	part	part
of	of	of
western	western	western
Syria	syria	Syria
Turkey	turkey	Turkey
which	which	which
had	had	had
long	long	long
backed	back	backed
some	some	some
Syrian	syrian	Syrian
rebel	rebel	rebel
factions	faction	faction
set	set	set
up	up	up
observation	observ	observation
posts	post	post
in	in	in
Idlib	idlib	Idlib
in	in	in
October	octob	October
under	under	under
a	a	a
deal	deal	deal
with	with	with
Russia	russia	Russia
and	and	and
Iran	iran	Iran
to	to	to
reduce	reduc	reduce
fighting	fight	fighting
there	there	there
Turkish	turkish	Turkish
President	presid	President
Tayyip	tayyip	Tayyip
Erdogan	erdogan	Erdogan
has	has	ha
said	said	said
the	the	the
military	militari	military
operation	oper	operation
in	in	in
Idlib	idlib	Idlib
was	was	wa
largely	larg	largely
completed	complet	completed
The	the	The
deployment	deploy	deployment
was	was	wa
also	also	also
seen	seen	seen
partly	part	partly
aimed	aim	aimed
at	at	at
containing	contain	containing
Kurdish	kurdish	Kurdish
influence	influenc	influence
nearby	nearbi	nearby
in	in	in
northern	northern	northern
Syria	syria	Syria
