Reuters	reuter	Reuters
-	-	-
Billionaire	billionair	Billionaire
investor	investor	investor
Warren	warren	Warren
Buffett	buffett	Buffett
denied	deni	denied
on	on	on
Monday	monday	Monday
an	an	an
allegation	alleg	allegation
by	by	by
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
that	that	that
he	he	he
,	,	,
like	like	like
Trump	trump	Trump
,	,	,
had	had	had
taken	taken	taken
a	a	a
massive	massiv	massive
deduction	deduct	deduction
that	that	that
allowed	allow	allowed
him	him	him
to	to	to
avoid	avoid	avoid
federal	feder	federal
income	incom	income
taxes	tax	tax
.	.	.

Buffett	buffett	Buffett
said	said	said
he	he	he
paid	paid	paid
about	about	about
1	1	1
.	.	.
85	85	85
million	million	million
in	in	in
income	incom	income
tax	tax	tax
in	in	in
2015	2015	2015
,	,	,
and	and	and
that	that	that
returns	return	return
for	for	for
previous	previous	previous
years	year	year
were	were	were
similar	similar	similar
in	in	in
respect	respect	respect
to	to	to
contributions	contribut	contribution
,	,	,
deductions	deduct	deduction
and	and	and
tax	tax	tax
rates	rate	rate
.	.	.

Buffett	buffett	Buffett
said	said	said
he	he	he
was	was	wa
being	be	being
audited	audit	audited
by	by	by
the	the	the
Internal	intern	Internal
Revenue	revenu	Revenue
Service	servic	Service
,	,	,
but	but	but
had	had	had
no	no	no
problem	problem	problem
releasing	releas	releasing
his	his	his
tax	tax	tax
information	inform	information
.	.	.

Trump	trump	Trump
has	has	ha
refused	refus	refused
to	to	to
release	releas	release
his	his	his
tax	tax	tax
returns	return	return
,	,	,
citing	cite	citing
ongoing	ongo	ongoing
audits	audit	audit
by	by	by
the	the	the
IRS	ir	IRS
.	.	.

I	i	I
have	have	have
paid	paid	paid
federal	feder	federal
income	incom	income
tax	tax	tax
every	everi	every
year	year	year
since	sinc	since
1944	1944	1944
,	,	,
when	when	when
I	i	I
was	was	wa
13	13	13
,	,	,
Buffett	buffett	Buffett
said	said	said
in	in	in
a	a	a
statement	statement	statement
,	,	,
adding	ad	adding
that	that	that
being	be	being
a	a	a
slow	slow	slow
starter	starter	starter
,	,	,
I	i	I
owed	owe	owed
only	onli	only
7	7	7
in	in	in
tax	tax	tax
that	that	that
year	year	year
.	.	.
Buffett	buffett	Buffett
,	,	,
ranked	rank	ranked
the	the	the
world	world	world
s	s	s
third	third	third
-richest	-richest	-richest
person	person	person
by	by	by
Forbes	forb	Forbes
magazine	magazin	magazine
,	,	,
said	said	said
he	he	he
had	had	had
copies	copi	copy
of	of	of
all	all	all
72	72	72
of	of	of
his	his	his
returns	return	return
and	and	and
none	none	none
uses	use	us
a	a	a
carryforward	carryforward	carryforward
.	.	.
Responding	respond	Responding
to	to	to
an	an	an
Oct	oct	Oct
.	.	.

1	1	1
New	new	New
York	york	York
Times	time	Times
story	stori	story
,	,	,
Trump	trump	Trump
acknowledged	acknowledg	acknowledged
during	dure	during
the	the	the
presidential	presidenti	presidential
-candidates	-candid	-candidates
debate	debat	debate
on	on	on
Sunday	sunday	Sunday
that	that	that
he	he	he
had	had	had
used	use	used
investment	invest	investment
losses	loss	loss
to	to	to
avoid	avoid	avoid
paying	pay	paying
taxes	tax	tax
.	.	.

Trump	trump	Trump
repeatedly	repeat	repeatedly
said	said	said
he	he	he
was	was	wa
only	onli	only
taking	take	taking
advantage	advantag	advantage
of	of	of
tax	tax	tax
provisions	provis	provision
used	use	used
by	by	by
wealthy	wealthi	wealthy
people	peopl	people
who	who	who
support	support	support
Clinton	clinton	Clinton
.	.	.

I	i	I
absolutely	absolut	absolutely
used	use	used
it	it	it
,	,	,
and	and	and
so	so	so
did	did	did
Warren	warren	Warren
Buffett	buffett	Buffett
.	.	.
.	.	.
.	.	.
,	,	,
he	he	he
said	said	said
.	.	.

The	the	The
Times	time	Times
reported	report	reported
that	that	that
Trump	trump	Trump
s	s	s
declared	declar	declared
loss	loss	loss
of	of	of
916	916	916
million	million	million
in	in	in
1995	1995	1995
was	was	wa
so	so	so
large	larg	large
that	that	that
he	he	he
could	could	could
legally	legal	legally
have	have	have
avoided	avoid	avoided
paying	pay	paying
any	ani	any
federal	feder	federal
income	incom	income
taxes	tax	tax
for	for	for
up	up	up
to	to	to
18	18	18
years	year	year
.	.	.

Buffett	buffett	Buffett
,	,	,
chairman	chairman	chairman
of	of	of
Berkshire	berkshir	Berkshire
Hathaway	hathaway	Hathaway
Inc	inc	Inc
BRKa	brka	BRKa
.	.	.
N	n	N
,	,	,
said	said	said
his	his	his
2015	2015	2015
tax	tax	tax
return	return	return
showed	show	showed
adjusted	adjust	adjusted
gross	gross	gross
income	incom	income
of	of	of
11	11	11
,	,	,
563	563	563
,	,	,
931	931	931
.	.	.

My	my	My
deductions	deduct	deduction
totaled	total	totaled
5	5	5
,	,	,
477	477	477
,	,	,
694	694	694
,	,	,
of	of	of
which	which	which
allowable	allow	allowable
charitable	charit	charitable
contributions	contribut	contribution
were	were	were
3	3	3
,	,	,
469	469	469
,	,	,
179	179	179
.	.	.

All	all	All
but	but	but
36	36	36
,	,	,
037	037	037
of	of	of
the	the	the
remainder	remaind	remainder
was	was	wa
for	for	for
state	state	state
income	incom	income
taxes	tax	tax
,	,	,
he	he	he
said	said	said
.	.	.

The	the	The
total	total	total
charitable	charit	charitable
contributions	contribut	contribution
I	i	I
made	made	made
during	dure	during
the	the	the
year	year	year
were	were	were
2	2	2
,	,	,
858	858	858
,	,	,
057	057	057
,	,	,
970	970	970
,	,	,
of	of	of
which	which	which
more	more	more
than	than	than
2	2	2
.	.	.
85	85	85
billion	billion	billion
were	were	were
not	not	not
taken	taken	taken
as	as	a
deductions	deduct	deduction
and	and	and
never	never	never
will	will	will
be	be	be
.	.	.

Tax	tax	Tax
law	law	law
properly	proper	properly
limits	limit	limit
charitable	charit	charitable
deductions	deduct	deduction
,	,	,
Buffett	buffett	Buffett
said	said	said
.	.	.

Buffett	buffett	Buffett
said	said	said
he	he	he
had	had	had
no	no	no
problem	problem	problem
releasing	releas	releasing
his	his	his
tax	tax	tax
information	inform	information
while	while	while
under	under	under
audit	audit	audit
.	.	.

Neither	neither	Neither
would	would	would
Mr	mr	Mr
Trump	trump	Trump
at	at	at
least	least	least
he	he	he
would	would	would
have	have	have
no	no	no
legal	legal	legal
problem	problem	problem
.	.	.

