NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Hillary	hillari	Hillary
Clinton	clinton	Clinton
disputed	disput	disputed
a	a	a
scathing	scath	scathing
assessment	assess	assessment
by	by	by
the	the	the
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
that	that	that
she	she	she
was	was	wa
extremely	extrem	extremely
careless	careless	careless
with	with	with
classified	classifi	classified
government	govern	government
secrets	secret	secret
,	,	,
saying	say	saying
on	on	on
Friday	friday	Friday
she	she	she
relied	reli	relied
on	on	on
the	the	the
judgment	judgment	judgment
of	of	of
her	her	her
subordinates	subordin	subordinate
at	at	at
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
.	.	.
After	after	After
maintaining	maintain	maintaining
for	for	for
more	more	more
than	than	than
a	a	a
year	year	year
that	that	that
she	she	she
did	did	did
not	not	not
send	send	send
or	or	or
receive	receiv	receive
classified	classifi	classified
information	inform	information
through	through	through
her	her	her
unauthorized	unauthor	unauthorized
private	privat	private
email	email	email
system	system	system
,	,	,
she	she	she
acknowledged	acknowledg	acknowledged
in	in	in
a	a	a
string	string	string
of	of	of
interviews	interview	interview
on	on	on
Friday	friday	Friday
she	she	she
may	may	may
have	have	have
at	at	at
least	least	least
unwittingly	unwit	unwittingly
done	done	done
so	so	so
,	,	,
three	three	three
days	day	day
after	after	after
the	the	the
FBI	fbi	FBI
concluded	conclud	concluded
this	this	this
happened	happen	happened
at	at	at
least	least	least
110	110	110
times	time	time
.	.	.
Clinton	clinton	Clinton
,	,	,
the	the	the
presumptive	presumpt	presumptive
Democratic	democrat	Democratic
presidential	presidenti	presidential
nominee	nomine	nominee
,	,	,
said	said	said
she	she	she
certainly	certain	certainly
did	did	did
not	not	not
believe	believ	believe
that	that	that
she	she	she
was	was	wa
handling	handl	handling
classified	classifi	classified
information	inform	information
on	on	on
her	her	her
email	email	email
system	system	system
at	at	at
the	the	the
time	time	time
,	,	,
but	but	but
emphasized	emphas	emphasized
that	that	that
she	she	she
followed	follow	followed
the	the	the
lead	lead	lead
of	of	of
her	her	her
subordinates	subordin	subordinate
on	on	on
whether	whether	whether
information	inform	information
was	was	wa
classified	classifi	classified
.	.	.
I	i	I
did	did	did
not	not	not
have	have	have
a	a	a
basis	basi	basis
for	for	for
second	second	second
-guessing	-guess	-guessing
their	their	their
conclusion	conclus	conclusion
,	,	,
Clinton	clinton	Clinton
said	said	said
in	in	in
an	an	an
interview	interview	interview
with	with	with
CNN	cnn	CNN
,	,	,
saying	say	saying
she	she	she
had	had	had
the	the	the
highest	highest	highest
regard	regard	regard
for	for	for
her	her	her
former	former	former
colleagues	colleagu	colleague
.	.	.
These	these	These
are	are	are
experienced	experienc	experienced
diplomats	diplomat	diplomat
,	,	,
they	they	they
have	have	have
expertise	expertis	expertise
in	in	in
handling	handl	handling
classified	classifi	classified
material	materi	material
,	,	,
she	she	she
said	said	said
in	in	in
a	a	a
separate	separ	separate
interview	interview	interview
with	with	with
PBS	pbs	PBS
Newshour	newshour	Newshour
.	.	.
They	they	They
were	were	were
not	not	not
careless	careless	careless
and	and	and
the	the	the
material	materi	material
that	that	that
they	they	they
sent	sent	sent
,	,	,
they	they	they
did	did	did
not	not	not
believe	believ	believe
that	that	that
was	was	wa
classified	classifi	classified
.	.	.
Clinton	clinton	Clinton
,	,	,
who	who	who
was	was	wa
the	the	the
department	depart	department
s	s	s
most	most	most
senior	senior	senior
classifying	classifi	classifying
authority	author	authority
during	dure	during
her	her	her
four	four	four
-year	-year	-year
tenure	tenur	tenure
at	at	at
its	it	it
helm	helm	helm
,	,	,
did	did	did
not	not	not
address	address	address
the	the	the
FBI	fbi	FBI
s	s	s
conclusion	conclus	conclusion
that	that	that
she	she	she
herself	herself	herself
sent	sent	sent
information	inform	information
on	on	on
topics	topic	topic
classified	classifi	classified
as	as	a
top	top	top
secret	secret	secret
,	,	,
the	the	the
highest	highest	highest
level	level	level
,	,	,
through	through	through
a	a	a
private	privat	private
server	server	server
she	she	she
kept	kept	kept
in	in	in
her	her	her
basement	basement	basement
.	.	.
I	i	I
have	have	have
said	said	said
,	,	,
and	and	and
I	i	I
repeated	repeat	repeated
,	,	,
that	that	that
it	it	it
was	was	wa
a	a	a
mistake	mistak	mistake
to	to	to
use	use	use
personal	person	personal
email	email	email
and	and	and
I	i	I
regret	regret	regret
that	that	that
,	,	,
she	she	she
said	said	said
in	in	in
another	anoth	another
interview	interview	interview
with	with	with
ABC	abc	ABC
.	.	.
It	it	It
is	is	is
a	a	a
crime	crime	crime
to	to	to
mishandle	mishandl	mishandle
classified	classifi	classified
information	inform	information
,	,	,
and	and	and
while	while	while
FBI	fbi	FBI
Director	director	Director
James	jame	James
Comey	comey	Comey
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
there	there	there
was	was	wa
evidence	evid	evidence
Clinton	clinton	Clinton
or	or	or
her	her	her
aides	aid	aide
may	may	may
have	have	have
broken	broken	broken
these	these	these
laws	law	law
,	,	,
there	there	there
was	was	wa
not	not	not
enough	enough	enough
evidence	evid	evidence
of	of	of
criminal	crimin	criminal
intent	intent	intent
for	for	for
a	a	a
prosecution	prosecut	prosecution
.	.	.
In	in	In
an	an	an
unusual	unusu	unusual
15	15	15
-minute	-minut	-minute
announcement	announc	announcement
explaining	explain	explaining
the	the	the
FBI	fbi	FBI
s	s	s
findings	find	finding
,	,	,
Comey	comey	Comey
ended	end	ended
up	up	up
dismaying	dismay	dismaying
both	both	both
Republicans	republican	Republicans
and	and	and
Democrats	democrat	Democrats
.	.	.
While	while	While
Clinton	clinton	Clinton
s	s	s
Republican	republican	Republican
opponents	oppon	opponent
have	have	have
fumed	fume	fumed
at	at	at
the	the	the
decision	decis	decision
not	not	not
to	to	to
file	file	file
criminal	crimin	criminal
charges	charg	charge
,	,	,
Clinton	clinton	Clinton
and	and	and
her	her	her
staff	staff	staff
have	have	have
disputed	disput	disputed
some	some	some
of	of	of
Comey	comey	Comey
s	s	s
criticisms	critic	criticism
that	that	that
undermine	undermin	undermine
her	her	her
argument	argument	argument
that	that	that
she	she	she
has	has	ha
better	better	better
judgment	judgment	judgment
than	than	than
Donald	donald	Donald
Trump	trump	Trump
,	,	,
the	the	the
presumptive	presumpt	presumptive
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
.	.	.
Comey	comey	Comey
called	call	called
her	her	her
and	and	and
her	her	her
staff	staff	staff
extremely	extrem	extremely
careless	careless	careless
and	and	and
said	said	said
that	that	that
any	ani	any
reasonable	reason	reasonable
government	govern	government
employee	employe	employee
should	should	should
have	have	have
recognized	recogn	recognized
that	that	that
such	such	such
information	inform	information
should	should	should
not	not	not
be	be	be
aired	air	aired
in	in	in
emails	email	email
.	.	.
Her	her	Her
server	server	server
was	was	wa
so	so	so
poorly	poor	poorly
secured	secur	secured
the	the	the
FBI	fbi	FBI
could	could	could
not	not	not
eliminate	elimin	eliminate
the	the	the
possibility	possibl	possibility
it	it	it
had	had	had
not	not	not
been	been	been
hacked	hack	hacked
by	by	by
the	the	the
country	countri	country
s	s	s
enemies	enemi	enemy
,	,	,
Comey	comey	Comey
said	said	said
.	.	.
Asked	ask	Asked
if	if	if
she	she	she
agreed	agre	agreed
that	that	that
she	she	she
was	was	wa
extremely	extrem	extremely
careless	careless	careless
,	,	,
Clinton	clinton	Clinton
told	told	told
CNN	cnn	CNN
she	she	she
was	was	wa
not	not	not
,	,	,
adding	ad	adding
that	that	that
Comey	comey	Comey
had	had	had
clarified	clarifi	clarified
his	his	his
remarks	remark	remark
.	.	.
It	it	It
was	was	wa
unclear	unclear	unclear
what	what	what
clarification	clarif	clarification
Clinton	clinton	Clinton
meant	meant	meant
.	.	.
In	in	In
lengthier	lengthier	lengthier
comments	comment	comment
before	befor	before
lawmakers	lawmak	lawmaker
on	on	on
Thursday	thursday	Thursday
,	,	,
Comey	comey	Comey
again	again	again
spoke	spoke	spoke
of	of	of
Clinton	clinton	Clinton
s	s	s
and	and	and
her	her	her
staff	staff	staff
s	s	s
carelessness	careless	carelessness
and	and	and
real	real	real
sloppiness	sloppi	sloppiness
,	,	,
adding	ad	adding
that	that	that
it	it	it
seemed	seem	seemed
she	she	she
was	was	wa
not	not	not
particularly	particular	particularly
sophisticated	sophist	sophisticated
with	with	with
respect	respect	respect
to	to	to
classified	classifi	classified
information	inform	information
.	.	.
