BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
Islamic	islam	Islamic
State	state	State
is	is	is
building	build	building
up	up	up
its	it	it
defenses	defens	defense
in	in	in
a	a	a
pocket	pocket	pocket
of	of	of
territory	territori	territory
on	on	on
the	the	the
Syrian	syrian	Syrian
-Iraqi	-iraqi	-Iraqi
frontier	frontier	frontier
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
said	said	said
on	on	on
Friday	friday	Friday
,	,	,
in	in	in
an	an	an
anticipation	anticip	anticipation
of	of	of
assaults	assault	assault
by	by	by
Syrian	syrian	Syrian
and	and	and
Iraqi	iraqi	Iraqi
forces	forc	force
aiming	aim	aiming
to	to	to
snuff	snuff	snuff
out	out	out
the	the	the
jihadists	jihadist	jihadist
last	last	last
stronghold	stronghold	stronghold
.	.	.
Iraq	iraq	Iraq
launched	launch	launched
an	an	an
offensive	offens	offensive
on	on	on
Thursday	thursday	Thursday
to	to	to
capture	captur	capture
the	the	the
last	last	last
Iraqi	iraqi	Iraqi
territory	territori	territory
held	held	held
by	by	by
Islamic	islam	Islamic
State	state	State
,	,	,
the	the	the
areas	area	area
of	of	of
Rawa	rawa	Rawa
and	and	and
al	al	al
-Qaim	-qaim	-Qaim
,	,	,
a	a	a
town	town	town
just	just	just
over	over	over
the	the	the
border	border	border
from	from	from
the	the	the
Syrian	syrian	Syrian
town	town	town
of	of	of
Albu	albu	Albu
Kamal	kamal	Kamal
,	,	,
which	which	which
is	is	is
also	also	also
held	held	held
by	by	by
the	the	the
jihadists	jihadist	jihadist
.	.	.
Right	right	Right
now	now	now
,	,	,
we	we	we
are	are	are
seeing	see	seeing
the	the	the
buildup	buildup	buildup
of	of	of
IS	is	IS
defenses	defens	defense
in	in	in
both	both	both
al	al	al
-Qaim	-qaim	-Qaim
and	and	and
in	in	in
Albu	albu	Albu
Kamal	kamal	Kamal
,	,	,
Colonel	colonel	Colonel
Ryan	ryan	Ryan
Dillon	dillon	Dillon
told	told	told
Reuters	reuter	Reuters
by	by	by
phone	phone	phone
,	,	,
adding	ad	adding
that	that	that
Islamic	islam	Islamic
State	state	State
s	s	s
leadership	leadership	leadership
had	had	had
shifted	shift	shifted
to	to	to
Albu	albu	Albu
Kamal	kamal	Kamal
from	from	from
towns	town	town
deeper	deeper	deeper
into	into	into
Syria	syria	Syria
.	.	.
Albu	albu	Albu
Kamal	kamal	Kamal
is	is	is
in	in	in
the	the	the
crosshairs	crosshair	crosshairs
of	of	of
both	both	both
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
and	and	and
the	the	the
Syrian	syrian	Syrian
government	govern	government
and	and	and
its	it	it
Iranian	iranian	Iranian
-backed	-back	-backed
militia	militia	militia
allies	alli	ally
.	.	.
Pro	pro	Pro
-Damascus	-damascus	-Damascus
forces	forc	force
,	,	,
who	who	who
are	are	are
also	also	also
backed	back	backed
by	by	by
the	the	the
Russian	russian	Russian
air	air	air
force	forc	force
,	,	,
said	said	said
on	on	on
Thursday	thursday	Thursday
they	they	they
would	would	would
march	march	march
on	on	on
the	the	the
town	town	town
having	have	having
driven	driven	driven
IS	is	IS
out	out	out
of	of	of
a	a	a
base	base	base
some	some	some
70	70	70
km	km	km
40	40	40
miles	mile	mile
away	away	away
.	.	.
Dillon	dillon	Dillon
said	said	said
Albu	albu	Albu
Kamal	kamal	Kamal
was	was	wa
definitely	definit	definitely
a	a	a
target	target	target
for	for	for
the	the	the
coalition	coalit	coalition
but	but	but
said	said	said
it	it	it
would	would	would
be	be	be
up	up	up
to	to	to
the	the	the
leadership	leadership	leadership
of	of	of
the	the	the
coalition	coalit	coalition
s	s	s
Syrian	syrian	Syrian
allies	alli	ally
,	,	,
the	the	the
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
,	,	,
to	to	to
take	take	take
the	the	the
decision	decis	decision
on	on	on
a	a	a
ground	ground	ground
assault	assault	assault
.	.	.
The	the	The
SDF	sdf	SDF
s	s	s
priority	prioriti	priority
for	for	for
now	now	now
was	was	wa
to	to	to
shore	shore	shore
up	up	up
its	it	it
control	control	control
over	over	over
the	the	the
al	al	al
-Omar	-omar	-Omar
oil	oil	oil
field	field	field
,	,	,
Syria	syria	Syria
s	s	s
largest	largest	largest
,	,	,
which	which	which
was	was	wa
captured	captur	captured
from	from	from
IS	is	IS
on	on	on
Sunday	sunday	Sunday
,	,	,
he	he	he
said	said	said
.	.	.
Right	right	Right
now	now	now
,	,	,
we	we	we
have	have	have
to	to	to
consolidate	consolid	consolidate
that	that	that
area	area	area
in	in	in
and	and	and
around	around	around
Omar	omar	Omar
oilfield	oilfield	oilfield
and	and	and
the	the	the
area	area	area
that	that	that
led	led	led
up	up	up
to	to	to
it	it	it
to	to	to
make	make	make
sure	sure	sure
that	that	that
that	that	that
area	area	area
is	is	is
secure	secur	secure
,	,	,
and	and	and
then	then	then
it	it	it
ll	ll	ll
be	be	be
the	the	the
SDF	sdf	SDF
leadership	leadership	leadership
decision	decis	decision
if	if	if
they	they	they
can	can	can
allocate	alloc	allocate
the	the	the
right	right	right
resource	resourc	resource
to	to	to
adequately	adequ	adequately
push	push	push
into	into	into
Albu	albu	Albu
Kamal	kamal	Kamal
,	,	,
he	he	he
said	said	said
.	.	.
Assisted	assist	Assisted
by	by	by
the	the	the
coalition	coalit	coalition
,	,	,
the	the	the
SDF	sdf	SDF
is	is	is
fighting	fight	fighting
IS	is	IS
on	on	on
the	the	the
eastern	eastern	eastern
banks	bank	bank
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
,	,	,
whereas	wherea	whereas
the	the	the
Syrian	syrian	Syrian
army	armi	army
and	and	and
its	it	it
allies	alli	ally
,	,	,
supported	support	supported
by	by	by
Russian	russian	Russian
air	air	air
power	power	power
,	,	,
is	is	is
largely	larg	largely
fighting	fight	fighting
on	on	on
the	the	the
western	western	western
banks	bank	bank
of	of	of
the	the	the
river	river	river
.	.	.
Dillon	dillon	Dillon
said	said	said
IS	is	IS
fighters	fighter	fighter
were	were	were
now	now	now
much	much	much
different	differ	different
fighters	fighter	fighter
from	from	from
the	the	the
ones	one	one
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
fought	fought	fought
leading	lead	leading
up	up	up
to	to	to
the	the	the
battle	battl	battle
for	for	for
Mosul	mosul	Mosul
,	,	,
the	the	the
Iraqi	iraqi	Iraqi
city	citi	city
recaptured	recaptur	recaptured
from	from	from
IS	is	IS
in	in	in
June	june	June
.	.	.
We	we	We
have	have	have
not	not	not
seen	seen	seen
this	this	this
fight	fight	fight
to	to	to
the	the	the
death	death	death
that	that	that
we	we	we
saw	saw	saw
in	in	in
Mosul	mosul	Mosul
,	,	,
and	and	and
I	i	I
think	think	think
it	it	it
is	is	is
attributed	attribut	attributed
much	much	much
to	to	to
their	their	their
morale	moral	morale
,	,	,
he	he	he
said	said	said
.	.	.
