AMMAN	amman	AMMAN
Reuters	reuter	Reuters
-	-	-
A	a	A
senior	senior	senior
commander	command	commander
defected	defect	defected
to	to	to
Turkey	turkey	Turkey
on	on	on
Wednesday	wednesday	Wednesday
from	from	from
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
,	,	,
a	a	a
leading	lead	leading
combatant	combat	combatant
in	in	in
the	the	the
fight	fight	fight
against	against	against
Islamic	islam	Islamic
State	state	State
,	,	,
Syrian	syrian	Syrian
rebel	rebel	rebel
officials	offici	official
said	said	said
,	,	,
in	in	in
the	the	the
first	first	first
such	such	such
departure	departur	departure
from	from	from
its	it	it
higher	higher	higher
ranks	rank	rank
.	.	.

They	they	They
said	said	said
Brigadier	brigadi	Brigadier
General	general	General
Talal	talal	Talal
Silo	silo	Silo
handed	hand	handed
himself	himself	himself
in	in	in
at	at	at
dawn	dawn	dawn
to	to	to
the	the	the
Free	free	Free
Syrian	syrian	Syrian
Army	armi	Army
FSA	fsa	FSA
,	,	,
an	an	an
adversary	adversari	adversary
of	of	of
the	the	the
SDF	sdf	SDF
,	,	,
near	near	near
Jarablus	jarablus	Jarablus
city	citi	city
in	in	in
northern	northern	northern
Syria	syria	Syria
where	where	where
he	he	he
was	was	wa
then	then	then
escorted	escort	escorted
to	to	to
Turkey	turkey	Turkey
,	,	,
which	which	which
backs	back	back
some	some	some
FSA	fsa	FSA
groups	group	group
in	in	in
that	that	that
area	area	area
.	.	.

The	the	The
officials	offici	official
gave	gave	gave
no	no	no
reason	reason	reason
for	for	for
move	move	move
by	by	by
Silo	silo	Silo
,	,	,
who	who	who
was	was	wa
the	the	the
SDF	sdf	SDF
spokesman	spokesman	spokesman
,	,	,
but	but	but
it	it	it
follows	follow	follows
months	month	month
of	of	of
growing	grow	growing
discontent	discont	discontent
by	by	by
some	some	some
Arab	arab	Arab
tribes	tribe	tribe
with	with	with
the	the	the
SDF	sdf	SDF
,	,	,
an	an	an
alliance	allianc	alliance
of	of	of
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
forces	forc	force
that	that	that
is	is	is
dominated	domin	dominated
by	by	by
the	the	the
Kurdish	kurdish	Kurdish
YPG	ypg	YPG
.	.	.

Many	mani	Many
local	local	local
Arab	arab	Arab
tribes	tribe	tribe
in	in	in
areas	area	area
controlled	control	controlled
by	by	by
the	the	the
SDF	sdf	SDF
complain	complain	complain
they	they	they
are	are	are
marginalized	margin	marginalized
in	in	in
decision	decis	decision
making	make	making
and	and	and
blame	blame	blame
the	the	the
YPG	ypg	YPG
for	for	for
discrimination	discrimin	discrimination
against	against	against
them	them	them
,	,	,
including	includ	including
the	the	the
forced	forc	forced
conscription	conscript	conscription
of	of	of
their	their	their
youths	youth	youth
.	.	.

The	the	The
YPG	ypg	YPG
denies	deni	denies
these	these	these
allegation	alleg	allegation
.	.	.

Silo	silo	Silo
was	was	wa
secretly	secret	secretly
coordinating	coordin	coordinating
with	with	with
commanders	command	commander
from	from	from
the	the	the
FSA	fsa	FSA
and	and	and
when	when	when
he	he	he
entered	enter	entered
areas	area	area
under	under	under
their	their	their
control	control	control
he	he	he
then	then	then
crossed	cross	crossed
into	into	into
Turkish	turkish	Turkish
territory	territori	territory
,	,	,
said	said	said
Ibrahim	ibrahim	Ibrahim
al	al	al
-Idlibi	-idlibi	-Idlibi
,	,	,
an	an	an
FSA	fsa	FSA
spokesman	spokesman	spokesman
.	.	.

Kurdish	kurdish	Kurdish
fighters	fighter	fighter
,	,	,
alongside	alongsid	alongside
Arab	arab	Arab
allies	alli	ally
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
advisers	advis	adviser
and	and	and
coalition	coalit	coalition
jets	jet	jet
,	,	,
have	have	have
driven	driven	driven
Islamic	islam	Islamic
State	state	State
from	from	from
swathes	swath	swathe
of	of	of
territory	territori	territory
including	includ	including
its	it	it
former	former	former
Syrian	syrian	Syrian
headquarters	headquart	headquarters
in	in	in
Raqqa	raqqa	Raqqa
city	citi	city
.	.	.

The	the	The
Kurdish	kurdish	Kurdish
YPG	ypg	YPG
militia	militia	militia
and	and	and
its	it	it
political	polit	political
allies	alli	ally
have	have	have
carved	carv	carved
out	out	out
autonomous	autonom	autonomous
cantons	canton	canton
in	in	in
the	the	the
north	north	north
,	,	,
and	and	and
now	now	now
control	control	control
nearly	near	nearly
a	a	a
quarter	quarter	quarter
of	of	of
Syria	syria	Syria
.	.	.

Their	their	Their
influence	influenc	influence
angers	anger	anger
neighbor	neighbor	neighbor
Turkey	turkey	Turkey
,	,	,
which	which	which
considers	consid	considers
the	the	the
YPG	ypg	YPG
an	an	an
extension	extens	extension
of	of	of
the	the	the
banned	ban	banned
Kurdistan	kurdistan	Kurdistan
Workers	worker	Workers
Party	parti	Party
that	that	that
has	has	ha
fought	fought	fought
a	a	a
decades	decad	decade
-long	-long	-long
insurgency	insurg	insurgency
on	on	on
Turkish	turkish	Turkish
soil	soil	soil
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
said	said	said
it	it	it
was	was	wa
aware	awar	aware
of	of	of
reports	report	report
of	of	of
Talal	talal	Talal
Silo	silo	Silo
s	s	s
apparent	appar	apparent
departure	departur	departure
from	from	from
the	the	the
SDF	sdf	SDF
,	,	,
but	but	but
have	have	have
no	no	no
further	further	further
details	detail	detail
on	on	on
his	his	his
current	current	current
status	status	status
at	at	at
this	this	this
time	time	time
.	.	.

Reuters	reuter	Reuters
could	could	could
not	not	not
immediately	immedi	immediately
reach	reach	reach
the	the	the
SDF	sdf	SDF
for	for	for
comment	comment	comment
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
militias	militia	militia
and	and	and
the	the	the
Syrian	syrian	Syrian
army	armi	army
have	have	have
been	been	been
advancing	advanc	advancing
in	in	in
separate	separ	separate
offensives	offens	offensive
against	against	against
Islamic	islam	Islamic
State	state	State
in	in	in
eastern	eastern	eastern
Syria	syria	Syria
,	,	,
piling	pile	piling
pressure	pressur	pressure
on	on	on
a	a	a
small	small	small
stretch	stretch	stretch
of	of	of
remaining	remain	remaining
territory	territori	territory
the	the	the
group	group	group
still	still	still
holds	hold	hold
in	in	in
oil	oil	oil
-rich	-rich	-rich
areas	area	area
near	near	near
the	the	the
Iraqi	iraqi	Iraqi
border	border	border
.	.	.

