Token	Stem	Lemma
HARARE	harar	HARARE
Reuters	reuter	Reuters
President	presid	President
Robert	robert	Robert
Mugabe	mugab	Mugabe
s	s	s
own	own	own
ruling	rule	ruling
ZANU	zanu	ZANU
-PF	-pf	-PF
party	parti	party
wants	want	want
him	him	him
to	to	to
step	step	step
down	down	down
and	and	and
plans	plan	plan
to	to	to
hold	hold	hold
a	a	a
rally	ralli	rally
in	in	in
Zimbabwe	zimbabw	Zimbabwe
s	s	s
capital	capit	capital
Harare	harar	Harare
on	on	on
Saturday	saturday	Saturday
to	to	to
make	make	make
the	the	the
point	point	point
Mugabe	mugab	Mugabe
at	at	at
Zimbabwe	zimbabw	Zimbabwe
s	s	s
helm	helm	helm
since	sinc	since
independence	independ	independence
from	from	from
Britain	britain	Britain
in	in	in
1980	1980	1980
faces	face	face
the	the	the
starkest	starkest	starkest
challenge	challeng	challenge
ever	ever	ever
to	to	to
his	his	his
rule	rule	rule
after	after	after
the	the	the
army	armi	army
seized	seiz	seized
power	power	power
on	on	on
Wednesday	wednesday	Wednesday
saying	say	saying
it	it	it
was	was	wa
targeting	target	targeting
criminals	crimin	criminal
around	around	around
the	the	the
nonagenarian	nonagenarian	nonagenarian
leader	leader	leader
ZANU	zanu	ZANU
-PF	-pf	-PF
called	call	called
on	on	on
Friday	friday	Friday
for	for	for
Mugabe	mugab	Mugabe
to	to	to
resign	resign	resign
the	the	the
main	main	main
state	state	state
newspaper	newspap	newspaper
The	the	The
Herald	herald	Herald
reported	report	reported
a	a	a
clear	clear	clear
sign	sign	sign
that	that	that
the	the	the
aging	age	aging
leader	leader	leader
s	s	s
authority	author	authority
has	has	ha
collapsed	collaps	collapsed
after	after	after
the	the	the
army	armi	army
takeover	takeov	takeover
The	the	The
newspaper	newspap	newspaper
said	said	said
that	that	that
ZANU	zanu	ZANU
-PF	-pf	-PF
branches	branch	branch
in	in	in
all	all	all
10	10	10
provinces	provinc	province
had	had	had
met	met	met
and	and	and
had	had	had
also	also	also
called	call	called
for	for	for
Mugabe	mugab	Mugabe
s	s	s
wife	wife	wife
Grace	grace	Grace
whose	whose	whose
ambitions	ambit	ambition
to	to	to
succeed	succeed	succeed
her	her	her
husband	husband	husband
triggered	trigger	triggered
the	the	the
political	polit	political
crisis	crisi	crisis
to	to	to
resign	resign	resign
from	from	from
the	the	the
party	parti	party
A	a	A
senior	senior	senior
member	member	member
of	of	of
ZANU	zanu	ZANU
-PF	-pf	-PF
earlier	earlier	earlier
told	told	told
Reuters	reuter	Reuters
the	the	the
party	parti	party
wanted	want	wanted
their	their	their
long	long	long
-time	-time	-time
president	presid	president
gone	gone	gone
If	if	If
he	he	he
becomes	becom	becomes
stubborn	stubborn	stubborn
we	we	we
will	will	will
arrange	arrang	arrange
for	for	for
him	him	him
to	to	to
be	be	be
fired	fire	fired
on	on	on
Sunday	sunday	Sunday
the	the	the
source	sourc	source
said	said	said
When	when	When
that	that	that
is	is	is
done	done	done
it	it	it
s	s	s
impeachment	impeach	impeachment
on	on	on
Tuesday	tuesday	Tuesday
The	the	The
Herald	herald	Herald
reported	report	reported
that	that	that
ZANU	zanu	ZANU
-PF	-pf	-PF
would	would	would
convene	conven	convene
a	a	a
special	special	special
Central	central	Central
Committee	committe	Committee
meeting	meet	meeting
on	on	on
Sunday	sunday	Sunday
to	to	to
realign	realign	realign
the	the	the
revolutionary	revolutionari	revolutionary
party	parti	party
with	with	with
current	current	current
political	polit	political
developments	develop	development
Pointedly	point	Pointedly
the	the	the
military	militari	military
said	said	said
it	it	it
fully	fulli	fully
supports	support	support
a	a	a
solidarity	solidar	solidarity
march	march	march
apparently	appar	apparently
separate	separ	separate
from	from	from
the	the	the
ZANU	zanu	ZANU
-PF	-pf	-PF
event	event	event
in	in	in
Harare	harar	Harare
on	on	on
Saturday	saturday	Saturday
part	part	part
of	of	of
an	an	an
apparent	appar	apparent
