Reuters	reuter	Reuters
-	-	-
Power	power	Power
outages	outag	outage
from	from	from
Hurricane	hurrican	Hurricane
Irma	irma	Irma
dropped	drop	dropped
to	to	to
about	about	about
5	5	5
.	.	.
8	8	8
million	million	million
customers	custom	customer
in	in	in
Florida	florida	Florida
,	,	,
Georgia	georgia	Georgia
,	,	,
North	north	North
Carolina	carolina	Carolina
,	,	,
South	south	South
Carolina	carolina	Carolina
and	and	and
Alabama	alabama	Alabama
by	by	by
Tuesday	tuesday	Tuesday
afternoon	afternoon	afternoon
,	,	,
down	down	down
from	from	from
a	a	a
peak	peak	peak
of	of	of
over	over	over
7	7	7
.	.	.
4	4	4
million	million	million
late	late	late
Monday	monday	Monday
,	,	,
according	accord	according
to	to	to
utilities	util	utility
in	in	in
the	the	the
affected	affect	affected
region	region	region
.	.	.

Most	most	Most
remaining	remain	remaining
outages	outag	outage
were	were	were
in	in	in
Florida	florida	Florida
Power	power	Power
Light	light	Light
s	s	s
service	servic	service
area	area	area
in	in	in
the	the	the
southern	southern	southern
and	and	and
eastern	eastern	eastern
parts	part	part
of	of	of
the	the	the
state	state	state
.	.	.

FPL	fpl	FPL
,	,	,
a	a	a
unit	unit	unit
of	of	of
NextEra	nextera	NextEra
Energy	energi	Energy
Inc	inc	Inc
and	and	and
the	the	the
state	state	state
s	s	s
largest	largest	largest
power	power	power
company	compani	company
,	,	,
said	said	said
its	it	it
total	total	total
outages	outag	outage
dipped	dip	dipped
to	to	to
about	about	about
2	2	2
.	.	.
5	5	5
million	million	million
customers	custom	customer
by	by	by
Tuesday	tuesday	Tuesday
evening	even	evening
from	from	from
a	a	a
peak	peak	peak
of	of	of
over	over	over
3	3	3
.	.	.
6	6	6
million	million	million
early	earli	early
on	on	on
Monday	monday	Monday
.	.	.

FPL	fpl	FPL
said	said	said
it	it	it
expects	expect	expects
to	to	to
restore	restor	restore
essentially	essenti	essentially
all	all	all
of	of	of
its	it	it
customers	custom	customer
in	in	in
the	the	the
eastern	eastern	eastern
portion	portion	portion
of	of	of
the	the	the
state	state	state
by	by	by
the	the	the
weekend	weekend	weekend
and	and	and
the	the	the
harder	harder	harder
-hit	-hit	-hit
western	western	western
portion	portion	portion
Florida	florida	Florida
by	by	by
Sept	sept	Sept
.	.	.

22	22	22
.	.	.

The	the	The
company	compani	company
warned	warn	warned
,	,	,
however	howev	however
,	,	,
it	it	it
would	would	would
take	take	take
longer	longer	longer
to	to	to
restore	restor	restore
power	power	power
to	to	to
customers	custom	customer
who	who	who
suffered	suffer	suffered
tornado	tornado	tornado
damage	damag	damage
or	or	or
severe	sever	severe
flooding	flood	flooding
.	.	.

Outages	outag	Outages
in	in	in
Florida	florida	Florida
for	for	for
Duke	duke	Duke
Energy	energi	Energy
Corp	corp	Corp
,	,	,
which	which	which
serves	serv	serf
the	the	the
northern	northern	northern
and	and	and
central	central	central
parts	part	part
of	of	of
the	the	the
state	state	state
,	,	,
fell	fell	fell
to	to	to
around	around	around
1	1	1
million	million	million
customers	custom	customer
by	by	by
Tuesday	tuesday	Tuesday
afternoon	afternoon	afternoon
,	,	,
down	down	down
from	from	from
a	a	a
peak	peak	peak
of	of	of
about	about	about
1	1	1
.	.	.
2	2	2
million	million	million
on	on	on
Monday	monday	Monday
,	,	,
according	accord	according
to	to	to
the	the	the
company	compani	company
s	s	s
website	websit	website
.	.	.

Irma	irma	Irma
hit	hit	hit
southwestern	southwestern	southwestern
Florida	florida	Florida
on	on	on
Sunday	sunday	Sunday
morning	morn	morning
as	as	a
a	a	a
dangerous	danger	dangerous
Category	categori	Category
4	4	4
storm	storm	storm
,	,	,
the	the	the
second	second	second
-highest	-highest	-highest
level	level	level
on	on	on
the	the	the
five	five	five
-notch	-notch	-notch
Saffir	saffir	Saffir
-Simpson	-simpson	-Simpson
scale	scale	scale
.	.	.

It	it	It
gradually	gradual	gradually
weakened	weaken	weakened
to	to	to
a	a	a
tropical	tropic	tropical
storm	storm	storm
and	and	and
then	then	then
a	a	a
tropical	tropic	tropical
depression	depress	depression
on	on	on
Monday	monday	Monday
.	.	.

In	in	In
Georgia	georgia	Georgia
,	,	,
utilities	util	utility
reported	report	reported
over	over	over
1	1	1
.	.	.
1	1	1
million	million	million
customers	custom	customer
without	without	without
power	power	power
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
down	down	down
from	from	from
a	a	a
peak	peak	peak
of	of	of
around	around	around
1	1	1
.	.	.
3	3	3
million	million	million
late	late	late
Monday	monday	Monday
.	.	.

Other	other	Other
big	big	big
power	power	power
utilities	util	utility
in	in	in
Florida	florida	Florida
include	includ	include
units	unit	unit
of	of	of
Emera	emera	Emera
Inc	inc	Inc
and	and	and
Southern	southern	Southern
Co	co	Co
,	,	,
which	which	which
also	also	also
operates	oper	operates
the	the	the
biggest	biggest	biggest
electric	electr	electric
companies	compani	company
in	in	in
Georgia	georgia	Georgia
and	and	and
Alabama	alabama	Alabama
.	.	.

