BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
Lebanon	lebanon	Lebanon
s	s	s
Hezbollah	hezbollah	Hezbollah
accused	accus	accused
Israeli	isra	Israeli
Prime	prime	Prime
Minister	minist	Minister
Benjamin	benjamin	Benjamin
Netanyahu	netanyahu	Netanyahu
s	s	s
government	govern	government
on	on	on
Sunday	sunday	Sunday
of	of	of
pushing	push	pushing
the	the	the
region	region	region
to	to	to
war	war	war
in	in	in
Syria	syria	Syria
,	,	,
Lebanon	lebanon	Lebanon
and	and	and
the	the	the
Gaza	gaza	Gaza
Strip	strip	Strip
,	,	,
and	and	and
said	said	said
nowhere	nowher	nowhere
in	in	in
Israel	israel	Israel
would	would	would
be	be	be
safe	safe	safe
if	if	if
such	such	such
a	a	a
conflict	conflict	conflict
were	were	were
to	to	to
erupt	erupt	erupt
.	.	.
Tensions	tension	Tensions
have	have	have
risen	risen	risen
this	this	this
year	year	year
between	between	between
Iran	iran	Iran
-backed	-back	-backed
Hezbollah	hezbollah	Hezbollah
and	and	and
its	it	it
arch	arch	arch
enemy	enemi	enemy
Israel	israel	Israel
,	,	,
which	which	which
last	last	last
fought	fought	fought
a	a	a
major	major	major
conflict	conflict	conflict
in	in	in
2006	2006	2006
.	.	.
Israel	israel	Israel
has	has	ha
said	said	said
it	it	it
would	would	would
use	use	use
all	all	all
its	it	it
strength	strength	strength
from	from	from
the	the	the
start	start	start
in	in	in
any	ani	any
new	new	new
war	war	war
with	with	with
Hezbollah	hezbollah	Hezbollah
.	.	.
In	in	In
a	a	a
speech	speech	speech
to	to	to
followers	follow	follower
,	,	,
Hezbollah	hezbollah	Hezbollah
leader	leader	leader
Sayyed	sayi	Sayyed
Hassan	hassan	Hassan
Nasrallah	nasrallah	Nasrallah
said	said	said
the	the	the
Israeli	isra	Israeli
government	govern	government
did	did	did
not	not	not
have	have	have
a	a	a
correct	correct	correct
assessment	assess	assessment
of	of	of
where	where	where
this	this	this
war	war	war
will	will	will
lead	lead	lead
if	if	if
they	they	they
ignite	ignit	ignite
it	it	it
,	,	,
and	and	and
did	did	did
not	not	not
know	know	know
how	how	how
it	it	it
would	would	would
end	end	end
.	.	.
They	they	They
do	do	do
not	not	not
have	have	have
a	a	a
correct	correct	correct
picture	pictur	picture
about	about	about
what	what	what
is	is	is
awaiting	await	awaiting
them	them	them
if	if	if
they	they	they
go	go	go
to	to	to
the	the	the
idiocy	idioci	idiocy
of	of	of
this	this	this
war	war	war
,	,	,
Nasrallah	nasrallah	Nasrallah
said	said	said
.	.	.
Israel	israel	Israel
does	doe	doe
not	not	not
know	know	know
where	where	where
such	such	such
a	a	a
conflict	conflict	conflict
would	would	would
be	be	be
fought	fought	fought
,	,	,
or	or	or
who	who	who
would	would	would
take	take	take
part	part	part
,	,	,
he	he	he
added	ad	added
.	.	.
Nasrallah	nasrallah	Nasrallah
said	said	said
earlier	earlier	earlier
this	this	this
year	year	year
that	that	that
a	a	a
future	futur	future
Israeli	isra	Israeli
war	war	war
against	against	against
Syria	syria	Syria
or	or	or
Lebanon	lebanon	Lebanon
could	could	could
draw	draw	draw
thousands	thousand	thousand
of	of	of
fighters	fighter	fighter
from	from	from
countries	countri	country
such	such	such
as	as	a
Iran	iran	Iran
,	,	,
Iraq	iraq	Iraq
,	,	,
Afghanistan	afghanistan	Afghanistan
,	,	,
Yemen	yemen	Yemen
and	and	and
Pakistan	pakistan	Pakistan
,	,	,
and	and	and
could	could	could
take	take	take
place	place	place
inside	insid	inside
Israel	israel	Israel
.	.	.
Israel	israel	Israel
is	is	is
concerned	concern	concerned
by	by	by
Tehran	tehran	Tehran
s	s	s
steadily	steadili	steadily
increasing	increas	increasing
influence	influenc	influence
in	in	in
the	the	the
region	region	region
during	dure	during
the	the	the
six	six	six
-year-old	-year-old	-year-old
Syrian	syrian	Syrian
conflict	conflict	conflict
,	,	,
whether	whether	whether
via	via	via
its	it	it
own	own	own
Revolutionary	revolutionari	Revolutionary
Guard	guard	Guard
forces	forc	force
or	or	or
the	the	the
groups	group	group
it	it	it
backs	back	back
,	,	,
especially	especi	especially
Hezbollah	hezbollah	Hezbollah
.	.	.
Nasrallah	nasrallah	Nasrallah
was	was	wa
speaking	speak	speaking
on	on	on
Sunday	sunday	Sunday
on	on	on
the	the	the
occasion	occas	occasion
of	of	of
Ashura	ashura	Ashura
,	,	,
when	when	when
Shi	shi	Shi
ites	ite	ites
commemorate	commemor	commemorate
the	the	the
slaying	slay	slaying
of	of	of
the	the	the
Prophet	prophet	Prophet
Mohammad	mohammad	Mohammad
s	s	s
grandson	grandson	grandson
,	,	,
the	the	the
Imam	imam	Imam
Hussein	hussein	Hussein
,	,	,
at	at	at
Kerbala	kerbala	Kerbala
in	in	in
680	680	680
.	.	.
He	he	He
called	call	called
on	on	on
Jews	jew	Jews
who	who	who
emigrated	emigr	emigrated
to	to	to
Israel	israel	Israel
to	to	to
leave	leav	leave
and	and	and
return	return	return
to	to	to
the	the	the
countries	countri	country
from	from	from
which	which	which
they	they	they
came	came	came
so	so	so
they	they	they
are	are	are
not	not	not
fuel	fuel	fuel
for	for	for
any	ani	any
war	war	war
that	that	that
the	the	the
idiotic	idiot	idiotic
Netanyahu	netanyahu	Netanyahu
government	govern	government
takes	take	take
them	them	them
to	to	to
.	.	.
Were	were	Were
war	war	war
to	to	to
erupt	erupt	erupt
,	,	,
he	he	he
said	said	said
,	,	,
they	they	they
might	might	might
not	not	not
have	have	have
long	long	long
to	to	to
leave	leav	leave
.	.	.
They	they	They
will	will	will
have	have	have
no	no	no
secure	secur	secure
place	place	place
in	in	in
occupied	occupi	occupied
Palestine	palestin	Palestine
,	,	,
he	he	he
said	said	said
.	.	.
Netanyahu	netanyahu	Netanyahu
said	said	said
in	in	in
August	august	August
that	that	that
Iran	iran	Iran
was	was	wa
building	build	building
sites	site	site
to	to	to
produce	produc	produce
precision	precis	precision
-guided	-guid	-guided
missiles	missil	missile
in	in	in
Syria	syria	Syria
and	and	and
Lebanon	lebanon	Lebanon
,	,	,
with	with	with
the	the	the
aim	aim	aim
of	of	of
using	use	using
them	them	them
against	against	against
Israel	israel	Israel
.	.	.
Tens	ten	Tens
of	of	of
thousands	thousand	thousand
of	of	of
Shi	shi	Shi
ites	ite	ites
wearing	wear	wearing
mourning	mourn	mourning
black	black	black
marched	march	marched
through	through	through
the	the	the
Hezbollah	hezbollah	Hezbollah
-controlled	-control	-controlled
southern	southern	southern
suburbs	suburb	suburb
of	of	of
Beirut	beirut	Beirut
to	to	to
commemorate	commemor	commemorate
Ashura	ashura	Ashura
,	,	,
when	when	when
Hezbollah	hezbollah	Hezbollah
rallies	ralli	rally
supporters	support	supporter
around	around	around
its	it	it
political	polit	political
causes	caus	cause
.	.	.
Men	men	Men
with	with	with
boxes	box	box
of	of	of
tissues	tissu	tissue
weaved	weav	weaved
through	through	through
the	the	the
crowds	crowd	crowd
,	,	,
handing	hand	handing
them	them	them
to	to	to
those	those	those
weeping	weep	weeping
in	in	in
mourning	mourn	mourning
.	.	.
All	all	All
of	of	of
these	these	these
crowds	crowd	crowd
are	are	are
answering	answer	answering
Nasrallah	nasrallah	Nasrallah
s	s	s
call	call	call
,	,	,
Hussein	hussein	Hussein
s	s	s
call	call	call
,	,	,
saying	say	saying
we	we	we
are	are	are
ready	readi	ready
to	to	to
give	give	give
our	our	our
selves	selv	self
and	and	and
souls	soul	soul
and	and	and
blood	blood	blood
and	and	and
children	children	child
and	and	and
all	all	all
we	we	we
own	own	own
in	in	in
sacrifice	sacrific	sacrifice
to	to	to
this	this	this
religion	religion	religion
,	,	,
said	said	said
Deeb	deeb	Deeb
Hussein	hussein	Hussein
al	al	al
-Annan	-annan	-Annan
,	,	,
whose	whose	whose
son	son	son
was	was	wa
killed	kill	killed
fighting	fight	fighting
for	for	for
Hezbollah	hezbollah	Hezbollah
in	in	in
Syria	syria	Syria
in	in	in
2014	2014	2014
.	.	.
We	we	We
are	are	are
defending	defend	defending
the	the	the
cause	caus	cause
and	and	and
our	our	our
existence	exist	existence
in	in	in
Syria	syria	Syria
,	,	,
he	he	he
added	ad	added
,	,	,
holding	hold	holding
a	a	a
flag	flag	flag
emblazoned	emblazon	emblazoned
with	with	with
a	a	a
picture	pictur	picture
of	of	of
his	his	his
son	son	son
.	.	.
The	the	The
group	group	group
s	s	s
role	role	role
in	in	in
Syria	syria	Syria
is	is	is
the	the	the
focus	focus	focus
of	of	of
controversy	controversi	controversy
in	in	in
Lebanon	lebanon	Lebanon
.	.	.
Hezbollah	hezbollah	Hezbollah
s	s	s
opponents	oppon	opponent
say	say	say
it	it	it
has	has	ha
dragged	drag	dragged
Lebanon	lebanon	Lebanon
into	into	into
the	the	the
conflict	conflict	conflict
.	.	.
Hezbollah	hezbollah	Hezbollah
says	say	say
it	it	it
has	has	ha
stopped	stop	stopped
extremist	extremist	extremist
groups	group	group
such	such	such
as	as	a
Islamic	islam	Islamic
State	state	State
from	from	from
advancing	advanc	advancing
into	into	into
Lebanon	lebanon	Lebanon
from	from	from
Syria	syria	Syria
.	.	.
Nasrallah	nasrallah	Nasrallah
said	said	said
the	the	the
battle	battl	battle
against	against	against
Islamic	islam	Islamic
State	state	State
must	must	must
continue	continu	continue
in	in	in
every	everi	every
place	place	place
to	to	to
eliminate	elimin	eliminate
Daesh	daesh	Daesh
,	,	,
using	use	using
an	an	an
Arabic	arab	Arabic
acronym	acronym	acronym
for	for	for
the	the	the
group	group	group
.	.	.
