MANILA	manila	MANILA
Reuters	reuter	Reuters
-	-	-
Philippine	philippin	Philippine
President	presid	President
Rodrigo	rodrigo	Rodrigo
Duterte	dutert	Duterte
has	has	ha
ordered	order	ordered
police	polic	police
to	to	to
halt	halt	halt
activities	activ	activity
in	in	in
his	his	his
deadly	dead	deadly
war	war	war
on	on	on
drugs	drug	drug
and	and	and
leave	leav	leave
all	all	all
operations	oper	operation
to	to	to
the	the	the
drug	drug	drug
enforcement	enforc	enforcement
agency	agenc	agency
,	,	,
amid	amid	amid
unprecedented	unpreced	unprecedented
scrutiny	scrutini	scrutiny
of	of	of
police	polic	police
conduct	conduct	conduct
.	.	.

Duterte	dutert	Duterte
s	s	s
office	offic	office
on	on	on
Wednesday	wednesday	Wednesday
made	made	made
public	public	public
a	a	a
memorandum	memorandum	memorandum
telling	tell	telling
police	polic	police
,	,	,
the	the	the
military	militari	military
and	and	and
other	other	other
state	state	state
bodies	bodi	body
to	to	to
leave	leav	leave
to	to	to
the	the	the
Philippine	philippin	Philippine
Drug	drug	Drug
Enforcement	enforc	Enforcement
Agency	agenc	Agency
PDEA	pdea	PDEA
as	as	a
sole	sole	sole
agency	agenc	agency
the	the	the
conduct	conduct	conduct
of	of	of
all	all	all
campaigns	campaign	campaign
and	and	and
operations	oper	operation
.	.	.

It	it	It
was	was	wa
unclear	unclear	unclear
why	whi	why
Duterte	dutert	Duterte
had	had	had
ordered	order	ordered
the	the	the
change	chang	change
in	in	in
the	the	the
role	role	role
of	of	of
the	the	the
police	polic	police
,	,	,
who	who	who
have	have	have
been	been	been
responsible	respons	responsible
for	for	for
the	the	the
vast	vast	vast
majority	major	majority
of	of	of
arrests	arrest	arrest
and	and	and
killings	kill	killing
in	in	in
the	the	the
15	15	15
-month-old	-month-old	-month-old
campaign	campaign	campaign
.	.	.

Neither	neither	Neither
the	the	the
presidential	presidenti	presidential
spokesman	spokesman	spokesman
nor	nor	nor
the	the	the
communications	communic	communication
secretary	secretari	secretary
immediately	immedi	immediately
responded	respond	responded
to	to	to
Reuters	reuter	Reuters
requests	request	request
for	for	for
comment	comment	comment
.	.	.

The	the	The
order	order	order
could	could	could
blunt	blunt	blunt
the	the	the
intensity	intens	intensity
of	of	of
the	the	the
crackdown	crackdown	crackdown
,	,	,
since	sinc	since
the	the	the
drug	drug	drug
enforcement	enforc	enforcement
agency	agenc	agency
has	has	ha
only	onli	only
a	a	a
fraction	fraction	fraction
of	of	of
the	the	the
manpower	manpow	manpower
of	of	of
the	the	the
190	190	190
,	,	,
000	000	000
-strong	-strong	-strong
police	polic	police
.	.	.

But	but	But
it	it	it
was	was	wa
not	not	not
the	the	the
first	first	first
time	time	time
the	the	the
mercurial	mercuri	mercurial
leader	leader	leader
has	has	ha
decreed	decre	decreed
that	that	that
the	the	the
agency	agenc	agency
lead	lead	lead
the	the	the
drugs	drug	drug
war	war	war
.	.	.

Duterte	dutert	Duterte
suspended	suspend	suspended
police	polic	police
anti	anti	anti
-drugs	-drug	-drugs
operations	oper	operation
in	in	in
late	late	late
January	januari	January
,	,	,
to	to	to
cleanse	cleans	cleanse
a	a	a
force	forc	force
he	he	he
called	call	called
corrupt	corrupt	corrupt
to	to	to
the	the	the
core	core	core
,	,	,
but	but	but
lifted	lift	lifted
that	that	that
ban	ban	ban
five	five	five
weeks	week	week
later	later	later
,	,	,
saying	say	saying
drugs	drug	drug
were	were	were
flooding	flood	flooding
back	back	back
to	to	to
the	the	the
streets	street	street
and	and	and
the	the	the
gains	gain	gain
of	of	of
the	the	the
war	war	war
were	were	were
being	be	being
lost	lost	lost
.	.	.

The	the	The
memorandum	memorandum	memorandum
,	,	,
signed	sign	signed
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
ordered	order	ordered
the	the	the
police	polic	police
force	forc	force
at	at	at
all	all	all
times	time	time
to	to	to
maintain	maintain	maintain
police	polic	police
visibility	visibl	visibility
,	,	,
as	as	a
a	a	a
deterrent	deterr	deterrent
to	to	to
illegal	illeg	illegal
activities	activ	activity
,	,	,
while	while	while
restricting	restrict	restricting
operations	oper	operation
to	to	to
the	the	the
drug	drug	drug
agency	agenc	agency
.	.	.

Its	it	Its
aim	aim	aim
was	was	wa
to	to	to
bring	bring	bring
order	order	order
to	to	to
the	the	the
operation	oper	operation
or	or	or
campaign	campaign	campaign
against	against	against
illegal	illeg	illegal
drugs	drug	drug
,	,	,
thus	thus	thus
pinpointing	pinpoint	pinpointing
precise	precis	precise
accountability	account	accountability
,	,	,
the	the	the
document	document	document
said	said	said
.	.	.

More	more	More
than	than	than
3	3	3
,	,	,
900	900	900
Filipinos	filipino	Filipinos
have	have	have
been	been	been
killed	kill	killed
in	in	in
what	what	what
the	the	the
police	polic	police
called	call	called
self	self	self
-defense	-defens	-defense
after	after	after
armed	arm	armed
suspects	suspect	suspect
resisted	resist	resisted
arrest	arrest	arrest
.	.	.

Critics	critic	Critics
dispute	disput	dispute
that	that	that
and	and	and
say	say	say
executions	execut	execution
are	are	are
taking	take	taking
place	place	place
,	,	,
with	with	with
zero	zero	zero
accountability	account	accountability
,	,	,
allegations	alleg	allegation
the	the	the
police	polic	police
reject	reject	reject
.	.	.

Police	polic	Police
and	and	and
drug	drug	drug
enforcement	enforc	enforcement
agency	agenc	agency
spokesman	spokesman	spokesman
said	said	said
the	the	the
two	two	two
agencies	agenc	agency
would	would	would
follow	follow	follow
the	the	the
president	presid	president
s	s	s
decision	decis	decision
,	,	,
but	but	but
did	did	did
not	not	not
elaborate	elabor	elaborate
.	.	.

Duterte	dutert	Duterte
s	s	s
move	move	move
follows	follow	follows
the	the	the
August	august	August
killing	kill	killing
of	of	of
a	a	a
teenager	teenag	teenager
by	by	by
police	polic	police
that	that	that
sparked	spark	sparked
rare	rare	rare
public	public	public
outrage	outrag	outrage
after	after	after
a	a	a
security	secur	security
camera	camera	camera
showed	show	showed
the	the	the
victim	victim	victim
in	in	in
custody	custodi	custody
,	,	,
contrary	contrari	contrary
to	to	to
a	a	a
police	polic	police
report	report	report
that	that	that
he	he	he
was	was	wa
a	a	a
drug	drug	drug
dealer	dealer	dealer
who	who	who
tried	tri	tried
to	to	to
shoot	shoot	shoot
them	them	them
.	.	.

It	it	It
also	also	also
follows	follow	follows
a	a	a
protest	protest	protest
against	against	against
Duterte	dutert	Duterte
last	last	last
month	month	month
by	by	by
thousands	thousand	thousand
of	of	of
people	peopl	people
in	in	in
Manila	manila	Manila
,	,	,
and	and	and
a	a	a
series	seri	series
of	of	of
opinion	opinion	opinion
polls	poll	poll
highlighting	highlight	highlighting
doubts	doubt	doubt
among	among	among
many	mani	many
Filipinos	filipino	Filipinos
about	about	about
official	offici	official
police	polic	police
accounts	account	account
,	,	,
and	and	and
whether	whether	whether
those	those	those
killed	kill	killed
were	were	were
all	all	all
drug	drug	drug
dealers	dealer	dealer
.	.	.

A	a	A
poll	poll	poll
released	releas	released
on	on	on
Sunday	sunday	Sunday
showed	show	showed
a	a	a
sharp	sharp	sharp
decline	declin	decline
in	in	in
public	public	public
opinion	opinion	opinion
about	about	about
Duterte	dutert	Duterte
s	s	s
performance	perform	performance
and	and	and
personality	person	personality
,	,	,
though	though	though
sentiment	sentiment	sentiment
about	about	about
him	him	him
remained	remain	remained
positive	posit	positive
overall	overal	overall
.	.	.

Rights	right	Rights
lawyers	lawyer	lawyer
on	on	on
Wednesday	wednesday	Wednesday
approached	approach	approached
the	the	the
Supreme	suprem	Supreme
Court	court	Court
to	to	to
try	tri	try
and	and	and
stop	stop	stop
the	the	the
war	war	war
on	on	on
drugs	drug	drug
,	,	,
saying	say	saying
it	it	it
was	was	wa
illegal	illeg	illegal
and	and	and
allowed	allow	allowed
the	the	the
police	polic	police
to	to	to
circumvent	circumv	circumvent
legal	legal	legal
procedure	procedur	procedure
.	.	.

