Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
Most	most	Most
of	of	of
the	the	the
emails	email	email
the	the	the
FBI	fbi	FBI
recovered	recov	recovered
during	dure	during
its	it	it
investigation	investig	investigation
of	of	of
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
use	use	use
of	of	of
a	a	a
private	privat	private
email	email	email
system	system	system
while	while	while
secretary	secretari	secretary
of	of	of
state	state	state
will	will	will
not	not	not
be	be	be
made	made	made
available	avail	available
until	until	until
after	after	after
the	the	the
Nov	nov	Nov
8	8	8
presidential	presidenti	presidential
election	elect	election
under	under	under
a	a	a
timetable	timet	timetable
set	set	set
by	by	by
a	a	a
judge	judg	judge
on	on	on
Friday	friday	Friday
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
reported	report	reported
The	the	The
judge	judg	judge
ordered	order	ordered
the	the	the
U	u	U
S	s	S
State	state	State
Department	depart	Department
to	to	to
finish	finish	finish
processing	process	processing
1	1	1
050	050	050
pages	page	page
of	of	of
material	materi	material
for	for	for
release	releas	release
by	by	by
Nov	nov	Nov
4	4	4
just	just	just
days	day	day
before	befor	before
Americans	american	Americans
go	go	go
to	to	to
the	the	the
polls	poll	poll
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
said	said	said
The	the	The
paper	paper	paper
said	said	said
that	that	that
material	materi	material
was	was	wa
out	out	out
of	of	of
what	what	what
could	could	could
be	be	be
as	as	a
much	much	much
as	as	a
10	10	10
000	000	000
pages	page	page
Under	under	Under
the	the	the
schedule	schedul	schedule
set	set	set
by	by	by
the	the	the
judge	judg	judge
there	there	there
will	will	will
be	be	be
also	also	also
be	be	be
pre	pre	pre
-election	-elect	-election
releases	releas	release
on	on	on
Oct	oct	Oct
7	7	7
and	and	and
Oct	oct	Oct
21	21	21
and	and	and
the	the	the
State	state	State
Department	depart	Department
will	will	will
process	process	process
500	500	500
pages	page	page
per	per	per
month	month	month
after	after	after
that	that	that
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
reported	report	reported
The	the	The
State	state	State
Department	depart	Department
is	is	is
responding	respond	responding
to	to	to
dozens	dozen	dozen
of	of	of
lawsuits	lawsuit	lawsuit
brought	brought	brought
over	over	over
Clinton	clinton	Clinton
s	s	s
use	use	use
of	of	of
a	a	a
private	privat	private
home	home	home
-based	-base	-based
email	email	email
system	system	system
while	while	while
she	she	she
was	was	wa
the	the	the
agency	agenc	agency
s	s	s
top	top	top
diplomat	diplomat	diplomat
from	from	from
2009	2009	2009
to	to	to
2013	2013	2013
The	the	The
timetable	timet	timetable
announced	announc	announced
on	on	on
Friday	friday	Friday
was	was	wa
in	in	in
a	a	a
lawsuit	lawsuit	lawsuit
brought	brought	brought
by	by	by
Judicial	judici	Judicial
Watch	watch	Watch
a	a	a
conservative	conserv	conservative
group	group	group
that	that	that
has	has	ha
filed	file	filed
multiple	multipl	multiple
lawsuits	lawsuit	lawsuit
to	to	to
obtain	obtain	obtain
government	govern	government
records	record	record
related	relat	related
to	to	to
Clinton	clinton	Clinton
s	s	s
tenure	tenur	tenure
as	as	a
secretary	secretari	secretary
of	of	of
state	state	state
The	the	The
State	state	State
Department	depart	Department
voluntarily	voluntarili	voluntarily
agreed	agre	agreed
to	to	to
produce	produc	produce
to	to	to
Judicial	judici	Judicial
Watch	watch	Watch
any	ani	any
emails	email	email
sent	sent	sent
or	or	or
received	receiv	received
by	by	by
Secretary	secretari	Secretary
Clinton	clinton	Clinton
in	in	in
her	her	her
official	offici	official
capacity	capac	capacity
during	dure	during
her	her	her
tenure	tenur	tenure
as	as	a
Secretary	secretari	Secretary
of	of	of
State	state	State
which	which	which
are	are	are
contained	contain	contained
within	within	within
the	the	the
material	materi	material
turned	turn	turned
over	over	over
by	by	by
the	the	the
FBI	fbi	FBI
agency	agenc	agency
spokesman	spokesman	spokesman
John	john	John
Kirby	kirbi	Kirby
said	said	said
in	in	in
a	a	a
statement	statement	statement
