PARIS	pari	PARIS
Reuters	reuter	Reuters
-	-	-
Cambodia	cambodia	Cambodia
s	s	s
Prime	prime	Prime
Minister	minist	Minister
Hun	hun	Hun
Sen	sen	Sen
will	will	will
be	be	be
driven	driven	driven
from	from	from
power	power	power
like	like	like
President	presid	President
Mugabe	mugab	Mugabe
in	in	in
Zimbabwe	zimbabw	Zimbabwe
,	,	,
veteran	veteran	veteran
opposition	opposit	opposition
chief	chief	chief
Sam	sam	Sam
Rainsy	rainsi	Rainsy
told	told	told
Reuters	reuter	Reuters
on	on	on
Thursday	thursday	Thursday
,	,	,
adding	ad	adding
that	that	that
Western	western	Western
states	state	state
should	should	should
impose	impos	impose
targeted	target	targeted
sanctions	sanction	sanction
after	after	after
his	his	his
party	parti	party
was	was	wa
dissolved	dissolv	dissolved
.	.	.

The	the	The
opposition	opposit	opposition
Cambodia	cambodia	Cambodia
National	nation	National
Rescue	rescu	Rescue
Party	parti	Party
CNRP	cnrp	CNRP
was	was	wa
banned	ban	banned
at	at	at
the	the	the
government	govern	government
s	s	s
request	request	request
last	last	last
week	week	week
,	,	,
deepening	deepen	deepening
Hun	hun	Hun
Sen	sen	Sen
s	s	s
fight	fight	fight
with	with	with
Western	western	Western
donors	donor	donor
who	who	who
accuse	accus	accuse
him	him	him
of	of	of
demolishing	demolish	demolishing
democracy	democraci	democracy
in	in	in
the	the	the
country	countri	country
he	he	he
has	has	ha
ruled	rule	ruled
for	for	for
over	over	over
32	32	32
years	year	year
.	.	.

Rainsy	rainsi	Rainsy
resigned	resign	resigned
in	in	in
February	februari	February
from	from	from
the	the	the
party	parti	party
,	,	,
saying	say	saying
he	he	he
feared	fear	feared
it	it	it
would	would	would
be	be	be
banned	ban	banned
if	if	if
he	he	he
did	did	did
not	not	not
.	.	.

Defamation	defam	Defamation
convictions	convict	conviction
that	that	that
he	he	he
calls	call	call
politically	polit	politically
motivated	motiv	motivated
drove	drove	drove
him	him	him
to	to	to
flee	flee	flee
Cambodia	cambodia	Cambodia
for	for	for
France	franc	France
in	in	in
2015	2015	2015
.	.	.

Cambodia	cambodia	Cambodia
is	is	is
at	at	at
a	a	a
tipping	tip	tipping
point	point	point
.	.	.

The	the	The
people	peopl	people
are	are	are
fed	fed	fed
up	up	up
with	with	with
Hun	hun	Hun
Sen	sen	Sen
and	and	and
what	what	what
is	is	is
happening	happen	happening
in	in	in
Zimbabwe	zimbabw	Zimbabwe
is	is	is
inspiring	inspir	inspiring
,	,	,
Rainsy	rainsi	Rainsy
told	told	told
Reuters	reuter	Reuters
in	in	in
an	an	an
interview	interview	interview
.	.	.

Mugabe	mugab	Mugabe
has	has	ha
fallen	fallen	fallen
and	and	and
it	it	it
will	will	will
soon	soon	soon
be	be	be
the	the	the
turn	turn	turn
of	of	of
Hun	hun	Hun
Sen	sen	Sen
,	,	,
who	who	who
has	has	ha
become	becom	become
unacceptably	unaccept	unacceptably
anachronistic	anachronist	anachronistic
.	.	.

Mugabe	mugab	Mugabe
,	,	,
who	who	who
had	had	had
led	led	led
Zimbabwe	zimbabw	Zimbabwe
from	from	from
independence	independ	independence
in	in	in
1980	1980	1980
,	,	,
stepped	step	stepped
down	down	down
on	on	on
Tuesday	tuesday	Tuesday
after	after	after
the	the	the
army	armi	army
seized	seiz	seized
power	power	power
and	and	and
the	the	the
ruling	rule	ruling
party	parti	party
turned	turn	turned
against	against	against
him	him	him
.	.	.

Hun	hun	Hun
Sen	sen	Sen
s	s	s
government	govern	government
called	call	called
for	for	for
the	the	the
CNRP	cnrp	CNRP
ban	ban	ban
after	after	after
arresting	arrest	arresting
its	it	it
leader	leader	leader
Kem	kem	Kem
Sokha	sokha	Sokha
on	on	on
Sept	sept	Sept
.	.	.

3	3	3
.	.	.

It	it	It
charged	charg	charged
him	him	him
with	with	with
treason	treason	treason
for	for	for
an	an	an
alleged	alleg	alleged
plot	plot	plot
to	to	to
take	take	take
over	over	over
the	the	the
Southeast	southeast	Southeast
Asian	asian	Asian
country	countri	country
with	with	with
the	the	the
help	help	help
of	of	of
the	the	the
United	unit	United
States	state	States
.	.	.

His	his	His
opponents	oppon	opponent
say	say	say
the	the	the
charges	charg	charge
were	were	were
intended	intend	intended
to	to	to
eliminate	elimin	eliminate
Kem	kem	Kem
Sokha	sokha	Sokha
from	from	from
next	next	next
year	year	year
s	s	s
election	elect	election
so	so	so
the	the	the
strongman	strongman	strongman
,	,	,
who	who	who
is	is	is
currently	current	currently
the	the	the
world	world	world
s	s	s
longest	longest	longest
serving	serv	serving
prime	prime	prime
minister	minist	minister
,	,	,
can	can	can
extend	extend	extend
his	his	his
rule	rule	rule
.	.	.

Rainsy	rainsi	Rainsy
,	,	,
who	who	who
announced	announc	announced
his	his	his
return	return	return
to	to	to
politics	polit	politics
on	on	on
Nov	nov	Nov
.	.	.

15	15	15
,	,	,
described	describ	described
the	the	the
party	parti	party
ban	ban	ban
as	as	a
just	just	just
on	on	on
paper	paper	paper
.	.	.

He	he	He
said	said	said
the	the	the
opposition	opposit	opposition
needed	need	needed
to	to	to
demonstrate	demonstr	demonstrate
that	that	that
it	it	it
continued	continu	continued
to	to	to
garner	garner	garner
strong	strong	strong
support	support	support
after	after	after
winning	win	winning
some	some	some
3	3	3
million	million	million
votes	vote	vote
in	in	in
the	the	the
2013	2013	2013
elections	elect	election
,	,	,
and	and	and
push	push	push
Cambodia	cambodia	Cambodia
s	s	s
main	main	main
western	western	western
donors	donor	donor
to	to	to
shy	shi	shy
away	away	away
from	from	from
the	the	the
Phnom	phnom	Phnom
Penh	penh	Penh
government	govern	government
.	.	.

What	what	What
is	is	is
important	import	important
is	is	is
to	to	to
show	show	show
Hun	hun	Hun
Sen	sen	Sen
that	that	that
what	what	what
he	he	he
did	did	did
was	was	wa
unacceptable	unaccept	unacceptable
.	.	.

The	the	The
world	world	world
is	is	is
not	not	not
going	go	going
to	to	to
do	do	do
business	busi	business
as	as	a
usual	usual	usual
with	with	with
this	this	this
government	govern	government
.	.	.
.	.	.
.	.	.

and	and	and
needs	need	need
to	to	to
tell	tell	tell
him	him	him
it	it	it
would	would	would
never	never	never
recognize	recogn	recognize
a	a	a
government	govern	government
that	that	that
came	came	came
out	out	out
of	of	of
these	these	these
elections	elect	election
,	,	,
he	he	he
said	said	said
.	.	.

According	accord	According
to	to	to
a	a	a
recording	record	recording
leaked	leak	leaked
online	onlin	online
on	on	on
Thursday	thursday	Thursday
,	,	,
Hun	hun	Hun
Sen	sen	Sen
has	has	ha
warned	warn	warned
his	his	his
party	parti	party
it	it	it
could	could	could
still	still	still
lose	lose	lose
the	the	the
vote	vote	vote
even	even	even
after	after	after
the	the	the
CNRP	cnrp	CNRP
was	was	wa
banned	ban	banned
,	,	,
and	and	and
he	he	he
demanded	demand	demanded
that	that	that
it	it	it
improve	improv	improve
its	it	it
image	imag	image
.	.	.

Western	western	Western
countries	countri	country
have	have	have
condemned	condemn	condemned
the	the	the
government	govern	government
s	s	s
crackdown	crackdown	crackdown
on	on	on
the	the	the
opposition	opposit	opposition
,	,	,
civil	civil	civil
rights	right	right
groups	group	group
and	and	and
independent	independ	independent
media	media	medium
and	and	and
have	have	have
called	call	called
for	for	for
the	the	the
release	releas	release
of	of	of
Kem	kem	Kem
Sokha	sokha	Sokha
to	to	to
allow	allow	allow
credible	credibl	credible
elections	elect	election
.	.	.

Washington	washington	Washington
has	has	ha
said	said	said
it	it	it
is	is	is
cutting	cut	cutting
planned	plan	planned
aid	aid	aid
for	for	for
holding	hold	holding
elections	elect	election
and	and	and
will	will	will
take	take	take
further	further	further
steps	step	step
.	.	.

France	franc	France
,	,	,
which	which	which
ruled	rule	ruled
the	the	the
country	countri	country
for	for	for
almost	almost	almost
a	a	a
century	centuri	century
before	befor	before
its	it	it
1953	1953	1953
independence	independ	independence
,	,	,
on	on	on
Thursday	thursday	Thursday
said	said	said
the	the	the
government	govern	government
needed	need	needed
to	to	to
abide	abid	abide
by	by	by
a	a	a
democratic	democrat	democratic
process	process	process
.	.	.

Hun	hun	Hun
Sen	sen	Sen
,	,	,
a	a	a
former	former	former
commander	command	commander
in	in	in
the	the	the
ultra	ultra	ultra
-leftist	-leftist	-leftist
Khmer	khmer	Khmer
Rouge	roug	Rouge
led	led	led
by	by	by
Pol	pol	Pol
Pot	pot	Pot
which	which	which
is	is	is
blamed	blame	blamed
for	for	for
the	the	the
deaths	death	death
of	of	of
around	around	around
two	two	two
million	million	million
people	peopl	people
in	in	in
the	the	the
1970s	1970s	1970s
,	,	,
has	has	ha
brushed	brush	brushed
off	off	off
Western	western	Western
criticism	critic	criticism
,	,	,
and	and	and
warned	warn	warned
that	that	that
trade	trade	trade
sanctions	sanction	sanction
will	will	will
hurt	hurt	hurt
the	the	the
people	peopl	people
first	first	first
.	.	.

Rainsy	rainsi	Rainsy
said	said	said
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
and	and	and
European	european	European
Union	union	Union
should	should	should
initially	initi	initially
withdraw	withdraw	withdraw
all	all	all
assistance	assist	assistance
for	for	for
the	the	the
elections	elect	election
and	and	and
impose	impos	impose
targeted	target	targeted
sanctions	sanction	sanction
ranging	rang	ranging
from	from	from
visa	visa	visa
bans	ban	ban
to	to	to
asset	asset	asset
freezes	freez	freeze
.	.	.

He	he	He
stopped	stop	stopped
short	short	short
of	of	of
calling	call	calling
for	for	for
economic	econom	economic
sanctions	sanction	sanction
,	,	,
saying	say	saying
that	that	that
this	this	this
could	could	could
be	be	be
used	use	used
further	further	further
down	down	down
the	the	the
line	line	line
.	.	.

We	we	We
need	need	need
personal	person	personal
sanctions	sanction	sanction
that	that	that
target	target	target
individuals	individu	individual
so	so	so
that	that	that
it	it	it
won	won	won
t	t	t
hurt	hurt	hurt
the	the	the
people	peopl	people
,	,	,
but	but	but
hurt	hurt	hurt
the	the	the
leaders	leader	leader
who	who	who
have	have	have
hidden	hidden	hidden
their	their	their
ill	ill	ill
-amassed	-amass	-amassed
fortunes	fortun	fortune
abroad	abroad	abroad
.	.	.

They	they	They
react	react	react
when	when	when
their	their	their
personal	person	personal
interests	interest	interest
are	are	are
hurt	hurt	hurt
,	,	,
he	he	he
said	said	said
.	.	.

When	when	When
asked	ask	asked
about	about	about
Hun	hun	Hun
Sen	sen	Sen
increasingly	increas	increasingly
turning	turn	turning
to	to	to
China	china	China
,	,	,
Cambodia	cambodia	Cambodia
s	s	s
biggest	biggest	biggest
donor	donor	donor
,	,	,
Rainsy	rainsi	Rainsy
said	said	said
he	he	he
believed	believ	believed
the	the	the
relationship	relationship	relationship
would	would	would
eventually	eventu	eventually
unravel	unravel	unravel
.	.	.

China	china	China
looks	look	look
beyond	beyond	beyond
Hun	hun	Hun
Sen	sen	Sen
.	.	.

No	no	No
government	govern	government
is	is	is
stupid	stupid	stupid
enough	enough	enough
to	to	to
continue	continu	continue
to	to	to
bet	bet	bet
on	on	on
him	him	him
.	.	.

What	what	What
is	is	is
happening	happen	happening
in	in	in
Cambodia	cambodia	Cambodia
now	now	now
is	is	is
reminiscent	reminisc	reminiscent
of	of	of
the	the	the
Khmer	khmer	Khmer
Rouge	roug	Rouge
era	era	era
.	.	.

Pol	pol	Pol
Pot	pot	Pot
was	was	wa
isolated	isol	isolated
from	from	from
the	the	the
world	world	world
and	and	and
relied	reli	relied
on	on	on
China	china	China
,	,	,
but	but	but
.	.	.
.	.	.
.	.	.

when	when	when
it	it	it
didn	didn	didn
t	t	t
need	need	need
him	him	him
it	it	it
threw	threw	threw
him	him	him
out	out	out
.	.	.

