WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Democratic	democrat	Democratic
U	u	U
.	.	.
S	s	S
.	.	.
senators	senat	senator
elected	elect	elected
Chuck	chuck	Chuck
Schumer	schumer	Schumer
of	of	of
New	new	New
York	york	York
as	as	a
minority	minor	minority
leader	leader	leader
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
and	and	and
he	he	he
tapped	tap	tapped
former	former	former
presidential	presidenti	presidential
candidate	candid	candidate
Senator	senat	Senator
Bernie	berni	Bernie
Sanders	sander	Sanders
to	to	to
help	help	help
Democrats	democrat	Democrats
woo	woo	woo
blue	blue	blue
-collar	-collar	-collar
workers	worker	worker
,	,	,
many	mani	many
of	of	of
whom	whom	whom
voted	vote	voted
for	for	for
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
.	.	.
Senate	senat	Senate
Republicans	republican	Republicans
also	also	also
met	met	met
and	and	and
voted	vote	voted
to	to	to
keep	keep	keep
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
of	of	of
Kentucky	kentucki	Kentucky
as	as	a
the	the	the
majority	major	majority
leader	leader	leader
.	.	.
Schumer	schumer	Schumer
,	,	,
65	65	65
,	,	,
replaces	replac	replaces
the	the	the
retiring	retir	retiring
Harry	harri	Harry
Reid	reid	Reid
of	of	of
Nevada	nevada	Nevada
as	as	a
the	the	the
top	top	top
Democrat	democrat	Democrat
in	in	in
the	the	the
Senate	senat	Senate
as	as	a
the	the	the
party	parti	party
prepares	prepar	prepares
to	to	to
deal	deal	deal
with	with	with
Republican	republican	Republican
Trump	trump	Trump
and	and	and
Republican	republican	Republican
majorities	major	majority
in	in	in
both	both	both
the	the	the
Senate	senat	Senate
and	and	and
House	hous	House
of	of	of
Representatives	repres	Representatives
.	.	.
Schumer	schumer	Schumer
said	said	said
Democrats	democrat	Democrats
had	had	had
learned	learn	learned
from	from	from
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
election	elect	election
that	that	that
they	they	they
needed	need	needed
a	a	a
sharper	sharper	sharper
,	,	,
bolder	bolder	bolder
economic	econom	economic
message	messag	message
about	about	about
returning	return	returning
the	the	the
economic	econom	economic
system	system	system
which	which	which
so	so	so
many	mani	many
feel	feel	feel
is	is	is
rigged	rig	rigged
against	against	against
them	them	them
to	to	to
one	one	one
that	that	that
works	work	work
for	for	for
the	the	the
people	peopl	people
.	.	.
We	we	We
re	re	re
ready	readi	ready
to	to	to
stand	stand	stand
shoulder	shoulder	shoulder
-to-shoulder	-to-should	-to-shoulder
with	with	with
Republicans	republican	Republicans
,	,	,
working	work	working
with	with	with
soon	soon	soon
-to-be-President	-to-be-presid	-to-be-President
Trump	trump	Trump
on	on	on
issues	issu	issue
where	where	where
we	we	we
agree	agre	agree
,	,	,
but	but	but
we	we	we
will	will	will
go	go	go
toe	toe	toe
-to-toe	-to-to	-to-toe
against	against	against
the	the	the
president	presid	president
-elect	-elect	-elect
whenever	whenev	whenever
our	our	our
values	valu	value
or	or	or
the	the	the
progress	progress	progress
we	we	we
ve	ve	ve
made	made	made
is	is	is
under	under	under
assault	assault	assault
,	,	,
Schumer	schumer	Schumer
,	,	,
who	who	who
