Reuters	reuter	Reuters
-	-	-
Kansas	kansa	Kansas
is	is	is
withdrawing	withdraw	withdrawing
from	from	from
plans	plan	plan
to	to	to
resettle	resettl	resettle
Syrian	syrian	Syrian
refugees	refuge	refugee
in	in	in
the	the	the
state	state	state
after	after	after
the	the	the
federal	feder	federal
government	govern	government
failed	fail	failed
to	to	to
provide	provid	provide
security	secur	security
information	inform	information
on	on	on
them	them	them
,	,	,
Republican	republican	Republican
Governor	governor	Governor
Sam	sam	Sam
Brownback	brownback	Brownback
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
.	.	.

Brownback	brownback	Brownback
said	said	said
in	in	in
a	a	a
statement	statement	statement
that	that	that
he	he	he
repeatedly	repeat	repeatedly
asked	ask	asked
the	the	the
administration	administr	administration
of	of	of
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
for	for	for
documentation	document	documentation
on	on	on
the	the	the
screening	screen	screening
of	of	of
refugees	refuge	refugee
who	who	who
would	would	would
be	be	be
relocated	reloc	relocated
from	from	from
Syria	syria	Syria
to	to	to
Kansas	kansa	Kansas
.	.	.

Because	becaus	Because
the	the	the
federal	feder	federal
government	govern	government
has	has	ha
failed	fail	failed
to	to	to
provide	provid	provide
adequate	adequ	adequate
assurances	assur	assurance
regarding	regard	regarding
refugees	refuge	refugee
it	it	it
is	is	is
settling	settl	settling
in	in	in
Kansas	kansa	Kansas
,	,	,
we	we	we
have	have	have
no	no	no
option	option	option
but	but	but
to	to	to
end	end	end
our	our	our
cooperation	cooper	cooperation
with	with	with
and	and	and
participation	particip	participation
in	in	in
the	the	the
federal	feder	federal
refugee	refuge	refugee
resettlement	resettl	resettlement
program	program	program
,	,	,
Brownback	brownback	Brownback
said	said	said
.	.	.

Kansas	kansa	Kansas
has	has	ha
received	receiv	received
a	a	a
trickle	trickl	trickle
of	of	of
Syrian	syrian	Syrian
refugees	refuge	refugee
.	.	.

A	a	A
family	famili	family
of	of	of
three	three	three
and	and	and
two	two	two
men	men	men
have	have	have
been	been	been
resettled	resettl	resettled
there	there	there
in	in	in
the	the	the
past	past	past
15	15	15
months	month	month
,	,	,
a	a	a
spokeswoman	spokeswoman	spokeswoman
for	for	for
Brownback	brownback	Brownback
said	said	said
by	by	by
email	email	email
.	.	.

Obama	obama	Obama
pledged	pledg	pledged
last	last	last
year	year	year
that	that	that
the	the	the
United	unit	United
States	state	States
would	would	would
take	take	take
in	in	in
10	10	10
,	,	,
000	000	000
people	peopl	people
fleeing	flee	fleeing
war	war	war
-torn	-torn	-torn
Syria	syria	Syria
,	,	,
under	under	under
pressure	pressur	pressure
from	from	from
European	european	European
leaders	leader	leader
who	who	who
have	have	have
been	been	been
inundated	inund	inundated
with	with	with
refugees	refuge	refugee
.	.	.

But	but	But
the	the	the
promise	promis	promise
came	came	came
under	under	under
fire	fire	fire
from	from	from
Republicans	republican	Republicans
concerned	concern	concerned
that	that	that
violent	violent	violent
militants	milit	militant
could	could	could
come	come	come
into	into	into
the	the	the
United	unit	United
States	state	States
posing	pose	posing
as	as	a
refugees	refuge	refugee
.	.	.

Despite	despit	Despite
opposition	opposit	opposition
from	from	from
some	some	some
states	state	state
,	,	,
the	the	the
United	unit	United
States	state	States
remains	remain	remains
committed	commit	committed
to	to	to
admitting	admit	admitting
the	the	the
promised	promis	promised
number	number	number
of	of	of
Syrian	syrian	Syrian
refugees	refuge	refugee
in	in	in
the	the	the
current	current	current
fiscal	fiscal	fiscal
year	year	year
,	,	,
which	which	which
ends	end	end
in	in	in
September	septemb	September
,	,	,
said	said	said
a	a	a
State	state	State
Department	depart	Department
official	offici	official
who	who	who
spoke	spoke	spoke
on	on	on
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
.	.	.

The	the	The
official	offici	official
said	said	said
state	state	state
governments	govern	government
can	can	can
consult	consult	consult
on	on	on
the	the	the
resettlement	resettl	resettlement
of	of	of
refugees	refuge	refugee
,	,	,
but	but	but
the	the	the
program	program	program
is	is	is
administered	administ	administered
by	by	by
the	the	the
federal	feder	federal
government	govern	government
.	.	.

Decisions	decis	Decisions
regarding	regard	regarding
the	the	the
admissibility	admiss	admissibility
of	of	of
refugees	refuge	refugee
to	to	to
the	the	the
United	unit	United
States	state	States
are	are	are
made	made	made
by	by	by
the	the	the
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
after	after	after
stringent	stringent	stringent
security	secur	security
checks	check	check
,	,	,
the	the	the
official	offici	official
said	said	said
,	,	,
noting	note	noting
that	that	that
some	some	some
refugee	refuge	refugee
records	record	record
are	are	are
confidential	confidenti	confidential
.	.	.

Kevin	kevin	Kevin
Griffis	griffi	Griffis
,	,	,
a	a	a
spokesman	spokesman	spokesman
for	for	for
the	the	the
federal	feder	federal
Health	health	Health
and	and	and
Human	human	Human
Services	servic	Services
Department	depart	Department
,	,	,
said	said	said
that	that	that
refugee	refuge	refugee
resettlement	resettl	resettlement
will	will	will
continue	continu	continue
in	in	in
Kansas	kansa	Kansas
,	,	,
coordinated	coordin	coordinated
by	by	by
non	non	non
-profit	-profit	-profit
organizations	organ	organization
.	.	.
More	more	More
than	than	than
30	30	30
governors	governor	governor
attempted	attempt	attempted
to	to	to
block	block	block
refugees	refuge	refugee
from	from	from
their	their	their
states	state	state
,	,	,
but	but	but
courts	court	court
and	and	and
attorneys	attorney	attorney
general	general	general
have	have	have
said	said	said
that	that	that
it	it	it
is	is	is
up	up	up
to	to	to
the	the	the
federal	feder	federal
government	govern	government
to	to	to
screen	screen	screen
refugees	refuge	refugee
and	and	and
settle	settl	settle
them	them	them
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
told	told	told
a	a	a
congressional	congression	congressional
panel	panel	panel
in	in	in
February	februari	February
that	that	that
the	the	the
country	countri	country
has	has	ha
tightened	tighten	tightened
vetting	vet	vetting
of	of	of
immigrants	immigr	immigrant
and	and	and
refugees	refuge	refugee
after	after	after
attacks	attack	attack
in	in	in
California	california	California
and	and	and
Paris	pari	Paris
,	,	,
and	and	and
put	put	put
on	on	on
hold	hold	hold
hundreds	hundr	hundred
of	of	of
applications	applic	application
from	from	from
Syrian	syrian	Syrian
refugees	refuge	refugee
.	.	.

More	more	More
than	than	than
four	four	four
million	million	million
Syrians	syrian	Syrians
have	have	have
fled	fled	fled
their	their	their
war	war	war
-torn	-torn	-torn
country	countri	country
,	,	,
according	accord	according
to	to	to
the	the	the
United	unit	United
Nations	nation	Nations
,	,	,
which	which	which
calls	call	call
it	it	it
the	the	the
biggest	biggest	biggest
refugee	refuge	refugee
population	popul	population
from	from	from
a	a	a
single	singl	single
conflict	conflict	conflict
in	in	in
a	a	a
generation	generat	generation
.	.	.

Almost	almost	Almost
2	2	2
million	million	million
Syrian	syrian	Syrian
refugees	refuge	refugee
are	are	are
in	in	in
Turkey	turkey	Turkey
and	and	and
hundreds	hundr	hundred
of	of	of
thousands	thousand	thousand
live	live	live
in	in	in
camps	camp	camp
in	in	in
Jordan	jordan	Jordan
,	,	,
while	while	while
others	other	others
have	have	have
flooded	flood	flooded
Greece	greec	Greece
,	,	,
according	accord	according
to	to	to
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.

