LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Britain	britain	Britain
s	s	s
Prince	princ	Prince
Harry	harri	Harry
is	is	is
engaged	engag	engaged
to	to	to
his	his	his
U	u	U
.	.	.
S	s	S
.	.	.
actress	actress	actress
girlfriend	girlfriend	girlfriend
Meghan	meghan	Meghan
Markle	markl	Markle
with	with	with
the	the	the
marriage	marriag	marriage
due	due	due
to	to	to
take	take	take
place	place	place
in	in	in
the	the	the
spring	spring	spring
of	of	of
2018	2018	2018
,	,	,
his	his	his
father	father	father
Prince	princ	Prince
Charles	charl	Charles
announced	announc	announced
in	in	in
a	a	a
statement	statement	statement
on	on	on
Monday	monday	Monday
.	.	.

Here	here	Here
are	are	are
some	some	some
reactions	reaction	reaction
to	to	to
the	the	the
engagement	engag	engagement
Prince	princ	Prince
Harry	harri	Harry
,	,	,
on	on	on
how	how	how
he	he	he
feels	feel	feel
Thrilled	thrill	Thrilled
.	.	.

Over	over	Over
the	the	the
moon	moon	moon
When	when	When
did	did	did
I	i	I
know	know	know
she	she	she
was	was	wa
the	the	the
one	one	one
?	?	?

The	the	The
very	veri	very
first	first	first
time	time	time
we	we	we
met	met	met
.	.	.

Meghan	meghan	Meghan
Markle	markl	Markle
,	,	,
on	on	on
how	how	how
she	she	she
feels	feel	feel
So	so	So
happy	happi	happy
Queen	queen	Queen
Elizabeth	elizabeth	Elizabeth
II	ii	II
The	the	The
Queen	queen	Queen
and	and	and
The	the	The
Duke	duke	Duke
of	of	of
Edinburgh	edinburgh	Edinburgh
are	are	are
delighted	delight	delighted
for	for	for
the	the	the
couple	coupl	couple
and	and	and
wish	wish	wish
them	them	them
every	everi	every
happiness	happi	happiness
.	.	.

Prince	princ	Prince
Charles	charl	Charles
on	on	on
a	a	a
trip	trip	trip
to	to	to
Poundbury	poundburi	Poundbury
,	,	,
in	in	in
southwest	southwest	southwest
England	england	England
We	we	We
re	re	re
thrilled	thrill	thrilled
.	.	.

We	we	We
re	re	re
both	both	both
thrilled	thrill	thrilled
.	.	.

We	we	We
hope	hope	hope
they	they	they
ll	ll	ll
be	be	be
very	veri	very
happy	happi	happy
indeed	inde	indeed
.	.	.

The	the	The
Duke	duke	Duke
and	and	and
Duchess	duchess	Duchess
of	of	of
Cambridge	cambridg	Cambridge
,	,	,
William	william	William
and	and	and
Kate	kate	Kate
We	we	We
are	are	are
very	veri	very
excited	excit	excited
for	for	for
Harry	harri	Harry
and	and	and
Meghan	meghan	Meghan
.	.	.

It	it	It
has	has	ha
been	been	been
wonderful	wonder	wonderful
getting	get	getting
to	to	to
know	know	know
Meghan	meghan	Meghan
and	and	and
to	to	to
see	see	see
how	how	how
happy	happi	happy
she	she	she
and	and	and
Harry	harri	Harry
are	are	are
together	togeth	together
.	.	.

British	british	British
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
I	i	I
would	would	would
like	like	like
to	to	to
offer	offer	offer
my	my	my
very	veri	very
warmest	warmest	warmest
congratulations	congratul	congratulation
to	to	to
HRH	hrh	HRH
Prince	princ	Prince
Harry	harri	Harry
and	and	and
Meghan	meghan	Meghan
Markle	markl	Markle
upon	upon	upon
their	their	their
engagement	engag	engagement
.	.	.

This	this	This
is	is	is
a	a	a
time	time	time
of	of	of
huge	huge	huge
celebration	celebr	celebration
for	for	for
two	two	two
people	peopl	people
in	in	in
love	love	love
and	and	and
,	,	,
on	on	on
behalf	behalf	behalf
of	of	of
myself	myself	myself
,	,	,
the	the	the
Government	govern	Government
and	and	and
the	the	the
country	countri	country
,	,	,
I	i	I
wish	wish	wish
them	them	them
great	great	great
happiness	happi	happiness
for	for	for
the	the	the
future	futur	future
.	.	.

Archbishop	archbishop	Archbishop
of	of	of
Canterbury	canterburi	Canterbury
Justin	justin	Justin
Welby	welbi	Welby
I	i	I
am	am	am
absolutely	absolut	absolutely
delighted	delight	delighted
to	to	to
hear	hear	hear
the	the	the
news	news	news
that	that	that
Prince	princ	Prince
Harry	harri	Harry
and	and	and
Meghan	meghan	Meghan
Markle	markl	Markle
are	are	are
now	now	now
engaged	engag	engaged
.	.	.

I	i	I
have	have	have
met	met	met
Prince	princ	Prince
Harry	harri	Harry
on	on	on
a	a	a
number	number	number
of	of	of
occasions	occas	occasion
and	and	and
have	have	have
always	alway	always
been	been	been
struck	struck	struck
by	by	by
his	his	his
commitment	commit	commitment
and	and	and
passion	passion	passion
for	for	for
his	his	his
charities	chariti	charity
,	,	,
and	and	and
his	his	his
immense	immens	immense
love	love	love
for	for	for
his	his	his
family	famili	family
.	.	.

I	i	I
am	am	am
so	so	so
happy	happi	happy
that	that	that
Prince	princ	Prince
Harry	harri	Harry
and	and	and
Ms	ms	Ms
Markle	markl	Markle
have	have	have
chosen	chosen	chosen
to	to	to
make	make	make
their	their	their
vows	vow	vow
before	befor	before
God	god	God
.	.	.

Former	former	Former
British	british	British
Prime	prime	Prime
Minister	minist	Minister
David	david	David
Cameron	cameron	Cameron
Congratulations	congratul	Congratulations
to	to	to
Prince	princ	Prince
Harry	harri	Harry
and	and	and
Meghan	meghan	Meghan
Markle	markl	Markle
.	.	.

Wonderful	wonder	Wonderful
news	news	news
and	and	and
I	i	I
wish	wish	wish
them	them	them
a	a	a
long	long	long
and	and	and
happy	happi	happy
life	life	life
together	togeth	together
.	.	.

Pressure	pressur	Pressure
group	group	group
Republic	republ	Republic
What	what	What
is	is	is
happy	happi	happy
news	news	news
for	for	for
the	the	the
royal	royal	royal
couple	coupl	couple
is	is	is
going	go	going
to	to	to
turn	turn	turn
into	into	into
another	anoth	another
royal	royal	royal
PR	pr	PR
exercise	exercis	exercise
,	,	,
helped	help	helped
along	along	along
by	by	by
a	a	a
widespread	widespread	widespread
failure	failur	failure
of	of	of
good	good	good
journalism	journal	journalism
.	.	.

The	the	The
royals	royal	royal
have	have	have
lots	lot	lot
of	of	of
hard	hard	hard
questions	question	question
to	to	to
answer	answer	answer
,	,	,
about	about	about
misuse	misus	misuse
of	of	of
public	public	public
funds	fund	fund
,	,	,
inappropriate	inappropri	inappropriate
lobbying	lobbi	lobbying
and	and	and
abuse	abus	abuse
of	of	of
privilege	privileg	privilege
.	.	.

They	they	They
re	re	re
on	on	on
the	the	the
public	public	public
payroll	payrol	payroll
to	to	to
do	do	do
a	a	a
public	public	public
service	servic	service
,	,	,
they	they	they
need	need	need
to	to	to
be	be	be
treated	treat	treated
as	as	a
we	we	we
treat	treat	treat
politicians	politician	politician
.	.	.

