TOKYO	tokyo	TOKYO
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Japan	japan	Japan
has	has	ha
detected	detect	detected
radio	radio	radio
signals	signal	signal
suggesting	suggest	suggesting
North	north	North
Korea	korea	Korea
may	may	may
be	be	be
preparing	prepar	preparing
another	anoth	another
ballistic	ballist	ballistic
missile	missil	missile
launch	launch	launch
,	,	,
although	although	although
such	such	such
signals	signal	signal
are	are	are
not	not	not
unusual	unusu	unusual
and	and	and
satellite	satellit	satellite
images	imag	image
did	did	did
not	not	not
show	show	show
fresh	fresh	fresh
activity	activ	activity
,	,	,
a	a	a
Japanese	japanes	Japanese
government	govern	government
source	sourc	source
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
After	after	After
firing	fire	firing
missiles	missil	missile
at	at	at
a	a	a
pace	pace	pace
of	of	of
about	about	about
two	two	two
or	or	or
three	three	three
a	a	a
month	month	month
since	sinc	since
April	april	April
,	,	,
North	north	North
Korean	korean	Korean
missile	missil	missile
launches	launch	launch
paused	paus	paused
in	in	in
September	septemb	September
,	,	,
after	after	after
it	it	it
fired	fire	fired
a	a	a
rocket	rocket	rocket
that	that	that
passed	pass	passed
over	over	over
Japan	japan	Japan
s	s	s
northern	northern	northern
Hokkaido	hokkaido	Hokkaido
island	island	island
.	.	.
This	this	This
is	is	is
not	not	not
enough	enough	enough
to	to	to
determine	determin	determine
if	if	if
a	a	a
launch	launch	launch
is	is	is
likely	like	likely
soon	soon	soon
,	,	,
the	the	the
source	sourc	source
told	told	told
Reuters	reuter	Reuters
.	.	.
Japan	japan	Japan
s	s	s
Kyodo	kyodo	Kyodo
news	news	news
agency	agenc	agency
reported	report	reported
late	late	late
on	on	on
Monday	monday	Monday
that	that	that
the	the	the
Japanese	japanes	Japanese
government	govern	government
was	was	wa
on	on	on
alert	alert	alert
after	after	after
catching	catch	catching
such	such	such
radio	radio	radio
signals	signal	signal
,	,	,
suggesting	suggest	suggesting
a	a	a
launch	launch	launch
could	could	could
come	come	come
in	in	in
a	a	a
few	few	few
days	day	day
.	.	.
The	the	The
report	report	report
also	also	also
said	said	said
the	the	the
signals	signal	signal
might	might	might
be	be	be
related	relat	related
to	to	to
winter	winter	winter
military	militari	military
training	train	training
by	by	by
the	the	the
North	north	North
Korean	korean	Korean
military	militari	military
.	.	.
North	north	North
Korea	korea	Korea
is	is	is
pursuing	pursu	pursuing
its	it	it
nuclear	nuclear	nuclear
weapons	weapon	weapon
and	and	and
missile	missil	missile
programmes	programm	programme
in	in	in
defiance	defianc	defiance
of	of	of
U	u	U
.	.	.
N	n	N
.	.	.
Security	secur	Security
Council	council	Council
sanctions	sanction	sanction
and	and	and
has	has	ha
made	made	made
no	no	no
secret	secret	secret
of	of	of
its	it	it
plans	plan	plan
to	to	to
develop	develop	develop
a	a	a
missile	missil	missile
capable	capabl	capable
of	of	of
hitting	hit	hitting
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
mainland	mainland	mainland
.	.	.
It	it	It
has	has	ha
fired	fire	fired
two	two	two
missiles	missil	missile
over	over	over
Japan	japan	Japan
.	.	.
South	south	South
Korea	korea	Korea
s	s	s
