Reuters	reuter	Reuters
-	-	-
Puerto	puerto	Puerto
Rico	rico	Rico
Governor	governor	Governor
Ricardo	ricardo	Ricardo
Rossello	rossello	Rossello
on	on	on
Friday	friday	Friday
criticized	critic	criticized
a	a	a
set	set	set
of	of	of
recommendations	recommend	recommendation
by	by	by
the	the	the
federal	feder	federal
board	board	board
in	in	in
charge	charg	charge
of	of	of
managing	manag	managing
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
territory	territori	territory
s	s	s
finances	financ	finance
,	,	,
signaling	signal	signaling
a	a	a
potential	potenti	potential
power	power	power
struggle	struggl	struggle
between	between	between
the	the	the
government	govern	government
and	and	and
the	the	the
board	board	board
on	on	on
how	how	how
to	to	to
pull	pull	pull
the	the	the
island	island	island
out	out	out
of	of	of
economic	econom	economic
crisis	crisi	crisis
.	.	.
In	in	In
a	a	a
letter	letter	letter
to	to	to
the	the	the
board	board	board
on	on	on
Friday	friday	Friday
,	,	,
Rossello	rossello	Rossello
said	said	said
that	that	that
while	while	while
he	he	he
supports	support	support
reducing	reduc	reducing
government	govern	government
spending	spend	spending
,	,	,
he	he	he
would	would	would
not	not	not
focus	focus	focus
on	on	on
layoffs	layoff	layoff
as	as	a
a	a	a
primary	primari	primary
means	mean	mean
of	of	of
saving	save	saving
money	money	money
.	.	.
He	he	He
also	also	also
took	took	took
a	a	a
more	more	more
moderate	moder	moderate
stance	stanc	stance
on	on	on
reducing	reduc	reducing
repayments	repay	repayment
to	to	to
holders	holder	holder
of	of	of
the	the	the
island	island	island
s	s	s
70	70	70
billion	billion	billion
in	in	in
debt	debt	debt
,	,	,
saying	say	saying
his	his	his
administration	administr	administration
had	had	had
a	a	a
fundamental	fundament	fundamental
willingness	willing	willingness
to	to	to
pay	pay	pay
based	base	based
upon	upon	upon
available	avail	available
resources	resourc	resource
.	.	.
The	the	The
board	board	board
,	,	,
in	in	in
a	a	a
letter	letter	letter
to	to	to
the	the	the
governor	governor	governor
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
said	said	said
the	the	the
island	island	island
may	may	may
have	have	have
only	onli	only
800	800	800
million	million	million
available	avail	available
annually	annual	annually
for	for	for
debt	debt	debt
service	servic	service
,	,	,
just	just	just
21	21	21
percent	percent	percent
of	of	of
what	what	what
it	it	it
owes	owe	owes
.	.	.
The	the	The
board	board	board
s	s	s
letter	letter	letter
had	had	had
called	call	called
for	for	for
Puerto	puerto	Puerto
Rico	rico	Rico
to	to	to
save	save	save
more	more	more
than	than	than
4	4	4
.	.	.
5	5	5
billion	billion	billion
a	a	a
year	year	year
through	through	through
a	a	a
mix	mix	mix
of	of	of
savings	save	saving
and	and	and
new	new	new
revenues	revenu	revenue
,	,	,
including	includ	including
by	by	by
right	right	right
-sizing	-size	-sizing
government	govern	government
through	through	through
a	a	a
30	30	30
percent	percent	percent
reduction	reduct	reduction
in	in	in
payroll	payrol	payroll
and	and	and
other	other	other
means	mean	mean
.	.	.
The	the	The
board	board	board
also	also	also
said	said	said
it	it	it
favored	favor	favored
extending	extend	extending
some	some	some
key	key	key
deadlines	deadlin	deadline
that	that	that
could	could	could
give	give	give
Rossello	rossello	Rossello
s	s	s
administration	administr	administration
more	more	more
time	time	time
to	to	to
negotiate	negoti	negotiate
consensual	consensu	consensual
restructuring	restructur	restructuring
deals	deal	deal
with	with	with
creditors	creditor	creditor
.	.	.
L1N1F82HL	l1n1f82hl	L1N1F82HL
In	in	In
addition	addit	addition
to	to	to
its	it	it
debt	debt	debt
from	from	from
a	a	a
myriad	myriad	myriad
of	of	of
public	public	public
issuers	issuer	issuer
,	,	,
Puerto	puerto	Puerto
Rico	rico	Rico
is	is	is
struggling	struggl	struggling
with	with	with
a	a	a
45	45	45
percent	percent	percent
poverty	poverti	poverty
rate	rate	rate
and	and	and
unemployment	unemploy	unemployment
that	that	that
is	is	is
more	more	more
than	than	than
twice	twice	twice
the	the	the
mainland	mainland	mainland
U	u	U
.	.	.
S	s	S
.	.	.
average	averag	average
.	.	.
The	the	The
bipartisan	bipartisan	bipartisan
,	,	,
seven	seven	seven
-member	-member	-member
oversight	oversight	oversight
board	board	board
was	was	wa
created	creat	created
under	under	under
the	the	the
federal	feder	federal
Puerto	puerto	Puerto
Rico	rico	Rico
rescue	rescu	rescue
law	law	law
known	known	known
as	as	a
PROMESA	promesa	PROMESA
,	,	,
passed	pass	passed
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Congress	congress	Congress
last	last	last
year	year	year
.	.	.
It	it	It
is	is	is
charged	charg	charged
with	with	with
helping	help	helping
the	the	the
island	island	island
manage	manag	manage
its	it	it
finances	financ	finance
and	and	and
negotiate	negoti	negotiate
restructuring	restructur	restructuring
deals	deal	deal
with	with	with
creditors	creditor	creditor
.	.	.
Rossello	rossello	Rossello
s	s	s
adversarial	adversari	adversarial
tone	tone	tone
could	could	could
score	score	score
him	him	him
political	polit	political
points	point	point
on	on	on
an	an	an
island	island	island
where	where	where
many	mani	many
locals	local	local
view	view	view
the	the	the
oversight	oversight	oversight
board	board	board
as	as	a
an	an	an
extension	extens	extension
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
imperialism	imperi	imperialism
.	.	.
However	howev	However
,	,	,
his	his	his
policies	polici	policy
and	and	and
the	the	the
board	board	board
s	s	s
vision	vision	vision
may	may	may
be	be	be
more	more	more
aligned	align	aligned
than	than	than
not	not	not
.	.	.
For	for	For
instance	instanc	instance
,	,	,
both	both	both
stress	stress	stress
the	the	the
need	need	need
for	for	for
the	the	the
island	island	island
to	to	to
reduce	reduc	reduce
spending	spend	spending
and	and	and
create	creat	create
new	new	new
revenue	revenu	revenue
sources	sourc	source
.	.	.
That	that	That
is	is	is
a	a	a
departure	departur	departure
from	from	from
Rossello	rossello	Rossello
s	s	s
predecessor	predecessor	predecessor
,	,	,
former	former	former
Governor	governor	Governor
Alejandro	alejandro	Alejandro
Garcia	garcia	Garcia
Padilla	padilla	Padilla
,	,	,
who	who	who
called	call	called
for	for	for
dramatic	dramat	dramatic
repayment	repay	repayment
cuts	cut	cut
in	in	in
favor	favor	favor
of	of	of
maintaining	maintain	maintaining
government	govern	government
services	servic	service
.	.	.
Rossello	rossello	Rossello
and	and	and
the	the	the
board	board	board
may	may	may
clash	clash	clash
on	on	on
healthcare	healthcar	healthcare
spending	spend	spending
,	,	,
with	with	with
the	the	the
board	board	board
calling	call	calling
for	for	for
1	1	1
billion	billion	billion
a	a	a
year	year	year
in	in	in
savings	save	saving
.	.	.
Puerto	puerto	Puerto
Rico	rico	Rico
s	s	s
Medicare	medicar	Medicare
and	and	and
Medicaid	medicaid	Medicaid
insurance	insur	insurance
programs	program	program
are	are	are
in	in	in
financial	financi	financial
trouble	troubl	trouble
,	,	,
due	due	due
in	in	in
part	part	part
to	to	to
federal	feder	federal
government	govern	government
reimbursement	reimburs	reimbursement
levels	level	level
that	that	that
are	are	are
disproportionately	disproportion	disproportionately
smaller	smaller	smaller
than	than	than
what	what	what
is	is	is
given	given	given
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
states	state	state
.	.	.
Rossello	rossello	Rossello
said	said	said
he	he	he
felt	felt	felt
highly	high	highly
confident	confid	confident
his	his	his
administration	administr	administration
would	would	would
convince	convinc	convince
Congress	congress	Congress
to	to	to
increase	increas	increase
that	that	that
funding	fund	funding
.	.	.
There	there	There
is	is	is
no	no	no
single	singl	single
political	polit	political
leader	leader	leader
in	in	in
the	the	the
world	world	world
that	that	that
would	would	would
want	want	want
to	to	to
be	be	be
responsible	respons	responsible
for	for	for
.	.	.
.	.	.
.	.	.
endangering	endang	endangering
the	the	the
health	health	health
and	and	and
wellbeing	wellb	wellbeing
of	of	of
3	3	3
.	.	.
5	5	5
million	million	million
of	of	of
its	it	it
citizens	citizen	citizen
,	,	,
the	the	the
governor	governor	governor
said	said	said
.	.	.
The	the	The
board	board	board
also	also	also
called	call	called
on	on	on
Puerto	puerto	Puerto
Rico	rico	Rico
to	to	to
annually	annual	annually
save	save	save
300	300	300
million	million	million
in	in	in
higher	higher	higher
education	educ	education
spending	spend	spending
and	and	and
200	200	200
million	million	million
in	in	in
pension	pension	pension
costs	cost	cost
.	.	.
Rossello	rossello	Rossello
said	said	said
he	he	he
would	would	would
implement	implement	implement
means	mean	mean
-testing	-test	-testing
for	for	for
tuition	tuition	tuition
rates	rate	rate
at	at	at
the	the	the
University	univers	University
of	of	of
Puerto	puerto	Puerto
Rico	rico	Rico
,	,	,
move	move	move
pension	pension	pension
benefits	benefit	benefit
into	into	into
private	privat	private
accounts	account	account
,	,	,
and	and	and
implement	implement	implement
rules	rule	rule
to	to	to
treat	treat	treat
some	some	some
pension	pension	pension
benefits	benefit	benefit
as	as	a
taxable	taxabl	taxable
ordinary	ordinari	ordinary
income	incom	income
.	.	.
