Reuters	reuter	Reuters
-	-	-
Tesla	tesla	Tesla
Inc	inc	Inc
Chief	chief	Chief
Executive	execut	Executive
Officer	offic	Officer
Elon	elon	Elon
Musk	musk	Musk
and	and	and
Walt	walt	Walt
Disney	disney	Disney
Co	co	Co
CEO	ceo	CEO
Robert	robert	Robert
Iger	iger	Iger
said	said	said
on	on	on
Thursday	thursday	Thursday
they	they	they
would	would	would
leave	leav	leave
White	white	White
House	hous	House
advisory	advisori	advisory
councils	council	council
after	after	after
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
said	said	said
he	he	he
would	would	would
withdraw	withdraw	withdraw
from	from	from
the	the	the
Paris	pari	Paris
climate	climat	climate
accord	accord	accord
.	.	.
Trump	trump	Trump
decided	decid	decided
to	to	to
pull	pull	pull
the	the	the
United	unit	United
States	state	States
from	from	from
the	the	the
landmark	landmark	landmark
2015	2015	2015
global	global	global
agreement	agreement	agreement
designed	design	designed
to	to	to
fight	fight	fight
climate	climat	climate
change	chang	change
despite	despit	despite
entreaties	entreati	entreaty
from	from	from
U	u	U
.	.	.
S	s	S
.	.	.
allies	alli	ally
and	and	and
corporate	corpor	corporate
leaders	leader	leader
in	in	in
an	an	an
action	action	action
that	that	that
fulfilled	fulfil	fulfilled
a	a	a
major	major	major
campaign	campaign	campaign
pledge	pledg	pledge
.	.	.
Climate	climat	Climate
change	chang	change
is	is	is
real	real	real
.	.	.
Leaving	leav	Leaving
Paris	pari	Paris
is	is	is
not	not	not
good	good	good
for	for	for
America	america	America
or	or	or
the	the	the
world	world	world
,	,	,
Musk	musk	Musk
said	said	said
in	in	in
a	a	a
Twitter	twitter	Twitter
post	post	post
.	.	.
He	he	He
is	is	is
a	a	a
member	member	member
of	of	of
the	the	the
President	presid	President
s	s	s
Strategic	strateg	Strategic
and	and	and
Policy	polici	Policy
Forum	forum	Forum
,	,	,
a	a	a
business	busi	business
advisory	advisori	advisory
group	group	group
,	,	,
and	and	and
Trump	trump	Trump
s	s	s
manufacturing	manufactur	manufacturing
jobs	job	job
council	council	council
.	.	.
Musk	musk	Musk
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
that	that	that
he	he	he
had	had	had
done	done	done
all	all	all
I	i	I
can	can	can
to	to	to
convince	convinc	convince
Trump	trump	Trump
to	to	to
stay	stay	stay
in	in	in
the	the	the
accord	accord	accord
,	,	,
and	and	and
threatened	threaten	threatened
to	to	to
leave	leav	leave
the	the	the
presidential	presidenti	presidential
advisory	advisori	advisory
councils	council	council
if	if	if
Trump	trump	Trump
announced	announc	announced
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
exit	exit	exit
from	from	from
the	the	the
accord	accord	accord
.	.	.
Iger	iger	Iger
wrote	wrote	wrote
on	on	on
Twitter	twitter	Twitter
that	that	that
as	as	a
a	a	a
matter	matter	matter
of	of	of
principle	principl	principle
,	,	,
I	i	I
ve	ve	ve
resigned	resign	resigned
from	from	from
the	the	the
President	presid	President
s	s	s
Council	council	Council
over	over	over
the	the	the
#ParisAgreement	#parisagr	#ParisAgreement
withdrawal	withdraw	withdrawal
.	.	.
He	he	He
is	is	is
leaving	leav	leaving
the	the	the
business	busi	business
advisory	advisori	advisory
group	group	group
.	.	.
Uber	uber	Uber
Technologies	technolog	Technologies
Inc	inc	Inc
UBER	uber	UBER
.	.	.
UL	ul	UL
