ANKARA	ankara	ANKARA
Reuters	reuter	Reuters
-	-	-
President	presid	President
Tayyip	tayyip	Tayyip
Erdogan	erdogan	Erdogan
said	said	said
on	on	on
Thursday	thursday	Thursday
that	that	that
Turkey	turkey	Turkey
would	would	would
soon	soon	soon
close	close	close
its	it	it
border	border	border
with	with	with
northern	northern	northern
Iraq	iraq	Iraq
and	and	and
shut	shut	shut
its	it	it
air	air	air
space	space	space
in	in	in
response	respons	response
to	to	to
last	last	last
week	week	week
s	s	s
Kurdish	kurdish	Kurdish
independence	independ	independence
referendum	referendum	referendum
.	.	.

Erdogan	erdogan	Erdogan
,	,	,
who	who	who
held	held	held
talks	talk	talk
in	in	in
Tehran	tehran	Tehran
on	on	on
Wednesday	wednesday	Wednesday
with	with	with
Iranian	iranian	Iranian
leaders	leader	leader
,	,	,
also	also	also
said	said	said
Turkey	turkey	Turkey
would	would	would
decide	decid	decide
jointly	joint	jointly
with	with	with
Iran	iran	Iran
and	and	and
Iraq	iraq	Iraq
s	s	s
central	central	central
government	govern	government
in	in	in
Baghdad	baghdad	Baghdad
whether	whether	whether
to	to	to
cut	cut	cut
oil	oil	oil
exports	export	export
from	from	from
Kurdish	kurdish	Kurdish
northern	northern	northern
Iraq	iraq	Iraq
.	.	.

His	his	His
comments	comment	comment
came	came	came
10	10	10
days	day	day
after	after	after
Kurds	kurd	Kurds
in	in	in
northern	northern	northern
Iraq	iraq	Iraq
voted	vote	voted
overwhelmingly	overwhelm	overwhelmingly
for	for	for
independence	independ	independence
,	,	,
alarming	alarm	alarming
Baghdad	baghdad	Baghdad
,	,	,
Iraq	iraq	Iraq
s	s	s
neighbors	neighbor	neighbor
and	and	and
Western	western	Western
powers	power	power
who	who	who
fear	fear	fear
the	the	the
vote	vote	vote
could	could	could
trigger	trigger	trigger
further	further	further
conflict	conflict	conflict
in	in	in
the	the	the
Middle	middl	Middle
East	east	East
.	.	.

Turkey	turkey	Turkey
tightened	tighten	tightened
controls	control	control
at	at	at
its	it	it
main	main	main
border	border	border
crossing	cross	crossing
into	into	into
Iraq	iraq	Iraq
in	in	in
the	the	the
immediate	immedi	immediate
aftermath	aftermath	aftermath
of	of	of
the	the	the
vote	vote	vote
and	and	and
suspended	suspend	suspended
flights	flight	flight
to	to	to
northern	northern	northern
Iraq	iraq	Iraq
.	.	.

It	it	It
has	has	ha
also	also	also
held	held	held
joint	joint	joint
military	militari	military
exercises	exercis	exercise
with	with	with
Iraqi	iraqi	Iraqi
troops	troop	troop
on	on	on
the	the	the
border	border	border
.	.	.

But	but	But
it	it	it
has	has	ha
not	not	not
yet	yet	yet
implemented	implement	implemented
threats	threat	threat
to	to	to
impose	impos	impose
wider	wider	wider
sanctions	sanction	sanction
on	on	on
the	the	the
Kurdish	kurdish	Kurdish
region	region	region
or	or	or
to	to	to
cut	cut	cut
off	off	off
the	the	the
hundreds	hundr	hundred
of	of	of
thousands	thousand	thousand
of	of	of
barrels	barrel	barrel
of	of	of
Kurdish	kurdish	Kurdish
oil	oil	oil
exported	export	exported
daily	daili	daily
via	via	via
Turkey	turkey	Turkey
to	to	to
world	world	world
markets	market	market
.	.	.

Flights	flight	Flights
to	to	to
northern	northern	northern
Iraq	iraq	Iraq
have	have	have
already	alreadi	already
been	been	been
suspended	suspend	suspended
,	,	,
the	the	the
air	air	air
space	space	space
and	and	and
borders	border	border
will	will	will
also	also	also
close	close	close
soon	soon	soon
,	,	,
Erdogan	erdogan	Erdogan
said	said	said
in	in	in
a	a	a
speech	speech	speech
in	in	in
the	the	the
Turkish	turkish	Turkish
capital	capit	capital
,	,	,
Ankara	ankara	Ankara
.	.	.

He	he	He
said	said	said
the	the	the
decision	decis	decision
to	to	to
hold	hold	hold
the	the	the
referendum	referendum	referendum
showed	show	showed
the	the	the
perfect	perfect	perfect
ingratitude	ingratitud	ingratitude
of	of	of
the	the	the
Kurdish	kurdish	Kurdish
Regional	region	Regional
Government	govern	Government
in	in	in
northern	northern	northern
Iraq	iraq	Iraq
,	,	,
after	after	after
years	year	year
of	of	of
close	close	close
commercial	commerci	commercial
and	and	and
political	polit	political
ties	tie	tie
with	with	with
Turkey	turkey	Turkey
.	.	.

Earlier	earlier	Earlier
,	,	,
Erdogan	erdogan	Erdogan
told	told	told
Turkish	turkish	Turkish
media	media	medium
on	on	on
his	his	his
return	return	return
from	from	from
Iran	iran	Iran
that	that	that
Ankara	ankara	Ankara
,	,	,
Tehran	tehran	Tehran
and	and	and
Baghdad	baghdad	Baghdad
would	would	would
jointly	joint	jointly
decide	decid	decide
on	on	on
whether	whether	whether
to	to	to
close	close	close
the	the	the
taps	tap	tap
on	on	on
the	the	the
Kurds	kurd	Kurds
oil	oil	oil
export	export	export
pipeline	pipelin	pipeline
,	,	,
adding	ad	adding
that	that	that
it	it	it
was	was	wa
time	time	time
for	for	for
the	the	the
KRG	krg	KRG
to	to	to
take	take	take
a	a	a
step	step	step
back	back	back
.	.	.

The	the	The
northern	northern	northern
Iraqi	iraqi	Iraqi
leadership	leadership	leadership
is	is	is
drunk	drunk	drunk
with	with	with
the	the	the
result	result	result
of	of	of
the	the	the
referendum	referendum	referendum
,	,	,
it	it	it
s	s	s
not	not	not
aware	awar	aware
of	of	of
what	what	what
it	it	it
is	is	is
doing	do	doing
or	or	or
what	what	what
kind	kind	kind
of	of	of
steps	step	step
it	it	it
s	s	s
taking	take	taking
,	,	,
he	he	he
said	said	said
.	.	.

Erdogan	erdogan	Erdogan
also	also	also
criticized	critic	criticized
the	the	the
inclusion	inclus	inclusion
of	of	of
the	the	the
oil	oil	oil
-rich	-rich	-rich
city	citi	city
of	of	of
Kirkuk	kirkuk	Kirkuk
in	in	in
the	the	the
referendum	referendum	referendum
,	,	,
saying	say	saying
that	that	that
Kurds	kurd	Kurds
had	had	had
no	no	no
legitimacy	legitimaci	legitimacy
there	there	there
and	and	and
that	that	that
they	they	they
were	were	were
invaders	invad	invader
in	in	in
the	the	the
region	region	region
.	.	.

During	dure	During
a	a	a
joint	joint	joint
news	news	news
conference	confer	conference
with	with	with
his	his	his
Iranian	iranian	Iranian
counterpart	counterpart	counterpart
Hassan	hassan	Hassan
Rouhani	rouhani	Rouhani
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
Erdogan	erdogan	Erdogan
said	said	said
Turkey	turkey	Turkey
was	was	wa
considering	consid	considering
further	further	further
measures	measur	measure
against	against	against
northern	northern	northern
Iraq	iraq	Iraq
,	,	,
and	and	and
the	the	the
two	two	two
leaders	leader	leader
promised	promis	promised
to	to	to
work	work	work
together	togeth	together
against	against	against
the	the	the
independence	independ	independence
drive	drive	drive
.	.	.

The	the	The
Kurds	kurd	Kurds
are	are	are
the	the	the
region	region	region
s	s	s
fourth	fourth	fourth
-largest	-largest	-largest
ethnic	ethnic	ethnic
group	group	group
,	,	,
spread	spread	spread
across	across	across
Iran	iran	Iran
,	,	,
Turkey	turkey	Turkey
,	,	,
Syria	syria	Syria
and	and	and
Iraq	iraq	Iraq
.	.	.

All	all	All
of	of	of
those	those	those
oppose	oppos	oppose
any	ani	any
moves	move	move
toward	toward	toward
a	a	a
Kurdish	kurdish	Kurdish
state	state	state
,	,	,
but	but	but
the	the	the
Kurds	kurd	Kurds
have	have	have
been	been	been
building	build	building
strong	strong	strong
international	intern	international
ties	tie	tie
.	.	.

Last	last	Last
month	month	month
,	,	,
Russian	russian	Russian
oil	oil	oil
major	major	major
Rosneft	rosneft	Rosneft
clinched	clinch	clinched
a	a	a
gas	gas	gas
pipeline	pipelin	pipeline
deal	deal	deal
in	in	in
Iraq	iraq	Iraq
s	s	s
autonomous	autonom	autonomous
Kurdistan	kurdistan	Kurdistan
to	to	to
help	help	help
it	it	it
become	becom	become
a	a	a
major	major	major
exporter	export	exporter
of	of	of
gas	gas	gas
to	to	to
Turkey	turkey	Turkey
and	and	and
Europe	europ	Europe
.	.	.

The	the	The
pipeline	pipelin	pipeline
will	will	will
be	be	be
constructed	construct	constructed
in	in	in
2019	2019	2019
and	and	and
exports	export	export
will	will	will
begin	begin	begin
in	in	in
2020	2020	2020
.	.	.

On	on	On
Wednesday	wednesday	Wednesday
,	,	,
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
said	said	said
that	that	that
it	it	it
was	was	wa
in	in	in
no	no	no
-one	-one	-one
s	s	s
interest	interest	interest
to	to	to
cut	cut	cut
off	off	off
oil	oil	oil
supplies	suppli	supply
from	from	from
Iraq	iraq	Iraq
s	s	s
Kurdistan	kurdistan	Kurdistan
,	,	,
which	which	which
would	would	would
raise	rais	raise
oil	oil	oil
prices	price	price
.	.	.

Erdogan	erdogan	Erdogan
,	,	,
however	howev	however
,	,	,
brushed	brush	brushed
off	off	off
those	those	those
concerns	concern	concern
,	,	,
saying	say	saying
the	the	the
final	final	final
decision	decis	decision
would	would	would
be	be	be
made	made	made
by	by	by
Turkey	turkey	Turkey
,	,	,
Iran	iran	Iran
and	and	and
Iraq	iraq	Iraq
.	.	.

