NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Americans	american	Americans
are	are	are
increasingly	increas	increasingly
confident	confid	confident
in	in	in
the	the	the
news	news	news
media	media	medium
and	and	and
less	less	le
so	so	so
in	in	in
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
administration	administr	administration
after	after	after
a	a	a
tumultuous	tumultu	tumultuous
year	year	year
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
politics	polit	politics
that	that	that
tested	test	tested
the	the	the
public	public	public
s	s	s
trust	trust	trust
in	in	in
both	both	both
institutions	institut	institution
,	,	,
according	accord	according
to	to	to
a	a	a
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
opinion	opinion	opinion
poll	poll	poll
released	releas	released
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
The	the	The
poll	poll	poll
of	of	of
more	more	more
than	than	than
14	14	14
,	,	,
300	300	300
people	peopl	people
found	found	found
that	that	that
the	the	the
percentage	percentag	percentage
of	of	of
adults	adult	adult
who	who	who
said	said	said
they	they	they
had	had	had
a	a	a
great	great	great
deal	deal	deal
or	or	or
some	some	some
confidence	confid	confidence
in	in	in
the	the	the
press	press	press
rose	rose	rose
to	to	to
48	48	48
percent	percent	percent
in	in	in
September	septemb	September
from	from	from
39	39	39
percent	percent	percent
last	last	last
November	novemb	November
.	.	.
Earlier	earlier	Earlier
this	this	this
year	year	year
,	,	,
Trump	trump	Trump
branded	brand	branded
the	the	the
entire	entir	entire
industry	industri	industry
as	as	a
the	the	the
enemy	enemi	enemy
of	of	of
the	the	the
American	american	American
people	peopl	people
.	.	.
The	the	The
percentage	percentag	percentage
of	of	of
those	those	those
who	who	who
said	said	said
they	they	they
had	had	had
hardly	hard	hardly
any	ani	any
confidence	confid	confidence
in	in	in
the	the	the
press	press	press
dropped	drop	dropped
to	to	to
45	45	45
percent	percent	percent
from	from	from
51	51	51
percent	percent	percent
over	over	over
the	the	the
same	same	same
period	period	period
.	.	.
Confidence	confid	Confidence
in	in	in
Trump	trump	Trump
s	s	s
administration	administr	administration
moved	move	moved
in	in	in
the	the	the
opposite	opposit	opposite
direction	direct	direction
.	.	.
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
,	,	,
which	which	which
tracked	track	tracked
confidence	confid	confidence
in	in	in
major	major	major
institutions	institut	institution
every	everi	every
couple	coupl	couple
of	of	of
months	month	month
after	after	after
the	the	the
2016	2016	2016
presidential	presidenti	presidential
election	elect	election
,	,	,
found	found	found
in	in	in
late	late	late
January	januari	January
that	that	that
52	52	52
percent	percent	percent
of	of	of
Americans	american	Americans
had	had	had
a	a	a
great	great	great
deal	deal	deal
or	or	or
some	some	some
confidence	confid	confidence
in	in	in
the	the	the
new	new	new
president	presid	president
s	s	s
executive	execut	executive
branch	branch	branch
.	.	.
That	that	That
dropped	drop	dropped
to	to	to
51	51	51
percent	percent	percent
in	in	in
the	the	the
May	may	May
survey	survey	survey
and	and	and
to	to	to
48	48	48
percent	percent	percent
in	in	in
the	the	the
latest	latest	latest
poll	poll	poll
.	.	.
Trump	trump	Trump
took	took	took
office	offic	office
in	in	in
January	januari	January
.	.	.
In	in	In
comparison	comparison	comparison
,	,	,
57	57	57
percent	percent	percent
of	of	of
Americans	american	Americans
expressed	express	expressed
similar	similar	similar
levels	level	level
of	of	of
confidence	confid	confidence
in	in	in
former	former	former
Democratic	democrat	Democratic
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
outgoing	outgo	outgoing
administration	administr	administration
in	in	in
November	novemb	November
.	.	.
The	the	The
poll	poll	poll
also	also	also
found	found	found
that	that	that
the	the	the
shift	shift	shift
in	in	in
trust	trust	trust
was	was	wa
not	not	not
simply	simpli	simply
a	a	a
partisan	partisan	partisan
reaction	reaction	reaction
to	to	to
a	a	a
Republican	republican	Republican
president	presid	president
.	.	.
From	from	From
January	januari	January
to	to	to
September	septemb	September
,	,	,
the	the	the
percentage	percentag	percentage
of	of	of
people	peopl	people
who	who	who
had	had	had
a	a	a
great	great	great
deal	deal	deal
or	or	or
some	some	some
confidence	confid	confidence
in	in	in
the	the	the
executive	execut	executive
branch	branch	branch
dropped	drop	dropped
6	6	6
percentage	percentag	percentage
points	point	point
among	among	among
Republicans	republican	Republicans
and	and	and
3	3	3
points	point	point
among	among	among
Democrats	democrat	Democrats
.	.	.
The	the	The
percentage	percentag	percentage
of	of	of
those	those	those
who	who	who
expressed	express	expressed
similar	similar	similar
levels	level	level
of	of	of
confidence	confid	confidence
in	in	in
the	the	the
media	media	medium
rose	rose	rose
3	3	3
points	point	point
this	this	this
year	year	year
among	among	among
Republicans	republican	Republicans
and	and	and
11	11	11
points	point	point
among	among	among
Democrats	democrat	Democrats
.	.	.
More	more	More
than	than	than
other	other	other
modern	modern	modern
presidents	presid	president
,	,	,
Trump	trump	Trump
has	has	ha
treated	treat	treated
the	the	the
news	news	news
media	media	medium
as	as	a
an	an	an
opposition	opposit	opposition
party	parti	party
.	.	.
He	he	He
has	has	ha
shamed	shame	shamed
individual	individu	individual
reporters	report	reporter
by	by	by
name	name	name
and	and	and
responded	respond	responded
to	to	to
unflattering	unflatt	unflattering
reports	report	report
as	as	a
fake	fake	fake
news	news	news
.	.	.
Every	everi	Every
president	presid	president
clashes	clash	clash
with	with	with
the	the	the
news	news	news
media	media	medium
,	,	,
but	but	but
Trump	trump	Trump
has	has	ha
gone	gone	gone
a	a	a
step	step	step
further	further	further
in	in	in
attacking	attack	attacking
the	the	the
press	press	press
and	and	and
questioning	question	questioning
their	their	their
legitimacy	legitimaci	legitimacy
,	,	,
said	said	said
Martha	martha	Martha
Kumar	kumar	Kumar
,	,	,
a	a	a
presidential	presidenti	presidential
historian	historian	historian
who	who	who
has	has	ha
worked	work	worked
with	with	with
White	white	White
House	hous	House
transition	transit	transition
teams	team	team
for	for	for
Obama	obama	Obama
and	and	and
2008	2008	2008
Republican	republican	Republican
presidential	presidenti	presidential
nominee	nomine	nominee
Senator	senat	Senator
John	john	John
McCain	mccain	McCain
.	.	.
What	what	What
you	you	you
re	re	re
seeing	see	seeing
now	now	now
is	is	is
a	a	a
gradual	gradual	gradual
recognition	recognit	recognition
of	of	of
the	the	the
importance	import	importance
of	of	of
the	the	the
press	press	press
at	at	at
a	a	a
time	time	time
when	when	when
people	peopl	people
are	are	are
still	still	still
getting	get	getting
used	use	used
to	to	to
a	a	a
new	new	new
president	presid	president
whose	whose	whose
campaign	campaign	campaign
is	is	is
under	under	under
federal	feder	federal
investigation	investig	investigation
for	for	for
alleged	alleg	alleged
collusion	collus	collusion
with	with	with
Russia	russia	Russia
,	,	,
Kumar	kumar	Kumar
said	said	said
.	.	.
Trump	trump	Trump
has	has	ha
denied	deni	denied
any	ani	any
collusion	collus	collusion
occurred	occur	occurred
.	.	.
Kumar	kumar	Kumar
added	ad	added
that	that	that
confidence	confid	confidence
in	in	in
the	the	the
press	press	press
may	may	may
be	be	be
rising	rise	rising
this	this	this
year	year	year
because	becaus	because
news	news	news
organizations	organ	organization
have	have	have
offered	offer	offered
wildly	wild	wildly
different	differ	different
perspectives	perspect	perspective
on	on	on
Trump	trump	Trump
,	,	,
satisfying	satisfi	satisfying
people	peopl	people
who	who	who
like	like	like
him	him	him
as	as	a
well	well	well
as	as	a
those	those	those
who	who	who
do	do	do
not	not	not
.	.	.
They	they	They
re	re	re
not	not	not
all	all	all
watching	watch	watching
and	and	and
reading	read	reading
the	the	the
same	same	same
things	thing	thing
,	,	,
she	she	she
said	said	said
.	.	.
They	they	They
re	re	re
gravitating	gravit	gravitating
toward	toward	toward
organizations	organ	organization
they	they	they
trust	trust	trust
.	.	.
Ari	ari	Ari
Fleischer	fleischer	Fleischer
,	,	,
former	former	former
Republican	republican	Republican
President	presid	President
George	georg	George
W	w	W
.	.	.
Bush	bush	Bush
s	s	s
first	first	first
press	press	press
secretary	secretari	secretary
,	,	,
said	said	said
any	ani	any
shift	shift	shift
in	in	in
the	the	the
way	way	way
people	peopl	people
viewed	view	viewed
the	the	the
press	press	press
and	and	and
the	the	the
president	presid	president
was	was	wa
likely	like	likely
the	the	the
product	product	product
of	of	of
an	an	an
oppositional	opposit	oppositional
relationship	relationship	relationship
that	that	that
both	both	both
sides	side	side
had	had	had
pushed	push	pushed
since	sinc	since
the	the	the
2016	2016	2016
presidential	presidenti	presidential
campaign	campaign	campaign
.	.	.
Trump	trump	Trump
throws	throw	throw
fastballs	fastbal	fastball
directly	direct	directly
at	at	at
the	the	the
press	press	press
head	head	head
.	.	.
He	he	He
does	doe	doe
it	it	it
almost	almost	almost
every	everi	every
day	day	day
,	,	,
Fleischer	fleischer	Fleischer
said	said	said
.	.	.
This	this	This
