WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
choice	choic	choice
of	of	of
billionaire	billionair	billionaire
Betsy	betsi	Betsy
DeVos	devo	DeVos
to	to	to
be	be	be
education	educ	education
secretary	secretari	secretary
was	was	wa
confirmed	confirm	confirmed
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
but	but	but
only	onli	only
after	after	after
Vice	vice	Vice
President	presid	President
Mike	mike	Mike
Pence	penc	Pence
was	was	wa
called	call	called
in	in	in
to	to	to
break	break	break
a	a	a
tie	tie	tie
that	that	that
threatened	threaten	threatened
to	to	to
defeat	defeat	defeat
her	her	her
.	.	.
The	the	The
tie	tie	tie
-breaking	-break	-breaking
vote	vote	vote
,	,	,
which	which	which
Senate	senat	Senate
officials	offici	official
said	said	said
was	was	wa
unprecedented	unpreced	unprecedented
to	to	to
confirm	confirm	confirm
a	a	a
Cabinet	cabinet	Cabinet
nominee	nomine	nominee
,	,	,
followed	follow	followed
an	an	an
all	all	all
-night	-night	-night
debate	debat	debate
on	on	on
DeVos	devo	DeVos
as	as	a
Senate	senat	Senate
Democrats	democrat	Democrats
tried	tri	tried
to	to	to
pressure	pressur	pressure
at	at	at
least	least	least
one	one	one
more	more	more
Republican	republican	Republican
to	to	to
oppose	oppos	oppose
her	her	her
and	and	and
defeat	defeat	defeat
the	the	the
nomination	nomin	nomination
.	.	.
Only	onli	Only
two	two	two
Republicans	republican	Republicans
joined	join	joined
the	the	the
46	46	46
Democrats	democrat	Democrats
and	and	and
two	two	two
independents	independ	independent
in	in	in
opposition	opposit	opposition
to	to	to
DeVos	devo	DeVos
.	.	.
Critics	critic	Critics
have	have	have
called	call	called
her	her	her
unprepared	unprepar	unprepared
to	to	to
lead	lead	lead
the	the	the
Department	depart	Department
of	of	of
Education	educ	Education
after	after	after
a	a	a
rocky	rocki	rocky
Senate	senat	Senate
confirmation	confirm	confirmation
hearing	hear	hearing
.	.	.
Senate	senat	Senate
Democratic	democrat	Democratic
leader	leader	leader
Chuck	chuck	Chuck
Schumer	schumer	Schumer
immediately	immedi	immediately
derided	derid	derided
the	the	the
proceeding	proceed	proceeding
.	.	.
This	this	This
cabinet	cabinet	cabinet
nom	nom	nom
is	is	is
so	so	so
unqualified	unqualifi	unqualified
,	,	,
so	so	so
divisive	divis	divisive
,	,	,
that	that	that
@MikePenceVP	@mikepencevp	@MikePenceVP
had	had	had
to	to	to
drive	drive	drive
down	down	down
Pennsylvania	pennsylvania	Pennsylvania
Ave	ave	Ave
to	to	to
cast	cast	cast
the	the	the
deciding	decid	deciding
vote	vote	vote
,	,	,
he	he	he
wrote	wrote	wrote
in	in	in
a	a	a
Twitter	twitter	Twitter
post	post	post
after	after	after
the	the	the
vote	vote	vote
.	.	.
Under	under	Under
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Constitution	constitut	Constitution
,	,	,
the	the	the
vice	vice	vice
president	presid	president
also	also	also
serves	serv	serf
as	as	a
president	presid	president
of	of	of
the	the	the
Senate	senat	Senate
,	,	,
with	with	with
the	the	the
power	power	power
to	to	to
cast	cast	cast
votes	vote	vote
only	onli	only
when	when	when
there	there	there
are	are	are
ties	tie	tie
on	on	on
nominations	nomin	nomination
or	or	or
legislation	legisl	legislation
.	.	.
Republican	republican	Republican
Trump	trump	Trump
tweeted	tweet	tweeted
his	his	his
congratulations	congratul	congratulation
to	to	to
the	the	the
nominee	nomine	nominee
and	and	and
Pence	penc	Pence
praised	prais	praised
her	her	her
.	.	.
Today	today	Today
s	s	s
vote	vote	vote
to	to	to
confirm	confirm	confirm
Education	educ	Education
Secretary	secretari	Secretary
@BetsyDeVos	@betsydevo	@BetsyDeVos
was	was	wa
a	a	a
vote	vote	vote
for	for	for
every	everi	every
child	child	child
having	have	having
a	a	a
chance	chanc	chance
at	at	at
a	a	a
world	world	world
-class	-class	-class
education	educ	education
,	,	,
the	the	the
vice	vice	vice
president	presid	president
wrote	wrote	wrote
in	in	in
a	a	a
Twitter	twitter	Twitter
post	post	post
.	.	.
Ultimately	ultim	Ultimately
,	,	,
only	onli	only
Republican	republican	Republican
Senators	senat	Senators
Susan	susan	Susan
Collins	collin	Collins
of	of	of
Maine	main	Maine
and	and	and
Lisa	lisa	Lisa
Murkowski	murkowski	Murkowski
of	of	of
Alaska	alaska	Alaska
joined	join	joined
the	the	the
Democrats	democrat	Democrats
and	and	and
two	two	two
independents	independ	independent
in	in	in
opposition	opposit	opposition
to	to	to
DeVos	devo	DeVos
.	.	.
That	that	That
left	left	left
50	50	50
Republicans	republican	Republicans
supporting	support	supporting
her	her	her
in	in	in
the	the	the
100	100	100
-member	-member	-member
chamber	chamber	chamber
.	.	.
Historically	histor	Historically
,	,	,
Cabinet	cabinet	Cabinet
nominees	nomine	nominee
with	with	with
weak	weak	weak
support	support	support
in	in	in
the	the	the
Senate	senat	Senate
ask	ask	ask
the	the	the
president	presid	president
to	to	to
withdraw	withdraw	withdraw
their	their	their
nomination	nomin	nomination
,	,	,
which	which	which
DeVos	devo	DeVos
did	did	did
not	not	not
do	do	do
.	.	.
DeVos	devo	DeVos
is	is	is
married	marri	married
to	to	to
the	the	the
heir	heir	heir
and	and	and
former	former	former
chief	chief	chief
executive	execut	executive
of	of	of
Amway	amway	Amway
,	,	,
which	which	which
sells	sell	sell
household	household	household
and	and	and
personal	person	personal
care	care	care
items	item	item
.	.	.
She	she	She
is	is	is
also	also	also
the	the	the
daughter	daughter	daughter
of	of	of
the	the	the
founders	founder	founder
of	of	of
Prince	princ	Prince
Corp	corp	Corp
,	,	,
a	a	a
Michigan	michigan	Michigan
car	car	car
parts	part	part
supplier	supplier	supplier
,	,	,
and	and	and
sister	sister	sister
of	of	of
Erik	erik	Erik
Prince	princ	Prince
,	,	,
the	the	the
founder	founder	founder
of	of	of
the	the	the
security	secur	security
company	compani	company
formerly	former	formerly
known	known	known
as	as	a
Blackwater	blackwat	Blackwater
USA	usa	USA
,	,	,
now	now	now
called	call	called
Academi	academi	Academi
.	.	.
As	as	As
Monday	monday	Monday
night	night	night
s	s	s
debate	debat	debate
wound	wound	wound
down	down	down
,	,	,
Schumer	schumer	Schumer
said	said	said
of	of	of
DeVos	devo	DeVos
She	she	She
disdains	disdain	disdain
public	public	public
education	educ	education
where	where	where
90	90	90
percent	percent	percent
of	of	of
our	our	our
students	student	student
are	are	are
.	.	.
Senate	senat	Senate
Majority	major	Majority
Leader	leader	Leader
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
,	,	,
urging	urg	urging
her	her	her
confirmation	confirm	confirmation
,	,	,
said	said	said
it	it	it
was	was	wa
time	time	time
to	to	to
end	end	end
the	the	the
unprecedented	unpreced	unprecedented
delay	delay	delay
by	by	by
Democrats	democrat	Democrats
on	on	on
the	the	the
Cabinet	cabinet	Cabinet
nominations	nomin	nomination
by	by	by
Trump	trump	Trump
,	,	,
who	who	who
took	took	took
office	offic	office
on	on	on
Jan	jan	Jan
.	.	.
20	20	20
.	.	.
DeVos	devo	DeVos
has	has	ha
been	been	been
an	an	an
advocate	advoc	advocate
of	of	of
charter	charter	charter
schools	school	school
,	,	,
which	which	which
operate	oper	operate
independently	independ	independently
of	of	of
school	school	school
districts	district	district
and	and	and
frequently	frequent	frequently
are	are	are
run	run	run
by	by	by
corporations	corpor	corporation
.	.	.
Democrats	democrat	Democrats
are	are	are
concerned	concern	concerned
she	she	she
will	will	will
promote	promot	promote
charter	charter	charter
schools	school	school
in	in	in
a	a	a
way	way	way
that	that	that
would	would	would
undercut	undercut	undercut
public	public	public
schools	school	school
,	,	,
which	which	which
have	have	have
long	long	long
been	been	been
the	the	the
anchor	anchor	anchor
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
education	educ	education
system	system	system
.	.	.
Teachers	teacher	Teachers
unions	union	union
,	,	,
a	a	a
major	major	major
constituency	constitu	constituency
for	for	for
the	the	the
Democratic	democrat	Democratic
Party	parti	Party
,	,	,
roundly	round	roundly
opposed	oppos	opposed
DeVos	devo	DeVos
,	,	,
a	a	a
philanthropist	philanthropist	philanthropist
and	and	and
investor	investor	investor
,	,	,
to	to	to
lead	lead	lead
the	the	the
department	depart	department
,	,	,
which	which	which
sets	set	set
education	educ	education
policy	polici	policy
for	for	for
younger	younger	younger
children	children	child
and	and	and
universities	univers	university
and	and	and
also	also	also
administers	administ	administers
a	a	a
college	colleg	college
financial	financi	financial
aid	aid	aid
program	program	program
of	of	of
1	1	1
trillion	trillion	trillion
.	.	.
The	the	The
Consumer	consum	Consumer
Federation	feder	Federation
of	of	of
America	america	America
urged	urg	urged
DeVos	devo	DeVos
to	to	to
confront	confront	confront
the	the	the
problem	problem	problem
of	of	of
millions	million	million
of	of	of
Americans	american	Americans
in	in	in
default	default	default
on	on	on
student	student	student
loans	loan	loan
.	.	.
The	the	The
new	new	new
secretary	secretari	secretary
needs	need	need
to	to	to
put	put	put
borrowers	borrow	borrower
and	and	and
taxpayers	taxpay	taxpayer
first	first	first
,	,	,
rather	rather	rather
than	than	than
focusing	focus	focusing
on	on	on
helping	help	helping
the	the	the
student	student	student
loan	loan	loan
and	and	and
for	for	for
-profit	-profit	-profit
college	colleg	college
industries	industri	industry
pump	pump	pump
up	up	up
their	their	their
profits	profit	profit
,	,	,
it	it	it
said	said	said
.	.	.
Following	follow	Following
the	the	the
cliffhanger	cliffhang	cliffhanger
vote	vote	vote
on	on	on
DeVos	devo	DeVos
,	,	,
the	the	the
Senate	senat	Senate
promptly	prompt	promptly
limited	limit	limited
debate	debat	debate
on	on	on
Trump	trump	Trump
s	s	s
choice	choic	choice
of	of	of
Senator	senat	Senator
Jeff	jeff	Jeff
Sessions	session	Sessions
to	to	to
be	be	be
attorney	attorney	attorney
general	general	general
.	.	.
A	a	A
final	final	final
vote	vote	vote
on	on	on
Sessions	session	Sessions
nomination	nomin	nomination
is	is	is
expected	expect	expected
sometime	sometim	sometime
this	this	this
week	week	week
.	.	.
Also	also	Also
up	up	up
for	for	for
Senate	senat	Senate
debate	debat	debate
soon	soon	soon
are	are	are
Trump	trump	Trump
s	s	s
nominations	nomin	nomination
of	of	of
Representative	repres	Representative
Tom	tom	Tom
Price	price	Price
to	to	to
be	be	be
secretary	secretari	secretary
of	of	of
Health	health	Health
and	and	and
Human	human	Human
Services	servic	Services
and	and	and
ex	ex	ex
-banker	-banker	-banker
Steve	steve	Steve
Mnuchin	mnuchin	Mnuchin
to	to	to
be	be	be
Treasury	treasuri	Treasury
secretary	secretari	secretary
.	.	.
All	all	All
three	three	three
face	face	face
opposition	opposit	opposition
from	from	from
Senate	senat	Senate
Democrats	democrat	Democrats
.	.	.
Also	also	Also
facing	face	facing
a	a	a
rough	rough	rough
ride	ride	ride
is	is	is
Trump	trump	Trump
s	s	s
choice	choic	choice
of	of	of
Andrew	andrew	Andrew
Puzder	puzder	Puzder
to	to	to
be	be	be
secretary	secretari	secretary
of	of	of
labor	labor	labor
.	.	.
Puzder	puzder	Puzder
,	,	,
the	the	the
chief	chief	chief
executive	execut	executive
of	of	of
CKE	cke	CKE
Restaurants	restaur	Restaurants
Inc	inc	Inc
,	,	,
has	has	ha
admitted	admit	admitted
to	to	to
employing	employ	employing
an	an	an
undocumented	undocu	undocumented
immigrant	immigr	immigrant
as	as	a
a	a	a
house	hous	house
cleaner	cleaner	cleaner
.	.	.
