BERLIN	berlin	BERLIN
Reuters	reuter	Reuters
-	-	-
Germans	german	Germans
are	are	are
far	far	far
more	more	more
satisfied	satisfi	satisfied
with	with	with
the	the	the
direction	direct	direction
of	of	of
their	their	their
country	countri	country
and	and	and
less	less	le
politically	polit	politically
polarized	polar	polarized
than	than	than
other	other	other
European	european	European
nations	nation	nation
,	,	,
a	a	a
survey	survey	survey
showed	show	showed
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
underscoring	underscor	underscoring
why	whi	why
Angela	angela	Angela
Merkel	merkel	Merkel
is	is	is
expected	expect	expected
to	to	to
win	win	win
a	a	a
new	new	new
term	term	term
as	as	a
chancellor	chancellor	chancellor
this	this	this
month	month	month
.	.	.
The	the	The
survey	survey	survey
by	by	by
the	the	the
Bertelsmann	bertelsmann	Bertelsmann
Foundation	foundat	Foundation
showed	show	showed
that	that	that
59	59	59
percent	percent	percent
of	of	of
Germans	german	Germans
believe	believ	believe
their	their	their
country	countri	country
is	is	is
headed	head	headed
in	in	in
the	the	the
right	right	right
direction	direct	direction
.	.	.
Some	some	Some
77	77	77
percent	percent	percent
say	say	say
their	their	their
personal	person	personal
economic	econom	economic
situation	situat	situation
has	has	ha
improved	improv	improved
or	or	or
stayed	stay	stayed
the	the	the
same	same	same
over	over	over
the	the	the
past	past	past
two	two	two
years	year	year
,	,	,
while	while	while
80	80	80
percent	percent	percent
describe	describ	describe
themselves	themselv	themselves
as	as	a
political	polit	political
centerists	centerist	centerists
.	.	.
The	the	The
results	result	result
contrast	contrast	contrast
with	with	with
other	other	other
European	european	European
countries	countri	country
where	where	where
dissatisfaction	dissatisfact	dissatisfaction
with	with	with
the	the	the
economy	economi	economy
and	and	and
political	polit	political
establishment	establish	establishment
has	has	ha
led	led	led
to	to	to
a	a	a
surge	surg	surge
in	in	in
support	support	support
for	for	for
populist	populist	populist
parties	parti	party
on	on	on
the	the	the
right	right	right
and	and	and
left	left	left
in	in	in
recent	recent	recent
years	year	year
.	.	.
By	by	By
contrast	contrast	contrast
,	,	,
German	german	German
voters	voter	voter
seem	seem	seem
keen	keen	keen
for	for	for
continuity	continu	continuity
.	.	.
Merkel	merkel	Merkel
is	is	is
widely	wide	widely
expected	expect	expected
to	to	to
win	win	win
a	a	a
record	record	record
-tying	-ti	-tying
fourth	fourth	fourth
term	term	term
on	on	on
Sept	sept	Sept
.	.	.
24	24	24
,	,	,
with	with	with
polls	poll	poll
showing	show	showing
her	her	her
center	center	center
-right	-right	-right
bloc	bloc	bloc
13	13	13
-15	-15	-15
percentage	percentag	percentage
points	point	point
ahead	ahead	ahead
of	of	of
its	it	it
closest	closest	closest
rival	rival	rival
,	,	,
the	the	the
Social	social	Social
Democrats	democrat	Democrats
SPD	spd	SPD
.	.	.
These	these	These
findings	find	finding
point	point	point
to	to	to
a	a	a
highly	high	highly
content	content	content
and	and	and
status	status	status
quo	quo	quo
oriented	orient	oriented
German	german	German
society	societi	society
and	and	and
contrast	contrast	contrast
starkly	stark	starkly
with	with	with
the	the	the
situation	situat	situation
elsewhere	elsewher	elsewhere
in	in	in
Europe	europ	Europe
,	,	,
the	the	the
authors	author	author
Catherine	catherin	Catherine
de	de	de
Vries	vri	Vries
and	and	and
Isabell	isabel	Isabell
Hoffmann	hoffmann	Hoffmann
said	said	said
.	.	.
In	in	In
Italy	itali	Italy
,	,	,
for	for	for
example	exampl	example
,	,	,
just	just	just
13	13	13
percent	percent	percent
of	of	of
respondents	respond	respondent
said	said	said
they	they	they
were	were	were
satisfied	satisfi	satisfied
with	with	with
the	the	the
direction	direct	direction
of	of	of
their	their	their
country	countri	country
.	.	.
In	in	In
France	franc	France
and	and	and
Britain	britain	Britain
,	,	,
satisfaction	satisfact	satisfaction
levels	level	level
stood	stood	stood
at	at	at
36	36	36
and	and	and
31	31	31
percent	percent	percent
,	,	,
respectively	respect	respectively
.	.	.
The	the	The
average	averag	average
satisfaction	satisfact	satisfaction
level	level	level
across	across	across
the	the	the
28	28	28
countries	countri	country
in	in	in
the	the	the
EU	eu	EU
was	was	wa
36	36	36
percent	percent	percent
.	.	.
Both	both	Both
Germany	germani	Germany
and	and	and
France	franc	France
showed	show	showed
sharp	sharp	sharp
increases	increas	increase
in	in	in
satisfaction	satisfact	satisfaction
levels	level	level
over	over	over
the	the	the
past	past	past
months	month	month
.	.	.
In	in	In
a	a	a
survey	survey	survey
conducted	conduct	conducted
in	in	in
March	march	March
,	,	,
before	befor	before
young	young	young
centrist	centrist	centrist
Emmanuel	emmanuel	Emmanuel
Macron	macron	Macron
was	was	wa
elected	elect	elected
president	presid	president
,	,	,
just	just	just
12	12	12
percent	percent	percent
of	of	of
French	french	French
said	said	said
their	their	their
country	countri	country
was	was	wa
headed	head	headed
in	in	in
the	the	the
right	right	right
direction	direct	direction
.	.	.
German	german	German
satisfaction	satisfact	satisfaction
levels	level	level
stood	stood	stood
at	at	at
32	32	32
percent	percent	percent
in	in	in
March	march	March
.	.	.
Among	among	Among
the	the	the
big	big	big
European	european	European
countries	countri	country
,	,	,
France	franc	France
was	was	wa
the	the	the
most	most	most
politically	polit	politically
polarized	polar	polarized
,	,	,
with	with	with
just	just	just
51	51	51
percent	percent	percent
of	of	of
respondents	respond	respondent
describing	describ	describing
themselves	themselv	themselves
as	as	a
centrist	centrist	centrist
.	.	.
Some	some	Some
24	24	24
percent	percent	percent
identified	identifi	identified
as	as	a
left	left	left
or	or	or
extreme	extrem	extreme
left	left	left
,	,	,
while	while	while
25	25	25
percent	percent	percent
described	describ	described
themselves	themselv	themselves
as	as	a
right	right	right
or	or	or
extreme	extrem	extreme
right	right	right
.	.	.
In	in	In
Germany	germani	Germany
,	,	,
just	just	just
13	13	13
percent	percent	percent
of	of	of
respondents	respond	respondent
described	describ	described
themselves	themselv	themselves
as	as	a
left	left	left
or	or	or
extreme	extrem	extreme
left	left	left
,	,	,
and	and	and
only	onli	only
7	7	7
percent	percent	percent
as	as	a
right	right	right
or	or	or
extreme	extrem	extreme
right	right	right
.	.	.
The	the	The
Bertelsmann	bertelsmann	Bertelsmann
survey	survey	survey
was	was	wa
conducted	conduct	conducted
in	in	in
July	juli	July
and	and	and
based	base	based
on	on	on
interviews	interview	interview
with	with	with
10	10	10
,	,	,
755	755	755
Europeans	european	Europeans
in	in	in
all	all	all
EU	eu	EU
member	member	member
states	state	state
.	.	.
