NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
narrowed	narrow	narrowed
his	his	his
deficit	deficit	deficit
to	to	to
Democratic	democrat	Democratic
rival	rival	rival
Hillary	hillari	Hillary
Clinton	clinton	Clinton
to	to	to
7	7	7
percentage	percentag	percentage
points	point	point
from	from	from
15	15	15
points	point	point
late	late	late
last	last	last
week	week	week
,	,	,
according	accord	according
to	to	to
a	a	a
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
released	releas	released
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
Polling	poll	Polling
was	was	wa
under	under	under
way	way	way
on	on	on
Tuesday	tuesday	Tuesday
at	at	at
the	the	the
Republican	republican	Republican
National	nation	National
Convention	convent	Convention
in	in	in
Cleveland	cleveland	Cleveland
to	to	to
officially	offici	officially
nominate	nomin	nominate
Trump	trump	Trump
as	as	a
the	the	the
party	parti	party
s	s	s
candidate	candid	candidate
for	for	for
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
presidential	presidenti	presidential
election	elect	election
.	.	.
Clinton	clinton	Clinton
is	is	is
due	due	due
to	to	to
be	be	be
officially	offici	officially
nominated	nomin	nominated
at	at	at
the	the	the
Democratic	democrat	Democratic
convention	convent	convention
in	in	in
Philadelphia	philadelphia	Philadelphia
next	next	next
week	week	week
.	.	.
Forty	forti	Forty
-three	-three	-three
percent	percent	percent
of	of	of
likely	like	likely
voters	voter	voter
supported	support	supported
Clinton	clinton	Clinton
in	in	in
the	the	the
July	juli	July
15	15	15
-19	-19	-19
poll	poll	poll
,	,	,
while	while	while
36	36	36
percent	percent	percent
supported	support	supported
Trump	trump	Trump
.	.	.
The	the	The
poll	poll	poll
included	includ	included
1	1	1
,	,	,
069	069	069
voters	voter	voter
and	and	and
had	had	had
a	a	a
credibility	credibl	credibility
interval	interv	interval
,	,	,
a	a	a
measure	measur	measure
of	of	of
accuracy	accuraci	accuracy
,	,	,
of	of	of
3	3	3
percentage	percentag	percentage
points	point	point
.	.	.
The	the	The
previous	previous	previous
poll	poll	poll
,	,	,
in	in	in
which	which	which
Trump	trump	Trump
trailed	trail	trailed
Clinton	clinton	Clinton
by	by	by
15	15	15
percentage	percentag	percentage
points	point	point
,	,	,
covered	cover	covered
the	the	the
five	five	five
-day	-day	-day
period	period	period
that	that	that
ended	end	ended
July	juli	July
14	14	14
.	.	.
Trump	trump	Trump
s	s	s
rise	rise	rise
appeared	appear	appeared
partly	part	partly
fueled	fuel	fueled
by	by	by
a	a	a
decline	declin	decline
in	in	in
the	the	the
number	number	number
of	of	of
voters	voter	voter
who	who	who
remained	remain	remained
on	on	on
the	the	the
sidelines	sidelin	sideline
.	.	.
The	the	The
percentage	percentag	percentage
of	of	of
voters	voter	voter
who	who	who
supported	support	supported
neither	neither	neither
candidate	candid	candidate
dropped	drop	dropped
to	to	to
12	12	12
percent	percent	percent
in	in	in
the	the	the
July	juli	July
15	15	15
-19	-19	-19
poll	poll	poll
from	from	from
15	15	15
percent	percent	percent
in	in	in
the	the	the
July	juli	July
10	10	10
-14	-14	-14
poll	poll	poll
.	.	.
Clinton	clinton	Clinton
has	has	ha
led	led	led
in	in	in
the	the	the
poll	poll	poll
most	most	most
of	of	of
the	the	the
year	year	year
.	.	.
The	the	The
last	last	last
time	time	time
that	that	that
Trump	trump	Trump
matched	match	matched
Clinton	clinton	Clinton
s	s	s
level	level	level
of	of	of
support	support	support
was	was	wa
in	in	in
mid	mid	mid
-May	-may	-May
,	,	,
after	after	after
his	his	his
remaining	remain	remaining
rivals	rival	rival
for	for	for
the	the	the
Republican	republican	Republican
nomination	nomin	nomination
dropped	drop	dropped
out	out	out
and	and	and
many	mani	many
Republican	republican	Republican
leaders	leader	leader
started	start	started
to	to	to
openly	open	openly
support	support	support
his	his	his
bid	bid	bid
for	for	for
the	the	the
White	white	White
House	hous	House
.	.	.
This	this	This
week	week	week
s	s	s
Republican	republican	Republican
convention	convent	convention
provides	provid	provides
another	anoth	another
opportunity	opportun	opportunity
for	for	for
party	parti	party
leaders	leader	leader
to	to	to
publicly	public	publicly
embrace	embrac	embrace
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
.	.	.
Presidential	presidenti	Presidential
nominees	nomine	nominee
typically	typic	typically
see	see	see
a	a	a
boost	boost	boost
in	in	in
voter	voter	voter
support	support	support
following	follow	following
their	their	their
party	parti	party
conventions	convent	convention
.	.	.
In	in	In
2012	2012	2012
,	,	,
Republican	republican	Republican
nominee	nomine	nominee
Mitt	mitt	Mitt
Romney	romney	Romney
jumped	jump	jumped
by	by	by
about	about	about
5	5	5
percentage	percentag	percentage
points	point	point
in	in	in
the	the	the
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
following	follow	following
the	the	the
Republican	republican	Republican
convention	convent	convention
.	.	.
This	this	This
year	year	year
,	,	,
however	howev	however
,	,	,
Republican	republican	Republican
leaders	leader	leader
have	have	have
struggled	struggl	struggled
to	to	to
give	give	give
a	a	a
full	full	full
-throated	-throat	-throated
endorsement	endors	endorsement
of	of	of
Trump	trump	Trump
s	s	s
America	america	America
First	first	First
campaign	campaign	campaign
over	over	over
his	his	his
hard	hard	hard
line	line	line
on	on	on
immigration	immigr	immigration
and	and	and
trade	trade	trade
,	,	,
and	and	and
his	his	his
fiery	fieri	fiery
rhetoric	rhetor	rhetoric
that	that	that
some	some	some
have	have	have
called	call	called
bigoted	bigot	bigoted
.	.	.
Many	mani	Many
Republican	republican	Republican
elders	elder	elder
,	,	,
including	includ	including
both	both	both
former	former	former
presidents	presid	president
Bush	bush	Bush
and	and	and
the	the	the
last	last	last
two	two	two
presidential	presidenti	presidential
nominees	nomine	nominee
,	,	,
Romney	romney	Romney
and	and	and
John	john	John
McCain	mccain	McCain
,	,	,
are	are	are
staying	stay	staying
away	away	away
from	from	from
Cleveland	cleveland	Cleveland
.	.	.
The	the	The
convention	convent	convention
also	also	also
has	has	ha
been	been	been
marred	mar	marred
by	by	by
protests	protest	protest
from	from	from
anti	anti	anti
-Trump	-trump	-Trump
delegates	deleg	delegate
and	and	and
a	a	a
controversy	controversi	controversy
over	over	over
a	a	a
speech	speech	speech
by	by	by
Trump	trump	Trump
s	s	s
wife	wife	wife
,	,	,
Melania	melania	Melania
,	,	,
that	that	that
included	includ	included
a	a	a
section	section	section
that	that	that
was	was	wa
strikingly	strike	strikingly
similar	similar	similar
to	to	to
a	a	a
portion	portion	portion
of	of	of
the	the	the
speech	speech	speech
given	given	given
by	by	by
Michelle	michell	Michelle
Obama	obama	Obama
at	at	at
the	the	the
Democratic	democrat	Democratic
convention	convent	convention
in	in	in
2008	2008	2008
when	when	when
her	her	her
husband	husband	husband
,	,	,
Barack	barack	Barack
Obama	obama	Obama
,	,	,
was	was	wa
seeking	seek	seeking
his	his	his
first	first	first
term	term	term
as	as	a
president	presid	president
.	.	.
