Reuters	reuter	Reuters
-	-	-
A	a	A
federal	feder	federal
judge	judg	judge
on	on	on
Tuesday	tuesday	Tuesday
blocked	block	blocked
Kansas	kansa	Kansas
Governor	governor	Governor
Sam	sam	Sam
Brownback	brownback	Brownback
s	s	s
efforts	effort	effort
to	to	to
remove	remov	remove
Planned	plan	Planned
Parenthood	parenthood	Parenthood
,	,	,
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
women	women	woman
s	s	s
healthcare	healthcar	healthcare
and	and	and
abortion	abort	abortion
provider	provid	provider
,	,	,
from	from	from
a	a	a
government	govern	government
health	health	health
insurance	insur	insurance
program	program	program
for	for	for
the	the	the
poor	poor	poor
in	in	in
the	the	the
state	state	state
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Judge	judg	Judge
Julie	juli	Julie
Robinson	robinson	Robinson
issued	issu	issued
the	the	the
54	54	54
-page	-page	-page
order	order	order
for	for	for
a	a	a
temporary	temporari	temporary
restraining	restrain	restraining
order	order	order
and	and	and
preliminary	preliminari	preliminary
injunction	injunct	injunction
,	,	,
ruling	rule	ruling
the	the	the
state	state	state
could	could	could
not	not	not
cancel	cancel	cancel
Medicaid	medicaid	Medicaid
provider	provid	provider
agreements	agreement	agreement
with	with	with
Planned	plan	Planned
Parenthood	parenthood	Parenthood
of	of	of
Kansas	kansa	Kansas
and	and	and
Mid	mid	Mid
-Missouri	-missouri	-Missouri
,	,	,
or	or	or
PPKM	ppkm	PPKM
,	,	,
and	and	and
Planned	plan	Planned
Parenthood	parenthood	Parenthood
of	of	of
the	the	the
St	st	St
.	.	.
Louis	loui	Louis
Region	region	Region
and	and	and
Southwest	southwest	Southwest
Missouri	missouri	Missouri
,	,	,
or	or	or
PPSLR	ppslr	PPSLR
.	.	.
It	it	It
is	is	is
uncontroverted	uncontrovert	uncontroverted
that	that	that
PPKM	ppkm	PPKM
and	and	and
PPSLR	ppslr	PPSLR
serve	serv	serve
hundreds	hundr	hundred
of	of	of
underprivileged	underprivileg	underprivileged
women	women	woman
in	in	in
the	the	the
State	state	State
of	of	of
Kansas	kansa	Kansas
,	,	,
Robinson	robinson	Robinson
said	said	said
in	in	in
the	the	the
order	order	order
.	.	.
It	it	It
is	is	is
in	in	in
the	the	the
public	public	public
interest	interest	interest
to	to	to
allow	allow	allow
these	these	these
individuals	individu	individual
to	to	to
be	be	be
treated	treat	treated
by	by	by
the	the	the
qualified	qualifi	qualified
provider	provid	provider
of	of	of
their	their	their
choice	choic	choice
,	,	,
and	and	and
to	to	to
have	have	have
that	that	that
provider	provid	provider
reimbursed	reimburs	reimbursed
under	under	under
Medicaid	medicaid	Medicaid
pending	pend	pending
a	a	a
trial	trial	trial
on	on	on
the	the	the
merits	merit	merit
in	in	in
this	this	this
case	case	case
.	.	.
The	the	The
Republican	republican	Republican
governor	governor	governor
ordered	order	ordered
state	state	state
officials	offici	official
to	to	to
cut	cut	cut
off	off	off
funding	fund	funding
for	for	for
Planned	plan	Planned
Parenthood	parenthood	Parenthood
and	and	and
its	it	it
affiliates	affili	affiliate
through	through	through
the	the	the
state	state	state
Medicaid	medicaid	Medicaid
program	program	program
in	in	in
January	januari	January
,	,	,
saying	say	saying
the	the	the
state	state	state
would	would	would
not	not	not
fund	fund	fund
an	an	an
industry	industri	industry
that	that	that
disrespected	disrespect	disrespected
life	life	life
.	.	.
A	a	A
spokeswoman	spokeswoman	spokeswoman
for	for	for
Brownback	brownback	Brownback
said	said	said
in	in	in
a	a	a
statement	statement	statement
on	on	on
Tuesday	tuesday	Tuesday
The	the	The
governor	governor	governor
will	will	will
continue	continu	continue
the	the	the
fight	fight	fight
to	to	to
make	make	make
Kansas	kansa	Kansas
a	a	a
pro	pro	pro
-life	-life	-life
state	state	state
.	.	.
We	we	We
will	will	will
review	review	review
today	today	today
s	s	s
preliminary	preliminari	preliminary
ruling	rule	ruling
and	and	and
move	move	move
forward	forward	forward
with	with	with
the	the	the
litigation	litig	litigation
.	.	.
The	the	The
state	state	state
sought	sought	sought
to	to	to
cut	cut	cut
funding	fund	funding
after	after	after
the	the	the
release	releas	release
of	of	of
videos	video	video
secretly	secret	secretly
recorded	record	recorded
by	by	by
an	an	an
anti	anti	anti
-abortion	-abort	-abortion
group	group	group
that	that	that
activists	activist	activist
said	said	said
showed	show	showed
that	that	that
Planned	plan	Planned
Parenthood	parenthood	Parenthood
officials	offici	official
in	in	in
some	some	some
states	state	state
had	had	had
discussed	discuss	discussed
the	the	the
sale	sale	sale
of	of	of
aborted	abort	aborted
fetal	fetal	fetal
tissue	tissu	tissue
.	.	.
Neither	neither	Neither
of	of	of
the	the	the
Planned	plan	Planned
Parenthood	parenthood	Parenthood
affiliates	affili	affiliate
involved	involv	involved
in	in	in
the	the	the
case	case	case
participates	particip	participates
in	in	in
fetal	fetal	fetal
tissue	tissu	tissue
donation	donat	donation
or	or	or
sale	sale	sale
,	,	,
court	court	court
records	record	record
show	show	show
.	.	.
We	we	We
are	are	are
thrilled	thrill	thrilled
with	with	with
the	the	the
judge	judg	judge
s	s	s
ruling	rule	ruling
.	.	.
We	we	We
felt	felt	felt
strongly	strong	strongly
that	that	that
we	we	we
were	were	were
going	go	going
into	into	into
this	this	this
on	on	on
the	the	the
right	right	right
side	side	side
of	of	of
the	the	the
law	law	law
,	,	,
said	said	said
Laura	laura	Laura
McQuade	mcquad	McQuade
,	,	,
chief	chief	chief
executive	execut	executive
of	of	of
Planned	plan	Planned
Parenthood	parenthood	Parenthood
Great	great	Great
Plains	plain	Plains
,	,	,
formerly	former	formerly
Planned	plan	Planned
Parenthood	parenthood	Parenthood
of	of	of
Kansas	kansa	Kansas
and	and	and
Mid	mid	Mid
-Missouri	-missouri	-Missouri
.	.	.
The	the	The
two	two	two
organizations	organ	organization
,	,	,
along	along	along
with	with	with
three	three	three
of	of	of
their	their	their
patients	patient	patient
who	who	who
are	are	are
on	on	on
Medicaid	medicaid	Medicaid
,	,	,
sued	su	sued
the	the	the
state	state	state
in	in	in
May	may	May
,	,	,
arguing	argu	arguing
Brownback	brownback	Brownback
s	s	s
order	order	order
would	would	would
break	break	break
federal	feder	federal
law	law	law
and	and	and
violate	violat	violate
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Constitution	constitut	Constitution
.	.	.
Planned	plan	Planned
Parenthood	parenthood	Parenthood
has	has	ha
denied	deni	denied
taking	take	taking
any	ani	any
illegal	illeg	illegal
payments	payment	payment
,	,	,
calling	call	calling
the	the	the
videos	video	video
distortions	distort	distortion
of	of	of
fetal	fetal	fetal
-tissue	-tissu	-tissue
donations	donat	donation
.	.	.
The	the	The
organization	organ	organization
has	has	ha
said	said	said
it	it	it
has	has	ha
received	receiv	received
only	onli	only
reimbursements	reimburs	reimbursement
for	for	for
its	it	it
costs	cost	cost
,	,	,
which	which	which
are	are	are
legal	legal	legal
under	under	under
U	u	U
.	.	.
S	s	S
.	.	.
law	law	law
.	.	.
Planned	plan	Planned
Parenthood	parenthood	Parenthood
said	said	said
in	in	in
May	may	May
that	that	that
at	at	at
least	least	least
two	two	two
dozen	dozen	dozen
states	state	state
had	had	had
cut	cut	cut
or	or	or
tried	tri	tried
to	to	to
slash	slash	slash
funding	fund	funding
to	to	to
its	it	it
clinics	clinic	clinic
since	sinc	since
the	the	the
mid	mid	mid
-2015	-2015	-2015
release	releas	release
of	of	of
the	the	the
undercover	undercov	undercover
videos	video	video
.	.	.
