Reuters	reuter	Reuters
-	-	-
A	a	A
federal	feder	federal
judge	judg	judge
in	in	in
Alabama	alabama	Alabama
has	has	ha
issued	issu	issued
a	a	a
permanent	perman	permanent
injunction	injunct	injunction
barring	bar	barring
state	state	state
officials	offici	official
from	from	from
denying	deni	denying
same	same	same
-sex	-sex	-sex
couples	coupl	couple
the	the	the
right	right	right
to	to	to
marry	marri	marry
in	in	in
that	that	that
state	state	state
,	,	,
according	accord	according
to	to	to
court	court	court
documents	document	document
made	made	made
public	public	public
on	on	on
Wednesday	wednesday	Wednesday
.	.	.

The	the	The
order	order	order
,	,	,
filed	file	filed
on	on	on
Tuesday	tuesday	Tuesday
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Judge	judg	Judge
Callie	calli	Callie
Granade	granad	Granade
,	,	,
came	came	came
in	in	in
response	respons	response
to	to	to
a	a	a
2014	2014	2014
lawsuit	lawsuit	lawsuit
challenging	challeng	challenging
Alabama	alabama	Alabama
s	s	s
ban	ban	ban
on	on	on
same	same	same
-sex	-sex	-sex
marriage	marriag	marriage
,	,	,
finalizing	final	finalizing
a	a	a
decision	decis	decision
Granade	granad	Granade
made	made	made
in	in	in
early	earli	early
2015	2015	2015
that	that	that
the	the	the
state	state	state
law	law	law
was	was	wa
unconstitutional	unconstitut	unconstitutional
.	.	.

The	the	The
legality	legal	legality
of	of	of
gay	gay	gay
marriage	marriag	marriage
was	was	wa
at	at	at
the	the	the
center	center	center
of	of	of
a	a	a
national	nation	national
debate	debat	debate
until	until	until
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
ruled	rule	ruled
in	in	in
June	june	June
2015	2015	2015
that	that	that
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Constitution	constitut	Constitution
provided	provid	provided
same	same	same
-sex	-sex	-sex
couples	coupl	couple
the	the	the
right	right	right
to	to	to
marry	marri	marry
.	.	.

Despite	despit	Despite
that	that	that
order	order	order
,	,	,
Alabama	alabama	Alabama
officials	offici	official
continued	continu	continued
to	to	to
resist	resist	resist
the	the	the
change	chang	change
in	in	in
the	the	the
law	law	law
.	.	.

Last	last	Last
month	month	month
,	,	,
Alabama	alabama	Alabama
Supreme	suprem	Supreme
Court	court	Court
Chief	chief	Chief
Justice	justic	Justice
Roy	roy	Roy
Moore	moor	Moore
was	was	wa
suspended	suspend	suspended
for	for	for
issuing	issu	issuing
an	an	an
administrative	administr	administrative
order	order	order
to	to	to
state	state	state
probate	probat	probate
judges	judg	judge
that	that	that
they	they	they
should	should	should
not	not	not
issue	issu	issue
marriage	marriag	marriage
licenses	licens	license
to	to	to
same	same	same
-sex	-sex	-sex
couples	coupl	couple
.	.	.

In	in	In
March	march	March
,	,	,
the	the	the
Alabama	alabama	Alabama
Supreme	suprem	Supreme
Court	court	Court
dismissed	dismiss	dismissed
petitions	petit	petition
by	by	by
opponents	oppon	opponent
of	of	of
same	same	same
-sex	-sex	-sex
marriage	marriag	marriage
asking	ask	asking
to	to	to
reinstate	reinstat	reinstate
the	the	the
ban	ban	ban
on	on	on
those	those	those
unions	union	union
but	but	but
refused	refus	refused
to	to	to
vacate	vacat	vacate
or	or	or
withdraw	withdraw	withdraw
its	it	it
own	own	own
March	march	March
2015	2015	2015
ruling	rule	ruling
in	in	in
favor	favor	favor
of	of	of
the	the	the
same	same	same
-sex	-sex	-sex
marriage	marriag	marriage
ban	ban	ban
,	,	,
made	made	made
just	just	just
months	month	month
before	befor	before
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
ruling	rule	ruling
.	.	.

This	this	This
brings	bring	brings
a	a	a
finality	final	finality
by	by	by
permanently	perman	permanently
prohibiting	prohibit	prohibiting
Alabama	alabama	Alabama
from	from	from
enforcing	enforc	enforcing
its	it	it
marriage	marriag	marriage
laws	law	law
which	which	which
are	are	are
discriminating	discrimin	discriminating
against	against	against
gay	gay	gay
couples	coupl	couple
,	,	,
said	said	said
Susan	susan	Susan
Watson	watson	Watson
,	,	,
executive	execut	executive
director	director	director
of	of	of
the	the	the
ACLU	aclu	ACLU
of	of	of
Alabama	alabama	Alabama
.	.	.

Given	given	Given
Alabama	alabama	Alabama
s	s	s
fierce	fierc	fierce
resistance	resist	resistance
,	,	,
this	this	this
permanent	perman	permanent
relief	relief	relief
was	was	wa
required	requir	required
to	to	to
ensure	ensur	ensure
marriage	marriag	marriage
equality	equal	equality
in	in	in
the	the	the
state	state	state
.	.	.
Officials	offici	Officials
from	from	from
the	the	the
office	offic	office
of	of	of
Alabama	alabama	Alabama
Attorney	attorney	Attorney
General	general	General
Luther	luther	Luther
Strange	strang	Strange
,	,	,
who	who	who
is	is	is
named	name	named
in	in	in
the	the	the
lawsuit	lawsuit	lawsuit
,	,	,
could	could	could
not	not	not
be	be	be
reached	reach	reached
for	for	for
comment	comment	comment
on	on	on
Wednesday	wednesday	Wednesday
.	.	.

Strange	strang	Strange
s	s	s
attorneys	attorney	attorney
had	had	had
asked	ask	asked
for	for	for
the	the	the
lawsuit	lawsuit	lawsuit
to	to	to
be	be	be
dismissed	dismiss	dismissed
because	becaus	because
the	the	the
state	state	state
was	was	wa
currently	current	currently
complying	compli	complying
with	with	with
the	the	the
federal	feder	federal
law	law	law
.	.	.

But	but	But
Granade	granad	Granade
said	said	said
in	in	in
her	her	her
ruling	rule	ruling
that	that	that
promising	promis	promising
to	to	to
sin	sin	sin
no	no	no
more	more	more
did	did	did
not	not	not
render	render	render
a	a	a
permanent	perman	permanent
injunction	injunct	injunction
unnecessary	unnecessari	unnecessary
.	.	.

The	the	The
actions	action	action
of	of	of
the	the	the
suspended	suspend	suspended
chief	chief	chief
justice	justic	justice
and	and	and
other	other	other
officials	offici	official
suggested	suggest	suggested
that	that	that
other	other	other
attempts	attempt	attempt
may	may	may
be	be	be
made	made	made
to	to	to
undermine	undermin	undermine
the	the	the
constitutional	constitut	constitutional
right	right	right
of	of	of
same	same	same
-sex	-sex	-sex
couples	coupl	couple
to	to	to
marry	marri	marry
,	,	,
she	she	she
wrote	wrote	wrote
.	.	.

It	it	It
cannot	cannot	cannot
be	be	be
said	said	said
with	with	with
assurance	assur	assurance
that	that	that
there	there	there
is	is	is
no	no	no
reasonable	reason	reasonable
expectation	expect	expectation
that	that	that
Alabama	alabama	Alabama
s	s	s
unconstitutional	unconstitut	unconstitutional
marriage	marriag	marriage
laws	law	law
will	will	will
not	not	not
again	again	again
be	be	be
enforced	enforc	enforced
,	,	,
the	the	the
order	order	order
said	said	said
.	.	.

