LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Britain	britain	Britain
will	will	will
not	not	not
resolve	resolv	resolve
the	the	the
question	question	question
of	of	of
the	the	the
Irish	irish	Irish
border	border	border
after	after	after
Brexit	brexit	Brexit
until	until	until
it	it	it
has	has	ha
also	also	also
agreed	agre	agreed
the	the	the
outline	outlin	outline
of	of	of
a	a	a
trade	trade	trade
deal	deal	deal
with	with	with
the	the	the
European	european	European
Union	union	Union
,	,	,
the	the	the
country	countri	country
s	s	s
International	intern	International
Trade	trade	Trade
Minister	minist	Minister
Liam	liam	Liam
Fox	fox	Fox
said	said	said
on	on	on
Sunday	sunday	Sunday
.	.	.
The	the	The
EU	eu	EU
has	has	ha
said	said	said
sufficient	suffici	sufficient
progress	progress	progress
needs	need	need
to	to	to
be	be	be
made	made	made
on	on	on
the	the	the
border	border	border
between	between	between
the	the	the
Republic	republ	Republic
and	and	and
Northern	northern	Northern
Ireland	ireland	Ireland
,	,	,
along	along	along
with	with	with
two	two	two
other	other	other
key	key	key
issues	issu	issue
,	,	,
before	befor	before
EU	eu	EU
leaders	leader	leader
meeting	meet	meeting
at	at	at
a	a	a
summit	summit	summit
on	on	on
Dec	dec	Dec
.	.	.
14	14	14
-15	-15	-15
can	can	can
approve	approv	approve
the	the	the
opening	open	opening
of	of	of
trade	trade	trade
talks	talk	talk
next	next	next
year	year	year
.	.	.
However	howev	However
,	,	,
Fox	fox	Fox
said	said	said
it	it	it
would	would	would
be	be	be
very	veri	very
difficult	difficult	difficult
to	to	to
address	address	address
the	the	the
issue	issu	issue
of	of	of
the	the	the
border	border	border
while	while	while
Britain	britain	Britain
s	s	s
relationship	relationship	relationship
with	with	with
the	the	the
EU	eu	EU
after	after	after
Brexit	brexit	Brexit
remains	remain	remains
unclear	unclear	unclear
.	.	.
We	we	We
don	don	don
t	t	t
want	want	want
there	there	there
to	to	to
be	be	be
a	a	a
hard	hard	hard
border	border	border
but	but	but
the	the	the
United	unit	United
Kingdom	kingdom	Kingdom
is	is	is
going	go	going
to	to	to
be	be	be
leaving	leav	leaving
the	the	the
customs	custom	custom
union	union	union
and	and	and
the	the	the
single	singl	single
market	market	market
,	,	,
he	he	he
told	told	told
Sky	sky	Sky
News	news	News
.	.	.
We	we	We
can	can	can
t	t	t
get	get	get
a	a	a
final	final	final
answer	answer	answer
to	to	to
the	the	the
Irish	irish	Irish
question	question	question
until	until	until
we	we	we
get	get	get
an	an	an
idea	idea	idea
of	of	of
the	the	the
end	end	end
state	state	state
,	,	,
and	and	and
until	until	until
we	we	we
get	get	get
into	into	into
discussions	discuss	discussion
with	with	with
the	the	the
European	european	European
Union	union	Union
on	on	on
the	the	the
end	end	end
state	state	state
that	that	that
will	will	will
be	be	be
very	veri	very
difficult	difficult	difficult
.	.	.
Dublin	dublin	Dublin
wants	want	want
a	a	a
written	written	written
guarantee	guarante	guarantee
that	that	that
there	there	there
will	will	will
be	be	be
no	no	no
hard	hard	hard
border	border	border
between	between	between
the	the	the
Republic	republ	Republic
of	of	of
Ireland	ireland	Ireland
and	and	and
Northern	northern	Northern
Ireland	ireland	Ireland
.	.	.
Earlier	earlier	Earlier
on	on	on
Sunday	sunday	Sunday
Ireland	ireland	Ireland
s	s	s
EU	eu	EU
commissioner	commission	commissioner
said	said	said
Dublin	dublin	Dublin
would	would	would
continue	continu	continue
to	to	to
play	play	play
tough	tough	tough
over	over	over
its	it	it
threat	threat	threat
to	to	to
veto	veto	veto
talks	talk	talk
about	about	about
trade	trade	trade
after	after	after
Brexit	brexit	Brexit
unless	unless	unless
Britain	britain	Britain
provided	provid	provided
guarantees	guarante	guarantee
over	over	over
the	the	the
border	border	border
between	between	between
Northern	northern	Northern
Ireland	ireland	Ireland
and	and	and
the	the	the
Republic	republ	Republic
.	.	.
Phil	phil	Phil
Hogan	hogan	Hogan
,	,	,
the	the	the
EU	eu	EU
s	s	s
agricultural	agricultur	agricultural
commissioner	commission	commissioner
,	,	,
said	said	said
that	that	that
Britain	britain	Britain
,	,	,
or	or	or
Northern	northern	Northern
Ireland	ireland	Ireland
at	at	at
least	least	least
,	,	,
should	should	should
remain	remain	remain
in	in	in
the	the	the
single	singl	single
market	market	market
and	and	and
the	the	the
customs	custom	custom
union	union	union
to	to	to
avoid	avoid	avoid
a	a	a
hard	hard	hard
border	border	border
dividing	divid	dividing
the	the	the
island	island	island
.	.	.
If	if	If
the	the	the
UK	uk	UK
or	or	or
Northern	northern	Northern
Ireland	ireland	Ireland
remained	remain	remained
in	in	in
the	the	the
EU	eu	EU
customs	custom	custom
union	union	union
,	,	,
or	or	or
better	better	better
still	still	still
the	the	the
single	singl	single
market	market	market
,	,	,
there	there	there
would	would	would
be	be	be
no	no	no
border	border	border
issue	issu	issue
,	,	,
he	he	he
told	told	told
the	the	the
Observer	observ	Observer
newspaper	newspap	newspaper
.	.	.
Irish	irish	Irish
and	and	and
EU	eu	EU
officials	offici	official
say	say	say
the	the	the
best	best	best
way	way	way
to	to	to
avoid	avoid	avoid
a	a	a
hard	hard	hard
border	border	border
-	-	-
which	which	which
could	could	could
include	includ	include
passport	passport	passport
and	and	and
customs	custom	custom
controls	control	control
-	-	-
is	is	is
to	to	to
keep	keep	keep
regulations	regul	regulation
the	the	the
same	same	same
north	north	north
and	and	and
south	south	south
,	,	,
but	but	but
the	the	the
Northern	northern	Northern
Irish	irish	Irish
party	parti	party
that	that	that
is	is	is
propping	prop	propping
up	up	up
May	may	May
s	s	s
government	govern	government
will	will	will
oppose	oppos	oppose
any	ani	any
deal	deal	deal
that	that	that
sees	see	see
the	the	the
province	provinc	province
operate	oper	operate
under	under	under
different	differ	different
regulations	regul	regulation
to	to	to
the	the	the
rest	rest	rest
of	of	of
the	the	the
United	unit	United
kingdom	kingdom	kingdom
.	.	.
We	we	We
will	will	will
not	not	not
support	support	support
any	ani	any
arrangements	arrang	arrangement
that	that	that
create	creat	create
barriers	barrier	barrier
to	to	to
trade	trade	trade
between	between	between
Northern	northern	Northern
Ireland	ireland	Ireland
and	and	and
the	the	the
rest	rest	rest
of	of	of
the	the	the
United	unit	United
Kingdom	kingdom	Kingdom
or	or	or
any	ani	any
suggestion	suggest	suggestion
that	that	that
Northern	northern	Northern
Ireland	ireland	Ireland
,	,	,
unlike	unlik	unlike
the	the	the
rest	rest	rest
of	of	of
the	the	the
UK	uk	UK
,	,	,
will	will	will
have	have	have
to	to	to
mirror	mirror	mirror
European	european	European
regulations	regul	regulation
,	,	,
the	the	the
Democratic	democrat	Democratic
Unionist	unionist	Unionist
leader	leader	leader
Arlene	arlen	Arlene
Foster	foster	Foster
said	said	said
on	on	on
Saturday	saturday	Saturday
.	.	.
Ruth	ruth	Ruth
Davidson	davidson	Davidson
,	,	,
leader	leader	leader
of	of	of
the	the	the
Conservatives	conserv	Conservatives
in	in	in
Scotland	scotland	Scotland
,	,	,
said	said	said
on	on	on
Sunday	sunday	Sunday
that	that	that
the	the	the
Irish	irish	Irish
border	border	border
was	was	wa
one	one	one
of	of	of
the	the	the
really	realli	really
difficult	difficult	difficult
bits	bit	bit
of	of	of
the	the	the
negotiations	negoti	negotiation
.	.	.
She	she	She
said	said	said
Britain	britain	Britain
s	s	s
unique	uniqu	unique
future	futur	future
position	posit	position
as	as	a
the	the	the
only	onli	only
country	countri	country
that	that	that
had	had	had
left	left	left
the	the	the
European	european	European
Union	union	Union
meant	meant	meant
its	it	it
did	did	did
not	not	not
need	need	need
an	an	an
off	off	off
-the-shelf	-the-shelf	-the-shelf
solution	solut	solution
,	,	,
although	although	although
she	she	she
did	did	did
not	not	not
specify	specifi	specify
how	how	how
the	the	the
issue	issu	issue
should	should	should
be	be	be
resolved	resolv	resolved
.	.	.
She	she	She
said	said	said
any	ani	any
delay	delay	delay
in	in	in
moving	move	moving
onto	onto	onto
trade	trade	trade
talks	talk	talk
would	would	would
have	have	have
serious	serious	serious
repercussions	repercuss	repercussion
for	for	for
businesses	busi	business
.	.	.
I	i	I
think	think	think
that	that	that
it	it	it
is	is	is
really	realli	really
important	import	important
that	that	that
we	we	we
get	get	get
the	the	the
transitional	transit	transitional
deal	deal	deal
nailed	nail	nailed
down	down	down
;	;	;
that	that	that
s	s	s
not	not	not
for	for	for
government	govern	government
,	,	,
that	that	that
s	s	s
for	for	for
businesses	busi	business
so	so	so
they	they	they
know	know	know
what	what	what
they	they	they
are	are	are
doing	do	doing
next	next	next
year	year	year
and	and	and
they	they	they
are	are	are
able	abl	able
to	to	to
plan	plan	plan
,	,	,
she	she	she
said	said	said
.	.	.
If	if	If
we	we	we
don	don	don
t	t	t
make	make	make
it	it	it
through	through	through
in	in	in
the	the	the
next	next	next
two	two	two
weeks	week	week
to	to	to
move	move	move
onto	onto	onto
that	that	that
next	next	next
phase	phase	phase
,	,	,
then	then	then
we	we	we
are	are	are
rapidly	rapid	rapidly
going	go	going
to	to	to
run	run	run
out	out	out
of	of	of
time	time	time
in	in	in
terms	term	term
of	of	of
getting	get	getting
us	us	u
to	to	to
a	a	a
good	good	good
position	posit	position
at	at	at
the	the	the
time	time	time
that	that	that
transitional	transit	transitional
deal	deal	deal
is	is	is
supposed	suppos	supposed
to	to	to
take	take	take
place	place	place
.	.	.
