BERLIN	berlin	BERLIN
Reuters	reuter	Reuters
-	-	-
Members	member	Members
of	of	of
Germany	germani	Germany
s	s	s
Social	social	Social
Democrats	democrat	Democrats
SPD	spd	SPD
and	and	and
Chancellor	chancellor	Chancellor
Angela	angela	Angela
Merkel	merkel	Merkel
s	s	s
conservatives	conserv	conservative
argued	argu	argued
on	on	on
Wednesday	wednesday	Wednesday
about	about	about
repatriating	repatri	repatriating
Syrian	syrian	Syrian
refugees	refuge	refugee
accused	accus	accused
of	of	of
crimes	crime	crime
,	,	,
a	a	a
potential	potenti	potential
foretaste	foretast	foretaste
of	of	of
coalition	coalit	coalition
negotiations	negoti	negotiation
on	on	on
immigration	immigr	immigration
.	.	.
Migration	migrat	Migration
will	will	will
be	be	be
a	a	a
key	key	key
issue	issu	issue
in	in	in
coalition	coalit	coalition
talks	talk	talk
after	after	after
an	an	an
influx	influx	influx
of	of	of
more	more	more
than	than	than
a	a	a
million	million	million
migrants	migrant	migrant
since	sinc	since
mid	mid	mid
-2015	-2015	-2015
hurt	hurt	hurt
both	both	both
the	the	the
two	two	two
major	major	major
German	german	German
parties	parti	party
in	in	in
the	the	the
September	septemb	September
election	elect	election
and	and	and
helped	help	helped
the	the	the
anti	anti	anti
-immigration	-immigr	-immigration
Alternative	altern	Alternative
for	for	for
Germany	germani	Germany
AfD	afd	AfD
.	.	.
The	the	The
SPD	spd	SPD
criticized	critic	criticized
a	a	a
proposal	propos	proposal
by	by	by
conservative	conserv	conservative
politicians	politician	politician
to	to	to
deport	deport	deport
Syrian	syrian	Syrian
refugees	refuge	refugee
who	who	who
commit	commit	commit
crimes	crime	crime
,	,	,
accusing	accus	accusing
the	the	the
conservative	conserv	conservative
party	parti	party
of	of	of
moving	move	moving
to	to	to
the	the	the
right	right	right
,	,	,
RND	rnd	RND
newspaper	newspap	newspaper
group	group	group
reported	report	reported
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
Earlier	earlier	Earlier
this	this	this
month	month	month
,	,	,
the	the	the
AfD	afd	AfD
called	call	called
for	for	for
the	the	the
repatriation	repatri	repatriation
of	of	of
all	all	all
the	the	the
half	half	half
a	a	a
million	million	million
Syrian	syrian	Syrian
refugees	refuge	refugee
living	live	living
in	in	in
Germany	germani	Germany
,	,	,
saying	say	saying
the	the	the
war	war	war
there	there	there
was	was	wa
nearly	near	nearly
over	over	over
.	.	.
The	the	The
conservative	conserv	conservative
interior	interior	interior
minister	minist	minister
of	of	of
Saxony	saxoni	Saxony
state	state	state
,	,	,
Markus	markus	Markus
Ulbig	ulbig	Ulbig
,	,	,
proposed	propos	proposed
deporting	deport	deporting
Syrian	syrian	Syrian
refugees	refuge	refugee
who	who	who
commit	commit	commit
offences	offenc	offence
after	after	after
evaluating	evalu	evaluating
the	the	the
security	secur	security
situation	situat	situation
in	in	in
their	their	their
home	home	home
country	countri	country
,	,	,
RND	rnd	RND
reported	report	reported
earlier	earlier	earlier
.	.	.
Ulbig	ulbig	Ulbig
s	s	s
proposal	propos	proposal
,	,	,
was	was	wa
supported	support	supported
by	by	by
other	other	other
regional	region	regional
interior	interior	interior
ministers	minist	minister
who	who	who
will	will	will
meet	meet	meet
next	next	next
week	week	week
to	to	to
discuss	discuss	discus
whether	whether	whether
the	the	the
situation	situat	situation
in	in	in
Syria	syria	Syria
merits	merit	merit
a	a	a
new	new	new
status	status	status
in	in	in
order	order	order
to	to	to
consider	consid	consider
sending	send	sending
Syrians	syrian	Syrians
back	back	back
,	,	,
starting	start	starting
from	from	from
the	the	the
end	end	end
of	of	of
June	june	June
2018	2018	2018
.	.	.
We	we	We
have	have	have
always	alway	always
said	said	said
we	we	we
want	want	want
to	to	to
respond	respond	respond
to	to	to
the	the	the
developments	develop	development
in	in	in
Syria	syria	Syria
,	,	,
said	said	said
the	the	the
spokesman	spokesman	spokesman
of	of	of
the	the	the
head	head	head
of	of	of
Christian	christian	Christian
Democrats	democrat	Democrats
in	in	in
Mecklenburg	mecklenburg	Mecklenburg
-Western	-western	-Western
Pomerania	pomerania	Pomerania
.	.	.
Now	now	Now
we	we	we
have	have	have
to	to	to
ensure	ensur	ensure
in	in	in
the	the	the
medium	medium	medium
term	term	term
that	that	that
people	peopl	people
return	return	return
to	to	to
their	their	their
homeland	homeland	homeland
.	.	.
The	the	The
SPD	spd	SPD
said	said	said
a	a	a
halt	halt	halt
to	to	to
deportations	deport	deportation
for	for	for
Syrian	syrian	Syrian
asylum	asylum	asylum
seekers	seeker	seeker
should	should	should
be	be	be
extended	extend	extended
at	at	at
least	least	least
until	until	until
the	the	the
end	end	end
of	of	of
2018	2018	2018
.	.	.
Now	now	Now
thinking	think	thinking
about	about	about
sending	send	sending
people	peopl	people
to	to	to
this	this	this
country	countri	country
as	as	a
quickly	quick	quickly
as	as	a
possible	possibl	possible
-	-	-
as	as	a
the	the	the
conservatives	conserv	conservative
proposed	propos	proposed
-	-	-
is	is	is
cynical	cynic	cynical
and	and	and
inhuman	inhuman	inhuman
,	,	,
said	said	said
Eva	eva	Eva
Hoegl	hoegl	Hoegl
,	,	,
a	a	a
senior	senior	senior
SPD	spd	SPD
politician	politician	politician
.	.	.
A	a	A
spokeswoman	spokeswoman	spokeswoman
for	for	for
the	the	the
Foreign	foreign	Foreign
Ministry	ministri	Ministry
,	,	,
which	which	which
is	is	is
led	led	led
by	by	by
SPD	spd	SPD
politician	politician	politician
Sigmar	sigmar	Sigmar
Gabriel	gabriel	Gabriel
,	,	,
noted	note	noted
that	that	that
the	the	the
conflict	conflict	conflict
was	was	wa
still	still	still
ongoing	ongo	ongoing
,	,	,
suggesting	suggest	suggesting
that	that	that
it	it	it
was	was	wa
premature	prematur	premature
to	to	to
talk	talk	talk
about	about	about
a	a	a
new	new	new
security	secur	security
assessment	assess	assessment
for	for	for
the	the	the
country	countri	country
.	.	.
Hundreds	hundr	Hundreds
of	of	of
thousands	thousand	thousand
of	of	of
people	peopl	people
have	have	have
been	been	been
killed	kill	killed
and	and	and
more	more	more
than	than	than
11	11	11
million	million	million
driven	driven	driven
from	from	from
their	their	their
homes	home	home
in	in	in
Syria	syria	Syria
s	s	s
civil	civil	civil
war	war	war
,	,	,
now	now	now
in	in	in
its	it	it
seventh	seventh	seventh
year	year	year
.	.	.
The	the	The
situation	situat	situation
on	on	on
the	the	the
ground	ground	ground
has	has	ha
changed	chang	changed
in	in	in
the	the	the
last	last	last
two	two	two
years	year	year
since	sinc	since
Russia	russia	Russia
joined	join	joined
the	the	the
war	war	war
on	on	on
the	the	the
side	side	side
of	of	of
the	the	the
government	govern	government
,	,	,
helping	help	helping
it	it	it
recapture	recaptur	recapture
most	most	most
rebel	rebel	rebel
-held	-held	-held
territory	territori	territory
.	.	.
