BRUSSELS	brussel	BRUSSELS
Reuters	reuter	Reuters
-	-	-
The	the	The
collapse	collaps	collapse
of	of	of
German	german	German
Chancellor	chancellor	Chancellor
Angela	angela	Angela
Merkel	merkel	Merkel
s	s	s
talks	talk	talk
to	to	to
form	form	form
a	a	a
three	three	three
-way	-way	-way
coalition	coalit	coalition
government	govern	government
is	is	is
bad	bad	bad
news	news	news
for	for	for
Europe	europ	Europe
given	given	given
the	the	the
leading	lead	leading
role	role	role
of	of	of
the	the	the
European	european	European
Union	union	Union
s	s	s
biggest	biggest	biggest
member	member	member
state	state	state
,	,	,
the	the	the
Dutch	dutch	Dutch
foreign	foreign	foreign
minister	minist	minister
said	said	said
on	on	on
Monday	monday	Monday
.	.	.
Germany	germani	Germany
s	s	s
political	polit	political
crisis	crisi	crisis
was	was	wa
weighing	weigh	weighing
on	on	on
the	the	the
euro	euro	euro
and	and	and
European	european	European
shares	share	share
after	after	after
the	the	the
pro	pro	pro
-business	-busi	-business
Free	free	Free
Democrats	democrat	Democrats
FDP	fdp	FDP
unexpectedly	unexpect	unexpectedly
pulled	pull	pulled
out	out	out
on	on	on
Sunday	sunday	Sunday
from	from	from
weeks	week	week
of	of	of
talks	talk	talk
with	with	with
Merkel	merkel	Merkel
s	s	s
conservatives	conserv	conservative
and	and	and
the	the	the
ecologist	ecologist	ecologist
Greens	green	Greens
.	.	.
It	it	It
s	s	s
bad	bad	bad
news	news	news
for	for	for
Europe	europ	Europe
that	that	that
the	the	the
government	govern	government
in	in	in
Germany	germani	Germany
will	will	will
take	take	take
a	a	a
little	littl	little
longer	longer	longer
,	,	,
new	new	new
Dutch	dutch	Dutch
Foreign	foreign	Foreign
Minister	minist	Minister
Halbe	halb	Halbe
Zijlstra	zijlstra	Zijlstra
said	said	said
on	on	on
arrival	arriv	arrival
for	for	for
talks	talk	talk
with	with	with
EU	eu	EU
peers	peer	peer
in	in	in
Brussels	brussel	Brussels
.	.	.
Germany	germani	Germany
is	is	is
a	a	a
very	veri	very
influential	influenti	influential
country	countri	country
within	within	within
the	the	the
EU	eu	EU
so	so	so
if	if	if
they	they	they
don	don	don
t	t	t
have	have	have
a	a	a
government	govern	government
and	and	and
therefore	therefor	therefore
don	don	don
t	t	t
have	have	have
a	a	a
mandate	mandat	mandate
it	it	it
ll	ll	ll
be	be	be
very	veri	very
hard	hard	hard
for	for	for
them	them	them
to	to	to
take	take	take
positions	posit	position
.	.	.
Germany	germani	Germany
s	s	s
outgoing	outgo	outgoing
EU	eu	EU
Minister	minist	Minister
Michael	michael	Michael
Roth	roth	Roth
,	,	,
a	a	a
member	member	member
of	of	of
the	the	the
Social	social	Social
Democrats	democrat	Democrats
who	who	who
are	are	are
not	not	not
in	in	in
talks	talk	talk
on	on	on
forming	form	forming
a	a	a
new	new	new
Merkel	merkel	Merkel
government	govern	government
,	,	,
said	said	said
We	we	We
all	all	all
have	have	have
an	an	an
interest	interest	interest
in	in	in
getting	get	getting
a	a	a
mandate	mandat	mandate
so	so	so
that	that	that
we	we	we
are	are	are
able	abl	able
to	to	to
take	take	take
care	care	care
fully	fulli	fully
of	of	of
business	busi	business
in	in	in
Europe	europ	Europe
.	.	.
We	we	We
have	have	have
never	never	never
had	had	had
such	such	such
a	a	a
situation	situat	situation
in	in	in
Germany	germani	Germany
.	.	.
So	so	So
,	,	,
given	given	given
the	the	the
collapse	collaps	collapse
of	of	of
these	these	these
exploratory	exploratori	exploratory
talks	talk	talk
,	,	,
we	we	we
will	will	will
need	need	need
to	to	to
assess	assess	ass
the	the	the
situation	situat	situation
and	and	and
decide	decid	decide
accordingly	accord	accordingly
.	.	.
The	the	The
spokesman	spokesman	spokesman
for	for	for
the	the	the
EU	eu	EU
s	s	s
executive	execut	executive
arm	arm	arm
in	in	in
Brussels	brussel	Brussels
stressed	stress	stressed
the	the	the
need	need	need
for	for	for
stability	stabil	stability
in	in	in
Germany	germani	Germany
,	,	,
as	as	a
did	did	did
an	an	an
official	offici	official
in	in	in
French	french	French
President	presid	President
Emmanuel	emmanuel	Emmanuel
Macron	macron	Macron
s	s	s
office	offic	office
.	.	.
We	we	We
are	are	are
confident	confid	confident
that	that	that
the	the	the
German	german	German
constitutional	constitut	constitutional
process	process	process
will	will	will
provide	provid	provide
the	the	the
basis	basi	basis
for	for	for
the	the	the
stability	stabil	stability
and	and	and
continuity	continu	continuity
that	that	that
has	has	ha
been	been	been
a	a	a
trademark	trademark	trademark
of	of	of
German	german	German
politics	polit	politics
and	and	and
we	we	we
hope	hope	hope
this	this	this
time	time	time
will	will	will
not	not	not
be	be	be
different	differ	different
,	,	,
said	said	said
the	the	the
European	european	European
Commission	commiss	Commission
s	s	s
Margaritis	margar	Margaritis
Schinas	schina	Schinas
.	.	.
While	while	While
some	some	some
in	in	in
Germany	germani	Germany
spoke	spoke	spoke
of	of	of
a	a	a
possible	possibl	possible
new	new	new
election	elect	election
,	,	,
Zijlstra	zijlstra	Zijlstra
said	said	said
that	that	that
was	was	wa
a	a	a
bad	bad	bad
idea	idea	idea
and	and	and
noted	note	noted
that	that	that
the	the	the
Dutch	dutch	Dutch
government	govern	government
took	took	took
seven	seven	seven
months	month	month
to	to	to
form	form	form
,	,	,
which	which	which
meant	meant	meant
German	german	German
parties	parti	party
could	could	could
still	still	still
return	return	return
to	to	to
talks	talk	talk
after	after	after
a	a	a
pause	paus	pause
.	.	.
Foreign	foreign	Foreign
Minister	minist	Minister
Didier	didier	Didier
Reynders	reynder	Reynders
of	of	of
Belgium	belgium	Belgium
,	,	,
which	which	which
was	was	wa
without	without	without
a	a	a
government	govern	government
for	for	for
18	18	18
months	month	month
after	after	after
an	an	an
election	elect	election
,	,	,
sought	sought	sought
to	to	to
strike	strike	strike
a	a	a
lighter	lighter	lighter
tone	tone	tone
on	on	on
Germany	germani	Germany
.	.	.
In	in	In
Belgium	belgium	Belgium
we	we	we
have	have	have
a	a	a
tradition	tradit	tradition
to	to	to
do	do	do
that	that	that
,	,	,
sometimes	sometim	sometimes
it	it	it
s	s	s
very	veri	very
long	long	long
,	,	,
Reynders	reynder	Reynders
told	told	told
reporters	report	reporter
.	.	.
Zijlstra	zijlstra	Zijlstra
did	did	did
not	not	not
think	think	think
the	the	the
situation	situat	situation
in	in	in
Germany	germani	Germany
affected	affect	affected
the	the	the
Brexit	brexit	Brexit
talks	talk	talk
specifically	specif	specifically
for	for	for
now	now	now
,	,	,
as	as	a
the	the	the
EU	eu	EU
was	was	wa
waiting	wait	waiting
for	for	for
a	a	a
substantial	substanti	substantial
offer	offer	offer
from	from	from
the	the	the
British	british	British
on	on	on
the	the	the
exit	exit	exit
bill	bill	bill
.	.	.
Both	both	Both
Roth	roth	Roth
and	and	and
Reynders	reynder	Reynders
agreed	agre	agreed
London	london	London
must	must	must
make	make	make
a	a	a
move	move	move
on	on	on
the	the	the
money	money	money
now	now	now
.	.	.
Arriving	arriv	Arriving
at	at	at
the	the	the
same	same	same
talks	talk	talk
,	,	,
the	the	the
Czech	czech	Czech
Republic	republ	Republic
s	s	s
EU	eu	EU
minister	minist	minister
,	,	,
Ales	ale	Ales
Chmelar	chmelar	Chmelar
,	,	,
said	said	said
We	we	We
are	are	are
hopeful	hope	hopeful
that	that	that
we	we	we
will	will	will
have	have	have
a	a	a
strong	strong	strong
government	govern	government
in	in	in
Germany	germani	Germany
sooner	sooner	sooner
rather	rather	rather
than	than	than
later	later	later
.	.	.
