Token	Stem	Lemma
DUBAI	dubai	DUBAI
ZURICH	zurich	ZURICH
Reuters	reuter	Reuters
Saudi	saudi	Saudi
Arabia	arabia	Arabia
has	has	ha
announced	announc	announced
it	it	it
will	will	will
confiscate	confisc	confiscate
money	money	money
and	and	and
assets	asset	asset
held	held	held
by	by	by
dozens	dozen	dozen
of	of	of
top	top	top
officials	offici	official
and	and	and
businessmen	businessmen	businessmen
detained	detain	detained
in	in	in
an	an	an
anti	anti	anti
-corruption	-corrupt	-corruption
crackdown	crackdown	crackdown
But	but	But
the	the	the
experiences	experi	experience
of	of	of
two	two	two
other	other	other
Arab	arab	Arab
states	state	state
trying	tri	trying
to	to	to
recover	recov	recover
stolen	stolen	stolen
money	money	money
Egypt	egypt	Egypt
and	and	and
Tunisia	tunisia	Tunisia
suggest	suggest	suggest
Riyadh	riyadh	Riyadh
may	may	may
face	face	face
years	year	year
of	of	of
legal	legal	legal
and	and	and
diplomatic	diplomat	diplomatic
battles	battl	battle
to	to	to
secure	secur	secure
assets	asset	asset
held	held	held
abroad	abroad	abroad
Even	even	Even
then	then	then
success	success	success
is	is	is
not	not	not
guaranteed	guarante	guaranteed
The	the	The
anti	anti	anti
-corruption	-corrupt	-corruption
committee	committe	committee
that	that	that
detained	detain	detained
princes	princ	prince
tycoons	tycoon	tycoon
and	and	and
ministers	minist	minister
at	at	at
the	the	the
weekend	weekend	weekend
has	has	ha
the	the	the
power	power	power
under	under	under
a	a	a
royal	royal	royal
decree	decre	decree
to	to	to
take	take	take
whatever	whatev	whatever
measures	measur	measure
are	are	are
deemed	deem	deemed
necessary	necessari	necessary
to	to	to
seize	seiz	seize
companies	compani	company
funds	fund	fund
and	and	and
other	other	other
assets	asset	asset
without	without	without
waiting	wait	waiting
for	for	for
the	the	the
results	result	result
of	of	of
criminal	crimin	criminal
investigations	investig	investigation
The	the	The
offshore	offshor	offshore
scrutiny	scrutini	scrutiny
of	of	of
assets	asset	asset
has	has	ha
already	alreadi	already
begun	begun	begun
in	in	in
the	the	the
Gulf	gulf	Gulf
region	region	region
where	where	where
Saudi	saudi	Saudi
Arabia	arabia	Arabia
regularly	regular	regularly
shares	share	share
information	inform	information
The	the	The
United	unit	United
Arab	arab	Arab
Emirates	emir	Emirates
central	central	central
bank	bank	bank
and	and	and
securities	secur	security
regulator	regul	regulator
has	has	ha
asked	ask	asked
banks	bank	bank
and	and	and
finance	financ	finance
companies	compani	company
there	there	there
to	to	to
provide	provid	provide
information	inform	information
on	on	on
the	the	the
accounts	account	account
of	of	of
19	19	19
Saudi	saudi	Saudi
citizens	citizen	citizen
banking	bank	banking
sources	sourc	source
told	told	told
Reuters	reuter	Reuters
on	on	on
Thursday	thursday	Thursday
The	the	The
Saudi	saudi	Saudi
committee	committe	committee
has	has	ha
not	not	not
given	given	given
details	detail	detail
of	of	of
the	the	the
allegations	alleg	allegation
individuals	individu	individual
face	face	face
though	though	though
Saudi	saudi	Saudi
officials	offici	official
say	say	say
they	they	they
include	includ	include
money	money	money
laundering	launder	laundering
bribery	briberi	bribery
extortion	extort	extortion
and	and	and
taking	take	taking
advantage	advantag	advantage
of	of	of
public	public	public
office	offic	office
for	for	for
personal	person	personal
gain	gain	gain
Riyadh	riyadh	Riyadh
has	has	ha
also	also	also
set	set	set
no	no	no
timetable	timet	timetable
for	for	for
its	it	it
confiscations	confisc	confiscation
although	although	although
banking	bank	banking
sources	sourc	source
say	say	say
more	more	more
than	than	than
1	1	1
700	700	700
domestic	domest	domestic
bank	bank	bank
accounts	account	account
have	have	have
already	alreadi	already
been	been	been
frozen	frozen	frozen
at	at	at
the	the	the
request	request	request
of	of	of
the	the	the
central	central	central
bank	bank	bank
If	if	If
the	the	the
committee	committe	committee
were	were	were
to	to	to
try	tri	try
to	to	to
retrieve	retriev	retrieve
all	all	all
the	the	the
revenue	revenu	revenue
that	that	that
has	has	ha
been	been	been
lost	lost	lost
to	to	to
corruption	corrupt	corruption
from	from	from
bribes	bribe	bribe
to	to	to
illegal	illeg	illegal
expropriation	expropri	expropriation
of	of	of
land	land	land
the	the	the
total	total	total
would	would	would
be	be	be
800	800	800
billion	billion	billion
an	an	an
official	offici	official
at	at	at
the	the	the
Riyadh	riyadh	Riyadh
Chamber	chamber	Chamber
of	of	of
Commerce	commerc	Commerce
and	and	and
Industry	industri	Industry
has	has	ha
estimated	estim	estimated
A	a	A
large	larg	large
amount	amount	amount
of	of	of
the	the	the
funds	fund	fund
are	are	are
believed	believ	believed
by	by	by
financial	financi	financial
sources	sourc	source
to	to	to
be	be	be
held	held	held
offshore	offshor	offshore
in	in	in
bank	bank	bank
accounts	account	account
portfolio	portfolio	portfolio
investments	invest	investment
corporate	corpor	corporate
shareholdings	sharehold	shareholding
and	and	and
real	real	real
estate	estat	estate
Many	mani	Many
of	of	of
the	the	the
businessmen	businessmen	businessmen
detained	detain	detained
have	have	have
private	privat	private
planes	plane	plane
one	one	one
has	has	ha
a	a	a
Boeing	boe	Boeing
747	747	747
airliner	airlin	airliner
And	and	And
a	a	a
study	studi	study
by	by	by
the	the	the
U	u	U
S	s	S
National	nation	National
Bureau	bureau	Bureau
of	of	of
Economic	econom	Economic
Research	research	Research
estimated	estim	estimated
Saudis	saudi	Saudis
have	have	have
stashed	stash	stashed
away	away	away
wealth	wealth	wealth
equivalent	equival	equivalent
to	to	to
over	over	over
55	55	55
percent	percent	percent
of	of	of
the	the	the
country	countri	country
s	s	s
gross	gross	gross
domestic	domest	domestic
product	product	product
in	in	in
foreign	foreign	foreign
tax	tax	tax
havens	haven	haven
an	an	an
amount	amount	amount
exceeding	exceed	exceeding
300	300	300
billion	billion	billion
But	but	But
Egypt	egypt	Egypt
and	and	and
Tunisia	tunisia	Tunisia
s	s	s
experiences	experi	experience
show	show	show
that	that	that
although	although	although
asset	asset	asset
freezes	freez	freeze
can	can	can
be	be	be
arranged	arrang	arranged
within	within	within
months	month	month
repatriating	repatri	repatriating
the	the	the
money	money	money
can	can	can
take	take	take
many	mani	many
years	year	year
Cairo	cairo	Cairo
has	has	ha
tried	tri	tried
unsuccessfully	unsuccess	unsuccessfully
for	for	for
five	five	five
years	year	year
to	to	to
retrieve	retriev	retrieve
about	about	about
85	85	85
million	million	million
pounds	pound	pound
111	111	111
million	million	million
in	in	in
British	british	British
bank	bank	bank
accounts	account	account
belonging	belong	belonging
to	to	to
the	the	the
inner	inner	inner
circle	circl	circle
of	of	of
former	former	former
President	presid	President
Hosni	hosni	Hosni
Mubarak	mubarak	Mubarak
British	british	British
officials	offici	official
have	have	have
said	said	said
they	they	they
are	are	are
bound	bound	bound
by	by	by
British	british	British
law	law	law
which	which	which
