Token	Stem	Lemma
ISTANBUL	istanbul	ISTANBUL
Reuters	reuter	Reuters
Turkish	turkish	Turkish
authorities	author	authority
issued	issu	issued
detention	detent	detention
warrants	warrant	warrant
for	for	for
99	99	99
suspects	suspect	suspect
including	includ	including
doctors	doctor	doctor
and	and	and
lawyers	lawyer	lawyer
and	and	and
have	have	have
so	so	so
far	far	far
detained	detain	detained
78	78	78
of	of	of
them	them	them
the	the	the
state	state	state
-run	-run	-run
Anadolu	anadolu	Anadolu
agency	agenc	agency
said	said	said
on	on	on
Thursday	thursday	Thursday
as	as	a
part	part	part
of	of	of
a	a	a
widening	widen	widening
crackdown	crackdown	crackdown
since	sinc	since
last	last	last
year	year	year
s	s	s
failed	fail	failed
coup	coup	coup
attempt	attempt	attempt
The	the	The
suspects	suspect	suspect
were	were	were
believed	believ	believed
to	to	to
be	be	be
users	user	user
of	of	of
ByLock	bylock	ByLock
an	an	an
encrypted	encrypt	encrypted
messaging	messag	messaging
app	app	app
which	which	which
the	the	the
government	govern	government
says	say	say
was	was	wa
used	use	used
by	by	by
the	the	the
network	network	network
of	of	of
U	u	U
S	s	S
-based	-base	-based
cleric	cleric	cleric
Fethullah	fethullah	Fethullah
Gulen	gulen	Gulen
accused	accus	accused
by	by	by
Ankara	ankara	Ankara
of	of	of
orchestrating	orchestr	orchestrating
last	last	last
July	juli	July
s	s	s
abortive	abort	abortive
putsch	putsch	putsch
Gulen	gulen	Gulen
who	who	who
has	has	ha
lived	live	lived
in	in	in
self	self	self
-imposed	-impos	-imposed
exile	exil	exile
in	in	in
Pennsylvania	pennsylvania	Pennsylvania
since	sinc	since
1999	1999	1999
denies	deni	denies
involvement	involv	involvement
Anadolu	anadolu	Anadolu
said	said	said
security	secur	security
forces	forc	force
were	were	were
seeking	seek	seeking
the	the	the
remaining	remain	remaining
suspects	suspect	suspect
in	in	in
southern	southern	southern
Turkish	turkish	Turkish
province	provinc	province
of	of	of
Antalya	antalya	Antalya
Turkey	turkey	Turkey
has	has	ha
identified	identifi	identified
215	215	215
092	092	092
users	user	user
of	of	of
ByLock	bylock	ByLock
and	and	and
has	has	ha
launched	launch	launched
investigations	investig	investigation
on	on	on
23	23	23
171	171	171
of	of	of
them	them	them
the	the	the
interior	interior	interior
minister	minist	minister
said	said	said
earlier	earlier	earlier
this	this	this
week	week	week
More	more	More
than	than	than
50	50	50
000	000	000
people	peopl	people
including	includ	including
soldiers	soldier	soldier
teachers	teacher	teacher
and	and	and
journalists	journalist	journalist
have	have	have
been	been	been
jailed	jail	jailed
pending	pend	pending
trial	trial	trial
in	in	in
a	a	a
sweeping	sweep	sweeping
crackdown	crackdown	crackdown
following	follow	following
last	last	last
year	year	year
s	s	s
coup	coup	coup
attempt	attempt	attempt
In	in	In
the	the	the
judiciary	judiciari	judiciary
alone	alon	alone
5	5	5
920	920	920
people	peopl	people
have	have	have
been	been	been
sacked	sack	sacked
from	from	from
their	their	their
jobs	job	job
due	due	due
to	to	to
suspected	suspect	suspected
links	link	link
to	to	to
the	the	the
2016	2016	2016
coup	coup	coup
attempt	attempt	attempt
Justice	justic	Justice
Minister	minist	Minister
Abdulhamit	abdulhamit	Abdulhamit
Gul	gul	Gul
said	said	said
on	on	on
Thursday	thursday	Thursday
Rights	right	Rights
groups	group	group
and	and	and
some	some	some
of	of	of
Turkey	turkey	Turkey
s	s	s
Western	western	Western
allies	alli	ally
have	have	have
voiced	voic	voiced
concern	concern	concern
about	about	about
the	the	the
crackdown	crackdown	crackdown
fearing	fear	fearing
the	the	the
government	govern	government
is	is	is
using	use	using
the	the	the
coup	coup	coup
as	as	a
a	a	a
pretext	pretext	pretext
to	to	to
quash	quash	quash
dissent	dissent	dissent
The	the	The
government	govern	government
says	say	say
only	onli	only
such	such	such
a	a	a
purge	purg	purge
could	could	could
neutralize	neutral	neutralize
the	the	the
threat	threat	threat
represented	repres	represented
by	by	by
Gulen	gulen	Gulen
s	s	s
network	network	network
which	which	which
it	it	it
says	say	say
deeply	deepli	deeply
infiltrated	infiltr	infiltrated
institutions	institut	institution
such	such	such
as	as	a
the	the	the
army	armi	army
schools	school	school
and	and	and
courts	court	court
