Token	Stem	Lemma
BRUSSELS	brussel	BRUSSELS
Reuters	reuter	Reuters
British	british	British
and	and	and
EU	eu	EU
negotiators	negoti	negotiator
talked	talk	talked
up	up	up
hopes	hope	hope
for	for	for
progress	progress	progress
on	on	on
Brexit	brexit	Brexit
as	as	a
a	a	a
new	new	new
round	round	round
of	of	of
talks	talk	talk
began	began	began
in	in	in
Brussels	brussel	Brussels
on	on	on
Monday	monday	Monday
three	three	three
days	day	day
after	after	after
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
tried	tri	tried
to	to	to
revive	reviv	revive
the	the	the
process	process	process
and	and	and
improve	improv	improve
the	the	the
mood	mood	mood
But	but	But
neither	neither	neither
side	side	side
disguised	disguis	disguised
continued	continu	continued
frustrations	frustrat	frustration
the	the	the
European	european	European
Union	union	Union
s	s	s
Michel	michel	Michel
Barnier	barnier	Barnier
dismissed	dismiss	dismissed
talk	talk	talk
of	of	of
Britain	britain	Britain
diverging	diverg	diverging
from	from	from
EU	eu	EU
rules	rule	rule
during	dure	during
any	ani	any
post	post	post
-Brexit	-brexit	-Brexit
transition	transit	transition
18	18	18
months	month	month
from	from	from
now	now	now
Brexit	brexit	Brexit
minister	minist	minister
David	david	David
Davis	davi	Davis
urged	urg	urged
him	him	him
to	to	to
stop	stop	stop
stalling	stall	stalling
talks	talk	talk
on	on	on
future	futur	future
trade	trade	trade
relations	relat	relation
if	if	if
he	he	he
wants	want	want
London	london	London
to	to	to
settle	settl	settle
its	it	it
accounts	account	account
The	the	The
UK	uk	UK
will	will	will
honor	honor	honor
commitments	commit	commitment
we	we	we
have	have	have
made	made	made
during	dure	during
the	the	the
period	period	period
of	of	of
our	our	our
membership	membership	membership
Davis	davi	Davis
told	told	told
reporters	report	reporter
as	as	a
he	he	he
met	met	met
Barnier	barnier	Barnier
But	but	But
it	it	it
is	is	is
obvious	obvious	obvious
that	that	that
reaching	reach	reaching
a	a	a
conclusion	conclus	conclusion
on	on	on
this	this	this
issue	issu	issue
can	can	can
only	onli	only
be	be	be
done	done	done
in	in	in
the	the	the
context	context	context
of	of	of
and	and	and
in	in	in
accordance	accord	accordance
with	with	with
a	a	a
new	new	new
deep	deep	deep
and	and	and
special	special	special
partnership	partnership	partnership
with	with	with
the	the	the
European	european	European
Union	union	Union
We	we	We
are	are	are
laying	lay	laying
down	down	down
concrete	concret	concrete
proposals	propos	proposal
and	and	and
there	there	there
are	are	are
no	no	no
excuses	excus	excuse
for	for	for
standing	stand	standing
in	in	in
the	the	the
way	way	way
of	of	of
progress	progress	progress
he	he	he
said	said	said
echoing	echo	echoing
May	may	May
s	s	s
remark	remark	remark
in	in	in
Florence	florenc	Florence
on	on	on
Friday	friday	Friday
that	that	that
other	other	other
states	state	state
would	would	would
not	not	not
lose	lose	lose
out	out	out
financially	financi	financially
in	in	in
the	the	the
current	current	current
EU	eu	EU
budget	budget	budget
cycle	cycl	cycle
to	to	to
2020	2020	2020
Barnier	barnier	Barnier
said	said	said
he	he	he
wants	want	want
to	to	to
know	know	know
this	this	this
week	week	week
what	what	what
firm	firm	firm
proposal	propos	proposal
Britain	britain	Britain
is	is	is
making	make	making
on	on	on
settling	settl	settling
its	it	it
bills	bill	bill
one	one	one
of	of	of
the	the	the
three	three	three
main	main	main
issues	issu	issue
on	on	on
which	which	which
he	he	he
is	is	is
seeking	seek	seeking
significant	signific	significant
progress	progress	progress
before	befor	before
he	he	he
will	will	will
recommend	recommend	recommend
that	that	that
EU	eu	EU
leaders	leader	leader
launch	launch	launch
talks	talk	talk
on	on	on
future	futur	future
relations	relat	relation
Barnier	barnier	Barnier
emphasized	emphas	emphasized
that	that	that
a	a	a
future	futur	future
deal	deal	deal
and	and	and
a	a	a
transition	transit	transition
to	to	to
it	it	it
were	were	were
not	not	not
foregone	foregon	foregone
conclusions	conclus	conclusion
And	and	And
he	he	he
rejected	reject	rejected
suggestions	suggest	suggestion
that	that	that
some	some	some
EU	eu	EU
rules	rule	rule
might	might	might
no	no	no
longer	longer	longer
apply	appli	apply
if	if	if
Britain	britain	Britain
stays	stay	stay
in	in	in
the	the	the
single	singl	single
market	market	market
for	for	for
a	a	a
couple	coupl	couple
of	of	of
years	year	year
after	after	after
Brexit	brexit	Brexit
Without	without	Without
exception	except	exception
he	he	he
said	said	said
Britain	britain	Britain
would	would	would
remain	remain	remain
subject	subject	subject
to	to	to
EU	eu	EU
budgets	budget	budget
judges	judg	judge
and	and	and
so	so	so
on	on	on
a	a	a
bitter	bitter	bitter
pill	pill	pill
for	for	for
many	mani	many
Brexit	brexit	Brexit
supporters	support	supporter
He	he	He
and	and	and
Davis	davi	Davis
meeting	meet	meeting
for	for	for
the	the	the
fourth	fourth	fourth
round	round	round
of	of	of
talks	talk	talk
in	in	in
three	three	three
months	month	month
both	both	both
portrayed	portray	portrayed
this	this	this
week	week	week
as	as	a
an	an	an
important	import	important
moment	moment	moment
as	as	a
it	it	it
happens	happen	happens
the	the	the
round	round	round
is	is	is
likely	like	likely
to	to	to
wind	wind	wind
up	up	up
on	on	on
Thursday	thursday	Thursday
just	just	just
hours	hour	hour
before	befor	before
May	may	May
meets	meet	meet
her	her	her
fellow	fellow	fellow
leaders	leader	leader
at	at	at
a	a	a
summit	summit	summit
in	in	in
Estonia	estonia	Estonia
The	the	The
Estonian	estonian	Estonian
minister	minist	minister
who	who	who
