BAGHDAD	baghdad	BAGHDAD
Reuters	reuter	Reuters
-	-	-
Iraq	iraq	Iraq
won	won	won
t	t	t
take	take	take
part	part	part
in	in	in
any	ani	any
regional	region	regional
or	or	or
international	intern	international
conflicts	conflict	conflict
,	,	,
Prime	prime	Prime
Minister	minist	Minister
Haider	haider	Haider
al	al	al
-Abadi	-abadi	-Abadi
told	told	told
state	state	state
TV	tv	TV
on	on	on
Saturday	saturday	Saturday
.	.	.

The	the	The
comment	comment	comment
came	came	came
after	after	after
Abadi	abadi	Abadi
had	had	had
spoke	spoke	spoke
in	in	in
a	a	a
phone	phone	phone
call	call	call
with	with	with
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
during	dure	during
which	which	which
tensions	tension	tension
with	with	with
Iran	iran	Iran
were	were	were
mentioned	mention	mentioned
.	.	.

The	the	The
call	call	call
was	was	wa
the	the	the
first	first	first
between	between	between
the	the	the
two	two	two
leaders	leader	leader
.	.	.

A	a	A
political	polit	political
commentator	comment	commentator
close	close	close
to	to	to
Abadi	abadi	Abadi
,	,	,
Ihsan	ihsan	Ihsan
al	al	al
-Shammari	-shammari	-Shammari
,	,	,
said	said	said
Abadi	abadi	Abadi
s	s	s
comment	comment	comment
addressed	address	addressed
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-Iranian	-iranian	-Iranian
tensions	tension	tension
.	.	.

Iran	iran	Iran
has	has	ha
close	close	close
ties	tie	tie
with	with	with
the	the	the
Shi	shi	Shi
ite	ite	ite
political	polit	political
elite	elit	elite
ruling	rule	ruling
Iraq	iraq	Iraq
while	while	while
Washington	washington	Washington
is	is	is
providing	provid	providing
critical	critic	critical
military	militari	military
support	support	support
to	to	to
Iraqi	iraqi	Iraqi
forces	forc	force
battling	battl	battling
Islamic	islam	Islamic
State	state	State
.	.	.

Iraq	iraq	Iraq
is	is	is
very	veri	very
keen	keen	keen
to	to	to
preserve	preserv	preserve
its	it	it
national	nation	national
interests	interest	interest
.	.	.
.	.	.
and	and	and
does	doe	doe
not	not	not
wish	wish	wish
to	to	to
be	be	be
part	part	part
of	of	of
any	ani	any
regional	region	regional
or	or	or
international	intern	international
conflict	conflict	conflict
which	which	which
would	would	would
lead	lead	lead
to	to	to
disasters	disast	disaster
for	for	for
the	the	the
region	region	region
and	and	and
for	for	for
Iraq	iraq	Iraq
,	,	,
Abadi	abadi	Abadi
said	said	said
,	,	,
according	accord	according
to	to	to
state	state	state
TV	tv	TV
.	.	.

Trump	trump	Trump
said	said	said
on	on	on
Friday	friday	Friday
that	that	that
Iranian	iranian	Iranian
President	presid	President
Hassan	hassan	Hassan
Rouhani	rouhani	Rouhani
better	better	better
be	be	be
careful	care	careful
after	after	after
the	the	the
latter	latter	latter
was	was	wa
quoted	quot	quoted
as	as	a
saying	say	saying
that	that	that
anyone	anyon	anyone
who	who	who
speaks	speak	speaks
to	to	to
Iranians	iranian	Iranians
with	with	with
threats	threat	threat
would	would	would
regret	regret	regret
it	it	it
.	.	.
The	the	The
White	white	White
House	hous	House
on	on	on
Friday	friday	Friday
said	said	said
Trump	trump	Trump
and	and	and
Abadi	abadi	Abadi
spoke	spoke	spoke
to	to	to
the	the	the
threat	threat	threat
Iran	iran	Iran
presents	present	present
across	across	across
the	the	the
entire	entir	entire
region	region	region
,	,	,
in	in	in
their	their	their
first	first	first
phone	phone	phone
call	call	call
since	sinc	since
the	the	the
inauguration	inaugur	inauguration
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
.	.	.

Abadi	abadi	Abadi
s	s	s
office	offic	office
on	on	on
Friday	friday	Friday
also	also	also
gave	gave	gave
a	a	a
readout	readout	readout
of	of	of
the	the	the
phone	phone	phone
call	call	call
that	that	that
took	took	took
place	place	place
overnight	overnight	overnight
Thursday	thursday	Thursday
,	,	,
without	without	without
specifically	specif	specifically
mentioning	mention	mentioning
Iran	iran	Iran
.	.	.

Both	both	Both
readouts	readout	readout
stressed	stress	stressed
the	the	the
importance	import	importance
of	of	of
their	their	their
continued	continu	continued
cooperation	cooper	cooperation
against	against	against
Islamic	islam	Islamic
State	state	State
,	,	,
as	as	a
the	the	the
militants	milit	militant
are	are	are
being	be	being
pushed	push	pushed
back	back	back
in	in	in
Iraq	iraq	Iraq
and	and	and
losing	lose	losing
control	control	control
over	over	over
Mosul	mosul	Mosul
,	,	,
the	the	the
last	last	last
major	major	major
city	citi	city
stronghold	stronghold	stronghold
under	under	under
their	their	their
control	control	control
in	in	in
the	the	the
country	countri	country
.	.	.

The	the	The
United	unit	United
States	state	States
has	has	ha
more	more	more
than	than	than
5	5	5
,	,	,
000	000	000
troops	troop	troop
deployed	deploy	deployed
in	in	in
Iraq	iraq	Iraq
and	and	and
is	is	is
providing	provid	providing
air	air	air
and	and	and
ground	ground	ground
support	support	support
in	in	in
the	the	the
battle	battl	battle
of	of	of
Mosul	mosul	Mosul
.	.	.

Iran	iran	Iran
has	has	ha
also	also	also
played	play	played
a	a	a
major	major	major
role	role	role
in	in	in
the	the	the
fight	fight	fight
against	against	against
Islamic	islam	Islamic
State	state	State
by	by	by
arming	arm	arming
and	and	and
training	train	training
Iraqi	iraqi	Iraqi
Shi	shi	Shi
ite	ite	ite
groups	group	group
collectively	collect	collectively
known	known	known
as	as	a
Popular	popular	Popular
Mobilization	mobil	Mobilization
.	.	.

The	the	The
Iraqi	iraqi	Iraqi
prime	prime	prime
minister	minist	minister
Dr	dr	Dr
Abadi	abadi	Abadi
is	is	is
stressing	stress	stressing
once	onc	once
again	again	again
the	the	the
policy	polici	policy
of	of	of
neutrality	neutral	neutrality
and	and	and
to	to	to
steer	steer	steer
clear	clear	clear
from	from	from
conflicts	conflict	conflict
,	,	,
political	polit	political
commentator	comment	commentator
Shammari	shammari	Shammari
told	told	told
state	state	state
TV	tv	TV
.	.	.

The	the	The
Iraqi	iraqi	Iraqi
readout	readout	readout
said	said	said
Abadi	abadi	Abadi
asked	ask	asked
Trump	trump	Trump
to	to	to
lift	lift	lift
the	the	the
ban	ban	ban
on	on	on
people	peopl	people
from	from	from
his	his	his
country	countri	country
traveling	travel	traveling
to	to	to
the	the	the
United	unit	United
States	state	States
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
courts	court	court
suspended	suspend	suspended
the	the	the
restrictions	restrict	restriction
announced	announc	announced
end	end	end
January	januari	January
on	on	on
entries	entri	entry
from	from	from
Iraq	iraq	Iraq
,	,	,
Iran	iran	Iran
,	,	,
Libya	libya	Libya
,	,	,
Somalia	somalia	Somalia
,	,	,
Sudan	sudan	Sudan
,	,	,
Syria	syria	Syria
and	and	and
Yemen	yemen	Yemen
.	.	.

Trump	trump	Trump
has	has	ha
said	said	said
he	he	he
will	will	will
keep	keep	keep
trying	tri	trying
to	to	to
reinstate	reinstat	reinstate
them	them	them
.	.	.

Abadi	abadi	Abadi
resisted	resist	resisted
calls	call	call
from	from	from
influential	influenti	influential
pro	pro	pro
-Iranian	-iranian	-Iranian
Shi	shi	Shi
ite	ite	ite
politicians	politician	politician
to	to	to
retaliate	retali	retaliate
against	against	against
the	the	the
ban	ban	ban
,	,	,
at	at	at
a	a	a
meeting	meet	meeting
held	held	held
on	on	on
Jan	jan	Jan
.	.	.

29	29	29
,	,	,
citing	cite	citing
Iraq	iraq	Iraq
s	s	s
need	need	need
for	for	for
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
support	support	support
.	.	.

Washington	washington	Washington
last	last	last
week	week	week
ratcheted	ratchet	ratcheted
up	up	up
pressure	pressur	pressure
on	on	on
Iran	iran	Iran
,	,	,
putting	put	putting
sanctions	sanction	sanction
on	on	on
13	13	13
individuals	individu	individual
and	and	and
12	12	12
entities	entiti	entity
days	day	day
after	after	after
the	the	the
White	white	White
House	hous	House
put	put	put
Tehran	tehran	Tehran
on	on	on
notice	notic	notice
over	over	over
a	a	a
ballistic	ballist	ballistic
missile	missil	missile
test	test	test
.	.	.

Iran	iran	Iran
s	s	s
dominant	domin	dominant
influence	influenc	influence
in	in	in
Iraqi	iraqi	Iraqi
politics	polit	politics
was	was	wa
eroded	erod	eroded
after	after	after
Islamic	islam	Islamic
State	state	State
routed	rout	routed
the	the	the
Iraqi	iraqi	Iraqi
army	armi	army
commanded	command	commanded
then	then	then
by	by	by
Prime	prime	Prime
Minister	minist	Minister
Nuri	nuri	Nuri
al	al	al
-Maliki	-maliki	-Maliki
,	,	,
a	a	a
close	close	close
ally	alli	ally
of	of	of
Tehran	tehran	Tehran
,	,	,
in	in	in
2014	2014	2014
.	.	.

