Token	Stem	Lemma
Reuters	reuter	Reuters
With	with	With
golf	golf	golf
long	long	long
regarded	regard	regarded
as	as	a
a	a	a
stern	stern	stern
measure	measur	measure
of	of	of
character	charact	character
and	and	and
a	a	a
natural	natur	natural
setting	set	setting
for	for	for
deal	deal	deal
-making	-make	-making
U	u	U
S	s	S
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
and	and	and
Japanese	japanes	Japanese
Prime	prime	Prime
Minister	minist	Minister
Shinzo	shinzo	Shinzo
Abe	abe	Abe
s	s	s
weekend	weekend	weekend
outing	outing	outing
in	in	in
Florida	florida	Florida
could	could	could
be	be	be
viewed	view	viewed
as	as	a
more	more	more
than	than	than
a	a	a
leisurely	leisur	leisurely
bonding	bond	bonding
exercise	exercis	exercise
between	between	between
two	two	two
world	world	world
leaders	leader	leader
U	u	U
S	s	S
President	presid	President
Trump	trump	Trump
and	and	and
Japanese	japanes	Japanese
Prime	prime	Prime
Minister	minist	Minister
Abe	abe	Abe
will	will	will
form	form	form
a	a	a
twosome	twosom	twosome
for	for	for
their	their	their
round	round	round
of	of	of
golf	golf	golf
on	on	on
Saturday	saturday	Saturday
presumably	presum	presumably
at	at	at
the	the	the
Trump	trump	Trump
International	intern	International
Golf	golf	Golf
Club	club	Club
near	near	near
his	his	his
Mar	mar	Mar
-a	-a	-a
-Lago	-lago	-Lago
resort	resort	resort
in	in	in
Palm	palm	Palm
Beach	beach	Beach
Details	detail	Details
are	are	are
still	still	still
under	under	under
wraps	wrap	wrap
Trump	trump	Trump
told	told	told
a	a	a
local	local	local
sports	sport	sport
radio	radio	radio
station	station	station
last	last	last
weekend	weekend	weekend
golf	golf	golf
was	was	wa
a	a	a
better	better	better
way	way	way
to	to	to
get	get	get
to	to	to
know	know	know
someone	someon	someone
than	than	than
lunch	lunch	lunch
and	and	and
saw	saw	saw
his	his	his
match	match	match
-up	-up	-up
with	with	with
Abe	abe	Abe
as	as	a
a	a	a
fun	fun	fun
meeting	meet	meeting
between	between	between
partners	partner	partner
rather	rather	rather
than	than	than
adversaries	adversari	adversary
Abe	abe	Abe
might	might	might
feel	feel	feel
the	the	the
occasion	occas	occasion
carries	carri	carry
more	more	more
weight	weight	weight
His	his	His
prime	prime	prime
minister	minist	minister
grandfather	grandfath	grandfather
Nobusuke	nobusuk	Nobusuke
Kishi	kishi	Kishi
and	and	and
U	u	U
S	s	S
President	presid	President
Dwight	dwight	Dwight
Eisenhower	eisenhow	Eisenhower
played	play	played
near	near	near
Washington	washington	Washington
in	in	in
1957	1957	1957
a	a	a
round	round	round
newspapers	newspap	newspaper
described	describ	described
as	as	a
a	a	a
triumph	triumph	triumph
of	of	of
diplomacy	diplomaci	diplomacy
between	between	between
former	former	former
World	world	World
War	war	War
Two	two	Two
enemies	enemi	enemy
Abe	abe	Abe
teed	teed	teed
off	off	off
the	the	the
latest	latest	latest
round	round	round
of	of	of
golf	golf	golf
diplomacy	diplomaci	diplomacy
in	in	in
November	novemb	November
giving	give	giving
Trump	trump	Trump
an	an	an
expensive	expens	expensive
gold	gold	gold
-colored	-color	-colored
driver	driver	driver
during	dure	during
their	their	their
meeting	meet	meeting
at	at	at
Trump	trump	Trump
Tower	tower	Tower
in	in	in
Manhattan	manhattan	Manhattan
