Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
has	has	ha
delayed	delay	delayed
until	until	until
January	januari	January
an	an	an
announcement	announc	announcement
originally	origin	originally
set	set	set
for	for	for
this	this	this
week	week	week
on	on	on
how	how	how
he	he	he
plans	plan	plan
to	to	to
step	step	step
back	back	back
from	from	from
running	run	running
his	his	his
business	busi	business
empire	empir	empire
to	to	to
avoid	avoid	avoid
conflicts	conflict	conflict
of	of	of
interest	interest	interest
,	,	,
his	his	his
spokesman	spokesman	spokesman
said	said	said
on	on	on
Monday	monday	Monday
.	.	.
Among	among	Among
Trump	trump	Trump
s	s	s
holdings	hold	holding
are	are	are
hotels	hotel	hotel
and	and	and
golf	golf	golf
resorts	resort	resort
from	from	from
Panama	panama	Panama
to	to	to
Scotland	scotland	Scotland
,	,	,
besides	besid	besides
a	a	a
winery	wineri	winery
and	and	and
modeling	model	modeling
agency	agenc	agency
.	.	.
Legal	legal	Legal
experts	expert	expert
say	say	say
the	the	the
only	onli	only
way	way	way
he	he	he
could	could	could
entirely	entir	entirely
avoid	avoid	avoid
conflicts	conflict	conflict
of	of	of
interest	interest	interest
would	would	would
be	be	be
to	to	to
sell	sell	sell
his	his	his
global	global	global
holdings	hold	holding
.	.	.
Last	last	Last
month	month	month
Trump	trump	Trump
said	said	said
he	he	he
would	would	would
hold	hold	hold
a	a	a
news	news	news
conference	confer	conference
on	on	on
Thursday	thursday	Thursday
to	to	to
spell	spell	spell
out	out	out
how	how	how
he	he	he
would	would	would
separate	separ	separate
himself	himself	himself
in	in	in
total	total	total
from	from	from
his	his	his
worldwide	worldwid	worldwide
business	busi	business
holdings	hold	holding
.	.	.
The	the	The
announcement	announc	announcement
will	will	will
be	be	be
in	in	in
January	januari	January
,	,	,
Trump	trump	Trump
spokesman	spokesman	spokesman
Sean	sean	Sean
Spicer	spicer	Spicer
said	said	said
on	on	on
Monday	monday	Monday
,	,	,
without	without	without
giving	give	giving
any	ani	any
reason	reason	reason
.	.	.
The	the	The
Republican	republican	Republican
president	presid	president
-elect	-elect	-elect
has	has	ha
not	not	not
held	held	held
a	a	a
news	news	news
conference	confer	conference
since	sinc	since
winning	win	winning
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
election	elect	election
.	.	.
After	after	After
Trump	trump	Trump
s	s	s
victory	victori	victory
,	,	,
his	his	his
company	compani	company
,	,	,
the	the	the
Trump	trump	Trump
Organization	organ	Organization
,	,	,
said	said	said
it	it	it
was	was	wa
looking	look	looking
at	at	at
new	new	new
business	busi	business
structures	structur	structure
with	with	with
the	the	the
goal	goal	goal
of	of	of
transferring	transfer	transferring
control	control	control
to	to	to
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
,	,	,
Ivanka	ivanka	Ivanka
Trump	trump	Trump
and	and	and
Eric	eric	Eric
Trump	trump	Trump
,	,	,
three	three	three
of	of	of
his	his	his
children	children	child
who	who	who
are	are	are
involved	involv	involved
with	with	with
the	the	the
company	compani	company
.	.	.
In	in	In
a	a	a
series	seri	series
of	of	of
messages	messag	message
on	on	on
social	social	social
network	network	network
Twitter	twitter	Twitter
,	,	,
Trump	trump	Trump
said	said	said
he	he	he
would	would	would
leave	leav	leave
his	his	his
businesses	busi	business
before	befor	before
taking	take	taking
office	offic	office
on	on	on
Jan	jan	Jan
.	.	.
20	20	20
,	,	,
to	to	to
focus	focus	focus
on	on	on
the	the	the
presidency	presid	presidency
.	.	.
Two	two	Two
of	of	of
my	my	my
children	children	child
,	,	,
Don	don	Don
and	and	and
Eric	eric	Eric
,	,	,
plus	plus	plus
executives	execut	executive
,	,	,
will	will	will
manage	manag	manage
them	them	them
,	,	,
Trump	trump	Trump
tweeted	tweet	tweeted
late	late	late
on	on	on
Monday	monday	Monday
.	.	.
No	no	No
new	new	new
deals	deal	deal
will	will	will
be	be	be
done	done	done
during	dure	during
my	my	my
term	term	term
s	s	s
in	in	in
office	offic	office
.	.	.
The	the	The
messages	messag	message
did	did	did
not	not	not
mention	mention	mention
a	a	a
role	role	role
for	for	for
Ivanka	ivanka	Ivanka
Trump	trump	Trump
in	in	in
the	the	the
businesses	busi	business
.	.	.
Trump	trump	Trump
added	ad	added
that	that	that
he	he	he
would	would	would
hold	hold	hold
a	a	a
news	news	news
conference	confer	conference
in	in	in
the	the	the
near	near	near
future	futur	future
to	to	to
discuss	discuss	discus
business	busi	business
matters	matter	matter
,	,	,
his	his	his
cabinet	cabinet	cabinet
picks	pick	pick
and	and	and
other	other	other
topics	topic	topic
.	.	.
In	in	In
a	a	a
series	seri	series
of	of	of
tweets	tweet	tweet
last	last	last
month	month	month
,	,	,
Trump	trump	Trump
said	said	said
,	,	,
Legal	legal	Legal
documents	document	document
are	are	are
being	be	being
crafted	craft	crafted
which	which	which
take	take	take
me	me	me
completely	complet	completely
out	out	out
of	of	of
business	busi	business
operations	oper	operation
.	.	.
He	he	He
did	did	did
not	not	not
say	say	say
what	what	what
the	the	the
planned	plan	planned
change	chang	change
might	might	might
mean	mean	mean
for	for	for
ownership	ownership	ownership
of	of	of
his	his	his
businesses	busi	business
.	.	.
