Token	Stem	Lemma
SEOUL	seoul	SEOUL
Reuters	reuter	Reuters
In	in	In
response	respons	response
to	to	to
Pyongyang	pyongyang	Pyongyang
s	s	s
nuclear	nuclear	nuclear
test	test	test
on	on	on
Sept	sept	Sept
3	3	3
its	it	it
most	most	most
powerful	power	powerful
to	to	to
date	date	date
some	some	some
countries	countri	country
have	have	have
announced	announc	announced
they	they	they
have	have	have
expelled	expel	expelled
the	the	the
North	north	North
Korean	korean	Korean
ambassador	ambassador	ambassador
accredited	accredit	accredited
to	to	to
their	their	their
capitals	capit	capital
Despite	despit	Despite
North	north	North
Korea	korea	Korea
s	s	s
increasing	increas	increasing
isolation	isol	isolation
as	as	a
it	it	it
continues	continu	continues
to	to	to
violate	violat	violate
international	intern	international
sanctions	sanction	sanction
the	the	the
impoverished	impoverish	impoverished
state	state	state
still	still	still
has	has	ha
49	49	49
overseas	oversea	overseas
missions	mission	mission
and	and	and
diplomatic	diplomat	diplomatic
relations	relat	relation
with	with	with
160	160	160
countries	countri	country
according	accord	according
to	to	to
South	south	South
Korea	korea	Korea
s	s	s
Unification	unif	Unification
Ministry	ministri	Ministry
Beyond	beyond	Beyond
its	it	it
largest	largest	largest
missions	mission	mission
in	in	in
Moscow	moscow	Moscow
and	and	and
Beijing	beij	Beijing
North	north	North
Korea	korea	Korea
also	also	also
has	has	ha
major	major	major
embassies	embassi	embassy
in	in	in
London	london	London
Rome	rome	Rome
Stockholm	stockholm	Stockholm
and	and	and
Berlin	berlin	Berlin
as	as	a
well	well	well
as	as	a
dozens	dozen	dozen
of	of	of
smaller	smaller	smaller
embassies	embassi	embassy
across	across	across
Africa	africa	Africa
and	and	and
Asia	asia	Asia
Following	follow	Following
is	is	is
a	a	a
list	list	list
of	of	of
those	those	those
countries	countri	country
that	that	that
have	have	have
expelled	expel	expelled
North	north	North
Korean	korean	Korean
diplomats	diplomat	diplomat
following	follow	following
Pyongyang	pyongyang	Pyongyang
s	s	s
sixth	sixth	sixth
nuclear	nuclear	nuclear
test	test	test
SPAIN	spain	SPAIN
September	septemb	September
18	18	18
2017	2017	2017
The	the	The
Spanish	spanish	Spanish
foreign	foreign	foreign
ministry	ministri	ministry
asked	ask	asked
North	north	North
Korean	korean	Korean
ambassador	ambassador	ambassador
Kim	kim	Kim
Hyok	hyok	Hyok
Chol	chol	Chol
to	to	to
leave	leav	leave
the	the	the
country	countri	country
by	by	by
September	septemb	September
30	30	30
citing	cite	citing
his	his	his
country	countri	country
s	s	s
repeated	repeat	repeated
refusals	refus	refusal
to	to	to
renounce	renounc	renounce
its	it	it
nuclear	nuclear	nuclear
weapons	weapon	weapon
program	program	program
KUWAIT	kuwait	KUWAIT
September	septemb	September
17	17	17
2017	2017	2017
Kuwait	kuwait	Kuwait
said	said	said
it	it	it
has	has	ha
ordered	order	ordered
North	north	North
Korean	korean	Korean
ambassador	ambassador	ambassador
So	so	So
Chang	chang	Chang
Sik	sik	Sik
and	and	and
four	four	four
other	other	other
diplomats	diplomat	diplomat
to	to	to
leave	leav	leave
within	within	within
a	a	a
month	month	month
as	as	a
the	the	the
country	countri	country
downgraded	downgrad	downgraded
diplomatic	diplomat	diplomatic
relations	relat	relation
with	with	with
Pyongyang	pyongyang	Pyongyang
North	north	North
Korea	korea	Korea
s	s	s
Embassy	embassi	Embassy
in	in	in
Kuwait	kuwait	Kuwait
City	citi	City
has	has	ha
served	serv	served
as	as	a
the	the	the
only	onli	only
diplomatic	diplomat	diplomatic
station	station	station
in	in	in
the	the	the
Gulf	gulf	Gulf
region	region	region
for	for	for
North	north	North
Korea	korea	Korea
PERU	peru	PERU
September	septemb	September
11	11	11
2017	2017	2017
Peru	peru	Peru
s	s	s
government	govern	government
announced	announc	announced
it	it	it
was	was	wa
giving	give	giving
North	north	North
Korean	korean	Korean
ambassador	ambassador	ambassador
Kim	kim	Kim
Hak	hak	Hak
Chol	chol	Chol
five	five	five
days	day	day
to	to	to
leave	leav	leave
the	the	the
country	countri	country
in	in	in
retaliation	retali	retaliation
over	over	over
North	north	North
Korea	korea	Korea
s	s	s
sixth	sixth	sixth
nuclear	nuclear	nuclear
test	test	test
MEXICO	mexico	MEXICO
September	septemb	September
7	7	7
2017	2017	2017
Mexico	mexico	Mexico
declared	declar	declared
North	north	North
Korean	korean	Korean
ambassador	ambassador	ambassador
Kim	kim	Kim
Hyong	hyong	Hyong
Gil	gil	Gil
was	was	wa
persona	persona	persona
non	non	non
grata	grata	grata
and	and	and
was	was	wa
to	to	to
leave	leav	leave
the	the	the
country	countri	country
within	within	within
72	72	72
hours	hour	hour
in	in	in
protest	protest	protest
at	at	at
the	the	the
North	north	North
s	s	s
sixth	sixth	sixth
nuclear	nuclear	nuclear
test	test	test
citing	cite	citing
that	that	that
it	it	it
was	was	wa
a	a	a
flagrant	flagrant	flagrant
violation	violat	violation
of	of	of
international	intern	international
law	law	law
and	and	and
U	u	U
N	n	N
Security	secur	Security
Council	council	Council
resolutions	resolut	resolution
The	the	The
only	onli	only
country	countri	country
to	to	to
have	have	have
completely	complet	completely
ended	end	ended
diplomatic	diplomat	diplomatic
relations	relat	relation
with	with	with
Pyongyang	pyongyang	Pyongyang
in	in	in
recent	recent	recent
years	year	year
was	was	wa
Botswana	botswana	Botswana
which	which	which
severed	sever	severed
ties	tie	tie
after	after	after
a	a	a
United	unit	United
Nations	nation	Nations
investigation	investig	investigation
revealed	reveal	revealed
extensive	extens	extensive
and	and	and
widespread	widespread	widespread
human	human	human
rights	right	right
abuses	abus	abuse
in	in	in
North	north	North
Korea	korea	Korea
The	the	The
following	follow	following
countries	countri	country
with	with	with
which	which	which
North	north	North
Korea	korea	Korea
has	has	ha
diplomatic	diplomat	diplomatic
relations	relat	relation
have	have	have
not	not	not
expelled	expel	expelled
ambassadors	ambassador	ambassador
but	but	but
have	have	have
scaled	scale	scaled
back	back	back
ties	tie	tie
EGYPT	egypt	EGYPT
September	septemb	September
12	12	12
2017	2017	2017
Cairo	cairo	Cairo
said	said	said
it	it	it
was	was	wa
cutting	cut	cutting
military	militari	military
ties	tie	tie
