WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
One	one	One
of	of	of
Donald	donald	Donald
Trump	trump	Trump
s	s	s
possible	possibl	possible
picks	pick	pick
for	for	for
secretary	secretari	secretary
of	of	of
state	state	state
said	said	said
on	on	on
Friday	friday	Friday
that	that	that
the	the	the
president	presid	president
-elect	-elect	-elect
s	s	s
criticisms	critic	criticism
of	of	of
China	china	China
and	and	and
phone	phone	phone
call	call	call
with	with	with
Taiwan	taiwan	Taiwan
s	s	s
president	presid	president
could	could	could
signal	signal	signal
a	a	a
different	differ	different
relationship	relationship	relationship
with	with	with
Beijing	beij	Beijing
and	and	and
a	a	a
tougher	tougher	tougher
line	line	line
on	on	on
issues	issu	issue
from	from	from
trade	trade	trade
to	to	to
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
.	.	.
In	in	In
a	a	a
speech	speech	speech
on	on	on
Thursday	thursday	Thursday
in	in	in
Iowa	iowa	Iowa
,	,	,
Trump	trump	Trump
said	said	said
the	the	the
United	unit	United
States	state	States
needed	need	needed
to	to	to
improve	improv	improve
its	it	it
relationship	relationship	relationship
with	with	with
China	china	China
,	,	,
which	which	which
he	he	he
criticized	critic	criticized
for	for	for
its	it	it
economic	econom	economic
policies	polici	policy
and	and	and
failure	failur	failure
to	to	to
rein	rein	rein
in	in	in
North	north	North
Korea	korea	Korea
.	.	.
That	that	That
and	and	and
the	the	the
call	call	call
to	to	to
Taiwanese	taiwanes	Taiwanese
President	presid	President
Tsai	tsai	Tsai
Ing	ing	Ing
-wen	-wen	-wen
that	that	that
was	was	wa
arranged	arrang	arranged
a	a	a
week	week	week
ago	ago	ago
,	,	,
I	i	I
think	think	think
,	,	,
certainly	certain	certainly
lay	lay	lay
the	the	the
foundation	foundat	foundation
for	for	for
a	a	a
different	differ	different
relationship	relationship	relationship
with	with	with
China	china	China
,	,	,
John	john	John
Bolton	bolton	Bolton
,	,	,
a	a	a
former	former	former
U	u	U
.	.	.
S	s	S
.	.	.
ambassador	ambassador	ambassador
to	to	to
the	the	the
United	unit	United
Nations	nation	Nations
under	under	under
President	presid	President
George	georg	George
W	w	W
.	.	.
Bush	bush	Bush
,	,	,
told	told	told
Fox	fox	Fox
Business	busi	Business
.	.	.
Bolton	bolton	Bolton
,	,	,
a	a	a
hawkish	hawkish	hawkish
conservative	conserv	conservative
seen	seen	seen
as	as	a
being	be	being
among	among	among
the	the	the
contenders	contend	contender
to	to	to
be	be	be
Trump	trump	Trump
s	s	s
secretary	secretari	secretary
of	of	of
state	state	state
,	,	,
said	said	said
Trump	trump	Trump
expected	expect	expected
countries	countri	country
to	to	to
live	live	live
up	up	up
to	to	to
commitments	commit	commitment
they	they	they
have	have	have
made	made	made
on	on	on
issues	issu	issue
such	such	such
as	as	a
trade	trade	trade
.	.	.
The	the	The
Chinese	chines	Chinese
have	have	have
not	not	not
just	just	just
been	been	been
doing	do	doing
that	that	that
,	,	,
Bolton	bolton	Bolton
said	said	said
,	,	,
while	while	while
also	also	also
highlighting	highlight	highlighting
what	what	what
he	he	he
said	said	said
were	were	were
China	china	China
s	s	s
political	polit	political
and	and	and
military	militari	military
steps	step	step
to	to	to
make	make	make
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
into	into	into
a	a	a
Chinese	chines	Chinese
province	provinc	province
.	.	.
Asked	ask	Asked
if	if	if
he	he	he
thought	thought	thought
Trump	trump	Trump
s	s	s
remarks	remark	remark
were	were	were
a	a	a
statement	statement	statement
of	of	of
intent	intent	intent
and	and	and
an	an	an
opening	open	opening
negotiating	negoti	negotiating
position	posit	position
,	,	,
Bolton	bolton	Bolton
said	said	said
,	,	,
I	i	I
think	think	think
that	that	that
s	s	s
at	at	at
least	least	least
what	what	what
it	it	it
is	is	is
,	,	,
and	and	and
it	it	it
may	may	may
be	be	be
more	more	more
than	than	than
that	that	that
as	as	a
well	well	well
.	.	.
You	you	You
could	could	could
use	use	use
the	the	the
Taiwan	taiwan	Taiwan
relationship	relationship	relationship
to	to	to
play	play	play
off	off	off
against	against	against
their	their	their
performance	perform	performance
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
.	.	.
I	i	I
think	think	think
it	it	it
was	was	wa
very	veri	very
important	import	important
that	that	that
he	he	he
mentioned	mention	mentioned
what	what	what
I	i	I
ve	ve	ve
seen	seen	seen
for	for	for
the	the	the
past	past	past
15	15	15
years	year	year
,	,	,
which	which	which
is	is	is
that	that	that
China	china	China
says	say	say
they	they	they
re	re	re
being	be	being
helpful	help	helpful
with	with	with
the	the	the
North	north	North
Korean	korean	Korean
nuclear	nuclear	nuclear
weapons	weapon	weapon
program	program	program
,	,	,
when	when	when
in	in	in
fact	fact	fact
they	they	they
ve	ve	ve
done	done	done
precious	precious	precious
little	littl	little
,	,	,
he	he	he
said	said	said
.	.	.
In	in	In
an	an	an
opinion	opinion	opinion
article	articl	article
last	last	last
January	januari	January
in	in	in
The	the	The
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
,	,	,
Bolton	bolton	Bolton
proposed	propos	proposed
using	use	using
degrees	degre	degree
of	of	of
escalation	escal	escalation
on	on	on
Taiwan	taiwan	Taiwan
that	that	that
could	could	could
start	start	start
with	with	with
receiving	receiv	receiving
Taiwanese	taiwanes	Taiwanese
diplomats	diplomat	diplomat
officially	offici	officially
at	at	at
the	the	the
State	state	State
Department	depart	Department
and	and	and
lead	lead	lead
to	to	to
restoring	restor	restoring
full	full	full
diplomatic	diplomat	diplomatic
recognition	recognit	recognition
,	,	,
to	to	to
pressure	pressur	pressure
China	china	China
to	to	to
step	step	step
back	back	back
from	from	from
its	it	it
pursuit	pursuit	pursuit
of	of	of
territory	territori	territory
in	in	in
East	east	East
Asia	asia	Asia
.	.	.
Experts	expert	Experts
saw	saw	saw
Trump	trump	Trump
s	s	s
call	call	call
with	with	with
Tsai	tsai	Tsai
on	on	on
Dec	dec	Dec
.	.	.
4	4	4
-	-	-
the	the	the
first	first	first
by	by	by
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
-elect	-elect	-elect
or	or	or
president	presid	president
with	with	with
a	a	a
Taiwanese	taiwanes	Taiwanese
leader	leader	leader
since	sinc	since
President	presid	President
Jimmy	jimmi	Jimmy
Carter	carter	Carter
switched	switch	switched
diplomatic	diplomat	diplomatic
recognition	recognit	recognition
to	to	to
China	china	China
from	from	from
Taiwan	taiwan	Taiwan
in	in	in
1979	1979	1979
-	-	-
as	as	a
an	an	an
opening	open	opening
salvo	salvo	salvo
in	in	in
a	a	a
risky	riski	risky
test	test	test
of	of	of
wills	will	will
with	with	with
Beijing	beij	Beijing
.	.	.
However	howev	However
,	,	,
Trump	trump	Trump
followed	follow	followed
this	this	this
by	by	by
saying	say	saying
he	he	he
would	would	would
nominate	nomin	nominate
Iowa	iowa	Iowa
Governor	governor	Governor
Terry	terri	Terry
Branstad	branstad	Branstad
,	,	,
a	a	a
long	long	long
-standing	-stand	-standing
friend	friend	friend
of	of	of
Beijing	beij	Beijing
,	,	,
as	as	a
the	the	the
next	next	next
U	u	U
.	.	.
S	s	S
.	.	.
ambassador	ambassador	ambassador
to	to	to
China	china	China
,	,	,
a	a	a
move	move	move
which	which	which
that	that	that
country	countri	country
s	s	s
state	state	state
news	news	news
agency	agenc	agency
said	said	said
was	was	wa
a	a	a
positive	posit	positive
sign	sign	sign
for	for	for
ties	tie	tie
.	.	.
