NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
About	about	About
a	a	a
quarter	quarter	quarter
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
Republicans	republican	Republicans
do	do	do
not	not	not
want	want	want
to	to	to
see	see	see
Obamacare	obamacar	Obamacare
repealed	repeal	repealed
,	,	,
according	accord	according
to	to	to
a	a	a
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
released	releas	released
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
Trump	trump	Trump
and	and	and
his	his	his
fellow	fellow	fellow
Republicans	republican	Republicans
,	,	,
who	who	who
control	control	control
Congress	congress	Congress
,	,	,
have	have	have
promised	promis	promised
to	to	to
repeal	repeal	repeal
and	and	and
replace	replac	replace
the	the	the
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
,	,	,
known	known	known
as	as	a
Obamacare	obamacar	Obamacare
,	,	,
but	but	but
a	a	a
majority	major	majority
of	of	of
Americans	american	Americans
,	,	,
including	includ	including
25	25	25
percent	percent	percent
of	of	of
Republicans	republican	Republicans
polled	poll	polled
,	,	,
do	do	do
not	not	not
want	want	want
it	it	it
to	to	to
be	be	be
repealed	repeal	repealed
.	.	.
The	the	The
law	law	law
has	has	ha
been	been	been
credited	credit	credited
with	with	with
helping	help	helping
about	about	about
20	20	20
million	million	million
people	peopl	people
get	get	get
insurance	insur	insurance
coverage	coverag	coverage
.	.	.
Only	onli	Only
one	one	one
in	in	in
five	five	five
Americans	american	Americans
would	would	would
repeal	repeal	repeal
the	the	the
law	law	law
immediately	immedi	immediately
,	,	,
the	the	the
poll	poll	poll
found	found	found
.	.	.
Republicans	republican	Republicans
were	were	were
sharply	sharpli	sharply
divided	divid	divided
,	,	,
with	with	with
25	25	25
percent	percent	percent
of	of	of
those	those	those
polled	poll	polled
wanting	want	wanting
to	to	to
keep	keep	keep
it	it	it
intact	intact	intact
or	or	or
fix	fix	fix
problem	problem	problem
parts	part	part
.	.	.
Some	some	Some
32	32	32
percent	percent	percent
would	would	would
repeal	repeal	repeal
it	it	it
immediately	immedi	immediately
,	,	,
while	while	while
44	44	44
percent	percent	percent
would	would	would
wait	wait	wait
to	to	to
repeal	repeal	repeal
it	it	it
once	onc	once
an	an	an
alternative	altern	alternative
plan	plan	plan
is	is	is
ready	readi	ready
to	to	to
go	go	go
.	.	.
There	there	There
is	is	is
some	some	some
recognition	recognit	recognition
,	,	,
even	even	even
from	from	from
Republican	republican	Republican
supporters	support	supporter
,	,	,
that	that	that
the	the	the
underlying	under	underlying
goals	goal	goal
of	of	of
the	the	the
law	law	law
are	are	are
worthwhile	worthwhil	worthwhile
,	,	,
said	said	said
Jack	jack	Jack
Hoadley	hoadley	Hoadley
,	,	,
a	a	a
research	research	research
professor	professor	professor
at	at	at
Georgetown	georgetown	Georgetown
University	univers	University
s	s	s
Health	health	Health
Policy	polici	Policy
Institute	institut	Institute
.	.	.
They	they	They
still	still	still
want	want	want
something	someth	something
done	done	done
,	,	,
they	they	they
don	don	don
t	t	t
want	want	want
it	it	it
to	to	to
disappear	disappear	disappear
.	.	.
About	about	About
10	10	10
percent	percent	percent
of	of	of
Democrats	democrat	Democrats
polled	poll	polled
would	would	would
keep	keep	keep
the	the	the
2010	2010	2010
law	law	law
as	as	a
it	it	it
is	is	is
and	and	and
another	anoth	another
70	70	70
percent	percent	percent
want	want	want
it	it	it
to	to	to
remain	remain	remain
intact	intact	intact
with	with	with
some	some	some
fixes	fix	fix
.	.	.
Some	some	Some
19	19	19
percent	percent	percent
of	of	of
them	them	them
want	want	want
the	the	the
law	law	law
repealed	repeal	repealed
,	,	,
including	includ	including
13	13	13
percent	percent	percent
who	who	who
want	want	want
a	a	a
replacement	replac	replacement
passed	pass	passed
first	first	first
.	.	.
Respondents	respond	Respondents
interviewed	interview	interviewed
by	by	by
Reuters	reuter	Reuters
said	said	said
they	they	they
want	want	want
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Congress	congress	Congress
to	to	to
address	address	address
problems	problem	problem
such	such	such
as	as	a
the	the	the
rising	rise	rising
cost	cost	cost
of	of	of
healthcare	healthcar	healthcare
but	but	but
even	even	even
many	mani	many
Republicans	republican	Republicans
who	who	who
have	have	have
insurance	insur	insurance
don	don	don
t	t	t
want	want	want
it	it	it
scrapped	scrap	scrapped
without	without	without
a	a	a
replacement	replac	replacement
.	.	.
I	i	I
m	m	m
afraid	afraid	afraid
if	if	if
you	you	you
just	just	just
repeal	repeal	repeal
,	,	,
people	peopl	people
will	will	will
lose	lose	lose
it	it	it
,	,	,
said	said	said
Kathy	kathi	Kathy
Dugas	duga	Dugas
,	,	,
a	a	a
Republican	republican	Republican
who	who	who
works	work	work
as	as	a
a	a	a
dietician	dietician	dietician
near	near	near
Jackson	jackson	Jackson
,	,	,
Mississippi	mississippi	Mississippi
,	,	,
which	which	which
has	has	ha
one	one	one
of	of	of
the	the	the
country	countri	country
s	s	s
highest	highest	highest
obesity	obes	obesity
rates	rate	rate
.	.	.
Healthcare	healthcar	Healthcare
should	should	should
be	be	be
about	about	about
people	peopl	people
,	,	,
not	not	not
about	about	about
politics	polit	politics
,	,	,
she	she	she
said	said	said
.	.	.
There	there	There
has	has	ha
to	to	to
be	be	be
something	someth	something
to	to	to
take	take	take
care	care	care
of	of	of
people	peopl	people
.	.	.
Some	some	Some
congressional	congression	congressional
Republicans	republican	Republicans
have	have	have
expressed	express	expressed
concern	concern	concern
about	about	about
starting	start	starting
a	a	a
repeal	repeal	repeal
absent	absent	absent
clarity	clariti	clarity
about	about	about
how	how	how
to	to	to
replace	replac	replace
provisions	provis	provision
of	of	of
the	the	the
complicated	complic	complicated
and	and	and
far	far	far
-reaching	-reach	-reaching
law	law	law
,	,	,
but	but	but
Congress	congress	Congress
is	is	is
under	under	under
pressure	pressur	pressure
from	from	from
Trump	trump	Trump
to	to	to
act	act	act
quickly	quick	quickly
.	.	.
On	on	On
Friday	friday	Friday
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
of	of	of
Representatives	repres	Representatives
passed	pass	passed
a	a	a
fiscal	fiscal	fiscal
2017	2017	2017
budget	budget	budget
by	by	by
a	a	a
vote	vote	vote
of	of	of
227	227	227
-198	-198	-198
,	,	,
nearly	near	nearly
along	along	along
party	parti	party
lines	line	line
,	,	,
that	that	that
establishes	establish	establishes
a	a	a
reconciliation	reconcili	reconciliation
procedure	procedur	procedure
to	to	to
shield	shield	shield
an	an	an
Obamacare	obamacar	Obamacare
repeal	repeal	repeal
from	from	from
Senate	senat	Senate
filibusters	filibust	filibuster
.	.	.
The	the	The
Reuters	reuter	Reuters
poll	poll	poll
mirrors	mirror	mirror
findings	find	finding
from	from	from
a	a	a
poll	poll	poll
released	releas	released
in	in	in
early	earli	early
January	januari	January
by	by	by
the	the	the
Kaiser	kaiser	Kaiser
Family	famili	Family
Foundation	foundat	Foundation
that	that	that
also	also	also
found	found	found
the	the	the
public	public	public
divided	divid	divided
Almost	almost	Almost
half	half	half
the	the	the
people	peopl	people
in	in	in
that	that	that
poll	poll	poll
wanted	want	wanted
the	the	the
law	law	law
repealed	repeal	repealed
but	but	but
28	28	28
percent	percent	percent
of	of	of
that	that	that
group	group	group
want	want	want
to	to	to
know	know	know
the	the	the
details	detail	detail
of	of	of
the	the	the
replacement	replac	replacement
before	befor	before
Obamacare	obamacar	Obamacare
is	is	is
scrapped	scrap	scrapped
.	.	.
The	the	The
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
was	was	wa
conducted	conduct	conducted
online	onlin	online
in	in	in
English	english	English
in	in	in
all	all	all
50	50	50
states	state	state
.	.	.
The	the	The
question	question	question
on	on	on
Obamacare	obamacar	Obamacare
included	includ	included
responses	respons	response
from	from	from
2	2	2
,	,	,
232	232	232
American	american	American
adults	adult	adult
,	,	,
including	includ	including
951	951	951
Democrats	democrat	Democrats
and	and	and
879	879	879
Republicans	republican	Republicans
.	.	.
It	it	It
has	has	ha
a	a	a
credibility	credibl	credibility
interval	interv	interval
,	,	,
a	a	a
measure	measur	measure
of	of	of
accuracy	accuraci	accuracy
,	,	,
of	of	of
2	2	2
percentage	percentag	percentage
points	point	point
for	for	for
the	the	the
entire	entir	entire
group	group	group
,	,	,
and	and	and
4	4	4
percentage	percentag	percentage
points	point	point
for	for	for
the	the	the
Democrats	democrat	Democrats
and	and	and
Republicans	republican	Republicans
.	.	.
