Token	Stem	Lemma
NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
Buckeye	buckey	Buckeye
Partners	partner	Partners
LP	lp	LP
said	said	said
it	it	it
aims	aim	aim
to	to	to
resume	resum	resume
normal	normal	normal
operations	oper	operation
its	it	it
Bahamas	bahama	Bahamas
crude	crude	crude
oil	oil	oil
and	and	and
fuel	fuel	fuel
terminal	termin	terminal
also	also	also
known	known	known
as	as	a
Borco	borco	Borco
on	on	on
Tuesday	tuesday	Tuesday
after	after	after
Hurricane	hurrican	Hurricane
Irma	irma	Irma
rampaged	rampag	rampaged
through	through	through
the	the	the
Caribbean	caribbean	Caribbean
as	as	a
one	one	one
of	of	of
the	the	the
most	most	most
powerful	power	powerful
Atlantic	atlant	Atlantic
hurricanes	hurrican	hurricane
on	on	on
record	record	record
The	the	The
terminal	termin	terminal
located	locat	located
in	in	in
Freeport	freeport	Freeport
on	on	on
Grand	grand	Grand
Bahama	bahama	Bahama
Island	island	Island
has	has	ha
no	no	no
reported	report	reported
injuries	injuri	injury
incidents	incid	incident
or	or	or
damage	damag	damage
and	and	and
restart	restart	restart
activities	activ	activity
began	began	began
on	on	on
Monday	monday	Monday
afternoon	afternoon	afternoon
the	the	the
company	compani	company
said	said	said
While	while	While
power	power	power
is	is	is
still	still	still
out	out	out
at	at	at
the	the	the
terminal	termin	terminal
Buckeye	buckey	Buckeye
expects	expect	expects
terminal	termin	terminal
and	and	and
marine	marin	marine
operations	oper	operation
to	to	to
return	return	return
to	to	to
normal	normal	normal
on	on	on
Tuesday	tuesday	Tuesday
depending	depend	depending
on	on	on
weather	weather	weather
conditions	condit	condition
The	the	The
Borco	borco	Borco
terminal	termin	terminal
is	is	is
Buckeye	buckey	Buckeye
s	s	s
largest	largest	largest
and	and	and
has	has	ha
the	the	the
capacity	capac	capacity
to	to	to
store	store	store
about	about	about
26	26	26
2	2	2
million	million	million
barrels	barrel	barrel
of	of	of
oil	oil	oil
fuel	fuel	fuel
oil	oil	oil
gasoline	gasolin	gasoline
and	and	and
other	other	other
products	product	product
It	it	It
is	is	is
also	also	also
the	the	the
largest	largest	largest
fuel	fuel	fuel
storage	storag	storage
terminal	termin	terminal
in	in	in
the	the	the
western	western	western
hemisphere	hemispher	hemisphere
the	the	the
Buckeye	buckey	Buckeye
Global	global	Global
Marine	marin	Marine
Partners	partner	Partners
website	websit	website
said	said	said
Buckeye	buckey	Buckeye
was	was	wa
forced	forc	forced
to	to	to
shut	shut	shut
the	the	the
terminal	termin	terminal
due	due	due
to	to	to
Irma	irma	Irma
on	on	on
Sept	sept	Sept
7	7	7
a	a	a
source	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
matter	matter	matter
told	told	told
Reuters	reuter	Reuters
last	last	last
week	week	week
Irma	irma	Irma
has	has	ha
killed	kill	killed
nearly	near	nearly
40	40	40
people	peopl	people
in	in	in
the	the	the
Caribbean	caribbean	Caribbean
and	and	and
at	at	at
least	least	least
six	six	six
in	in	in
Florida	florida	Florida
and	and	and
Georgia	georgia	Georgia
and	and	and
hammered	hammer	hammered
energy	energi	energy
infrastructure	infrastructur	infrastructure
in	in	in
those	those	those
regions	region	region
even	even	even
as	as	a
recovery	recoveri	recovery
operations	oper	operation
from	from	from
storm	storm	storm
Harvey	harvey	Harvey
were	were	were
under	under	under
way	way	way
It	it	It
will	will	will
likely	like	likely
dissipate	dissip	dissipate
from	from	from
Tuesday	tuesday	Tuesday
evening	even	evening
the	the	the
National	nation	National
Hurricane	hurrican	Hurricane
Center	center	Center
said	said	said
Buckeye	buckey	Buckeye
s	s	s
terminals	termin	terminal
in	in	in
Puerto	puerto	Puerto
Rico	rico	Rico
have	have	have
returned	return	returned
to	to	to
normal	normal	normal
a	a	a
spokesman	spokesman	spokesman
told	told	told
Reuters	reuter	Reuters
in	in	in
an	an	an
email	email	email
The	the	The
U	u	U
S	s	S
-based	-base	-based
midstream	midstream	midstream
company	compani	company
had	had	had
closed	close	closed
the	the	the
4	4	4
6	6	6
million	million	million
-barrel	-barrel	-barrel
Yabucoa	yabucoa	Yabucoa
oil	oil	oil
terminal	termin	terminal
in	in	in
Puerto	puerto	Puerto
Rico	rico	Rico
last	last	last
week	week	week
The	the	The
company	compani	company
also	also	also
said	said	said
it	it	it
aims	aim	aim
to	to	to
return	return	return
some	some	some
Florida	florida	Florida
terminals	termin	terminal
and	and	and
pipelines	pipelin	pipeline
to	to	to
limited	limit	limited
service	servic	service
on	on	on
back	back	back
-up	-up	-up
power	power	power
in	in	in
12	12	12
-48	-48	-48
hours	hour	hour
All	all	All
employees	employe	employee
at	at	at
Tampa	tampa	Tampa
and	and	and
in	in	in
the	the	the
Miami	miami	Miami
area	area	area
are	are	are
all	all	all
reported	report	reported
safe	safe	safe
and	and	and
accounted	account	accounted
for	for	for
Buckeye	buckey	Buckeye
said	said	said
Nustar	nustar	Nustar
Energy	energi	Energy
LP	lp	LP
said	said	said
on	on	on
Monday	monday	Monday
it	it	it
had	had	had
put	put	put
damage	damag	damage
assessments	assess	assessment
of	of	of
its	it	it
terminal	termin	terminal
on	on	on
the	the	the
Caribbean	caribbean	Caribbean
island	island	island
of	of	of
St	st	St
Eustatius	eustatius	Eustatius
on	on	on
hold	hold	hold
as	as	a
it	it	it
prepared	prepar	prepared
for	for	for
Hurricane	hurrican	Hurricane
Jose	jose	Jose
Several	sever	Several
tanks	tank	tank
and	and	and
other	other	other
equipment	equip	equipment
at	at	at
the	the	the
13	13	13
03	03	03
million	million	million
-barrel	-barrel	-barrel
crude	crude	crude
and	and	and
product	product	product
storage	storag	storage
terminal	termin	terminal
was	was	wa
damaged	damag	damaged
by	by	by
Irma	irma	Irma
last	last	last
week	week	week
The	the	The
National	nation	National
Hurricane	hurrican	Hurricane
Center	center	Center
was	was	wa
monitoring	monitor	monitoring
Hurricane	hurrican	Hurricane
Jose	jose	Jose
which	which	which
was	was	wa
spinning	spin	spinning
in	in	in
the	the	the
Atlantic	atlant	Atlantic
about	about	about
700	700	700
miles	mile	mile
1	1	1
130	130	130
km	km	km
west	west	west
of	of	of
Florida	florida	Florida
