BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
militias	militia	militia
said	said	said
they	they	they
captured	captur	captured
Syria	syria	Syria
s	s	s
largest	largest	largest
oil	oil	oil
field	field	field
on	on	on
Sunday	sunday	Sunday
,	,	,
pressing	press	pressing
their	their	their
assault	assault	assault
against	against	against
Islamic	islam	Islamic
State	state	State
in	in	in
the	the	the
east	east	east
of	of	of
the	the	the
country	countri	country
.	.	.

The	the	The
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
said	said	said
they	they	they
took	took	took
al	al	al
-Omar	-omar	-Omar
field	field	field
on	on	on
the	the	the
eastern	eastern	eastern
bank	bank	bank
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
river	river	river
in	in	in
the	the	the
early	earli	early
hours	hour	hour
.	.	.

Our	our	Our
forces	forc	force
managed	manag	managed
to	to	to
liberate	liber	liberate
the	the	the
fields	field	field
without	without	without
notable	notabl	notable
damages	damag	damage
,	,	,
said	said	said
Lilwa	lilwa	Lilwa
al	al	al
-Abdallah	-abdallah	-Abdallah
,	,	,
spokeswoman	spokeswoman	spokeswoman
for	for	for
the	the	the
offensive	offens	offensive
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
.	.	.

The	the	The
jihadists	jihadist	jihadist
holed	hole	holed
up	up	up
in	in	in
buildings	build	building
in	in	in
a	a	a
nearby	nearbi	nearby
district	district	district
,	,	,
where	where	where
the	the	the
SDF	sdf	SDF
was	was	wa
trying	tri	trying
to	to	to
hunt	hunt	hunt
them	them	them
down	down	down
,	,	,
she	she	she
said	said	said
.	.	.

With	with	With
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
jets	jet	jet
and	and	and
special	special	special
forces	forc	force
,	,	,
the	the	the
SDF	sdf	SDF
has	has	ha
been	been	been
battling	battl	battling
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
bordering	border	bordering
Iraq	iraq	Iraq
.	.	.

The	the	The
alliance	allianc	alliance
of	of	of
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
militias	militia	militia
has	has	ha
focused	focus	focused
on	on	on
territory	territori	territory
east	east	east
of	of	of
the	the	the
river	river	river
,	,	,
which	which	which
bisects	bisect	bisects
the	the	the
oil	oil	oil
-rich	-rich	-rich
province	provinc	province
.	.	.

The	the	The
Syrian	syrian	Syrian
army	armi	army
,	,	,
with	with	with
Russian	russian	Russian
air	air	air
power	power	power
and	and	and
Iran	iran	Iran
-backed	-back	-backed
militias	militia	militia
,	,	,
has	has	ha
been	been	been
waging	wage	waging
its	it	it
own	own	own
separate	separ	separate
offensive	offens	offensive
against	against	against
Islamic	islam	Islamic
State	state	State
,	,	,
mostly	most	mostly
to	to	to
the	the	the
west	west	west
of	of	of
the	the	the
river	river	river
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
and	and	and
the	the	the
Russian	russian	Russian
military	militari	military
have	have	have
been	been	been
holding	hold	holding
deconfliction	deconflict	deconfliction
meetings	meet	meeting
-	-	-
to	to	to
prevent	prevent	prevent
clashes	clash	clash
between	between	between
planes	plane	plane
and	and	and
troops	troop	troop
-	-	-
though	though	though
the	the	the
two	two	two
offensives	offens	offensive
have	have	have
sometimes	sometim	sometimes
come	come	come
into	into	into
conflict	conflict	conflict
.	.	.

Islamic	islam	Islamic
State	state	State
has	has	ha
lost	lost	lost
vast	vast	vast
territory	territori	territory
across	across	across
Syria	syria	Syria
,	,	,
and	and	and
has	has	ha
now	now	now
come	come	come
under	under	under
attack	attack	attack
in	in	in
its	it	it
last	last	last
footholds	foothold	foothold
in	in	in
a	a	a
strip	strip	strip
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
valley	valley	valley
and	and	and
the	the	the
desert	desert	desert
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
.	.	.

The	the	The
SDF	sdf	SDF
declared	declar	declared
victory	victori	victory
over	over	over
the	the	the
jihadists	jihadist	jihadist
in	in	in
their	their	their
former	former	former
headquarters	headquart	headquarters
in	in	in
Raqqa	raqqa	Raqqa
city	citi	city
this	this	this
week	week	week
.	.	.

SDF	sdf	SDF
fighters	fighter	fighter
would	would	would
now	now	now
move	move	move
to	to	to
the	the	the
frontlines	frontlin	frontlines
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
,	,	,
speeding	speed	speeding
up	up	up
the	the	the
battle	battl	battle
in	in	in
eastern	eastern	eastern
Syria	syria	Syria
.	.	.

Last	last	Last
month	month	month
,	,	,
the	the	the
Kurdish	kurdish	Kurdish
-led	-led	-led
militias	militia	militia
captured	captur	captured
a	a	a
major	major	major
natural	natur	natural
gas	gas	gas
field	field	field
upstream	upstream	upstream
of	of	of
Sunday	sunday	Sunday
s	s	s
advance	advanc	advance
.	.	.

Al	al	Al
-Omar	-omar	-Omar
oil	oil	oil
field	field	field
lies	lie	lie
some	some	some
10	10	10
km	km	km
6	6	6
.	.	.
21	21	21
miles	mile	mile
north	north	north
of	of	of
the	the	the
town	town	town
of	of	of
al	al	al
-Mayadin	-mayadin	-Mayadin
,	,	,
which	which	which
government	govern	government
troops	troop	troop
and	and	and
their	their	their
allies	alli	ally
took	took	took
earlier	earlier	earlier
this	this	this
month	month	month
.	.	.

The	the	The
town	town	town
had	had	had
turned	turn	turned
into	into	into
a	a	a
major	major	major
base	base	base
for	for	for
Islamic	islam	Islamic
State	state	State
militants	milit	militant
after	after	after
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
offensive	offens	offensive
drove	drove	drove
them	them	them
out	out	out
of	of	of
Raqqa	raqqa	Raqqa
.	.	.

The	the	The
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
said	said	said
Islamic	islam	Islamic
State	state	State
fighters	fighter	fighter
who	who	who
had	had	had
withdrawn	withdrawn	withdrawn
from	from	from
the	the	the
oil	oil	oil
field	field	field
mounted	mount	mounted
a	a	a
counter	counter	counter
-attack	-attack	-attack
overnight	overnight	overnight
against	against	against
government	govern	government
forces	forc	force
.	.	.

The	the	The
militants	milit	militant
made	made	made
some	some	some
gains	gain	gain
around	around	around
al	al	al
-Mayadin	-mayadin	-Mayadin
,	,	,
the	the	the
Britain	britain	Britain
-based	-base	-based
monitor	monitor	monitor
said	said	said
.	.	.

But	but	But
a	a	a
Syrian	syrian	Syrian
military	militari	military
source	sourc	source
denied	deni	denied
this	this	this
,	,	,
saying	say	saying
there	there	there
was	was	wa
no	no	no
significant	signific	significant
attack	attack	attack
and	and	and
fighting	fight	fighting
raged	rage	raged
on	on	on
at	at	at
the	the	the
same	same	same
pace	pace	pace
.	.	.

Any	ani	Any
attack	attack	attack
by	by	by
the	the	the
Islamic	islam	Islamic
State	state	State
militants	milit	militant
there	there	there
was	was	wa
a	a	a
desperate	desper	desperate
attempt	attempt	attempt
,	,	,
the	the	the
source	sourc	source
said	said	said
.	.	.

The	the	The
Syrian	syrian	Syrian
Arab	arab	Arab
Army	armi	Army
is	is	is
attacking	attack	attacking
,	,	,
hitting	hit	hitting
Daesh	daesh	Daesh
positions	posit	position
.	.	.
.	.	.
.	.	.
and	and	and
advancing	advanc	advancing
,	,	,
the	the	the
source	sourc	source
said	said	said
,	,	,
using	use	using
the	the	the
Arabic	arab	Arabic
acronym	acronym	acronym
for	for	for
Islamic	islam	Islamic
State	state	State
.	.	.

