NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
The	the	The
administration	administr	administration
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
opposed	oppos	opposed
opening	open	opening
the	the	the
door	door	door
to	to	to
grandparents	grandpar	grandparent
from	from	from
six	six	six
Muslim	muslim	Muslim
-majority	-major	-majority
countries	countri	country
on	on	on
Monday	monday	Monday
,	,	,
arguing	argu	arguing
in	in	in
a	a	a
court	court	court
filing	file	filing
that	that	that
the	the	the
government	govern	government
s	s	s
interpretation	interpret	interpretation
of	of	of
how	how	how
to	to	to
implement	implement	implement
its	it	it
temporary	temporari	temporary
travel	travel	travel
ban	ban	ban
is	is	is
based	base	based
on	on	on
U	u	U
.	.	.
S	s	S
.	.	.
immigration	immigr	immigration
law	law	law
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
in	in	in
a	a	a
ruling	rule	ruling
last	last	last
Monday	monday	Monday
revived	reviv	revived
parts	part	part
of	of	of
Trump	trump	Trump
s	s	s
March	march	March
6	6	6
executive	execut	executive
order	order	order
that	that	that
banned	ban	banned
people	peopl	people
from	from	from
Iran	iran	Iran
,	,	,
Libya	libya	Libya
,	,	,
Somalia	somalia	Somalia
,	,	,
Sudan	sudan	Sudan
,	,	,
Syria	syria	Syria
and	and	and
Yemen	yemen	Yemen
for	for	for
90	90	90
days	day	day
,	,	,
which	which	which
had	had	had
been	been	been
blocked	block	blocked
by	by	by
lower	lower	lower
courts	court	court
.	.	.
The	the	The
highest	highest	highest
court	court	court
let	let	let
the	the	the
ban	ban	ban
go	go	go
forward	forward	forward
with	with	with
a	a	a
limited	limit	limited
scope	scope	scope
,	,	,
saying	say	saying
that	that	that
it	it	it
cannot	cannot	cannot
apply	appli	apply
to	to	to
anyone	anyon	anyone
with	with	with
credible	credibl	credible
bona	bona	bona
fide	fide	fide
relationship	relationship	relationship
with	with	with
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
person	person	person
or	or	or
entity	entiti	entity
.	.	.
Trump	trump	Trump
said	said	said
the	the	the
measure	measur	measure
was	was	wa
necessary	necessari	necessary
to	to	to
prevent	prevent	prevent
terrorist	terrorist	terrorist
attacks	attack	attack
.	.	.
But	but	But
opponents	oppon	opponent
,	,	,
including	includ	including
states	state	state
and	and	and
refugee	refuge	refugee
advocacy	advocaci	advocacy
groups	group	group
,	,	,
sued	su	sued
to	to	to
stop	stop	stop
it	it	it
,	,	,
disputing	disput	disputing
its	it	it
security	secur	security
rationale	rational	rationale
and	and	and
saying	say	saying
it	it	it
discriminates	discrimin	discriminates
against	against	against
Muslims	muslim	Muslims
.	.	.
After	after	After
the	the	the
Supreme	suprem	Supreme
Court	court	Court
ruling	rule	ruling
,	,	,
the	the	the
government	govern	government
said	said	said
that	that	that
a	a	a
bona	bona	bona
fide	fide	fide
relationship	relationship	relationship
means	mean	mean
close	close	close
family	famili	family
members	member	member
only	onli	only
parents	parent	parent
,	,	,
spouses	spous	spouse
,	,	,
siblings	sibl	sibling
and	and	and
children	children	child
.	.	.
Grandparents	grandpar	Grandparents
,	,	,
grandchildren	grandchildren	grandchild
,	,	,
aunts	aunt	aunt
,	,	,
uncles	uncl	uncle
,	,	,
nieces	niec	niece
,	,	,
nephews	nephew	nephew
and	and	and
cousins	cousin	cousin
from	from	from
the	the	the
six	six	six
countries	countri	country
would	would	would
still	still	still
be	be	be
banned	ban	banned
.	.	.
The	the	The
government	govern	government
s	s	s
definition	definit	definition
,	,	,
hews	hew	hews
closely	close	closely
to	to	to
the	the	the
categorical	categor	categorical
determinations	determin	determination
articulated	articul	articulated
by	by	by
Congress	congress	Congress
in	in	in
the	the	the
Immigration	immigr	Immigration
and	and	and
Nationality	nation	Nationality
Act	act	Act
,	,	,
Department	depart	Department
of	of	of
Justice	justic	Justice
lawyers	lawyer	lawyer
argued	argu	argued
in	in	in
court	court	court
papers	paper	paper
on	on	on
Monday	monday	Monday
.	.	.
The	the	The
government	govern	government
s	s	s
filing	file	filing
came	came	came
after	after	after
the	the	the
State	state	State
of	of	of
Hawaii	hawaii	Hawaii
last	last	last
week	week	week
went	went	went
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Judge	judg	Judge
Derrick	derrick	Derrick
Watson	watson	Watson
in	in	in
Honolulu	honolulu	Honolulu
,	,	,
who	who	who
originally	origin	originally
ruled	rule	ruled
to	to	to
block	block	block
the	the	the
ban	ban	ban
,	,	,
to	to	to
seek	seek	seek
clarification	clarif	clarification
of	of	of
the	the	the
Supreme	suprem	Supreme
Court	court	Court
s	s	s
ruling	rule	ruling
,	,	,
arguing	argu	arguing
the	the	the
government	govern	government
s	s	s
definition	definit	definition
of	of	of
bona	bona	bona
fide	fide	fide
relationship	relationship	relationship
was	was	wa
too	too	too
narrow	narrow	narrow
.	.	.
The	the	The
government	govern	government
said	said	said
Hawaii	hawaii	Hawaii
,	,	,
and	and	and
refugee	refuge	refugee
organizations	organ	organization
that	that	that
filed	file	filed
a	a	a
friend	friend	friend
of	of	of
the	the	the
court	court	court
brief	brief	brief
in	in	in
support	support	support
of	of	of
the	the	the
state	state	state
,	,	,
were	were	were
seeking	seek	seeking
to	to	to
apply	appli	apply
broader	broader	broader
,	,	,
free	free	free
-hand	-hand	-hand
rules	rule	rule
.	.	.
The	the	The
refugee	refuge	refugee
organizations	organ	organization
had	had	had
argued	argu	argued
that	that	that
their	their	their
work	work	work
to	to	to
resettle	resettl	resettle
refugees	refuge	refugee
,	,	,
a	a	a
process	process	process
that	that	that
can	can	can
take	take	take
years	year	year
of	of	of
work	work	work
in	in	in
coordination	coordin	coordination
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
,	,	,
qualifies	qualifi	qualifies
as	as	a
a	a	a
bona	bona	bona
fide	fide	fide
relationship	relationship	relationship
with	with	with
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
entity	entiti	entity
.	.	.
Any	ani	Any
refugees	refuge	refugee
with	with	with
such	such	such
a	a	a
relationship	relationship	relationship
should	should	should
be	be	be
exempt	exempt	exempt
from	from	from
the	the	the
three	three	three
-month	-month	-month
ban	ban	ban
on	on	on
refugees	refuge	refugee
included	includ	included
in	in	in
the	the	the
executive	execut	executive
order	order	order
,	,	,
according	accord	according
to	to	to
the	the	the
Supreme	suprem	Supreme
Court	court	Court
ruling	rule	ruling
.	.	.
But	but	But
the	the	the
government	govern	government
said	said	said
workers	worker	worker
with	with	with
offers	offer	offer
of	of	of
employment	employ	employment
with	with	with
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
company	compani	company
and	and	and
international	intern	international
students	student	student
are	are	are
fundamentally	fundament	fundamentally
different	differ	different
than	than	than
refugees	refuge	refugee
receiving	receiv	receiving
help	help	help
from	from	from
U	u	U
.	.	.
S	s	S
.	.	.
resettlement	resettl	resettlement
agencies	agenc	agency
.	.	.
A	a	A
refugee	refuge	refugee
s	s	s
relationship	relationship	relationship
with	with	with
the	the	the
agency	agenc	agency
flows	flow	flow
from	from	from
the	the	the
government	govern	government
,	,	,
not	not	not
from	from	from
an	an	an
independent	independ	independent
relationship	relationship	relationship
between	between	between
the	the	the
refugee	refuge	refugee
and	and	and
the	the	the
resettlement	resettl	resettlement
agency	agenc	agency
,	,	,
the	the	the
government	govern	government
said	said	said
in	in	in
its	it	it
brief	brief	brief
.	.	.
Indeed	inde	Indeed
,	,	,
resettlement	resettl	resettlement
agencies	agenc	agency
typically	typic	typically
do	do	do
not	not	not
have	have	have
any	ani	any
direct	direct	direct
contact	contact	contact
with	with	with
the	the	the
refugees	refuge	refugee
they	they	they
assure	assur	assure
before	befor	before
their	their	their
arrival	arriv	arrival
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.
Using	use	Using
the	the	the
organization	organ	organization
s	s	s
interpretation	interpret	interpretation
would	would	would
make	make	make
the	the	the
refugee	refuge	refugee
provisions	provis	provision
in	in	in
the	the	the
executive	execut	executive
order	order	order
largely	larg	largely
meaningless	meaningless	meaningless
,	,	,
the	the	the
government	govern	government
said	said	said
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
refugee	refuge	refugee
resettlement	resettl	resettlement
is	is	is
continuing	continu	continuing
as	as	a
normal	normal	normal
until	until	until
July	juli	July
6	6	6
,	,	,
the	the	the
State	state	State
Department	depart	Department
has	has	ha
said	said	said
,	,	,
around	around	around
when	when	when
the	the	the
50	50	50
,	,	,
000	000	000
cap	cap	cap
for	for	for
the	the	the
fiscal	fiscal	fiscal
year	year	year
set	set	set
by	by	by
Trump	trump	Trump
s	s	s
executive	execut	executive
