Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
Some	some	Some
members	member	member
of	of	of
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
s	s	s
transition	transit	transition
team	team	team
can	can	can
now	now	now
begin	begin	begin
work	work	work
with	with	with
officials	offici	official
at	at	at
certain	certain	certain
government	govern	government
agencies	agenc	agency
as	as	a
they	they	they
prepare	prepar	prepare
for	for	for
the	the	the
new	new	new
administration	administr	administration
to	to	to
take	take	take
over	over	over
in	in	in
January	januari	January
the	the	the
White	white	White
House	hous	House
said	said	said
on	on	on
Thursday	thursday	Thursday
The	the	The
President	presid	President
-elect	-elect	-elect
s	s	s
team	team	team
has	has	ha
now	now	now
completed	complet	completed
the	the	the
necessary	necessari	necessary
steps	step	step
for	for	for
an	an	an
initial	initi	initial
group	group	group
of	of	of
authorized	author	authorized
individuals	individu	individual
to	to	to
begin	begin	begin
receiving	receiv	receiving
briefings	brief	briefing
and	and	and
other	other	other
materials	materi	material
from	from	from
our	our	our
transition	transit	transition
teams	team	team
at	at	at
select	select	select
agencies	agenc	agency
across	across	across
the	the	the
government	govern	government
said	said	said
White	white	White
House	hous	House
spokeswoman	spokeswoman	spokeswoman
Brandi	brandi	Brandi
Hoffine	hoffin	Hoffine
in	in	in
a	a	a
statement	statement	statement
We	we	We
expect	expect	expect
to	to	to
receive	receiv	receive
additional	addit	additional
names	name	name
for	for	for
a	a	a
wider	wider	wider
range	rang	range
of	of	of
agencies	agenc	agency
from	from	from
the	the	the
President	presid	President
-elect	-elect	-elect
s	s	s
team	team	team
as	as	a
the	the	the
transition	transit	transition
work	work	work
continues	continu	continues
and	and	and
we	we	we
will	will	will
facilitate	facilit	facilitate
those	those	those
requests	request	request
on	on	on
a	a	a
rolling	roll	rolling
basis	basi	basis
Hoffine	hoffin	Hoffine
said	said	said
