LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
told	told	told
her	her	her
cabinet	cabinet	cabinet
on	on	on
Tuesday	tuesday	Tuesday
Britain	britain	Britain
s	s	s
objective	object	objective
in	in	in
leaving	leav	leaving
the	the	the
EU	eu	EU
should	should	should
be	be	be
a	a	a
deal	deal	deal
that	that	that
enables	enabl	enables
it	it	it
to	to	to
set	set	set
rules	rule	rule
suited	suit	suited
to	to	to
its	it	it
situation	situat	situation
,	,	,
her	her	her
spokesman	spokesman	spokesman
said	said	said
after	after	after
a	a	a
cabinet	cabinet	cabinet
meeting	meet	meeting
to	to	to
establish	establish	establish
long	long	long
-term	-term	-term
goals	goal	goal
for	for	for
exit	exit	exit
talks	talk	talk
.	.	.
Having	have	Having
secured	secur	secured
a	a	a
deal	deal	deal
to	to	to
move	move	move
European	european	European
Union	union	Union
departure	departur	departure
negotiations	negoti	negotiation
to	to	to
the	the	the
next	next	next
stage	stage	stage
last	last	last
week	week	week
,	,	,
Tuesday	tuesday	Tuesday
s	s	s
discussion	discuss	discussion
marked	mark	marked
the	the	the
start	start	start
of	of	of
May	may	May
s	s	s
next	next	next
battle	battl	battle
over	over	over
Brexit	brexit	Brexit
what	what	what
kind	kind	kind
of	of	of
long	long	long
-term	-term	-term
relationship	relationship	relationship
will	will	will
Britain	britain	Britain
have	have	have
with	with	with
the	the	the
bloc	bloc	bloc
?	?	?
In	in	In
making	make	making
that	that	that
decision	decis	decision
,	,	,
May	may	May
must	must	must
manage	manag	manage
deep	deep	deep
divisions	divis	division
at	at	at
home	home	home
,	,	,
including	includ	including
among	among	among
senior	senior	senior
ministers	minist	minister
,	,	,
over	over	over
whether	whether	whether
to	to	to
align	align	align
Britain	britain	Britain
s	s	s
economic	econom	economic
future	futur	future
with	with	with
the	the	the
EU	eu	EU
,	,	,
or	or	or
diverge	diverg	diverge
from	from	from
the	the	the
bloc	bloc	bloc
and	and	and
seek	seek	seek
a	a	a
more	more	more
global	global	global
role	role	role
.	.	.
She	she	She
will	will	will
then	then	then
have	have	have
to	to	to
go	go	go
out	out	out
and	and	and
strike	strike	strike
a	a	a
deal	deal	deal
in	in	in
Brussels	brussel	Brussels
,	,	,
where	where	where
the	the	the
EU	eu	EU
is	is	is
adamant	adam	adamant
that	that	that
Britain	britain	Britain
cannot	cannot	cannot
enjoy	enjoy	enjoy
the	the	the
full	full	full
benefits	benefit	benefit
of	of	of
membership	membership	membership
after	after	after
leaving	leav	leaving
,	,	,
wary	wari	wary
of	of	of
the	the	the
need	need	need
to	to	to
deter	deter	deter
others	other	others
members	member	member
from	from	from
following	follow	following
suit	suit	suit
.	.	.
The	the	The
PM	pm	PM
said	said	said
it	it	it
was	was	wa
clear	clear	clear
what	what	what
the	the	the
cabinet	cabinet	cabinet
s	s	s
objective	object	objective
is	is	is
a	a	a
deal	deal	deal
which	which	which
secures	secur	secures
the	the	the
best	best	best
possible	possibl	possible
trading	trade	trading
terms	term	term
with	with	with
the	the	the
EU	eu	EU
,	,	,
enables	enabl	enables
the	the	the
UK	uk	UK
to	to	to
set	set	set
rules	rule	rule
that	that	that
are	are	are
right	right	right
for	for	for
our	our	our
situation	situat	situation
and	and	and
facilitates	facilit	facilitates
ambitious	ambiti	ambitious
third	third	third
-country	-countri	-country
trade	trade	trade
deals	deal	deal
,	,	,
the	the	the
spokesman	spokesman	spokesman
said	said	said
.	.	.
The	the	The
meeting	meet	meeting
lasted	last	lasted
almost	almost	almost
two	two	two
hours	hour	hour
and	and	and
saw	saw	saw
25	25	25
ministers	minist	minister
speak	speak	speak
on	on	on
a	a	a
subject	subject	subject
at	at	at
the	the	the
heart	heart	heart
of	of	of
the	the	the
country	countri	country
s	s	s
fraught	fraught	fraught
debate	debat	debate
over	over	over
leaving	leav	leaving
the	the	the
EU	eu	EU
.	.	.
It	it	It
was	was	wa
the	the	the
first	first	first
time	time	time
cabinet	cabinet	cabinet
has	has	ha
tackled	tackl	tackled
the	the	the
so	so	so
-called	-call	-called
end	end	end
state	state	state
of	of	of
the	the	the
negotiations	negoti	negotiation
since	sinc	since
the	the	the
referendum	referendum	referendum
vote	vote	vote
to	to	to
leave	leav	leave
in	in	in
June	june	June
last	last	last
year	year	year
.	.	.
Further	further	Further
cabinet	cabinet	cabinet
talks	talk	talk
are	are	are
expected	expect	expected
early	earli	early
next	next	next
year	year	year
to	to	to
firm	firm	firm
up	up	up
the	the	the
best	best	best
means	mean	mean
of	of	of
achieving	achiev	achieving
May	may	May
s	s	s
goals	goal	goal
-	-	-
the	the	the
stage	stage	stage
of	of	of
the	the	the
discussion	discuss	discussion
most	most	most
likely	like	likely
to	to	to
push	push	push
ideological	ideolog	ideological
differences	differ	difference
between	between	between
hard	hard	hard
and	and	and
soft	soft	soft
Brexiteers	brexit	Brexiteers
out	out	out
into	into	into
the	the	the
open	open	open
.	.	.
Asked	ask	Asked
whether	whether	whether
there	there	there
was	was	wa
agreement	agreement	agreement
on	on	on
May	may	May
s	s	s
key	key	key
aims	aim	aim
,	,	,
the	the	the
spokesman	spokesman	spokesman
said	said	said
Yes	yes	Yes
,	,	,
it	it	it
s	s	s
clear	clear	clear
what	what	what
we	we	we
want	want	want
to	to	to
achieve	achiev	achieve
.	.	.
It	it	It
was	was	wa
set	set	set
out	out	out
in	in	in
a	a	a
good	good	good
,	,	,
clear	clear	clear
,	,	,
detailed	detail	detailed
discussion	discuss	discussion
in	in	in
which	which	which
there	there	there
were	were	were
contributions	contribut	contribution
from	from	from
a	a	a
large	larg	large
majority	major	majority
of	of	of
the	the	the
cabinet	cabinet	cabinet
.	.	.
On	on	On
the	the	the
eve	eve	eve
of	of	of
the	the	the
meeting	meet	meeting
,	,	,
EU	eu	EU
chief	chief	chief
negotiator	negoti	negotiator
Michel	michel	Michel
Barnier	barnier	Barnier
offered	offer	offered
a	a	a
reminder	remind	reminder
of	of	of
the	the	the
difficult	difficult	difficult
talks	talk	talk
that	that	that
also	also	also
lie	lie	lie
ahead	ahead	ahead
in	in	in
Brussels	brussel	Brussels
,	,	,
repeating	repeat	repeating
the	the	the
bloc	bloc	bloc
s	s	s
position	posit	position
that	that	that
London	london	London
s	s	s
huge	huge	huge
financial	financi	financial
sector	sector	sector
would	would	would
not	not	not
be	be	be
given	given	given
special	special	special
treatment	treatment	treatment
.	.	.
May	may	May
s	s	s
spokesman	spokesman	spokesman
said	said	said
she	she	she
had	had	had
ruled	rule	ruled
out	out	out
a	a	a
final	final	final
economic	econom	economic
partnership	partnership	partnership
with	with	with
the	the	the
EU	eu	EU
modeled	model	modeled
on	on	on
the	the	the
European	european	European
Economic	econom	Economic
Area	area	Area
-	-	-
whose	whose	whose
members	member	member
allow	allow	allow
free	free	free
movement	movement	movement
in	in	in
exchange	exchang	exchange
for	for	for
full	full	full
access	access	access
to	to	to
the	the	the
EU	eu	EU
s	s	s
single	singl	single
market	market	market
-	-	-
and	and	and
her	her	her
aim	aim	aim
was	was	wa
to	to	to
get	get	get
a	a	a
more	more	more
ambitious	ambiti	ambitious
deal	deal	deal
than	than	than
the	the	the
one	one	one
signed	sign	signed
between	between	between
Canada	canada	Canada
and	and	and
the	the	the
EU	eu	EU
last	last	last
year	year	year
.	.	.
The	the	The
Brexit	brexit	Brexit
Secretary	secretari	Secretary
David	david	David
Davis	davi	Davis
and	and	and
the	the	the
prime	prime	prime
minister	minist	minister
were	were	were
clear	clear	clear
that	that	that
Britain	britain	Britain
would	would	would
be	be	be
seeking	seek	seeking
a	a	a
bespoke	bespok	bespoke
deal	deal	deal
.	.	.
Before	befor	Before
talks	talk	talk
resume	resum	resume
in	in	in
Brussels	brussel	Brussels
,	,	,
May	may	May
must	must	must
maintain	maintain	maintain
a	a	a
delicate	delic	delicate
balancing	balanc	balancing
act	act	act
to	to	to
keep	keep	keep
hardline	hardlin	hardline
Brexit	brexit	Brexit
ministers	minist	minister
like	like	like
foreign	foreign	foreign
minister	minist	minister
Boris	bori	Boris
Johnson	johnson	Johnson
behind	behind	behind
her	her	her
,	,	,
without	without	without
alienating	alien	alienating
those	those	those
like	like	like
finance	financ	finance
minister	minist	minister
Philip	philip	Philip
Hammond	hammond	Hammond
who	who	who
believe	believ	believe
Britain	britain	Britain
should	should	should
be	be	be
more	more	more
wary	wari	wary
of	of	of
diverging	diverg	diverging
from	from	from
EU	eu	EU
norms	norm	norm
and	and	and
standards	standard	standard
.	.	.
May	may	May
needs	need	need
the	the	the
full	full	full
backing	back	backing
of	of	of
her	her	her
cabinet	cabinet	cabinet
after	after	after
a	a	a
misjudged	misjudg	misjudged
snap	snap	snap
election	elect	election
in	in	in
June	june	June
stripped	strip	stripped
her	her	her
Conservative	conserv	Conservative
Party	parti	Party
of	of	of
its	it	it
majority	major	majority
in	in	in
parliament	parliament	parliament
,	,	,
weakening	weaken	weakening
her	her	her
authority	author	authority
both	both	both
at	at	at
home	home	home
and	and	and
in	in	in
Brussels	brussel	Brussels
.	.	.
Should	should	Should
she	she	she
stumble	stumbl	stumble
,	,	,
opposition	opposit	opposition
Labour	labour	Labour
Party	parti	Party
leader	leader	leader
Jeremy	jeremi	Jeremy
Corbyn	corbyn	Corbyn
says	say	say
he	he	he
is	is	is
ready	readi	ready
to	to	to
take	take	take
her	her	her
place	place	place
,	,	,
predicting	predict	predicting
another	anoth	another
national	nation	national
election	elect	election
in	in	in
2018	2018	2018
in	in	in
an	an	an
interview	interview	interview
with	with	with
Grazia	grazia	Grazia
magazine	magazin	magazine
.	.	.
The	the	The
veteran	veteran	veteran
socialist	socialist	socialist
led	led	led
Labour	labour	Labour
to	to	to
unexpected	unexpect	unexpected
gains	gain	gain
in	in	in
the	the	the
June	june	June
8	8	8
vote	vote	vote
,	,	,
and	and	and
has	has	ha
promised	promis	promised
to	to	to
deliver	deliv	deliver
a	a	a
Brexit	brexit	Brexit
more	more	more
focused	focus	focused
on	on	on
protecting	protect	protecting
jobs	job	job
and	and	and
workers	worker	worker
rights	right	right
.	.	.
That	that	That
has	has	ha
been	been	been
interpreted	interpret	interpreted
as	as	a
meaning	mean	meaning
preserving	preserv	preserving
ties	tie	tie
with	with	with
the	the	the
EU	eu	EU
in	in	in
many	mani	many
areas	area	area
.	.	.
But	but	But
,	,	,
May	may	May
has	has	ha
outlasted	outlast	outlasted
many	mani	many
of	of	of
the	the	the
dire	dire	dire
prognoses	prognos	prognosis
offered	offer	offered
after	after	after
her	her	her
June	june	June
election	elect	election
flop	flop	flop
.	.	.
That	that	That
is	is	is
partly	part	partly
due	due	due
to	to	to
fears	fear	fear
that	that	that
fresh	fresh	fresh
elections	elect	election
would	would	would
put	put	put
Corbyn	corbyn	Corbyn
in	in	in
charge	charg	charge
,	,	,
and	and	and
partly	part	partly
because	becaus	because
few	few	few
Conservative	conserv	Conservative
rivals	rival	rival
want	want	want
the	the	the
task	task	task
of	of	of
delivering	deliv	delivering
a	a	a
decision	decis	decision
which	which	which
remains	remain	remains
unpopular	unpopular	unpopular
with	with	with
large	larg	large
swathes	swath	swathe
of	of	of
the	the	the
electorate	elector	electorate
.	.	.
A	a	A
poll	poll	poll
on	on	on
Saturday	saturday	Saturday
showed	show	showed
51	51	51
percent	percent	percent
of	of	of
Britons	briton	Britons
would	would	would
now	now	now
keep	keep	keep
EU	eu	EU
membership	membership	membership
while	while	while
41	41	41
percent	percent	percent
want	want	want
to	to	to
leave	leav	leave
the	the	the
bloc	bloc	bloc
.	.	.
The	the	The
shift	shift	shift
was	was	wa
mostly	most	mostly
among	among	among
those	those	those
who	who	who
did	did	did
not	not	not
vote	vote	vote
in	in	in
last	last	last
year	year	year
s	s	s
referendum	referendum	referendum
,	,	,
while	while	while
around	around	around
nine	nine	nine
in	in	in
10	10	10
leave	leav	leave
and	and	and
remain	remain	remain
voters	voter	voter
were	were	were
unchanged	unchang	unchanged
in	in	in
their	their	their
views	view	view
.	.	.
