Token	Stem	Lemma
BRUSSELS	brussel	BRUSSELS
Reuters	reuter	Reuters
A	a	A
country	countri	country
s	s	s
spending	spend	spending
on	on	on
development	develop	development
aid	aid	aid
and	and	and
on	on	on
defense	defens	defense
are	are	are
separate	separ	separate
items	item	item
NATO	nato	NATO
Secretary	secretari	Secretary
General	general	General
Jens	jen	Jens
Stoltenberg	stoltenberg	Stoltenberg
said	said	said
on	on	on
Friday	friday	Friday
responding	respond	responding
to	to	to
German	german	German
comments	comment	comment
about	about	about
NATO	nato	NATO
s	s	s
target	target	target
for	for	for
increasing	increas	increasing
military	militari	military
budgets	budget	budget
German	german	German
Foreign	foreign	Foreign
Minister	minist	Minister
Sigmar	sigmar	Sigmar
Gabriel	gabriel	Gabriel
had	had	had
said	said	said
on	on	on
Thursday	thursday	Thursday
that	that	that
it	it	it
was	was	wa
not	not	not
realistic	realist	realistic
for	for	for
Germany	germani	Germany
to	to	to
spend	spend	spend
2	2	2
percent	percent	percent
of	of	of
its	it	it
economic	econom	economic
output	output	output
on	on	on
defense	defens	defense
and	and	and
that	that	that
other	other	other
spending	spend	spending
such	such	such
as	as	a
development	develop	development
aid	aid	aid
should	should	should
be	be	be
taken	taken	taken
into	into	into
consideration	consider	consideration
Diplomacy	diplomaci	Diplomacy
development	develop	development
aid	aid	aid
economic	econom	economic
cooperation	cooper	cooperation
can	can	can
be	be	be
important	import	important
to	to	to
help	help	help
stabilize	stabil	stabilize
a	a	a
region	region	region
Stoltenberg	stoltenberg	Stoltenberg
told	told	told
a	a	a
news	news	news
conference	confer	conference
in	in	in
Brussels	brussel	Brussels
We	we	We
have	have	have
international	intern	international
targets	target	target
guidelines	guidelin	guideline
for	for	for
development	develop	development
aid	aid	aid
0	0	0
7	7	7
percent	percent	percent
of	of	of
GDP	gdp	GDP
and	and	and
then	then	then
we	we	we
have	have	have
a	a	a
NATO	nato	NATO
agreement	agreement	agreement
on	on	on
moving	move	moving
toward	toward	toward
2	2	2
percent	percent	percent
But	but	But
those	those	those
are	are	are
two	two	two
different	differ	different
things	thing	thing
even	even	even
though	though	though
both	both	both
are	are	are
important	import	important
he	he	he
added	ad	added
It	it	It
is	is	is
not	not	not
either	either	either
development	develop	development
or	or	or
security	secur	security
it	it	it
is	is	is
development	develop	development
and	and	and
security	secur	security
and	and	and
the	the	the
foundation	foundat	foundation
of	of	of
development	develop	development
is	is	is
to	to	to
have	have	have
peace	peac	peace
and	and	and
security	secur	security
