YANGON	yangon	YANGON
Reuters	reuter	Reuters
-	-	-
Myanmar	myanmar	Myanmar
said	said	said
on	on	on
Friday	friday	Friday
a	a	a
visiting	visit	visiting
U	u	U
.	.	.
S	s	S
.	.	.
official	offici	official
would	would	would
not	not	not
be	be	be
allowed	allow	allowed
to	to	to
go	go	go
to	to	to
a	a	a
region	region	region
where	where	where
violence	violenc	violence
has	has	ha
triggered	trigger	triggered
an	an	an
exodus	exodus	exodus
of	of	of
nearly	near	nearly
400	400	400
,	,	,
000	000	000
Rohingya	rohingya	Rohingya
Muslims	muslim	Muslims
that	that	that
the	the	the
United	unit	United
Nations	nation	Nations
has	has	ha
branded	brand	branded
a	a	a
textbook	textbook	textbook
example	exampl	example
of	of	of
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
.	.	.
The	the	The
Rohingya	rohingya	Rohingya
have	have	have
fled	fled	fled
from	from	from
western	western	western
Rakhine	rakhin	Rakhine
state	state	state
to	to	to
neighboring	neighbor	neighboring
Bangladesh	bangladesh	Bangladesh
to	to	to
escape	escap	escape
a	a	a
military	militari	military
offensive	offens	offensive
that	that	that
has	has	ha
raised	rais	raised
questions	question	question
about	about	about
Myanmar	myanmar	Myanmar
s	s	s
transition	transit	transition
to	to	to
civilian	civilian	civilian
rule	rule	rule
under	under	under
the	the	the
leadership	leadership	leadership
of	of	of
Nobel	nobel	Nobel
laureate	laureat	laureate
Aung	aung	Aung
San	san	San
Suu	suu	Suu
Kyi	kyi	Kyi
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
Deputy	deputi	Deputy
Assistant	assist	Assistant
Secretary	secretari	Secretary
of	of	of
State	state	State
Patrick	patrick	Patrick
Murphy	murphi	Murphy
will	will	will
voice	voic	voice
Washington	washington	Washington
s	s	s
concerns	concern	concern
about	about	about
the	the	the
Rohingya	rohingya	Rohingya
and	and	and
press	press	press
for	for	for
greater	greater	greater
access	access	access
to	to	to
the	the	the
conflict	conflict	conflict
area	area	area
for	for	for
humanitarian	humanitarian	humanitarian
workers	worker	worker
,	,	,
the	the	the
State	state	State
Department	depart	Department
said	said	said
.	.	.
Myanmar	myanmar	Myanmar
officials	offici	official
said	said	said
he	he	he
would	would	would
meet	meet	meet
government	govern	government
leaders	leader	leader
in	in	in
the	the	the
capital	capit	capital
,	,	,
Naypyitaw	naypyitaw	Naypyitaw
,	,	,
and	and	and
attend	attend	attend
an	an	an
address	address	address
to	to	to
the	the	the
nation	nation	nation
by	by	by
Suu	suu	Suu
Kyi	kyi	Kyi
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
He	he	He
would	would	would
also	also	also
visit	visit	visit
Sittwe	sittw	Sittwe
,	,	,
the	the	the
state	state	state
capital	capit	capital
,	,	,
and	and	and
meet	meet	meet
the	the	the
governor	governor	governor
of	of	of
Rakhine	rakhin	Rakhine
,	,	,
the	the	the
state	state	state
government	govern	government
secretary	secretari	secretary
,	,	,
Tin	tin	Tin
Maung	maung	Maung
Swe	swe	Swe
,	,	,
told	told	told
Reuters	reuter	Reuters
,	,	,
but	but	but
the	the	the
north	north	north
of	of	of
the	the	the
state	state	state
,	,	,
where	where	where
the	the	the
conflict	conflict	conflict
erupted	erupt	erupted
on	on	on
Aug	aug	Aug
.	.	.
25	25	25
would	would	would
be	be	be
off	off	off
limits	limit	limit
.	.	.
Not	not	Not
allowed	allow	allowed
,	,	,
Tin	tin	Tin
Maung	maung	Maung
Swe	swe	Swe
said	said	said
,	,	,
when	when	when
asked	ask	asked
if	if	if
Murphy	murphi	Murphy
would	would	would
be	be	be
going	go	going
to	to	to
Maungdaw	maungdaw	Maungdaw
district	district	district
,	,	,
at	at	at
the	the	the
heart	heart	heart
of	of	of
the	the	the
strife	strife	strife
that	that	that
began	began	began
when	when	when
Rohingya	rohingya	Rohingya
insurgents	insurg	insurgent
attacked	attack	attacked
police	polic	police
posts	post	post
and	and	and
an	an	an
army	armi	army
camp	camp	camp
,	,	,
killing	kill	killing
a	a	a
dozen	dozen	dozen
people	peopl	people
.	.	.
While	while	While
nearly	near	nearly
400	400	400
,	,	,
000	000	000
refugees	refuge	refugee
have	have	have
poured	pour	poured
across	across	across
the	the	the
border	border	border
into	into	into
Bangladesh	bangladesh	Bangladesh
,	,	,
fears	fear	fear
have	have	have
also	also	also
been	been	been
growing	grow	growing
of	of	of
a	a	a
humanitarian	humanitarian	humanitarian
crisis	crisi	crisis
on	on	on
the	the	the
Myanmar	myanmar	Myanmar
side	side	side
,	,	,
but	but	but
access	access	access
for	for	for
aid	aid	aid
workers	worker	worker
and	and	and
reporters	report	reporter
has	has	ha
been	been	been
severely	sever	severely
restricted	restrict	restricted
.	.	.
Myanmar	myanmar	Myanmar
insisted	insist	insisted
on	on	on
Friday	friday	Friday
it	it	it
was	was	wa
not	not	not
barring	bar	barring
aid	aid	aid
workers	worker	worker
but	but	but
a	a	a
government	govern	government
spokesman	spokesman	spokesman
said	said	said
authorities	author	authority
on	on	on
the	the	the
ground	ground	ground
might	might	might
have	have	have
concerns	concern	concern
over	over	over
security	secur	security
.	.	.
Rights	right	Rights
monitors	monitor	monitor
and	and	and
fleeing	flee	fleeing
Rohingya	rohingya	Rohingya
say	say	say
the	the	the
army	armi	army
and	and	and
Rakhine	rakhin	Rakhine
Buddhist	buddhist	Buddhist
vigilantes	vigilant	vigilante
have	have	have
mounted	mount	mounted
a	a	a
campaign	campaign	campaign
of	of	of
arson	arson	arson
aimed	aim	aimed
at	at	at
driving	drive	driving
out	out	out
the	the	the
Muslim	muslim	Muslim
population	popul	population
.	.	.
A	a	A
Reuters	reuter	Reuters
photographer	photograph	photographer
on	on	on
the	the	the
Bangladesh	bangladesh	Bangladesh
side	side	side
of	of	of
the	the	the
border	border	border
said	said	said
he	he	he
could	could	could
see	see	see
huge	huge	huge
banks	bank	bank
of	of	of
dark	dark	dark
smoke	smoke	smoke
billowing	billow	billowing
up	up	up
over	over	over
Myanmar	myanmar	Myanmar
territory	territori	territory
on	on	on
Friday	friday	Friday
,	,	,
while	while	while
international	intern	international
aid	aid	aid
organizations	organ	organization
said	said	said
the	the	the
refugees	refuge	refugee
kept	kept	kept
coming	come	coming
.	.	.
There	there	There
s	s	s
really	realli	really
no	no	no
sign	sign	sign
that	that	that
this	this	this
flow	flow	flow
of	of	of
people	peopl	people
is	is	is
going	go	going
to	to	to
dry	dri	dry
up	up	up
,	,	,
Chris	chris	Chris
Lom	lom	Lom
of	of	of
the	the	the
International	intern	International
Organisation	organis	Organisation
for	for	for
Migration	migrat	Migration
,	,	,
said	said	said
from	from	from
the	the	the
Bangladeshi	bangladeshi	Bangladeshi
border	border	border
district	district	district
of	of	of
Cox	cox	Cox
s	s	s
Bazar	bazar	Bazar
.	.	.
There	there	There
are	are	are
still	still	still
,	,	,
we	we	we
believe	believ	believe
,	,	,
thousands	thousand	thousand
of	of	of
people	peopl	people
waiting	wait	waiting
to	to	to
take	take	take
boats	boat	boat
across	across	across
to	to	to
Cox	cox	Cox
s	s	s
Bazar	bazar	Bazar
.	.	.
U	u	U
.	.	.
N	n	N
.	.	.
Secretary	secretari	Secretary
-General	-gener	-General
Antonio	antonio	Antonio
Guterres	guterr	Guterres
and	and	and
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Security	secur	Security
Council	council	Council
have	have	have
urged	urg	urged
Myanmar	myanmar	Myanmar
to	to	to
end	end	end
the	the	the
violence	violenc	violence
,	,	,
which	which	which
he	he	he
said	said	said
was	was	wa
best	best	best
described	describ	described
as	as	a
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
.	.	.
Myanmar	myanmar	Myanmar
rejects	reject	reject
the	the	the
accusations	accus	accusation
,	,	,
saying	say	saying
its	it	it
security	secur	security
forces	forc	force
are	are	are
carrying	carri	carrying
out	out	out
clearance	clearanc	clearance
operations	oper	operation
to	to	to
defend	defend	defend
against	against	against
the	the	the
insurgents	insurg	insurgent
of	of	of
the	the	the
Arakan	arakan	Arakan
Rohingya	rohingya	Rohingya
Salvation	salvat	Salvation
Army	armi	Army
,	,	,
which	which	which
claimed	claim	claimed
responsibility	respons	responsibility
for	for	for
the	the	the
Aug	aug	Aug
.	.	.
25	25	25
attacks	attack	attack
and	and	and
similar	similar	similar
,	,	,
though	though	though
smaller	smaller	smaller
,	,	,
attacks	attack	attack
in	in	in
October	octob	October
.	.	.
Russia	russia	Russia
s	s	s
U	u	U
.	.	.
N	n	N
.	.	.
Ambassador	ambassador	Ambassador
Vassily	vassili	Vassily
Nebenzia	nebenzia	Nebenzia
said	said	said
on	on	on
Friday	friday	Friday
that	that	that
while	while	while
Moscow	moscow	Moscow
was	was	wa
concerned	concern	concerned
we	we	we
cannot	cannot	cannot
discard	discard	discard
the	the	the
fact	fact	fact
that	that	that
it	it	it
was	was	wa
triggered	trigger	triggered
by	by	by
terrorist	terrorist	terrorist
activities	activ	activity
.	.	.
We	we	We
re	re	re
talking	talk	talking
to	to	to
the	the	the
Myanmar	myanmar	Myanmar
government	govern	government
,	,	,
of	of	of
course	cours	course
,	,	,
he	he	he
told	told	told
reporters	report	reporter
.	.	.
We	we	We
are	are	are
concerned	concern	concerned
with	with	with
what	what	what
is	is	is
happening	happen	happening
.	.	.
.	.	.
.	.	.
.	.	.
We	we	We
are	are	are
looking	look	looking
forward	forward	forward
to	to	to
an	an	an
early	earli	early
cessation	cessat	cessation
of	of	of
the	the	the
violence	violenc	violence
and	and	and
to	to	to
elevating	elev	elevating
the	the	the
humanitarian	humanitarian	humanitarian
situation	situat	situation
of	of	of
the	the	the
population	popul	population
.	.	.
The	the	The
government	govern	government
has	has	ha
declared	declar	declared
Arakan	arakan	Arakan
Rohingya	rohingya	Rohingya
Salvation	salvat	Salvation
Army	armi	Army
a	a	a
terrorist	terrorist	terrorist
organization	organ	organization
and	and	and
accused	accus	accused
it	it	it
of	of	of
setting	set	setting
the	the	the
fires	fire	fire
and	and	and
attacking	attack	attacking
civilians	civilian	civilian
.	.	.
Ethnic	ethnic	Ethnic
cleansing	cleans	cleansing
is	is	is
not	not	not
recognized	recogn	recognized
as	as	a
a	a	a
separate	separ	separate
crime	crime	crime
under	under	under
international	intern	international
law	law	law
but	but	but
allegations	alleg	allegation
of	of	of
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
as	as	a
part	part	part
of	of	of
wider	wider	wider
,	,	,
systematic	systemat	systematic
human	human	human
rights	right	right
violations	violat	violation
have	have	have
been	been	been
heard	heard	heard
in	in	in
international	intern	international
courts	court	court
.	.	.
Rights	right	Rights
group	group	group
Amnesty	amnesti	Amnesty
International	intern	International
said	said	said
evidence	evid	evidence
pointed	point	pointed
to	to	to
a	a	a
mass	mass	mass
-scale	-scale	-scale
scorched	scorch	scorched
-earth	-earth	-earth
campaign	campaign	campaign
across	across	across
the	the	the
north	north	north
of	of	of
Rakhine	rakhin	Rakhine
that	that	that
was	was	wa
unmistakably	unmistak	unmistakably
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
.	.	.
The	the	The
evidence	evid	evidence
is	is	is
irrefutable	irrefut	irrefutable
the	the	the
Myanmar	myanmar	Myanmar
security	secur	security
forces	forc	force
are	are	are
setting	set	setting
northern	northern	northern
Rakhine	rakhin	Rakhine
state	state	state
ablaze	ablaz	ablaze
in	in	in
a	a	a
targeted	target	targeted
campaign	campaign	campaign
to	to	to
push	push	push
the	the	the
Rohingya	rohingya	Rohingya
people	peopl	people
out	out	out
of	of	of
Myanmar	myanmar	Myanmar
,	,	,
said	said	said
Tirana	tirana	Tirana
Hassan	hassan	Hassan
,	,	,
the	the	the
group	group	group
s	s	s
crisis	crisi	crisis
response	respons	response
director	director	director
.	.	.
The	the	The
group	group	group
said	said	said
it	it	it
had	had	had
detected	detect	detected
80	80	80
big	big	big
fires	fire	fire
in	in	in
Rohingya	rohingya	Rohingya
areas	area	area
since	sinc	since
Aug	aug	Aug
.	.	.
25	25	25
.	.	.
While	while	While
the	the	the
extent	extent	extent
of	of	of
damage	damag	damage
could	could	could
not	not	not
be	be	be
verified	verifi	verified
,	,	,
due	due	due
to	to	to
access	access	access
restrictions	restrict	restriction
by	by	by
the	the	the
government	govern	government
,	,	,
they	they	they
are	are	are
likely	like	likely
to	to	to
have	have	have
burned	burn	burned
down	down	down
whole	whole	whole
villages	villag	village
.	.	.
It	it	It
said	said	said
it	it	it
also	also	also
had	had	had
credible	credibl	credible
reports	report	report
of	of	of
Rohingya	rohingya	Rohingya
militants	milit	militant
burning	burn	burning
the	the	the
homes	home	home
of	of	of
ethnic	ethnic	ethnic
Rakhine	rakhin	Rakhine
and	and	and
other	other	other
minorities	minor	minority
.	.	.
About	about	About
30	30	30
,	,	,
000	000	000
non	non	non
-Muslims	-muslim	-Muslims
have	have	have
also	also	also
been	been	been
displaced	displac	displaced
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
Majority	major	Majority
Leader	leader	Leader
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
said	said	said
on	on	on
Thursday	thursday	Thursday
he	he	he
had	had	had
spoken	spoken	spoken
with	with	with
Suu	suu	Suu
Kyi	kyi	Kyi
and	and	and
that	that	that
she	she	she
said	said	said
she	she	she
was	was	wa
working	work	working
to	to	to
get	get	get
aid	aid	aid
to	to	to
areas	area	area
in	in	in
Myanmar	myanmar	Myanmar
affected	affect	affected
by	by	by
violence	violenc	violence
.	.	.
The	the	The
generals	general	general
still	still	still
control	control	control
national	nation	national
security	secur	security
policy	polici	policy
but	but	but
nevertheless	nevertheless	nevertheless
,	,	,
Suu	suu	Suu
Kyi	kyi	Kyi
has	has	ha
been	been	been
widely	wide	widely
criticized	critic	criticized
abroad	abroad	abroad
for	for	for
not	not	not
stopping	stop	stopping
or	or	or
condemning	condemn	condemning
the	the	the
violence	violenc	violence
.	.	.
The	the	The
campaign	campaign	campaign
against	against	against
the	the	the
Muslim	muslim	Muslim
insurgents	insurg	insurgent
is	is	is
popular	popular	popular
at	at	at
home	home	home
.	.	.
The	the	The
U	u	U
.	.	.
N	n	N
.	.	.
