NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
A	a	A
U	u	U
.	.	.
S	s	S
.	.	.
judge	judg	judge
on	on	on
Friday	friday	Friday
denied	deni	denied
a	a	a
request	request	request
for	for	for
Russian	russian	Russian
lawyer	lawyer	lawyer
Natalia	natalia	Natalia
Veselnitskaya	veselnitskaya	Veselnitskaya
,	,	,
who	who	who
met	met	met
with	with	with
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
during	dure	during
the	the	the
2016	2016	2016
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
campaign	campaign	campaign
,	,	,
to	to	to
return	return	return
to	to	to
the	the	the
United	unit	United
States	state	States
to	to	to
attend	attend	attend
a	a	a
hearing	hear	hearing
over	over	over
an	an	an
unpaid	unpaid	unpaid
6	6	6
million	million	million
settlement	settlement	settlement
in	in	in
an	an	an
international	intern	international
money	money	money
laundering	launder	laundering
case	case	case
.	.	.
In	in	In
an	an	an
order	order	order
filed	file	filed
in	in	in
Manhattan	manhattan	Manhattan
federal	feder	federal
court	court	court
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Judge	judg	Judge
William	william	William
Pauley	pauley	Pauley
said	said	said
Veselnitskaya	veselnitskaya	Veselnitskaya
s	s	s
immigration	immigr	immigration
status	status	status
was	was	wa
squarely	squar	squarely
within	within	within
the	the	the
purview	purview	purview
of	of	of
the	the	the
executive	execut	executive
branch	branch	branch
.	.	.
Veselnitskaya	veselnitskaya	Veselnitskaya
represented	repres	represented
Prevezon	prevezon	Prevezon
Holdings	hold	Holdings
Ltd	ltd	Ltd
,	,	,
a	a	a
Russian	russian	Russian
-controlled	-control	-controlled
company	compani	company
,	,	,
which	which	which
in	in	in
May	may	May
agreed	agre	agreed
to	to	to
pay	pay	pay
nearly	near	nearly
6	6	6
million	million	million
to	to	to
settle	settl	settle
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
lawsuit	lawsuit	lawsuit
accusing	accus	accusing
it	it	it
of	of	of
laundering	launder	laundering
proceeds	proceed	proceeds
of	of	of
a	a	a
230	230	230
million	million	million
tax	tax	tax
fraud	fraud	fraud
.	.	.
Her	her	Her
temporary	temporari	temporary
permission	permiss	permission
from	from	from
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Department	depart	Department
of	of	of
Justice	justic	Justice
to	to	to
enter	enter	enter
the	the	the
United	unit	United
States	state	States
while	while	while
working	work	working
on	on	on
the	the	the
case	case	case
has	has	ha
expired	expir	expired
.	.	.
Following	follow	Following
Pauley	pauley	Pauley
s	s	s
order	order	order
on	on	on
Monday	monday	Monday
,	,	,
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
lawyer	lawyer	lawyer
for	for	for
Prevezon	prevezon	Prevezon
filed	file	filed
a	a	a
letter	letter	letter
asking	ask	asking
that	that	that
Veselnitskaya	veselnitskaya	Veselnitskaya
be	be	be
allowed	allow	allowed
to	to	to
appear	appear	appear
by	by	by
telephone	telephon	telephone
at	at	at
the	the	the
hearing	hear	hearing
,	,	,
which	which	which
is	is	is
scheduled	schedul	scheduled
for	for	for
Nov	nov	Nov
.	.	.
9	9	9
.	.	.
The	the	The
hearing	hear	hearing
is	is	is
expected	expect	expected
to	to	to
focus	focus	focus
on	on	on
whether	whether	whether
the	the	the
settlement	settlement	settlement
payment	payment	payment
was	was	wa
due	due	due
on	on	on
Oct	oct	Oct
.	.	.
31	31	31
,	,	,
as	as	a
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
has	has	ha
maintained	maintain	maintained
.	.	.
Prevezon	prevezon	Prevezon
disputed	disput	disputed
that	that	that
in	in	in
a	a	a
letter	letter	letter
filed	file	filed
on	on	on
Oct	oct	Oct
.	.	.
31	31	31
.	.	.
About	about	About
half	half	half
of	of	of
the	the	the
settlement	settlement	settlement
money	money	money
was	was	wa
supposed	suppos	supposed
to	to	to
come	come	come
from	from	from
3	3	3
million	million	million
euros	euro	euro
owed	owe	owed
to	to	to
Prevezon	prevezon	Prevezon
the	the	the
Netherlands	netherland	Netherlands
had	had	had
frozen	frozen	frozen
at	at	at
the	the	the
United	unit	United
States	state	States
request	request	request
,	,	,
according	accord	according
to	to	to
the	the	the
letter	letter	letter
.	.	.
The	the	The
Netherlands	netherland	Netherlands
lifted	lift	lifted
the	the	the
freeze	freez	freeze
on	on	on
Oct	oct	Oct
.	.	.
10	10	10
,	,	,
but	but	but
the	the	the
same	same	same
day	day	day
imposed	impos	imposed
a	a	a
new	new	new
freeze	freez	freeze
based	base	based
on	on	on
a	a	a
complaint	complaint	complaint
by	by	by
William	william	William
Browder	browder	Browder
,	,	,
chief	chief	chief
executive	execut	executive
of	of	of
Hermitage	hermitag	Hermitage
Capital	capit	Capital
Management	manag	Management
,	,	,
Prevezon	prevezon	Prevezon
s	s	s
letter	letter	letter
said	said	said
.	.	.
Browder	browder	Browder
has	has	ha
said	said	said
that	that	that
the	the	the
underlying	under	underlying
230	230	230
million	million	million
tax	tax	tax
fraud	fraud	fraud
was	was	wa
uncovered	uncov	uncovered
by	by	by
a	a	a
former	former	former
Hermitage	hermitag	Hermitage
auditor	auditor	auditor
,	,	,
Sergei	sergei	Sergei
Magnitsky	magnitski	Magnitsky
,	,	,
who	who	who
died	die	died
in	in	in
a	a	a
Russian	russian	Russian
prison	prison	prison
in	in	in
2009	2009	2009
.	.	.
In	in	In
its	it	it
letter	letter	letter
,	,	,
Prevezon	prevezon	Prevezon
asked	ask	asked
the	the	the
court	court	court
to	to	to
help	help	help
obtain	obtain	obtain
temporary	temporari	temporary
U	u	U
.	.	.
S	s	S
.	.	.
immigration	immigr	immigration
status	status	status
for	for	for
Veselnitskaya	veselnitskaya	Veselnitskaya
and	and	and
its	it	it
owner	owner	owner
,	,	,
Denis	deni	Denis
Katsyv	katsyv	Katsyv
,	,	,
so	so	so
they	they	they
could	could	could
attend	attend	attend
hearings	hear	hearing
.	.	.
Veselnitskaya	veselnitskaya	Veselnitskaya
met	met	met
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
in	in	in
New	new	New
York	york	York
last	last	last
year	year	year
.	.	.
Trump	trump	Trump
Jr	jr	Jr
.	.	.
said	said	said
in	in	in
a	a	a
statement	statement	statement
at	at	at
the	the	the
time	time	time
that	that	that
he	he	he
and	and	and
Veselnitskaya	veselnitskaya	Veselnitskaya
primarily	primarili	primarily
discussed	discuss	discussed
a	a	a
program	program	program
about	about	about
the	the	the
adoption	adopt	adoption
of	of	of
Russian	russian	Russian
children	children	child
after	after	after
Russia	russia	Russia
in	in	in
2012	2012	2012
banned	ban	banned
adoptions	adopt	adoption
of	of	of
Russian	russian	Russian
children	children	child
by	by	by
Americans	american	Americans
in	in	in
retaliation	retali	retaliation
for	for	for
sanctions	sanction	sanction
imposed	impos	imposed
under	under	under
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Magnitsky	magnitski	Magnitsky
Act	act	Act
.	.	.
The	the	The
2012	2012	2012
law	law	law
was	was	wa
intended	intend	intended
to	to	to
punish	punish	punish
Russian	russian	Russian
officials	offici	official
responsible	respons	responsible
for	for	for
Magnitsky	magnitski	Magnitsky
s	s	s
death	death	death
.	.	.
Trump	trump	Trump
Jr	jr	Jr
.	.	.
has	has	ha
released	releas	released
emails	email	email
related	relat	related
to	to	to
the	the	the
meeting	meet	meeting
during	dure	during
last	last	last
year	year	year
s	s	s
election	elect	election
that	that	that
described	describ	described
Veselnitskaya	veselnitskaya	Veselnitskaya
as	as	a
a	a	a
Russian	russian	Russian
government	govern	government
attorney	attorney	attorney
who	who	who
could	could	could
provide	provid	provide
information	inform	information
that	that	that
would	would	would
incriminate	incrimin	incriminate
Hillary	hillari	Hillary
and	and	and
her	her	her
dealings	deal	dealing
with	with	with
Russia	russia	Russia
and	and	and
would	would	would
be	be	be
very	veri	very
useful	use	useful
to	to	to
your	your	your
father	father	father
.	.	.
