Reuters	reuter	Reuters
-	-	-
Senate	senat	Senate
Banking	bank	Banking
Committee	committe	Committee
Democrats	democrat	Democrats
on	on	on
Monday	monday	Monday
asked	ask	asked
the	the	the
panel	panel	panel
s	s	s
Republican	republican	Republican
chairman	chairman	chairman
in	in	in
a	a	a
letter	letter	letter
to	to	to
clear	clear	clear
the	the	the
backlog	backlog	backlog
of	of	of
16	16	16
nominations	nomin	nomination
by	by	by
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
to	to	to
posts	post	post
related	relat	related
to	to	to
financial	financi	financial
oversight	oversight	oversight
,	,	,
national	nation	national
security	secur	security
and	and	and
other	other	other
areas	area	area
.	.	.
The	the	The
committee	committe	committee
,	,	,
led	led	led
by	by	by
Republican	republican	Republican
Senator	senat	Senator
Richard	richard	Richard
Shelby	shelbi	Shelby
,	,	,
has	has	ha
failed	fail	failed
to	to	to
carry	carri	carry
out	out	out
one	one	one
of	of	of
its	it	it
basic	basic	basic
duties	duti	duty
for	for	for
more	more	more
than	than	than
a	a	a
year	year	year
,	,	,
the	the	the
10	10	10
Democratic	democrat	Democratic
banking	bank	banking
committee	committe	committee
senators	senat	senator
wrote	wrote	wrote
in	in	in
the	the	the
Feb	feb	Feb
.	.	.
22	22	22
letter	letter	letter
.	.	.
It	it	It
is	is	is
the	the	the
only	onli	only
Senate	senat	Senate
committee	committe	committee
that	that	that
did	did	did
not	not	not
act	act	act
on	on	on
any	ani	any
nominees	nomine	nominee
last	last	last
year	year	year
,	,	,
the	the	the
Democrats	democrat	Democrats
wrote	wrote	wrote
.	.	.
Of	of	Of
the	the	the
16	16	16
nominations	nomin	nomination
pending	pend	pending
before	befor	before
the	the	the
committee	committe	committee
,	,	,
four	four	four
have	have	have
been	been	been
waiting	wait	waiting
for	for	for
action	action	action
for	for	for
more	more	more
than	than	than
a	a	a
year	year	year
while	while	while
others	other	others
have	have	have
been	been	been
in	in	in
limbo	limbo	limbo
for	for	for
more	more	more
than	than	than
nine	nine	nine
months	month	month
,	,	,
the	the	the
Democratic	democrat	Democratic
senators	senat	senator
wrote	wrote	wrote
.	.	.
Shelby	shelbi	Shelby
must	must	must
stop	stop	stop
obstructing	obstruct	obstructing
the	the	the
nominations	nomin	nomination
,	,	,
they	they	they
wrote	wrote	wrote
in	in	in
a	a	a
separate	separ	separate
statement	statement	statement
.	.	.
All	all	All
10	10	10
Democrats	democrat	Democrats
on	on	on
the	the	the
committee	committe	committee
signed	sign	signed
the	the	the
letter	letter	letter
,	,	,
including	includ	including
Senators	senat	Senators
Sherrod	sherrod	Sherrod
Brown	brown	Brown
of	of	of
Ohio	ohio	Ohio
,	,	,
Elizabeth	elizabeth	Elizabeth
Warren	warren	Warren
of	of	of
Massachusetts	massachusett	Massachusetts
,	,	,
and	and	and
Charles	charl	Charles
Schumer	schumer	Schumer
of	of	of
New	new	New
York	york	York
.	.	.
A	a	A
spokeswoman	spokeswoman	spokeswoman
for	for	for
Shelby	shelbi	Shelby
did	did	did
not	not	not
immediately	immedi	immediately
respond	respond	respond
to	to	to
a	a	a
request	request	request
for	for	for
comment	comment	comment
.	.	.
Shelby	shelbi	Shelby
has	has	ha
said	said	said
he	he	he
is	is	is
concerned	concern	concerned
that	that	that
Obama	obama	Obama
has	has	ha
not	not	not
nominated	nomin	nominated
anyone	anyon	anyone
as	as	a
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
